price_id,product_id,store_id,price,price_type,effective_date,created_by
PH0058587,P02167,S0078,4143.32,Regular,2023-10-08,E00284
PH0058588,P00101,S0043,2113.48,Sale,2023-01-09,E01244
PH0058589,P00204,S0085,355.59,Clearance,2024-07-25,E01281
PH0058590,P02571,S0128,298.13,Regular,2024-09-16,E00101
PH0058591,P04155,S0050,1573.31,Regular,2023-08-27,E00957
PH0058592,P04319,S0131,165.81,Clearance,2022-03-09,E02279
PH0058593,P01817,S0001,3193.36,Sale,2023-04-02,E00405
PH0058594,P00361,S0111,1521.68,Sale,2024-11-08,E01548
PH0058595,P01325,S0054,2157.21,Sale,2022-09-02,E00492
PH0058596,P01789,S0099,451.31,Regular,2024-12-02,E02180
PH0058597,P03419,S0138,3119.62,Regular,2022-11-15,E00434
PH0058598,P00279,S0006,4240.14,Regular,2022-03-05,E00001
PH0058599,P04043,S0013,1996.62,Regular,2023-12-25,E01376
PH0058600,P04506,S0080,1325.11,Regular,2023-07-31,E00344
PH0058601,P03720,S0033,1376.55,Regular,2023-08-02,E00200
PH0058602,P01329,S0003,3823.24,Sale,2022-01-16,E00132
PH0058603,P04748,S0139,787.65,Clearance,2023-12-18,E00737
PH0058604,P01575,S0015,708.9,Regular,2022-03-07,E01974
PH0058605,P01094,S0027,3722.63,Sale,2022-07-24,E02188
PH0058606,P00922,S0043,353.96,Regular,2023-09-28,E01444
PH0058607,P02549,S0126,3502.52,Flash Sale,2023-11-07,E01925
PH0058608,P02617,S0073,457.02,Clearance,2024-03-18,E00634
PH0058609,P04001,S0135,2190.68,Clearance,2023-06-29,E01752
PH0058610,P03291,S0091,4873.97,Regular,2022-09-24,E02107
PH0058611,P02641,S0141,11667.89,Regular,2024-07-20,E00127
PH0058612,P01415,S0039,14064.05,Regular,2024-10-13,E01549
PH0058613,P03705,S0050,1583.9,Regular,2024-11-20,E02425
PH0058614,P00969,S0059,5085.11,Regular,2023-06-10,E00049
PH0058615,P00480,S0060,631.04,Promotional,2022-01-05,E01331
PH0058616,P03716,S0137,8123.1,Regular,2024-12-31,E01129
PH0058617,P01527,S0046,1774.31,Promotional,2022-03-24,E02480
PH0058618,P00469,S0117,1162.98,Promotional,2022-02-14,E00389
PH0058619,P04239,S0025,3480.96,Regular,2022-02-19,E01111
PH0058620,P02318,S0122,1742.07,Sale,2024-02-06,E00041
PH0058621,P01228,S0130,4133.19,Regular,2023-07-10,E02364
PH0058622,P04105,S0028,1903.24,Sale,2024-09-27,E00169
PH0058623,P03489,S0076,1666.65,Regular,2023-06-21,E01302
PH0058624,P04721,S0130,4275.75,Flash Sale,2023-11-01,E02103
PH0058625,P04597,S0097,3712.55,Regular,2024-03-04,E00781
PH0058626,P04315,S0110,5288.78,Regular,2023-06-13,E00396
PH0058627,P03151,S0130,662.77,Regular,2024-09-01,E02395
PH0058628,P02004,S0109,3900.65,Sale,2022-01-05,E00907
PH0058629,P02826,S0027,674.34,Regular,2022-02-20,E01979
PH0058630,P00370,S0034,2830.07,Regular,2024-10-18,E02279
PH0058631,P03698,S0129,6506.68,Sale,2023-01-11,E01185
PH0058632,P02140,S0045,2217.03,Regular,2023-10-13,E00054
PH0058633,P01184,S0054,7651.05,Promotional,2023-12-31,E00618
PH0058634,P02299,S0011,2666.79,Regular,2023-06-18,E01235
PH0058635,P02581,S0139,3512.95,Regular,2022-07-12,E01606
PH0058636,P01144,S0032,336.16,Regular,2024-02-10,E02103
PH0058637,P01434,S0125,3129.24,Clearance,2023-08-22,E01014
PH0058638,P00960,S0015,619.28,Sale,2022-10-13,E00922
PH0058639,P03872,S0133,4223.6,Promotional,2023-03-25,E01436
PH0058640,P01262,S0010,5307.29,Regular,2022-12-25,E01647
PH0058641,P02729,S0035,4461.93,Regular,2022-10-21,E00090
PH0058642,P00056,S0042,4757.5,Sale,2022-12-01,E01467
PH0058643,P00414,S0100,4024.33,Flash Sale,2023-07-06,E01919
PH0058644,P04144,S0084,6210.03,Regular,2024-07-23,E01138
PH0058645,P03056,S0062,2176.43,Regular,2022-01-03,E02430
PH0058646,P02651,S0055,2091.75,Clearance,2023-11-21,E01171
PH0058647,P03369,S0033,7966.63,Promotional,2024-05-10,E02493
PH0058648,P03872,S0080,4883.3,Regular,2022-05-08,E01743
PH0058649,P02982,S0013,2707.36,Sale,2024-06-11,E02497
PH0058650,P01953,S0099,4290.64,Regular,2022-05-23,E00327
PH0058651,P03579,S0044,6769.79,Regular,2024-07-18,E00286
PH0058652,P00211,S0103,5361.88,Sale,2022-09-07,E01417
PH0058653,P01877,S0107,2053.29,Regular,2023-03-10,E01314
PH0058654,P03454,S0053,201.42,Regular,2023-06-03,E01575
PH0058655,P04727,S0128,1850.42,Promotional,2023-11-18,E02463
PH0058656,P03197,S0104,2009.28,Regular,2023-04-09,E01568
PH0058657,P02893,S0102,1278.96,Promotional,2022-12-13,E02356
PH0058658,P02123,S0088,1944.7,Regular,2022-03-17,E00830
PH0058659,P02683,S0011,3538.03,Promotional,2023-01-01,E01637
PH0058660,P04866,S0098,2277.23,Sale,2022-01-09,E00168
PH0058661,P00885,S0058,1156.1,Sale,2024-05-18,E00954
PH0058662,P01107,S0139,3168.23,Sale,2022-04-02,E00831
PH0058663,P01530,S0105,3345.42,Regular,2022-05-12,E00036
PH0058664,P04568,S0113,2785.65,Regular,2023-08-31,E00810
PH0058665,P01830,S0062,1955.92,Regular,2024-01-15,E00555
PH0058666,P02247,S0102,709.13,Regular,2024-10-07,E01324
PH0058667,P01770,S0053,535.67,Promotional,2022-09-09,E00148
PH0058668,P03298,S0150,1380.06,Sale,2022-03-26,E01299
PH0058669,P04432,S0087,1628.05,Regular,2022-10-21,E01589
PH0058670,P04627,S0100,2874.5,Promotional,2024-11-26,E02066
PH0058671,P03056,S0064,1720.09,Sale,2022-10-19,E02139
PH0058672,P03689,S0030,1730.85,Regular,2023-12-31,E00396
PH0058673,P02495,S0029,5420.77,Regular,2022-06-06,E01850
PH0058674,P03352,S0052,1229.42,Regular,2022-06-13,E02320
PH0058675,P04307,S0044,981.06,Clearance,2024-04-20,E00457
PH0058676,P01943,S0095,6253.82,Promotional,2023-10-03,E01497
PH0058677,P03457,S0026,377.78,Sale,2024-07-30,E00765
PH0058678,P00766,S0142,350.62,Clearance,2022-11-30,E00080
PH0058679,P00489,S0014,1291.72,Promotional,2022-03-21,E00243
PH0058680,P00829,S0093,1339.49,Sale,2022-01-25,E01907
PH0058681,P01062,S0064,10096.4,Regular,2024-05-26,E01008
PH0058682,P00707,S0040,5398.53,Regular,2022-07-08,E00378
PH0058683,P02824,S0072,1987.72,Sale,2024-11-02,E00661
PH0058684,P03461,S0104,4921.1,Regular,2023-05-16,E01732
PH0058685,P03265,S0046,383.32,Flash Sale,2023-03-29,E01636
PH0058686,P03178,S0112,2158.83,Sale,2024-04-11,E00606
PH0058687,P04909,S0134,2522.01,Promotional,2022-05-24,E01091
PH0058688,P03127,S0008,779.12,Flash Sale,2023-08-14,E01089
PH0058689,P04366,S0108,164.79,Regular,2022-08-04,E01176
PH0058690,P02053,S0136,3519.37,Regular,2022-12-04,E00372
PH0058691,P00642,S0054,2004.61,Regular,2022-01-08,E00680
PH0058692,P02360,S0045,537.66,Sale,2023-07-09,E01587
PH0058693,P02706,S0047,1901.15,Regular,2022-06-15,E01949
PH0058694,P03609,S0035,1378.39,Clearance,2023-09-29,E01131
PH0058695,P01623,S0087,10117.95,Regular,2023-07-01,E01601
PH0058696,P02450,S0088,4223.92,Promotional,2023-08-20,E02207
PH0058697,P00295,S0127,4022.38,Regular,2022-11-27,E02476
PH0058698,P01935,S0085,692.43,Regular,2024-04-15,E02329
PH0058699,P02744,S0021,4544.08,Regular,2022-02-10,E01877
PH0058700,P03490,S0143,3305.81,Regular,2024-02-14,E00407
PH0058701,P03124,S0128,657.67,Regular,2022-02-19,E01733
PH0058702,P00565,S0009,2242.83,Regular,2022-04-17,E02473
PH0058703,P02254,S0103,1283.36,Regular,2023-07-21,E00496
PH0058704,P03652,S0108,13211.59,Regular,2022-11-18,E01698
PH0058705,P00552,S0024,2716.82,Regular,2024-09-05,E02176
PH0058706,P02510,S0135,1520.18,Flash Sale,2023-08-26,E02464
PH0058707,P02360,S0058,662.18,Regular,2023-06-18,E02303
PH0058708,P02480,S0099,3168.28,Regular,2022-04-13,E00326
PH0058709,P04611,S0004,3775.68,Promotional,2023-06-10,E01163
PH0058710,P02285,S0091,6716.46,Regular,2023-10-22,E00147
PH0058711,P03200,S0131,7008.86,Sale,2022-12-28,E02171
PH0058712,P04406,S0114,4764.12,Regular,2024-04-11,E02445
PH0058713,P04584,S0038,1849.15,Regular,2023-12-18,E02079
PH0058714,P03815,S0094,3021.53,Regular,2022-07-31,E00634
PH0058715,P01327,S0145,4118.13,Regular,2022-12-28,E00688
PH0058716,P04662,S0068,331.85,Promotional,2023-02-14,E00500
PH0058717,P02423,S0080,3377.86,Promotional,2022-08-30,E01933
PH0058718,P03758,S0043,5226.01,Promotional,2022-01-02,E01470
PH0058719,P01881,S0063,4432.2,Regular,2023-09-03,E00783
PH0058720,P04002,S0091,4275.56,Promotional,2023-08-24,E01317
PH0058721,P04008,S0128,3100.35,Promotional,2023-12-17,E02252
PH0058722,P03241,S0075,6859.01,Regular,2023-07-29,E01096
PH0058723,P00577,S0141,523.06,Regular,2023-11-03,E00881
PH0058724,P02231,S0116,877.42,Regular,2022-02-26,E00476
PH0058725,P00688,S0076,338.65,Regular,2024-12-04,E02215
PH0058726,P04991,S0027,1637.83,Regular,2023-09-26,E00527
PH0058727,P01097,S0035,2750.98,Clearance,2022-05-06,E01859
PH0058728,P03524,S0049,2568.61,Regular,2024-06-09,E02377
PH0058729,P04767,S0143,1490.69,Regular,2022-10-24,E00991
PH0058730,P01175,S0030,2531.48,Sale,2022-12-16,E01777
PH0058731,P03580,S0044,1023.95,Sale,2024-01-28,E01162
PH0058732,P00891,S0124,1809.25,Sale,2024-09-21,E02054
PH0058733,P03303,S0042,2407.15,Regular,2024-12-06,E00145
PH0058734,P02934,S0041,205.32,Clearance,2023-08-14,E00214
PH0058735,P02316,S0104,219.6,Clearance,2024-10-16,E01505
PH0058736,P01164,S0068,92.19,Flash Sale,2023-05-14,E00174
PH0058737,P01155,S0024,6436.34,Regular,2024-06-20,E02337
PH0058738,P02029,S0072,732.57,Promotional,2023-11-26,E02353
PH0058739,P03284,S0070,9052.85,Regular,2024-04-17,E00563
PH0058740,P03080,S0061,205.89,Regular,2023-07-17,E01942
PH0058741,P01094,S0012,4597.01,Regular,2022-01-09,E01646
PH0058742,P00392,S0129,3403.99,Regular,2024-07-26,E02338
PH0058743,P04944,S0055,2133.48,Promotional,2023-05-24,E00448
PH0058744,P04434,S0091,347.46,Regular,2024-07-03,E01349
PH0058745,P02958,S0079,2771.82,Regular,2024-02-12,E01970
PH0058746,P01278,S0141,489.02,Regular,2022-04-19,E01265
PH0058747,P01262,S0032,5321.02,Regular,2024-01-06,E00908
PH0058748,P00009,S0124,2597.99,Regular,2023-09-15,E00519
PH0058749,P01270,S0103,3019.08,Sale,2024-11-22,E02028
PH0058750,P01806,S0015,4637.21,Regular,2023-03-30,E00345
PH0058751,P04496,S0021,5649.96,Regular,2023-11-21,E00800
PH0058752,P03130,S0073,195.69,Regular,2023-08-05,E01085
PH0058753,P02218,S0040,4689.4,Clearance,2024-08-13,E00067
PH0058754,P00874,S0103,1576.92,Regular,2024-02-02,E01603
PH0058755,P03631,S0009,293.05,Regular,2024-08-09,E00457
PH0058756,P03802,S0008,2853.19,Clearance,2022-10-11,E00192
PH0058757,P01152,S0138,2368.15,Regular,2023-11-13,E01221
PH0058758,P00421,S0092,4128.74,Sale,2024-07-01,E00182
PH0058759,P01215,S0093,242.95,Promotional,2022-04-04,E00068
PH0058760,P03575,S0041,3765.56,Sale,2022-05-20,E00836
PH0058761,P04526,S0087,4423.91,Regular,2023-12-09,E01284
PH0058762,P01532,S0015,994.9,Regular,2022-12-09,E01762
PH0058763,P03683,S0141,14951.53,Regular,2022-08-27,E00311
PH0058764,P01232,S0019,1274.55,Regular,2023-06-16,E00672
PH0058765,P04672,S0076,3192.24,Flash Sale,2024-12-26,E00303
PH0058766,P04476,S0043,1270.2,Regular,2022-04-20,E02459
PH0058767,P04585,S0048,2341.08,Clearance,2022-04-26,E00921
PH0058768,P01533,S0103,219.14,Clearance,2023-08-15,E01063
PH0058769,P04813,S0054,157.37,Sale,2022-07-07,E01601
PH0058770,P02341,S0088,1662.59,Regular,2023-06-01,E01804
PH0058771,P02310,S0104,714.34,Regular,2023-05-07,E01694
PH0058772,P03466,S0104,2243.05,Clearance,2023-11-04,E00696
PH0058773,P00311,S0016,352.95,Sale,2022-05-15,E02084
PH0058774,P04606,S0002,1114.32,Regular,2023-05-04,E00352
PH0058775,P04701,S0085,3475.09,Regular,2023-03-12,E00171
PH0058776,P02831,S0019,9186.74,Regular,2023-10-23,E00281
PH0058777,P00622,S0008,3468.82,Clearance,2023-09-02,E00782
PH0058778,P04996,S0096,4829.4,Regular,2022-04-09,E00010
PH0058779,P01172,S0124,8086.8,Regular,2023-04-04,E01958
PH0058780,P02192,S0131,2624.07,Regular,2024-08-12,E00288
PH0058781,P02548,S0037,13234.91,Regular,2022-04-14,E00615
PH0058782,P03938,S0074,1145.47,Clearance,2022-01-31,E00623
PH0058783,P01055,S0148,2964.65,Sale,2022-01-05,E02250
PH0058784,P01023,S0043,1275.96,Promotional,2023-09-13,E00512
PH0058785,P01717,S0017,6007.81,Regular,2022-03-15,E02475
PH0058786,P03612,S0095,5513.82,Regular,2023-02-08,E00102
PH0058787,P03036,S0087,2999.86,Sale,2023-10-27,E01565
PH0058788,P00410,S0014,1762.22,Promotional,2022-05-18,E00327
PH0058789,P03239,S0019,9087.56,Flash Sale,2023-06-18,E01828
PH0058790,P03375,S0121,561.47,Promotional,2023-09-14,E02463
PH0058791,P00314,S0026,2035.37,Sale,2022-11-08,E02353
PH0058792,P01292,S0026,117.76,Flash Sale,2022-06-21,E00694
PH0058793,P03692,S0101,956.18,Sale,2022-06-22,E00553
PH0058794,P01852,S0021,3362.0,Promotional,2024-01-08,E02179
PH0058795,P00938,S0040,2903.18,Regular,2022-10-01,E02384
PH0058796,P04806,S0030,2136.58,Regular,2023-11-29,E01430
PH0058797,P00057,S0035,211.08,Promotional,2022-12-24,E01916
PH0058798,P03495,S0121,460.18,Promotional,2022-05-15,E01719
PH0058799,P04003,S0119,328.49,Regular,2022-02-06,E02076
PH0058800,P01812,S0049,2756.62,Clearance,2023-01-01,E00957
PH0058801,P01852,S0072,2356.07,Clearance,2024-02-25,E00683
PH0058802,P04410,S0021,3894.69,Sale,2022-12-25,E00756
PH0058803,P04348,S0018,1793.16,Regular,2024-05-19,E01695
PH0058804,P00943,S0023,2836.03,Regular,2023-12-28,E00229
PH0058805,P03488,S0138,4529.86,Regular,2022-11-09,E00895
PH0058806,P00378,S0019,2401.98,Sale,2022-11-26,E01211
PH0058807,P01818,S0108,3463.31,Sale,2023-01-13,E02480
PH0058808,P02147,S0079,5538.38,Regular,2023-05-25,E01444
PH0058809,P01409,S0142,177.57,Regular,2023-04-28,E00719
PH0058810,P01105,S0071,803.91,Regular,2022-06-02,E01347
PH0058811,P03188,S0038,952.72,Regular,2023-02-04,E02277
PH0058812,P02444,S0105,5863.99,Regular,2022-05-12,E01325
PH0058813,P04494,S0049,3579.06,Sale,2022-06-21,E00398
PH0058814,P04702,S0097,2916.94,Sale,2024-01-31,E01125
PH0058815,P03510,S0095,1135.47,Regular,2022-08-01,E01960
PH0058816,P01143,S0105,2827.46,Regular,2023-08-21,E00994
PH0058817,P04921,S0004,4086.02,Sale,2022-10-21,E01911
PH0058818,P01765,S0133,6776.99,Regular,2023-04-05,E01739
PH0058819,P02887,S0083,1107.2,Sale,2023-09-26,E01883
PH0058820,P01795,S0111,1791.66,Clearance,2022-04-06,E00999
PH0058821,P01398,S0050,492.22,Regular,2023-02-07,E02132
PH0058822,P03829,S0017,4445.83,Regular,2024-07-10,E00020
PH0058823,P04683,S0035,444.18,Clearance,2024-10-14,E00740
PH0058824,P04052,S0098,1289.94,Regular,2023-05-22,E01574
PH0058825,P00515,S0121,1482.14,Flash Sale,2023-07-19,E00321
PH0058826,P00752,S0119,10933.13,Promotional,2023-01-28,E00416
PH0058827,P04013,S0028,3958.3,Regular,2022-07-15,E00462
PH0058828,P01469,S0015,3089.1,Regular,2022-01-29,E01747
PH0058829,P04493,S0018,6171.3,Sale,2024-07-22,E01279
PH0058830,P01655,S0055,1986.14,Regular,2024-07-15,E00512
PH0058831,P04366,S0135,100.21,Clearance,2023-02-09,E00885
PH0058832,P00946,S0063,2080.18,Flash Sale,2024-10-16,E01379
PH0058833,P04570,S0144,1713.72,Promotional,2024-12-27,E01399
PH0058834,P00516,S0037,2927.98,Clearance,2023-02-16,E00235
PH0058835,P01967,S0109,916.46,Regular,2022-10-08,E00867
PH0058836,P01412,S0119,2292.22,Regular,2023-10-13,E00543
PH0058837,P03222,S0070,5085.86,Regular,2024-03-21,E00148
PH0058838,P02079,S0065,9152.65,Promotional,2024-09-20,E01322
PH0058839,P02337,S0129,9965.31,Regular,2024-06-28,E00982
PH0058840,P03452,S0109,3720.04,Sale,2023-08-18,E01587
PH0058841,P04941,S0094,4512.96,Regular,2024-04-02,E00895
PH0058842,P04829,S0102,2592.66,Sale,2022-02-18,E02452
PH0058843,P00447,S0066,1255.88,Clearance,2023-09-23,E02427
PH0058844,P04803,S0040,2691.17,Promotional,2023-02-03,E01920
PH0058845,P02542,S0116,6489.27,Regular,2022-09-11,E01303
PH0058846,P02621,S0079,490.2,Sale,2023-04-01,E01634
PH0058847,P02043,S0111,954.66,Regular,2023-05-13,E00377
PH0058848,P03670,S0047,758.11,Regular,2024-06-07,E01053
PH0058849,P00304,S0073,5062.75,Regular,2024-01-07,E00888
PH0058850,P03153,S0037,4695.74,Regular,2022-10-16,E00659
PH0058851,P01825,S0135,1021.4,Promotional,2024-05-20,E00495
PH0058852,P04387,S0073,7154.67,Regular,2024-03-09,E00250
PH0058853,P04327,S0099,2321.91,Promotional,2024-11-29,E00332
PH0058854,P00552,S0048,2673.81,Regular,2022-06-29,E02470
PH0058855,P02899,S0133,772.45,Promotional,2023-08-11,E01501
PH0058856,P02540,S0143,809.28,Regular,2022-04-28,E02233
PH0058857,P02518,S0115,1012.54,Sale,2022-11-19,E01876
PH0058858,P01960,S0148,416.02,Clearance,2023-05-11,E01145
PH0058859,P04349,S0127,134.24,Sale,2024-05-28,E01234
PH0058860,P00092,S0127,2811.76,Sale,2024-11-12,E01225
PH0058861,P01703,S0017,2762.55,Regular,2022-04-03,E00615
PH0058862,P03240,S0062,248.14,Regular,2024-05-10,E02406
PH0058863,P00007,S0081,2348.83,Regular,2022-01-26,E01312
PH0058864,P01311,S0025,7658.02,Regular,2024-11-14,E00194
PH0058865,P01134,S0115,129.45,Regular,2023-12-14,E02084
PH0058866,P04372,S0035,9079.26,Promotional,2024-03-16,E01240
PH0058867,P02361,S0030,1708.05,Sale,2024-06-11,E00362
PH0058868,P04282,S0120,3060.23,Promotional,2024-12-09,E00883
PH0058869,P00256,S0137,1098.26,Regular,2023-09-29,E02058
PH0058870,P02413,S0049,3719.67,Promotional,2024-08-09,E00774
PH0058871,P00782,S0018,596.2,Sale,2023-09-20,E00888
PH0058872,P00703,S0103,3581.16,Sale,2022-10-07,E02052
PH0058873,P04470,S0106,4111.49,Regular,2023-11-23,E00338
PH0058874,P02473,S0047,5660.91,Regular,2024-08-29,E01040
PH0058875,P02841,S0135,149.57,Sale,2024-01-26,E01796
PH0058876,P02944,S0106,125.95,Sale,2024-10-31,E02339
PH0058877,P01314,S0043,4047.17,Regular,2022-08-10,E02441
PH0058878,P01744,S0056,4309.13,Regular,2024-12-28,E01069
PH0058879,P04066,S0035,2258.4,Regular,2022-01-27,E01266
PH0058880,P03945,S0087,3965.86,Regular,2022-09-26,E01067
PH0058881,P03397,S0149,709.48,Regular,2024-10-21,E01988
PH0058882,P02434,S0018,1142.79,Regular,2023-02-12,E00517
PH0058883,P02350,S0060,1650.6,Flash Sale,2022-07-11,E01763
PH0058884,P02852,S0100,2900.18,Regular,2022-11-10,E01220
PH0058885,P01386,S0084,10136.79,Sale,2023-10-08,E01320
PH0058886,P01768,S0079,3082.55,Sale,2024-10-05,E02002
PH0058887,P02358,S0010,797.56,Sale,2024-06-10,E01270
PH0058888,P03412,S0059,4319.06,Regular,2022-06-18,E01350
PH0058889,P01656,S0038,3765.19,Regular,2022-11-01,E01105
PH0058890,P00318,S0115,2131.3,Regular,2024-03-01,E01097
PH0058891,P00944,S0045,3948.38,Regular,2024-04-13,E01486
PH0058892,P00502,S0070,840.24,Promotional,2024-04-16,E00379
PH0058893,P01178,S0049,2394.37,Sale,2023-12-05,E00682
PH0058894,P02474,S0032,2994.35,Regular,2023-11-17,E00341
PH0058895,P00162,S0103,1518.49,Regular,2024-01-03,E00382
PH0058896,P04628,S0046,3390.81,Sale,2023-03-11,E00155
PH0058897,P00853,S0087,12676.46,Promotional,2022-09-15,E01784
PH0058898,P04912,S0106,5527.08,Clearance,2024-10-12,E01893
PH0058899,P00789,S0127,3158.52,Flash Sale,2022-04-01,E01339
PH0058900,P04545,S0080,4187.77,Regular,2022-02-07,E02180
PH0058901,P02984,S0005,1738.5,Regular,2022-03-15,E02324
PH0058902,P04650,S0027,204.9,Regular,2023-05-01,E01930
PH0058903,P01015,S0139,656.49,Flash Sale,2022-03-16,E01729
PH0058904,P03485,S0060,178.86,Sale,2022-06-24,E01520
PH0058905,P02862,S0107,2788.37,Sale,2023-02-15,E01060
PH0058906,P01757,S0099,2560.3,Regular,2023-01-25,E01434
PH0058907,P01908,S0105,5533.15,Regular,2022-08-05,E02035
PH0058908,P00380,S0096,2680.79,Regular,2022-07-24,E01342
PH0058909,P00890,S0040,9742.56,Regular,2023-08-27,E00155
PH0058910,P04516,S0090,146.77,Regular,2024-10-20,E02370
PH0058911,P04442,S0096,3715.25,Sale,2024-02-03,E01205
PH0058912,P00344,S0043,3971.07,Regular,2022-09-06,E01977
PH0058913,P02321,S0057,1242.59,Regular,2023-10-07,E01576
PH0058914,P01441,S0148,2603.39,Regular,2022-08-06,E01149
PH0058915,P00225,S0033,3092.67,Clearance,2024-05-13,E02347
PH0058916,P02802,S0056,1393.81,Regular,2023-03-29,E00213
PH0058917,P03090,S0148,351.26,Sale,2023-08-19,E01121
PH0058918,P00667,S0007,1262.12,Promotional,2023-07-30,E01224
PH0058919,P01178,S0083,2562.88,Promotional,2023-11-22,E00228
PH0058920,P04630,S0146,148.68,Regular,2024-06-05,E00645
PH0058921,P00643,S0043,7043.19,Flash Sale,2023-04-11,E00097
PH0058922,P03183,S0055,8171.13,Clearance,2024-09-10,E00544
PH0058923,P03022,S0064,1354.27,Regular,2023-02-16,E02256
PH0058924,P02527,S0055,3152.49,Flash Sale,2023-06-26,E01122
PH0058925,P00392,S0037,3547.76,Regular,2024-03-05,E01319
PH0058926,P01978,S0067,2755.36,Regular,2023-10-11,E02372
PH0058927,P00250,S0064,5482.47,Clearance,2022-04-14,E01380
PH0058928,P04907,S0112,3576.57,Regular,2023-02-01,E00903
PH0058929,P02414,S0138,1378.27,Flash Sale,2024-02-02,E00869
PH0058930,P01758,S0054,3829.38,Promotional,2022-03-23,E02362
PH0058931,P00944,S0085,3973.88,Regular,2022-04-07,E00847
PH0058932,P04626,S0079,3180.85,Sale,2022-11-19,E00768
PH0058933,P00831,S0132,2202.03,Regular,2022-04-28,E02002
PH0058934,P04309,S0047,179.55,Flash Sale,2023-09-05,E02280
PH0058935,P01388,S0096,330.17,Regular,2022-08-20,E00169
PH0058936,P03253,S0030,12117.99,Regular,2023-10-23,E01441
PH0058937,P03798,S0117,528.29,Promotional,2024-09-28,E01198
PH0058938,P02754,S0041,984.8,Regular,2023-06-26,E00963
PH0058939,P01557,S0145,954.47,Regular,2024-06-14,E00786
PH0058940,P02354,S0133,4670.92,Regular,2024-12-07,E00044
PH0058941,P04979,S0038,3442.95,Sale,2023-03-03,E02024
PH0058942,P01468,S0103,2529.58,Regular,2024-01-22,E01519
PH0058943,P02531,S0026,3768.21,Sale,2024-09-22,E00334
PH0058944,P02529,S0050,3346.94,Regular,2022-07-25,E02128
PH0058945,P03777,S0031,689.82,Regular,2023-12-17,E01462
PH0058946,P01889,S0093,4311.9,Regular,2023-10-21,E01786
PH0058947,P04090,S0003,3145.25,Flash Sale,2023-03-21,E02495
PH0058948,P04684,S0092,2925.3,Regular,2023-02-08,E01843
PH0058949,P03951,S0136,1907.23,Clearance,2024-12-23,E02344
PH0058950,P03397,S0054,728.33,Regular,2023-07-12,E00693
PH0058951,P04081,S0124,2841.17,Promotional,2024-02-14,E00153
PH0058952,P01215,S0004,218.59,Sale,2023-09-28,E02036
PH0058953,P03079,S0060,4416.3,Promotional,2024-03-08,E00774
PH0058954,P02882,S0058,4154.26,Regular,2023-01-31,E02489
PH0058955,P02608,S0096,7771.18,Regular,2023-01-23,E01727
PH0058956,P02816,S0023,3041.29,Regular,2024-12-29,E01323
PH0058957,P02297,S0063,96.85,Sale,2023-09-19,E00798
PH0058958,P02013,S0097,2178.27,Sale,2022-09-27,E01891
PH0058959,P02510,S0060,2137.44,Regular,2022-04-17,E00879
PH0058960,P04716,S0050,3464.7,Sale,2024-05-06,E02083
PH0058961,P03691,S0073,11123.12,Regular,2022-01-29,E00101
PH0058962,P01653,S0112,490.17,Regular,2024-04-03,E00700
PH0058963,P03900,S0097,2768.86,Promotional,2024-09-16,E00287
PH0058964,P04485,S0062,836.12,Regular,2022-05-28,E00479
PH0058965,P03035,S0139,1654.63,Promotional,2023-12-10,E00080
PH0058966,P02051,S0055,815.73,Sale,2023-07-06,E00090
PH0058967,P03564,S0087,689.53,Sale,2022-01-28,E01460
PH0058968,P00928,S0081,6812.6,Regular,2023-11-21,E01725
PH0058969,P04537,S0001,3297.92,Clearance,2023-04-20,E01724
PH0058970,P02967,S0070,589.35,Clearance,2023-08-06,E00647
PH0058971,P04776,S0144,3169.24,Sale,2023-08-03,E02365
PH0058972,P01448,S0061,424.21,Clearance,2024-10-26,E01794
PH0058973,P03019,S0011,560.17,Regular,2024-11-18,E01011
PH0058974,P04555,S0064,1054.63,Flash Sale,2023-04-13,E01844
PH0058975,P04516,S0129,140.54,Regular,2024-02-24,E00266
PH0058976,P03839,S0022,5744.62,Promotional,2024-04-20,E00308
PH0058977,P02993,S0051,1955.01,Clearance,2023-06-29,E01809
PH0058978,P03568,S0127,592.86,Regular,2023-09-08,E00625
PH0058979,P02996,S0115,414.11,Regular,2023-09-23,E00703
PH0058980,P01736,S0063,4521.56,Regular,2023-07-16,E01767
PH0058981,P02693,S0139,4850.1,Regular,2023-01-28,E01492
PH0058982,P01885,S0132,188.18,Clearance,2024-02-28,E01790
PH0058983,P00178,S0008,2346.83,Regular,2022-10-22,E01101
PH0058984,P00170,S0128,959.26,Regular,2022-11-03,E01297
PH0058985,P00900,S0027,7829.71,Regular,2023-03-22,E02452
PH0058986,P04988,S0034,4637.72,Promotional,2024-01-15,E01278
PH0058987,P01215,S0131,191.64,Flash Sale,2023-08-02,E01111
PH0058988,P03968,S0091,2152.46,Regular,2023-03-14,E02334
PH0058989,P04658,S0023,2821.97,Regular,2023-07-20,E01375
PH0058990,P01667,S0131,9729.14,Sale,2023-07-16,E01724
PH0058991,P03416,S0020,5935.37,Sale,2024-03-08,E00324
PH0058992,P04417,S0008,3564.51,Regular,2022-11-24,E01586
PH0058993,P00845,S0032,4188.12,Regular,2022-05-12,E00259
PH0058994,P01497,S0014,2877.55,Clearance,2022-02-19,E02356
PH0058995,P03906,S0013,5076.88,Regular,2023-10-13,E00269
