session_id,customer_id,login_time,logout_time,duration_mins,device,channel,pages_visited,date
SES0096975,C09512,2022-12-23 03:31:00,2022-12-23 04:53:00,82,Tablet,Web,9,2022-12-23
SES0096976,C07927,2022-04-02 03:40:00,2022-04-02 05:04:00,84,Desktop,Web,23,2022-04-02
SES0096977,C07146,2023-06-14 21:26:00,2023-06-14 22:07:00,41,Mobile,App,15,2023-06-14
SES0096978,C04502,2023-08-13 03:21:00,2023-08-13 03:24:00,3,Mobile,App,2,2023-08-13
SES0096979,C03972,2022-05-04 23:06:00,2022-05-05 00:23:00,77,Mobile,Web,13,2022-05-04
SES0096980,C07109,2022-09-21 04:06:00,2022-09-21 04:15:00,9,Mobile,App,29,2022-09-21
SES0096981,C03137,2022-05-14 00:05:00,2022-05-14 01:17:00,72,Mobile,Web,30,2022-05-14
SES0096982,C04338,2024-10-14 06:24:00,2024-10-14 07:44:00,80,Desktop,App,12,2024-10-14
SES0096983,C02361,2024-11-14 11:19:00,2024-11-14 12:43:00,84,Desktop,Web,7,2024-11-14
SES0096984,C07853,2023-11-30 18:48:00,2023-11-30 18:50:00,2,Mobile,Web,6,2023-11-30
SES0096985,C03953,2022-09-17 10:26:00,2022-09-17 11:06:00,40,Mobile,Web,2,2022-09-17
SES0096986,C08750,2024-12-30 05:41:00,2024-12-30 06:13:00,32,Mobile,Web,1,2024-12-30
SES0096987,C02790,2023-08-07 07:08:00,2023-08-07 07:46:00,38,Tablet,Web,28,2023-08-07
SES0096988,C04909,2022-12-14 16:13:00,2022-12-14 16:39:00,26,Tablet,Web,3,2022-12-14
SES0096989,C08881,2022-12-22 17:08:00,2022-12-22 18:13:00,65,Tablet,App,16,2022-12-22
SES0096990,C09883,2022-05-24 19:26:00,2022-05-24 20:37:00,71,Mobile,Web,21,2022-05-24
SES0096991,C05681,2023-08-05 12:37:00,2023-08-05 14:04:00,87,Mobile,App,21,2023-08-05
SES0096992,C08070,2022-11-24 20:11:00,2022-11-24 20:40:00,29,Mobile,App,13,2022-11-24
SES0096993,C08542,2023-07-10 13:45:00,2023-07-10 14:55:00,70,Mobile,Web,30,2023-07-10
SES0096994,C00565,2024-06-01 11:15:00,2024-06-01 12:08:00,53,Desktop,App,23,2024-06-01
SES0096995,C07506,2024-06-02 08:06:00,2024-06-02 08:54:00,48,Mobile,Web,1,2024-06-02
SES0096996,C04452,2023-07-09 13:27:00,2023-07-09 14:35:00,68,Mobile,App,23,2023-07-09
SES0096997,C06934,2023-09-15 22:51:00,2023-09-15 23:03:00,12,Tablet,Web,11,2023-09-15
SES0096998,C07037,2023-04-20 03:55:00,2023-04-20 04:55:00,60,Mobile,Web,25,2023-04-20
SES0096999,C05445,2022-01-06 05:11:00,2022-01-06 06:03:00,52,Mobile,App,26,2022-01-06
SES0097000,C02149,2022-02-10 08:56:00,2022-02-10 09:12:00,16,Mobile,Web,19,2022-02-10
SES0097001,C09865,2022-02-10 22:02:00,2022-02-10 22:27:00,25,Tablet,Web,11,2022-02-10
SES0097002,C01993,2023-01-26 19:48:00,2023-01-26 21:17:00,89,Mobile,Web,22,2023-01-26
SES0097003,C03963,2024-03-02 12:04:00,2024-03-02 13:28:00,84,Mobile,App,19,2024-03-02
SES0097004,C04420,2022-03-13 11:17:00,2022-03-13 12:37:00,80,Tablet,Web,16,2022-03-13
SES0097005,C01294,2024-10-01 11:09:00,2024-10-01 11:51:00,42,Mobile,App,17,2024-10-01
SES0097006,C05816,2022-01-19 18:59:00,2022-01-19 19:12:00,13,Desktop,Web,5,2022-01-19
SES0097007,C08108,2022-08-05 11:16:00,2022-08-05 11:33:00,17,Mobile,App,6,2022-08-05
SES0097008,C05139,2024-11-27 08:21:00,2024-11-27 09:42:00,81,Desktop,App,13,2024-11-27
SES0097009,C07723,2022-01-29 23:21:00,2022-01-30 00:11:00,50,Tablet,App,5,2022-01-29
SES0097010,C00636,2023-04-19 17:51:00,2023-04-19 19:12:00,81,Mobile,App,9,2023-04-19
SES0097011,C08278,2023-01-28 13:08:00,2023-01-28 13:10:00,2,Desktop,Web,26,2023-01-28
SES0097012,C01634,2022-11-22 13:31:00,2022-11-22 13:43:00,12,Desktop,App,12,2022-11-22
SES0097013,C06321,2023-03-06 04:22:00,2023-03-06 05:39:00,77,Desktop,App,12,2023-03-06
SES0097014,C07613,2024-03-21 10:43:00,2024-03-21 11:25:00,42,Mobile,App,1,2024-03-21
SES0097015,C04662,2022-07-25 14:02:00,2022-07-25 14:36:00,34,Tablet,App,17,2022-07-25
SES0097016,C02957,2024-11-12 09:07:00,2024-11-12 10:29:00,82,Tablet,Web,1,2024-11-12
SES0097017,C09976,2023-11-30 14:12:00,2023-11-30 15:16:00,64,Desktop,App,14,2023-11-30
SES0097018,C02802,2024-11-16 17:57:00,2024-11-16 18:59:00,62,Mobile,Web,7,2024-11-16
SES0097019,C02745,2024-08-30 22:10:00,2024-08-30 23:04:00,54,Desktop,App,27,2024-08-30
SES0097020,C01956,2024-12-13 05:15:00,2024-12-13 05:49:00,34,Desktop,Web,6,2024-12-13
SES0097021,C00684,2022-09-23 06:31:00,2022-09-23 07:18:00,47,Desktop,App,5,2022-09-23
SES0097022,C03819,2024-10-27 04:21:00,2024-10-27 05:37:00,76,Mobile,App,22,2024-10-27
SES0097023,C05635,2023-04-21 11:23:00,2023-04-21 11:39:00,16,Mobile,Web,15,2023-04-21
SES0097024,C00622,2023-06-18 07:25:00,2023-06-18 08:19:00,54,Desktop,App,1,2023-06-18
SES0097025,C09104,2024-06-08 15:51:00,2024-06-08 17:11:00,80,Tablet,App,15,2024-06-08
SES0097026,C01888,2023-11-03 12:40:00,2023-11-03 13:34:00,54,Mobile,App,10,2023-11-03
SES0097027,C02148,2022-02-28 00:11:00,2022-02-28 01:20:00,69,Desktop,App,22,2022-02-28
SES0097028,C02827,2023-03-22 01:02:00,2023-03-22 01:24:00,22,Desktop,Web,1,2023-03-22
SES0097029,C00962,2024-10-24 01:55:00,2024-10-24 02:35:00,40,Mobile,App,30,2024-10-24
SES0097030,C05098,2022-04-26 06:36:00,2022-04-26 08:01:00,85,Mobile,Web,5,2022-04-26
SES0097031,C06819,2023-12-13 14:57:00,2023-12-13 15:49:00,52,Mobile,Web,23,2023-12-13
SES0097032,C01212,2023-07-03 15:55:00,2023-07-03 17:14:00,79,Mobile,App,5,2023-07-03
SES0097033,C04689,2022-12-14 07:15:00,2022-12-14 08:45:00,90,Desktop,App,17,2022-12-14
SES0097034,C02046,2022-09-11 01:37:00,2022-09-11 02:00:00,23,Desktop,App,29,2022-09-11
SES0097035,C07868,2024-01-26 10:24:00,2024-01-26 11:39:00,75,Desktop,App,11,2024-01-26
SES0097036,C06244,2023-12-08 01:47:00,2023-12-08 01:57:00,10,Tablet,Web,6,2023-12-08
SES0097037,C09668,2023-07-23 15:19:00,2023-07-23 15:40:00,21,Mobile,Web,23,2023-07-23
SES0097038,C09004,2023-10-05 09:56:00,2023-10-05 10:35:00,39,Mobile,Web,5,2023-10-05
SES0097039,C09082,2023-12-03 13:44:00,2023-12-03 14:34:00,50,Mobile,App,15,2023-12-03
SES0097040,C07986,2022-04-20 11:08:00,2022-04-20 12:32:00,84,Mobile,Web,26,2022-04-20
SES0097041,C00610,2023-12-05 05:28:00,2023-12-05 06:17:00,49,Desktop,Web,6,2023-12-05
SES0097042,C03861,2022-11-04 07:59:00,2022-11-04 09:04:00,65,Tablet,Web,25,2022-11-04
SES0097043,C07818,2023-09-22 07:49:00,2023-09-22 08:27:00,38,Desktop,App,1,2023-09-22
SES0097044,C07570,2023-11-01 05:19:00,2023-11-01 05:32:00,13,Tablet,App,19,2023-11-01
SES0097045,C02447,2022-12-23 13:43:00,2022-12-23 13:58:00,15,Desktop,App,9,2022-12-23
SES0097046,C07394,2022-11-04 06:03:00,2022-11-04 06:33:00,30,Mobile,App,24,2022-11-04
SES0097047,C08331,2023-12-25 06:50:00,2023-12-25 07:35:00,45,Mobile,App,26,2023-12-25
SES0097048,C09221,2022-06-26 07:27:00,2022-06-26 07:34:00,7,Desktop,App,5,2022-06-26
SES0097049,C01123,2024-03-16 22:05:00,2024-03-16 22:58:00,53,Desktop,Web,16,2024-03-16
SES0097050,C00329,2022-06-19 05:58:00,2022-06-19 07:28:00,90,Desktop,App,20,2022-06-19
SES0097051,C07866,2024-02-01 11:45:00,2024-02-01 12:24:00,39,Mobile,App,19,2024-02-01
SES0097052,C08183,2022-01-21 23:13:00,2022-01-21 23:37:00,24,Tablet,Web,6,2022-01-21
SES0097053,C08276,2022-09-10 10:16:00,2022-09-10 10:37:00,21,Tablet,App,12,2022-09-10
SES0097054,C08587,2023-10-18 12:32:00,2023-10-18 13:35:00,63,Mobile,Web,6,2023-10-18
SES0097055,C07925,2023-10-14 18:20:00,2023-10-14 19:47:00,87,Mobile,App,14,2023-10-14
SES0097056,C01102,2023-08-05 18:55:00,2023-08-05 19:33:00,38,Desktop,App,22,2023-08-05
SES0097057,C03834,2024-11-30 10:53:00,2024-11-30 12:16:00,83,Tablet,Web,5,2024-11-30
SES0097058,C07084,2023-08-22 21:30:00,2023-08-22 22:29:00,59,Desktop,App,22,2023-08-22
SES0097059,C02266,2023-09-01 10:00:00,2023-09-01 10:59:00,59,Mobile,App,15,2023-09-01
SES0097060,C04092,2023-07-01 19:44:00,2023-07-01 19:54:00,10,Mobile,Web,23,2023-07-01
SES0097061,C01795,2024-07-22 06:34:00,2024-07-22 06:49:00,15,Mobile,App,3,2024-07-22
SES0097062,C09936,2024-09-17 14:52:00,2024-09-17 15:27:00,35,Mobile,Web,18,2024-09-17
SES0097063,C09335,2024-12-15 17:17:00,2024-12-15 17:45:00,28,Mobile,App,13,2024-12-15
SES0097064,C07046,2022-01-24 08:57:00,2022-01-24 09:24:00,27,Mobile,App,15,2022-01-24
SES0097065,C07927,2022-09-18 12:34:00,2022-09-18 12:55:00,21,Desktop,App,8,2022-09-18
SES0097066,C08928,2022-04-07 19:54:00,2022-04-07 20:52:00,58,Mobile,App,22,2022-04-07
SES0097067,C07434,2022-02-14 04:36:00,2022-02-14 04:55:00,19,Mobile,Web,19,2022-02-14
SES0097068,C00609,2023-05-22 01:44:00,2023-05-22 02:33:00,49,Desktop,App,6,2023-05-22
SES0097069,C03560,2022-03-03 03:57:00,2022-03-03 05:00:00,63,Mobile,Web,10,2022-03-03
SES0097070,C08013,2024-03-07 11:06:00,2024-03-07 11:18:00,12,Mobile,App,14,2024-03-07
SES0097071,C01264,2023-09-25 11:22:00,2023-09-25 12:09:00,47,Desktop,App,17,2023-09-25
SES0097072,C07210,2022-07-21 14:02:00,2022-07-21 15:12:00,70,Mobile,App,3,2022-07-21
SES0097073,C08805,2024-01-04 23:33:00,2024-01-05 00:13:00,40,Desktop,Web,14,2024-01-04
SES0097074,C09861,2022-07-18 14:17:00,2022-07-18 15:07:00,50,Tablet,App,19,2022-07-18
SES0097075,C08748,2023-10-06 15:30:00,2023-10-06 16:18:00,48,Mobile,App,21,2023-10-06
SES0097076,C05704,2024-11-15 12:46:00,2024-11-15 13:31:00,45,Mobile,App,15,2024-11-15
SES0097077,C04871,2023-01-29 19:58:00,2023-01-29 20:54:00,56,Tablet,Web,28,2023-01-29
SES0097078,C08966,2023-09-21 00:54:00,2023-09-21 02:14:00,80,Mobile,Web,29,2023-09-21
SES0097079,C05765,2024-10-24 08:37:00,2024-10-24 10:03:00,86,Mobile,App,19,2024-10-24
SES0097080,C05499,2023-04-21 11:28:00,2023-04-21 12:55:00,87,Mobile,App,7,2023-04-21
SES0097081,C05644,2024-12-24 14:48:00,2024-12-24 15:51:00,63,Desktop,Web,25,2024-12-24
SES0097082,C05659,2022-04-11 00:12:00,2022-04-11 01:42:00,90,Mobile,Web,6,2022-04-11
SES0097083,C06836,2023-07-17 00:36:00,2023-07-17 00:43:00,7,Mobile,Web,5,2023-07-17
SES0097084,C07856,2024-07-25 11:41:00,2024-07-25 12:10:00,29,Mobile,App,4,2024-07-25
SES0097085,C00666,2022-05-01 18:30:00,2022-05-01 19:31:00,61,Mobile,App,26,2022-05-01
SES0097086,C07924,2023-07-14 16:19:00,2023-07-14 17:20:00,61,Mobile,App,19,2023-07-14
SES0097087,C00881,2023-03-07 02:21:00,2023-03-07 03:18:00,57,Mobile,App,16,2023-03-07
SES0097088,C07357,2022-05-26 14:04:00,2022-05-26 14:41:00,37,Mobile,App,4,2022-05-26
SES0097089,C09112,2023-07-13 16:47:00,2023-07-13 17:22:00,35,Desktop,Web,19,2023-07-13
SES0097090,C07750,2023-06-15 01:15:00,2023-06-15 02:02:00,47,Mobile,Web,21,2023-06-15
SES0097091,C02720,2024-02-13 07:36:00,2024-02-13 07:43:00,7,Mobile,App,20,2024-02-13
SES0097092,C08471,2024-03-01 14:07:00,2024-03-01 15:02:00,55,Mobile,App,24,2024-03-01
SES0097093,C04987,2024-10-12 20:52:00,2024-10-12 20:56:00,4,Desktop,Web,10,2024-10-12
SES0097094,C04505,2022-03-15 09:28:00,2022-03-15 10:20:00,52,Mobile,App,22,2022-03-15
SES0097095,C04274,2024-11-22 13:19:00,2024-11-22 13:43:00,24,Mobile,Web,10,2024-11-22
SES0097096,C01570,2023-09-23 07:24:00,2023-09-23 08:52:00,88,Desktop,Web,2,2023-09-23
SES0097097,C07946,2022-06-06 16:05:00,2022-06-06 17:26:00,81,Mobile,Web,2,2022-06-06
SES0097098,C07461,2023-12-11 14:49:00,2023-12-11 15:27:00,38,Desktop,App,27,2023-12-11
SES0097099,C06015,2023-03-03 04:46:00,2023-03-03 06:10:00,84,Mobile,App,25,2023-03-03
SES0097100,C03891,2022-05-02 05:18:00,2022-05-02 06:08:00,50,Desktop,Web,2,2022-05-02
SES0097101,C07068,2023-08-12 19:43:00,2023-08-12 20:40:00,57,Mobile,App,27,2023-08-12
SES0097102,C09152,2023-06-19 20:05:00,2023-06-19 21:11:00,66,Tablet,App,16,2023-06-19
SES0097103,C02192,2024-09-25 02:10:00,2024-09-25 03:13:00,63,Mobile,Web,24,2024-09-25
SES0097104,C02179,2022-08-11 04:55:00,2022-08-11 06:03:00,68,Mobile,App,3,2022-08-11
SES0097105,C06769,2023-04-11 21:51:00,2023-04-11 22:08:00,17,Desktop,Web,8,2023-04-11
SES0097106,C02024,2023-01-17 03:35:00,2023-01-17 04:57:00,82,Desktop,Web,12,2023-01-17
SES0097107,C05016,2022-12-22 14:55:00,2022-12-22 15:51:00,56,Mobile,Web,5,2022-12-22
SES0097108,C04154,2024-06-30 22:28:00,2024-06-30 22:36:00,8,Tablet,Web,22,2024-06-30
SES0097109,C04238,2024-03-03 02:39:00,2024-03-03 03:23:00,44,Desktop,App,18,2024-03-03
SES0097110,C08023,2022-11-25 11:03:00,2022-11-25 12:32:00,89,Desktop,App,28,2022-11-25
SES0097111,C02218,2022-01-14 04:22:00,2022-01-14 05:43:00,81,Mobile,Web,12,2022-01-14
SES0097112,C00605,2023-03-01 16:36:00,2023-03-01 17:37:00,61,Mobile,Web,3,2023-03-01
SES0097113,C00631,2022-05-16 01:47:00,2022-05-16 01:49:00,2,Desktop,Web,24,2022-05-16
SES0097114,C09512,2023-09-08 17:29:00,2023-09-08 17:42:00,13,Desktop,App,21,2023-09-08
SES0097115,C06165,2022-12-16 05:36:00,2022-12-16 06:33:00,57,Desktop,App,19,2022-12-16
SES0097116,C08851,2023-06-16 05:54:00,2023-06-16 06:50:00,56,Mobile,Web,21,2023-06-16
SES0097117,C05466,2022-10-07 06:45:00,2022-10-07 06:52:00,7,Mobile,Web,28,2022-10-07
SES0097118,C04153,2022-04-01 10:46:00,2022-04-01 11:55:00,69,Tablet,App,24,2022-04-01
SES0097119,C04919,2022-05-07 09:00:00,2022-05-07 09:26:00,26,Mobile,Web,29,2022-05-07
SES0097120,C03646,2023-04-05 08:51:00,2023-04-05 09:47:00,56,Mobile,App,14,2023-04-05
SES0097121,C03428,2023-10-31 02:19:00,2023-10-31 03:45:00,86,Mobile,App,28,2023-10-31
SES0097122,C05506,2022-01-30 14:21:00,2022-01-30 15:15:00,54,Mobile,Web,6,2022-01-30
SES0097123,C08669,2024-05-01 14:29:00,2024-05-01 15:28:00,59,Mobile,Web,6,2024-05-01
SES0097124,C04951,2023-04-09 14:39:00,2023-04-09 14:48:00,9,Mobile,App,3,2023-04-09
SES0097125,C01315,2024-07-10 10:20:00,2024-07-10 11:03:00,43,Tablet,App,2,2024-07-10
SES0097126,C00701,2023-08-29 20:03:00,2023-08-29 20:59:00,56,Desktop,Web,20,2023-08-29
SES0097127,C03662,2023-11-15 04:57:00,2023-11-15 05:21:00,24,Mobile,Web,14,2023-11-15
SES0097128,C01072,2024-06-17 06:47:00,2024-06-17 07:15:00,28,Mobile,Web,27,2024-06-17
SES0097129,C06664,2022-10-13 22:22:00,2022-10-13 23:11:00,49,Mobile,Web,18,2022-10-13
SES0097130,C06473,2024-12-22 01:43:00,2024-12-22 02:53:00,70,Mobile,App,12,2024-12-22
SES0097131,C01188,2024-01-31 13:00:00,2024-01-31 13:21:00,21,Desktop,App,19,2024-01-31
SES0097132,C03094,2023-04-02 11:19:00,2023-04-02 11:30:00,11,Desktop,Web,23,2023-04-02
SES0097133,C07819,2022-06-07 08:46:00,2022-06-07 09:37:00,51,Tablet,Web,5,2022-06-07
SES0097134,C07386,2023-06-16 21:16:00,2023-06-16 22:40:00,84,Desktop,App,17,2023-06-16
SES0097135,C07505,2024-09-17 20:10:00,2024-09-17 20:43:00,33,Mobile,Web,8,2024-09-17
SES0097136,C02465,2024-05-28 00:45:00,2024-05-28 01:20:00,35,Desktop,Web,24,2024-05-28
SES0097137,C00478,2023-02-24 02:42:00,2023-02-24 02:59:00,17,Tablet,App,6,2023-02-24
SES0097138,C02751,2023-02-03 19:58:00,2023-02-03 20:30:00,32,Desktop,App,10,2023-02-03
SES0097139,C08148,2023-10-26 17:42:00,2023-10-26 18:55:00,73,Tablet,App,16,2023-10-26
SES0097140,C00810,2024-12-15 16:35:00,2024-12-15 18:05:00,90,Desktop,Web,18,2024-12-15
SES0097141,C05864,2022-09-10 03:37:00,2022-09-10 04:30:00,53,Mobile,App,20,2022-09-10
SES0097142,C03180,2022-09-19 10:03:00,2022-09-19 11:22:00,79,Mobile,App,11,2022-09-19
SES0097143,C07390,2023-06-24 09:16:00,2023-06-24 10:15:00,59,Mobile,Web,23,2023-06-24
SES0097144,C09970,2024-05-27 08:03:00,2024-05-27 08:40:00,37,Tablet,App,29,2024-05-27
SES0097145,C07391,2024-12-01 15:54:00,2024-12-01 16:14:00,20,Mobile,Web,15,2024-12-01
SES0097146,C07440,2024-12-18 01:19:00,2024-12-18 01:51:00,32,Desktop,App,19,2024-12-18
SES0097147,C04858,2024-09-10 20:44:00,2024-09-10 21:18:00,34,Mobile,App,21,2024-09-10
SES0097148,C08877,2022-03-29 08:21:00,2022-03-29 08:53:00,32,Mobile,App,29,2022-03-29
SES0097149,C08953,2023-07-15 19:25:00,2023-07-15 19:33:00,8,Desktop,App,9,2023-07-15
SES0097150,C07105,2024-01-08 01:40:00,2024-01-08 02:18:00,38,Mobile,Web,27,2024-01-08
SES0097151,C02671,2022-05-29 23:08:00,2022-05-30 00:08:00,60,Mobile,App,14,2022-05-29
SES0097152,C09580,2023-09-04 04:50:00,2023-09-04 05:19:00,29,Mobile,Web,9,2023-09-04
SES0097153,C09569,2023-01-11 23:37:00,2023-01-11 23:51:00,14,Desktop,Web,29,2023-01-11
SES0097154,C07024,2022-05-03 04:06:00,2022-05-03 04:45:00,39,Mobile,Web,28,2022-05-03
SES0097155,C00966,2023-10-01 05:49:00,2023-10-01 06:35:00,46,Mobile,Web,7,2023-10-01
SES0097156,C00565,2022-05-05 16:56:00,2022-05-05 18:11:00,75,Desktop,App,7,2022-05-05
SES0097157,C09746,2022-04-29 14:24:00,2022-04-29 14:43:00,19,Tablet,App,7,2022-04-29
SES0097158,C04896,2023-02-09 19:08:00,2023-02-09 20:17:00,69,Desktop,App,24,2023-02-09
SES0097159,C07769,2023-05-12 05:38:00,2023-05-12 06:38:00,60,Desktop,Web,5,2023-05-12
SES0097160,C05624,2022-12-17 16:34:00,2022-12-17 16:38:00,4,Desktop,Web,24,2022-12-17
SES0097161,C04076,2024-08-09 00:13:00,2024-08-09 00:40:00,27,Mobile,App,15,2024-08-09
SES0097162,C05969,2022-08-28 08:33:00,2022-08-28 08:43:00,10,Mobile,App,2,2022-08-28
SES0097163,C03602,2024-10-10 11:07:00,2024-10-10 11:12:00,5,Desktop,App,24,2024-10-10
SES0097164,C05301,2022-08-30 12:29:00,2022-08-30 13:20:00,51,Mobile,Web,17,2022-08-30
SES0097165,C09095,2024-01-24 15:06:00,2024-01-24 15:58:00,52,Desktop,App,6,2024-01-24
SES0097166,C02584,2023-01-23 02:09:00,2023-01-23 03:36:00,87,Desktop,Web,25,2023-01-23
SES0097167,C07440,2022-02-24 02:24:00,2022-02-24 02:27:00,3,Tablet,App,18,2022-02-24
SES0097168,C07141,2023-12-25 20:38:00,2023-12-25 21:34:00,56,Desktop,App,12,2023-12-25
SES0097169,C01699,2023-07-09 14:37:00,2023-07-09 15:40:00,63,Mobile,App,28,2023-07-09
SES0097170,C05452,2023-02-28 08:05:00,2023-02-28 09:11:00,66,Desktop,App,27,2023-02-28
SES0097171,C09214,2024-12-04 02:58:00,2024-12-04 03:15:00,17,Desktop,App,5,2024-12-04
SES0097172,C02424,2022-03-12 13:53:00,2022-03-12 15:09:00,76,Desktop,App,20,2022-03-12
SES0097173,C02150,2022-06-09 23:25:00,2022-06-09 23:40:00,15,Desktop,App,12,2022-06-09
SES0097174,C07574,2023-09-30 16:44:00,2023-09-30 17:02:00,18,Mobile,App,8,2023-09-30
SES0097175,C01858,2024-04-04 21:44:00,2024-04-04 22:47:00,63,Mobile,App,5,2024-04-04
SES0097176,C00338,2024-02-03 01:52:00,2024-02-03 02:21:00,29,Mobile,Web,22,2024-02-03
SES0097177,C03783,2023-02-21 08:06:00,2023-02-21 08:55:00,49,Tablet,App,3,2023-02-21
SES0097178,C00625,2024-12-01 01:26:00,2024-12-01 02:40:00,74,Mobile,App,26,2024-12-01
SES0097179,C00417,2023-06-22 00:36:00,2023-06-22 01:45:00,69,Mobile,App,10,2023-06-22
SES0097180,C02199,2024-06-03 16:58:00,2024-06-03 18:23:00,85,Desktop,Web,21,2024-06-03
SES0097181,C05160,2023-05-29 18:32:00,2023-05-29 19:11:00,39,Desktop,App,3,2023-05-29
SES0097182,C02987,2022-04-12 17:33:00,2022-04-12 17:56:00,23,Mobile,App,26,2022-04-12
SES0097183,C06446,2024-10-20 13:50:00,2024-10-20 14:43:00,53,Desktop,Web,30,2024-10-20
SES0097184,C02867,2022-07-21 10:21:00,2022-07-21 11:03:00,42,Desktop,App,26,2022-07-21
SES0097185,C08840,2023-02-08 21:45:00,2023-02-08 23:04:00,79,Mobile,App,17,2023-02-08
SES0097186,C08408,2024-06-07 12:03:00,2024-06-07 13:06:00,63,Mobile,Web,9,2024-06-07
SES0097187,C02488,2022-01-23 10:52:00,2022-01-23 11:49:00,57,Mobile,App,12,2022-01-23
SES0097188,C02024,2023-08-27 08:37:00,2023-08-27 09:26:00,49,Mobile,Web,17,2023-08-27
SES0097189,C01166,2023-03-10 06:13:00,2023-03-10 06:41:00,28,Mobile,Web,30,2023-03-10
SES0097190,C00357,2024-08-11 12:57:00,2024-08-11 13:49:00,52,Mobile,App,17,2024-08-11
SES0097191,C03118,2023-03-02 15:24:00,2023-03-02 15:52:00,28,Desktop,App,26,2023-03-02
SES0097192,C09254,2024-01-14 12:14:00,2024-01-14 12:59:00,45,Mobile,App,3,2024-01-14
SES0097193,C09710,2024-02-21 05:11:00,2024-02-21 06:29:00,78,Tablet,App,15,2024-02-21
SES0097194,C02368,2024-10-28 20:36:00,2024-10-28 22:06:00,90,Mobile,App,25,2024-10-28
SES0097195,C09180,2024-06-22 13:30:00,2024-06-22 13:43:00,13,Mobile,App,27,2024-06-22
SES0097196,C03166,2023-06-26 10:40:00,2023-06-26 11:35:00,55,Mobile,Web,12,2023-06-26
SES0097197,C07000,2024-03-26 14:01:00,2024-03-26 15:17:00,76,Mobile,Web,2,2024-03-26
SES0097198,C04729,2024-11-22 20:03:00,2024-11-22 20:41:00,38,Mobile,App,7,2024-11-22
SES0097199,C09235,2023-04-15 20:52:00,2023-04-15 22:09:00,77,Desktop,App,18,2023-04-15
SES0097200,C03121,2023-05-14 11:12:00,2023-05-14 12:07:00,55,Mobile,App,11,2023-05-14
SES0097201,C00642,2024-10-29 01:22:00,2024-10-29 02:32:00,70,Mobile,App,20,2024-10-29
SES0097202,C01147,2023-04-15 11:17:00,2023-04-15 12:41:00,84,Mobile,App,2,2023-04-15
SES0097203,C05408,2023-07-14 20:32:00,2023-07-14 21:50:00,78,Mobile,Web,26,2023-07-14
SES0097204,C03586,2023-03-02 16:28:00,2023-03-02 17:03:00,35,Desktop,App,24,2023-03-02
SES0097205,C05854,2023-09-22 05:15:00,2023-09-22 06:10:00,55,Mobile,App,26,2023-09-22
SES0097206,C04996,2022-12-16 04:32:00,2022-12-16 05:22:00,50,Desktop,Web,23,2022-12-16
SES0097207,C03835,2023-11-20 23:51:00,2023-11-21 01:19:00,88,Mobile,App,23,2023-11-20
SES0097208,C03553,2023-08-28 11:04:00,2023-08-28 11:29:00,25,Mobile,Web,22,2023-08-28
SES0097209,C05380,2023-05-24 05:47:00,2023-05-24 05:49:00,2,Mobile,App,18,2023-05-24
SES0097210,C09455,2022-11-01 22:24:00,2022-11-01 23:34:00,70,Desktop,App,1,2022-11-01
SES0097211,C05481,2022-11-03 17:26:00,2022-11-03 17:36:00,10,Mobile,App,11,2022-11-03
SES0097212,C02498,2023-03-20 18:16:00,2023-03-20 19:41:00,85,Mobile,App,23,2023-03-20
SES0097213,C05033,2023-05-24 00:26:00,2023-05-24 00:46:00,20,Mobile,App,25,2023-05-24
SES0097214,C07311,2022-05-06 07:47:00,2022-05-06 08:57:00,70,Tablet,Web,25,2022-05-06
SES0097215,C01234,2022-08-06 09:11:00,2022-08-06 10:38:00,87,Mobile,App,24,2022-08-06
SES0097216,C05872,2024-08-25 05:47:00,2024-08-25 06:02:00,15,Mobile,App,12,2024-08-25
SES0097217,C01937,2023-06-29 00:10:00,2023-06-29 01:27:00,77,Mobile,App,8,2023-06-29
SES0097218,C03665,2024-12-10 12:58:00,2024-12-10 14:08:00,70,Mobile,App,16,2024-12-10
SES0097219,C04292,2022-05-01 23:27:00,2022-05-01 23:57:00,30,Desktop,App,6,2022-05-01
SES0097220,C07271,2024-06-03 04:50:00,2024-06-03 05:59:00,69,Desktop,App,18,2024-06-03
SES0097221,C06783,2022-05-23 02:30:00,2022-05-23 02:40:00,10,Mobile,App,4,2022-05-23
SES0097222,C07059,2023-11-29 13:30:00,2023-11-29 14:25:00,55,Desktop,App,9,2023-11-29
SES0097223,C09484,2023-03-19 05:21:00,2023-03-19 05:42:00,21,Desktop,Web,9,2023-03-19
SES0097224,C06138,2024-05-03 09:53:00,2024-05-03 10:03:00,10,Desktop,Web,5,2024-05-03
SES0097225,C02397,2024-03-23 16:44:00,2024-03-23 17:52:00,68,Desktop,Web,14,2024-03-23
SES0097226,C09278,2023-07-25 07:39:00,2023-07-25 08:26:00,47,Mobile,Web,6,2023-07-25
SES0097227,C09233,2024-04-15 06:30:00,2024-04-15 06:52:00,22,Mobile,App,7,2024-04-15
SES0097228,C03651,2022-04-03 08:07:00,2022-04-03 08:45:00,38,Tablet,App,13,2022-04-03
SES0097229,C01871,2023-06-28 08:29:00,2023-06-28 08:49:00,20,Desktop,Web,30,2023-06-28
SES0097230,C00160,2023-08-31 19:19:00,2023-08-31 19:34:00,15,Mobile,Web,12,2023-08-31
