promo_id,product_id,promo_type,discount_pct,channel,target_segment,start_date,end_date,budget,is_active
PR009423,P01487,Cashback,0.26,Offline,Budget Shopper,2022-04-03,2022-04-19,295216,False
PR009424,P00619,Flat Discount,0.5,Online,Family Shopper,2024-07-03,2024-07-16,290552,False
PR009425,P04705,Cashback,0.08,Both,Seasonal Buyer,2023-01-21,2023-02-01,252221,False
PR009426,P02399,Bundle,0.47,Both,Frequent Buyer,2024-10-16,2024-11-15,261382,False
PR009427,P00480,Percentage Off,0.28,Both,Budget Shopper,2024-07-12,2024-08-05,436005,True
PR009428,P02298,Free Shipping,0.5,Offline,Budget Shopper,2024-12-30,2025-01-06,400356,False
PR009429,P01683,BOGO,0.23,Online,Brand Loyalist,2023-09-29,2023-10-20,192529,False
PR009430,P01188,Percentage Off,0.1,Both,Fashion Enthusiast,2022-04-20,2022-04-24,446541,True
PR009431,P01930,Flat Discount,0.28,Both,Brand Loyalist,2024-04-11,2024-04-23,63361,True
PR009432,P03729,Free Shipping,0.18,Offline,Working Professional,2022-02-28,2022-03-06,285161,False
PR009433,P04296,Bundle,0.45,Both,Student,2023-11-21,2023-12-03,177548,False
PR009434,P00458,Cashback,0.12,Both,Budget Shopper,2022-09-09,2022-09-14,169637,True
PR009435,P00459,Free Shipping,0.47,Online,Budget Shopper,2022-03-10,2022-03-20,94519,True
PR009436,P00555,Cashback,0.58,Both,Seasonal Buyer,2023-09-18,2023-10-11,398728,True
PR009437,P00857,Bundle,0.53,Online,Student,2023-06-28,2023-07-03,54895,False
PR009438,P03856,Bundle,0.17,Both,Frequent Buyer,2023-05-09,2023-05-20,346322,False
PR009439,P02936,Cashback,0.08,Offline,Working Professional,2023-07-07,2023-07-19,239198,False
PR009440,P04729,Cashback,0.54,Both,Frequent Buyer,2023-10-14,2023-10-21,80981,True
PR009441,P00555,Percentage Off,0.31,Both,Seasonal Buyer,2024-12-31,2025-01-12,352921,True
PR009442,P01653,Flat Discount,0.28,Online,Impulse Buyer,2022-03-29,2022-04-13,155257,False
PR009443,P01733,BOGO,0.25,Offline,Impulse Buyer,2024-09-26,2024-10-13,329201,False
PR009444,P01615,Free Shipping,0.35,Online,Student,2023-10-31,2023-11-01,154023,False
PR009445,P02159,Flat Discount,0.25,Offline,Frequent Buyer,2022-10-13,2022-11-02,492300,False
PR009446,P04720,Percentage Off,0.12,Online,Brand Loyalist,2022-12-31,2023-01-20,113820,False
PR009447,P02416,Percentage Off,0.3,Online,Budget Shopper,2024-02-06,2024-02-09,96729,False
PR009448,P03893,Percentage Off,0.53,Online,Working Professional,2022-12-18,2023-01-13,208338,False
PR009449,P00077,BOGO,0.46,Offline,Impulse Buyer,2023-08-06,2023-08-14,437975,False
PR009450,P03772,Flat Discount,0.09,Online,Family Shopper,2024-12-14,2025-01-05,70956,True
PR009451,P00363,Free Shipping,0.52,Offline,Impulse Buyer,2023-08-23,2023-09-18,88645,False
PR009452,P00778,Free Shipping,0.13,Offline,Budget Shopper,2022-06-17,2022-07-07,481909,False
PR009453,P01225,Percentage Off,0.27,Online,Luxury Shopper,2023-12-23,2023-12-29,367526,False
PR009454,P00158,Cashback,0.44,Both,Fashion Enthusiast,2023-01-01,2023-01-03,244566,True
PR009455,P04947,Percentage Off,0.16,Offline,Impulse Buyer,2024-01-25,2024-02-21,331731,False
PR009456,P03230,Free Shipping,0.07,Both,Student,2024-04-16,2024-05-08,209975,True
PR009457,P00934,Percentage Off,0.22,Offline,Working Professional,2022-05-21,2022-05-27,53158,True
PR009458,P04153,BOGO,0.29,Online,Budget Shopper,2022-03-26,2022-04-20,24973,True
PR009459,P03198,BOGO,0.14,Offline,Family Shopper,2022-11-26,2022-12-04,411946,False
PR009460,P00862,Flat Discount,0.35,Online,Student,2022-02-10,2022-02-19,305550,True
PR009461,P02917,Flat Discount,0.59,Both,Frequent Buyer,2022-04-28,2022-05-09,390613,False
PR009462,P00197,Bundle,0.42,Offline,Family Shopper,2024-08-04,2024-08-30,89676,False
PR009463,P04249,Free Shipping,0.14,Online,Budget Shopper,2024-09-10,2024-09-30,77071,False
PR009464,P03712,Percentage Off,0.56,Online,Fashion Enthusiast,2023-04-08,2023-04-15,177844,True
PR009465,P00600,Bundle,0.59,Offline,Brand Loyalist,2022-01-10,2022-01-15,247394,True
PR009466,P02231,BOGO,0.07,Online,Student,2023-06-15,2023-07-09,22770,False
PR009467,P03039,Percentage Off,0.43,Offline,Fashion Enthusiast,2023-07-06,2023-07-14,99783,True
PR009468,P02126,Percentage Off,0.05,Both,Budget Shopper,2023-02-05,2023-02-11,31562,True
PR009469,P03702,Free Shipping,0.59,Offline,Working Professional,2022-05-10,2022-05-28,188956,True
PR009470,P04910,BOGO,0.44,Both,Seasonal Buyer,2024-01-03,2024-01-06,96771,False
PR009471,P00286,Bundle,0.32,Online,Brand Loyalist,2024-12-25,2025-01-10,31147,False
PR009472,P02800,BOGO,0.22,Offline,Budget Shopper,2022-06-17,2022-07-04,293072,True
PR009473,P01776,BOGO,0.15,Offline,Family Shopper,2022-09-05,2022-09-22,119194,False
PR009474,P04209,Percentage Off,0.07,Offline,Working Professional,2024-05-18,2024-06-03,414783,True
PR009475,P00579,Flat Discount,0.47,Both,Frequent Buyer,2022-09-24,2022-10-19,32840,False
PR009476,P01177,Free Shipping,0.52,Online,Luxury Shopper,2024-07-30,2024-08-02,367347,True
PR009477,P00362,Free Shipping,0.48,Offline,Fashion Enthusiast,2023-01-26,2023-02-08,445716,False
PR009478,P01568,Free Shipping,0.5,Both,Family Shopper,2022-11-29,2022-12-03,59706,False
PR009479,P00165,Bundle,0.06,Both,Fashion Enthusiast,2022-03-27,2022-03-28,66837,True
PR009480,P02251,Percentage Off,0.51,Both,Working Professional,2023-04-18,2023-05-10,379841,False
PR009481,P02319,BOGO,0.29,Both,Student,2023-07-14,2023-08-08,44794,True
PR009482,P04382,Percentage Off,0.53,Online,Frequent Buyer,2023-04-08,2023-04-21,113266,False
PR009483,P02324,Cashback,0.19,Online,Working Professional,2024-09-05,2024-09-25,466739,True
PR009484,P03992,Flat Discount,0.16,Offline,Working Professional,2022-07-08,2022-07-20,272922,True
PR009485,P02426,Flat Discount,0.12,Offline,Seasonal Buyer,2022-04-24,2022-05-24,349058,False
PR009486,P00190,Cashback,0.28,Offline,Impulse Buyer,2023-05-17,2023-05-23,17108,True
PR009487,P02378,Percentage Off,0.07,Offline,Impulse Buyer,2024-05-29,2024-05-30,340260,True
PR009488,P00208,Bundle,0.28,Online,Student,2022-04-28,2022-05-20,105318,False
PR009489,P04347,Bundle,0.18,Both,Budget Shopper,2023-12-08,2023-12-23,279128,False
PR009490,P00451,Flat Discount,0.26,Online,Family Shopper,2022-07-28,2022-08-15,195081,True
PR009491,P03449,Cashback,0.52,Both,Working Professional,2024-05-30,2024-06-04,442525,True
PR009492,P04280,Bundle,0.42,Online,Seasonal Buyer,2023-04-02,2023-04-26,351022,False
PR009493,P03622,Cashback,0.15,Both,Student,2022-12-21,2022-12-24,251370,False
PR009494,P01324,Percentage Off,0.17,Offline,Impulse Buyer,2022-11-02,2022-11-22,330612,True
PR009495,P00002,Flat Discount,0.06,Both,Frequent Buyer,2023-10-05,2023-10-28,295926,False
PR009496,P02033,Percentage Off,0.26,Online,Luxury Shopper,2023-10-29,2023-11-14,191864,False
PR009497,P01973,Cashback,0.46,Offline,Fashion Enthusiast,2023-02-17,2023-03-18,111793,True
PR009498,P00448,BOGO,0.27,Both,Family Shopper,2024-12-25,2025-01-06,300349,False
PR009499,P02329,Percentage Off,0.53,Offline,Working Professional,2024-01-03,2024-02-02,176386,True
PR009500,P01575,Percentage Off,0.11,Offline,Brand Loyalist,2024-03-29,2024-04-19,282584,True
PR009501,P04030,Bundle,0.26,Online,Impulse Buyer,2024-05-21,2024-05-30,316777,False
PR009502,P04276,BOGO,0.14,Online,Fashion Enthusiast,2022-09-25,2022-10-23,108828,True
PR009503,P03155,BOGO,0.25,Online,Impulse Buyer,2022-10-30,2022-11-28,482008,True
PR009504,P03939,Free Shipping,0.45,Both,Luxury Shopper,2023-08-01,2023-08-03,298881,False
PR009505,P03677,Cashback,0.42,Offline,Family Shopper,2023-10-13,2023-10-21,303185,True
PR009506,P00239,BOGO,0.08,Both,Budget Shopper,2023-04-13,2023-04-14,453365,False
PR009507,P01671,Free Shipping,0.56,Both,Impulse Buyer,2023-06-11,2023-06-18,421866,True
PR009508,P02848,Flat Discount,0.34,Offline,Frequent Buyer,2022-12-03,2022-12-13,182860,True
PR009509,P02687,Cashback,0.44,Both,Brand Loyalist,2023-05-27,2023-06-03,349231,False
PR009510,P03039,Percentage Off,0.42,Offline,Family Shopper,2024-07-02,2024-07-23,152444,True
PR009511,P02371,Bundle,0.56,Both,Student,2022-03-13,2022-03-31,146861,False
PR009512,P04274,Free Shipping,0.6,Online,Impulse Buyer,2024-10-09,2024-10-23,60870,False
PR009513,P02233,Cashback,0.54,Both,Fashion Enthusiast,2022-02-22,2022-02-24,283211,True
PR009514,P04042,Cashback,0.25,Online,Student,2023-05-14,2023-06-12,330982,False
PR009515,P02140,Bundle,0.34,Both,Family Shopper,2024-06-28,2024-07-09,174147,True
PR009516,P00498,Free Shipping,0.49,Both,Brand Loyalist,2023-11-15,2023-12-07,440779,True
PR009517,P01058,Flat Discount,0.38,Both,Frequent Buyer,2022-02-22,2022-03-22,329128,True
PR009518,P04733,Percentage Off,0.53,Online,Seasonal Buyer,2022-11-08,2022-12-04,88783,False
PR009519,P04873,Cashback,0.36,Online,Student,2024-11-11,2024-11-16,33678,True
PR009520,P04725,Flat Discount,0.52,Both,Family Shopper,2024-12-31,2025-01-29,10090,True
PR009521,P00597,Bundle,0.1,Online,Student,2023-01-23,2023-02-03,242529,False
PR009522,P03983,Flat Discount,0.08,Both,Fashion Enthusiast,2024-11-21,2024-11-23,248820,False
PR009523,P00589,Percentage Off,0.57,Offline,Frequent Buyer,2024-01-05,2024-01-31,99502,False
PR009524,P03581,Flat Discount,0.54,Offline,Budget Shopper,2024-02-26,2024-03-17,45044,False
PR009525,P03937,Free Shipping,0.36,Online,Fashion Enthusiast,2023-11-21,2023-12-18,130061,False
PR009526,P02536,Bundle,0.08,Online,Brand Loyalist,2024-08-02,2024-08-24,112424,False
PR009527,P00364,Cashback,0.51,Offline,Family Shopper,2024-05-30,2024-06-08,307705,True
PR009528,P04279,BOGO,0.42,Both,Frequent Buyer,2024-03-12,2024-03-25,51471,False
PR009529,P00358,Free Shipping,0.18,Online,Working Professional,2023-03-12,2023-03-28,365051,False
PR009530,P02577,Free Shipping,0.45,Online,Seasonal Buyer,2023-06-30,2023-07-27,172864,True
PR009531,P01330,Bundle,0.38,Both,Fashion Enthusiast,2024-08-24,2024-09-06,396572,False
PR009532,P01340,Bundle,0.26,Offline,Family Shopper,2022-01-06,2022-02-04,212383,True
PR009533,P02301,Bundle,0.56,Both,Brand Loyalist,2023-05-03,2023-06-01,65108,False
PR009534,P04356,BOGO,0.46,Offline,Budget Shopper,2023-12-25,2024-01-19,33977,False
PR009535,P03694,BOGO,0.51,Both,Fashion Enthusiast,2024-05-20,2024-05-29,254297,False
PR009536,P03553,Free Shipping,0.16,Offline,Luxury Shopper,2023-11-22,2023-12-09,383760,False
PR009537,P04970,Free Shipping,0.44,Online,Student,2023-09-12,2023-10-07,297428,False
PR009538,P03211,Cashback,0.31,Online,Seasonal Buyer,2023-09-26,2023-09-29,492641,True
PR009539,P01619,Bundle,0.05,Offline,Budget Shopper,2022-11-04,2022-11-17,138361,True
PR009540,P03232,Cashback,0.43,Both,Brand Loyalist,2024-12-20,2024-12-28,456181,False
PR009541,P03881,Cashback,0.08,Online,Impulse Buyer,2024-03-15,2024-03-26,432135,True
PR009542,P02540,Cashback,0.46,Both,Budget Shopper,2022-06-17,2022-06-26,444088,False
PR009543,P03634,Flat Discount,0.17,Offline,Luxury Shopper,2024-05-18,2024-05-21,23549,False
PR009544,P00624,Cashback,0.59,Both,Seasonal Buyer,2022-05-09,2022-06-06,178498,True
PR009545,P01792,Percentage Off,0.21,Both,Luxury Shopper,2022-07-06,2022-07-09,247842,True
PR009546,P04649,BOGO,0.44,Offline,Frequent Buyer,2023-12-28,2024-01-22,453345,True
PR009547,P03238,BOGO,0.28,Offline,Impulse Buyer,2022-05-15,2022-05-21,305426,True
PR009548,P01032,Free Shipping,0.34,Online,Seasonal Buyer,2023-07-20,2023-07-30,123538,True
PR009549,P02450,Free Shipping,0.29,Offline,Frequent Buyer,2024-01-31,2024-02-18,341479,False
PR009550,P01398,Percentage Off,0.14,Both,Family Shopper,2022-02-04,2022-02-06,251242,False
PR009551,P01143,BOGO,0.15,Online,Working Professional,2024-02-17,2024-03-17,384151,True
PR009552,P04338,Cashback,0.38,Offline,Frequent Buyer,2022-12-24,2023-01-06,38802,True
PR009553,P04841,Percentage Off,0.5,Both,Student,2022-06-22,2022-07-16,85583,False
PR009554,P00923,Flat Discount,0.27,Online,Brand Loyalist,2022-12-19,2022-12-24,457714,False
PR009555,P03292,Free Shipping,0.24,Both,Budget Shopper,2024-12-04,2024-12-25,343029,False
PR009556,P02730,Flat Discount,0.26,Offline,Impulse Buyer,2022-10-15,2022-10-20,196272,True
PR009557,P02837,Cashback,0.55,Online,Family Shopper,2022-03-17,2022-03-25,124354,False
PR009558,P03552,Percentage Off,0.6,Offline,Seasonal Buyer,2024-10-18,2024-11-14,328486,False
PR009559,P01416,Cashback,0.12,Online,Brand Loyalist,2024-04-16,2024-05-11,145998,True
PR009560,P00953,Flat Discount,0.2,Online,Student,2022-02-12,2022-02-13,431362,False
PR009561,P01067,Flat Discount,0.48,Online,Family Shopper,2024-07-14,2024-07-26,118850,True
PR009562,P01445,Bundle,0.13,Both,Seasonal Buyer,2024-12-19,2025-01-10,228505,False
PR009563,P04968,Percentage Off,0.51,Both,Family Shopper,2022-08-11,2022-09-06,168075,False
PR009564,P02483,BOGO,0.41,Offline,Impulse Buyer,2022-10-02,2022-10-14,312078,True
PR009565,P01409,Bundle,0.12,Online,Family Shopper,2023-12-14,2024-01-08,400974,False
PR009566,P00529,BOGO,0.13,Offline,Impulse Buyer,2022-02-25,2022-03-07,49685,False
PR009567,P02248,Percentage Off,0.44,Both,Seasonal Buyer,2023-04-30,2023-05-01,259619,False
PR009568,P02723,Bundle,0.47,Both,Seasonal Buyer,2022-08-30,2022-09-10,488088,True
PR009569,P01869,BOGO,0.54,Both,Impulse Buyer,2023-07-26,2023-08-22,184201,False
PR009570,P01845,Percentage Off,0.33,Offline,Seasonal Buyer,2022-01-01,2022-01-28,324282,True
PR009571,P02547,Percentage Off,0.53,Online,Working Professional,2023-02-05,2023-02-27,437601,True
PR009572,P03932,BOGO,0.35,Offline,Brand Loyalist,2023-09-27,2023-10-23,208850,False
PR009573,P01540,BOGO,0.2,Both,Fashion Enthusiast,2022-04-25,2022-05-17,31056,True
PR009574,P02284,Free Shipping,0.1,Both,Family Shopper,2023-05-02,2023-05-04,463288,False
PR009575,P04474,Free Shipping,0.59,Online,Luxury Shopper,2023-05-17,2023-06-01,248745,False
PR009576,P03954,Bundle,0.34,Offline,Seasonal Buyer,2022-07-25,2022-08-23,407864,False
PR009577,P04660,Free Shipping,0.52,Both,Budget Shopper,2023-06-05,2023-06-16,238457,False
PR009578,P02491,Free Shipping,0.08,Online,Working Professional,2024-04-23,2024-05-15,19766,True
PR009579,P02258,Cashback,0.49,Offline,Impulse Buyer,2022-03-03,2022-03-20,450785,False
PR009580,P04747,Bundle,0.19,Offline,Fashion Enthusiast,2024-01-19,2024-01-24,67713,True
PR009581,P01468,Free Shipping,0.37,Both,Luxury Shopper,2023-12-31,2024-01-05,204261,True
PR009582,P04756,Free Shipping,0.47,Both,Luxury Shopper,2024-11-22,2024-12-05,294821,False
PR009583,P02349,Cashback,0.17,Offline,Working Professional,2023-01-14,2023-01-20,202415,True
PR009584,P00928,Flat Discount,0.32,Online,Frequent Buyer,2023-12-15,2023-12-29,248568,True
PR009585,P04850,BOGO,0.47,Both,Family Shopper,2022-01-12,2022-01-14,29222,False
PR009586,P01001,Bundle,0.49,Online,Impulse Buyer,2022-12-20,2023-01-10,100199,True
PR009587,P03307,Bundle,0.35,Offline,Brand Loyalist,2022-05-06,2022-05-09,370129,False
PR009588,P00421,Cashback,0.11,Offline,Luxury Shopper,2024-03-12,2024-03-25,268959,True
PR009589,P04770,Percentage Off,0.06,Offline,Frequent Buyer,2023-12-19,2024-01-13,327178,False
PR009590,P04857,Bundle,0.06,Online,Impulse Buyer,2022-08-26,2022-09-16,287431,True
PR009591,P03154,Cashback,0.58,Online,Seasonal Buyer,2024-01-15,2024-01-28,287063,False
PR009592,P02450,Percentage Off,0.43,Both,Brand Loyalist,2023-05-09,2023-05-28,427572,True
PR009593,P04269,Cashback,0.4,Offline,Brand Loyalist,2023-05-10,2023-05-30,203197,False
PR009594,P03986,Flat Discount,0.27,Online,Impulse Buyer,2023-07-03,2023-07-21,47900,False
PR009595,P00832,Percentage Off,0.43,Online,Luxury Shopper,2022-10-15,2022-10-24,419289,True
PR009596,P01402,Cashback,0.1,Offline,Brand Loyalist,2023-03-26,2023-03-31,381138,True
PR009597,P02343,BOGO,0.13,Online,Impulse Buyer,2024-12-24,2025-01-05,104956,False
PR009598,P04495,Free Shipping,0.45,Both,Frequent Buyer,2023-08-11,2023-08-28,406083,False
PR009599,P02613,Bundle,0.25,Both,Impulse Buyer,2022-07-04,2022-07-25,168116,False
PR009600,P03066,Flat Discount,0.4,Online,Working Professional,2023-01-13,2023-01-14,54472,False
PR009601,P01936,Flat Discount,0.29,Online,Family Shopper,2023-06-08,2023-06-16,76667,False
PR009602,P01454,Bundle,0.13,Both,Student,2023-08-29,2023-09-07,309901,True
PR009603,P01954,Bundle,0.38,Online,Frequent Buyer,2024-07-12,2024-08-10,96336,True
PR009604,P00990,BOGO,0.46,Both,Family Shopper,2022-10-25,2022-11-14,491628,False
PR009605,P03991,Flat Discount,0.48,Online,Brand Loyalist,2023-02-08,2023-02-14,430069,True
PR009606,P00572,Percentage Off,0.5,Online,Impulse Buyer,2024-12-14,2024-12-18,123643,True
PR009607,P01161,Free Shipping,0.36,Both,Family Shopper,2022-05-04,2022-05-16,367424,False
PR009608,P04927,Cashback,0.32,Online,Seasonal Buyer,2022-11-14,2022-11-29,381128,False
PR009609,P01512,Percentage Off,0.2,Online,Frequent Buyer,2023-06-05,2023-06-26,306004,True
PR009610,P04415,Bundle,0.45,Online,Fashion Enthusiast,2022-10-11,2022-10-14,294383,False
PR009611,P04944,Free Shipping,0.28,Both,Brand Loyalist,2022-02-06,2022-02-23,209435,False
PR009612,P02515,Cashback,0.24,Online,Budget Shopper,2024-08-09,2024-09-05,102899,False
PR009613,P00610,BOGO,0.53,Offline,Fashion Enthusiast,2022-08-08,2022-08-11,273512,False
PR009614,P04845,Free Shipping,0.35,Both,Frequent Buyer,2024-12-31,2025-01-22,390991,True
PR009615,P00470,Percentage Off,0.36,Offline,Brand Loyalist,2023-09-18,2023-10-06,267760,False
PR009616,P01602,Flat Discount,0.4,Online,Brand Loyalist,2023-05-13,2023-05-18,102244,True
PR009617,P03690,BOGO,0.39,Both,Seasonal Buyer,2024-02-22,2024-03-07,257441,False
PR009618,P03972,Cashback,0.52,Both,Frequent Buyer,2024-04-19,2024-04-26,360716,True
PR009619,P02874,Percentage Off,0.37,Both,Working Professional,2023-07-29,2023-08-16,426780,False
PR009620,P03938,BOGO,0.2,Offline,Seasonal Buyer,2022-09-06,2022-09-17,462812,False
PR009621,P01079,Percentage Off,0.32,Offline,Student,2024-09-26,2024-10-05,103503,False
PR009622,P04353,Bundle,0.1,Both,Student,2023-07-23,2023-08-19,215305,False
PR009623,P02539,Cashback,0.48,Both,Fashion Enthusiast,2023-08-05,2023-08-18,290112,True
PR009624,P02915,Flat Discount,0.54,Both,Impulse Buyer,2023-07-12,2023-07-26,246976,False
PR009625,P01813,Cashback,0.11,Online,Seasonal Buyer,2022-02-05,2022-02-14,284331,False
PR009626,P02092,BOGO,0.44,Online,Luxury Shopper,2022-01-03,2022-01-23,398715,False
PR009627,P01161,Free Shipping,0.1,Both,Working Professional,2022-02-05,2022-02-19,219102,False
PR009628,P04246,Free Shipping,0.23,Online,Family Shopper,2023-01-30,2023-02-01,152122,False
PR009629,P03650,Free Shipping,0.43,Online,Working Professional,2024-08-27,2024-09-11,437470,False
PR009630,P02326,Cashback,0.49,Both,Brand Loyalist,2022-01-17,2022-02-05,394901,True
PR009631,P03823,Percentage Off,0.38,Offline,Budget Shopper,2024-01-10,2024-01-11,434788,False
PR009632,P02988,BOGO,0.37,Online,Frequent Buyer,2022-10-27,2022-10-29,451495,True
PR009633,P03361,BOGO,0.46,Online,Student,2022-10-02,2022-10-14,391103,False
PR009634,P04971,BOGO,0.25,Offline,Student,2024-04-23,2024-05-08,146074,True
PR009635,P01491,Bundle,0.33,Online,Luxury Shopper,2024-10-15,2024-10-20,205915,True
PR009636,P01672,Free Shipping,0.49,Both,Frequent Buyer,2023-04-05,2023-04-27,499664,False
PR009637,P04510,Cashback,0.39,Offline,Fashion Enthusiast,2024-08-16,2024-08-30,187026,True
PR009638,P02240,Flat Discount,0.12,Online,Fashion Enthusiast,2022-06-22,2022-07-22,459677,True
PR009639,P01229,Percentage Off,0.13,Both,Impulse Buyer,2023-07-21,2023-08-15,172788,True
PR009640,P00600,Bundle,0.55,Online,Working Professional,2023-01-12,2023-02-06,33608,True
PR009641,P00318,Free Shipping,0.16,Offline,Student,2022-12-06,2022-12-09,224561,False
PR009642,P02446,Free Shipping,0.22,Offline,Frequent Buyer,2022-01-25,2022-01-30,29820,True
PR009643,P02670,Cashback,0.28,Online,Seasonal Buyer,2024-12-29,2025-01-09,423862,False
PR009644,P02527,Flat Discount,0.51,Offline,Frequent Buyer,2023-03-26,2023-04-07,22105,False
PR009645,P01927,Percentage Off,0.59,Online,Seasonal Buyer,2022-07-08,2022-07-30,206002,False
PR009646,P04045,Bundle,0.3,Online,Frequent Buyer,2022-05-24,2022-06-23,361697,True
PR009647,P01243,Percentage Off,0.49,Online,Luxury Shopper,2022-09-19,2022-10-18,56077,True
PR009648,P02794,Cashback,0.46,Online,Luxury Shopper,2022-10-10,2022-10-11,215816,True
PR009649,P02373,Free Shipping,0.53,Offline,Family Shopper,2023-07-05,2023-07-07,121696,True
PR009650,P00642,Flat Discount,0.05,Online,Fashion Enthusiast,2024-08-23,2024-08-29,16240,True
PR009651,P03985,Percentage Off,0.56,Both,Seasonal Buyer,2023-06-25,2023-07-12,439230,True
PR009652,P02778,Flat Discount,0.49,Both,Luxury Shopper,2022-12-24,2023-01-20,257623,True
PR009653,P02918,BOGO,0.51,Both,Working Professional,2023-11-12,2023-12-11,223314,False
PR009654,P03064,Flat Discount,0.15,Both,Brand Loyalist,2022-12-27,2022-12-31,403754,False
PR009655,P03973,Percentage Off,0.17,Online,Impulse Buyer,2022-07-19,2022-07-26,477294,False
PR009656,P03594,BOGO,0.55,Online,Working Professional,2023-03-08,2023-03-20,156962,True
PR009657,P04405,Flat Discount,0.44,Offline,Budget Shopper,2023-07-19,2023-07-24,45526,False
PR009658,P00287,Free Shipping,0.48,Online,Impulse Buyer,2024-04-03,2024-04-22,284513,True
PR009659,P04267,BOGO,0.45,Both,Luxury Shopper,2023-09-14,2023-10-14,361831,False
PR009660,P04163,Cashback,0.33,Online,Impulse Buyer,2024-04-23,2024-04-27,74335,False
PR009661,P01077,Flat Discount,0.5,Both,Seasonal Buyer,2024-07-09,2024-07-25,33722,False
PR009662,P01393,Cashback,0.58,Online,Luxury Shopper,2024-12-24,2025-01-07,340679,False
PR009663,P01502,Bundle,0.1,Offline,Impulse Buyer,2023-01-30,2023-02-23,476841,True
PR009664,P04348,BOGO,0.56,Offline,Luxury Shopper,2024-02-24,2024-03-03,497319,True
PR009665,P01462,Free Shipping,0.33,Online,Family Shopper,2023-01-29,2023-02-23,37245,True
PR009666,P02221,BOGO,0.41,Offline,Working Professional,2024-01-04,2024-01-15,277302,False
PR009667,P00698,BOGO,0.38,Offline,Brand Loyalist,2024-05-23,2024-06-15,229061,True
PR009668,P03120,BOGO,0.51,Both,Frequent Buyer,2023-10-26,2023-11-06,435724,False
PR009669,P01405,Bundle,0.14,Both,Student,2022-02-01,2022-02-03,460885,False
PR009670,P04020,BOGO,0.49,Offline,Impulse Buyer,2022-10-28,2022-11-03,439733,True
PR009671,P04204,Free Shipping,0.07,Both,Frequent Buyer,2024-01-05,2024-01-26,303218,True
PR009672,P04531,Bundle,0.13,Offline,Student,2024-07-10,2024-08-08,473791,False
PR009673,P00316,BOGO,0.49,Both,Student,2023-12-16,2023-12-30,470999,True
PR009674,P03897,Cashback,0.14,Both,Budget Shopper,2024-12-17,2024-12-25,114939,True
PR009675,P01978,BOGO,0.17,Both,Budget Shopper,2022-03-10,2022-03-31,342097,True
PR009676,P01977,Bundle,0.16,Offline,Fashion Enthusiast,2022-06-01,2022-06-11,479821,True
PR009677,P01681,BOGO,0.3,Online,Frequent Buyer,2022-06-19,2022-07-13,151939,False
PR009678,P01154,Free Shipping,0.58,Both,Seasonal Buyer,2023-11-21,2023-12-11,472341,True
PR009679,P02182,Free Shipping,0.47,Online,Frequent Buyer,2022-09-13,2022-09-28,289161,False
PR009680,P04455,Percentage Off,0.34,Offline,Luxury Shopper,2022-12-27,2023-01-20,166089,True
PR009681,P04518,Flat Discount,0.17,Offline,Family Shopper,2022-01-13,2022-01-23,312973,False
PR009682,P04871,Flat Discount,0.37,Offline,Seasonal Buyer,2023-06-09,2023-07-01,325413,True
PR009683,P01682,Flat Discount,0.43,Online,Frequent Buyer,2022-11-08,2022-12-05,245003,False
PR009684,P04338,BOGO,0.18,Offline,Fashion Enthusiast,2024-02-23,2024-03-05,91558,False
PR009685,P02895,Bundle,0.21,Both,Brand Loyalist,2023-09-18,2023-10-06,35587,False
PR009686,P01148,Percentage Off,0.26,Offline,Working Professional,2023-01-12,2023-01-25,344720,False
PR009687,P00056,Percentage Off,0.25,Both,Seasonal Buyer,2024-09-26,2024-10-24,442833,False
PR009688,P04317,Free Shipping,0.07,Offline,Student,2024-12-27,2025-01-04,206374,False
PR009689,P01741,Free Shipping,0.18,Offline,Student,2022-12-25,2023-01-09,370107,False
PR009690,P00787,Flat Discount,0.27,Offline,Budget Shopper,2024-09-27,2024-09-30,351633,True
PR009691,P04206,Bundle,0.17,Online,Impulse Buyer,2023-07-09,2023-07-10,58949,True
PR009692,P00831,Percentage Off,0.34,Both,Brand Loyalist,2023-07-14,2023-07-26,99006,False
PR009693,P04386,Percentage Off,0.19,Both,Seasonal Buyer,2023-09-28,2023-10-19,247647,False
PR009694,P04604,Free Shipping,0.09,Both,Brand Loyalist,2023-09-24,2023-09-28,276535,False
PR009695,P03343,Cashback,0.13,Offline,Budget Shopper,2022-08-01,2022-08-29,13490,False
PR009696,P00778,Percentage Off,0.17,Online,Budget Shopper,2022-06-30,2022-07-23,140895,True
PR009697,P00566,Cashback,0.07,Online,Working Professional,2024-08-31,2024-09-17,236922,False
PR009698,P01240,BOGO,0.23,Both,Student,2023-07-17,2023-08-03,120747,False
PR009699,P00983,Flat Discount,0.33,Offline,Impulse Buyer,2022-04-14,2022-05-05,306143,False
PR009700,P04879,Percentage Off,0.19,Both,Brand Loyalist,2023-02-26,2023-03-05,302669,False
PR009701,P03307,Cashback,0.37,Both,Fashion Enthusiast,2023-08-27,2023-09-26,411580,False
PR009702,P03948,Cashback,0.38,Offline,Working Professional,2022-08-23,2022-09-22,329872,False
PR009703,P04313,Bundle,0.23,Both,Student,2023-05-20,2023-06-01,438145,False
PR009704,P02868,Free Shipping,0.47,Both,Frequent Buyer,2022-02-03,2022-02-27,43916,False
