search_id,customer_id,query_text,timestamp,results_count,clicked_product_id,converted
SR0105449,C09318,party wear dress,2024-05-13 15:34:00,107,P01902,False
SR0105450,C09540,casual jeans,2024-01-11 21:25:00,237,P00614,False
SR0105451,C04244,sneakers white,2023-03-20 08:16:00,117,,True
SR0105452,C07597,handbag red,2023-07-08 22:03:00,394,P01124,False
SR0105453,C02661,printed kurti,2024-06-02 09:05:00,79,P04327,False
SR0105454,C00240,formal shirt men,2022-06-16 01:20:00,166,P00926,False
SR0105455,C03306,formal shirt men,2024-07-03 12:48:00,425,P04272,False
SR0105456,C02738,office wear,2023-06-06 18:10:00,5,P04103,False
SR0105457,C08784,handbag red,2022-10-23 10:44:00,116,,False
SR0105458,C09161,black dress,2023-10-26 23:26:00,278,P02671,False
SR0105459,C08097,gym wear,2023-01-25 15:42:00,57,P02499,False
SR0105460,C02479,office wear,2023-03-03 15:58:00,87,,False
SR0105461,C03987,palazzo pants,2023-09-17 15:27:00,78,,False
SR0105462,C01619,casual jeans,2023-12-08 07:18:00,104,P01579,False
SR0105463,C06396,crop top,2022-09-25 08:52:00,368,P04649,False
SR0105464,C07627,formal shirt men,2022-09-09 10:19:00,60,P00101,False
SR0105465,C05648,office wear,2022-07-09 15:51:00,150,P04403,False
SR0105466,C08611,winter jacket,2024-04-21 01:31:00,422,,False
SR0105467,C03523,printed kurti,2022-10-09 04:19:00,262,P00664,False
SR0105468,C01246,casual jeans,2022-02-09 05:05:00,416,,True
SR0105469,C04654,printed kurti,2023-04-05 18:55:00,38,P03258,True
SR0105470,C03699,printed kurti,2022-03-12 20:35:00,130,,False
SR0105471,C01460,office wear,2023-01-28 05:06:00,489,,False
SR0105472,C09810,anarkali suit,2024-04-17 15:25:00,403,,False
SR0105473,C01401,maxi dress,2024-07-09 21:37:00,459,P00472,False
SR0105474,C06302,black dress,2023-03-13 03:21:00,213,,False
SR0105475,C07309,sneakers white,2024-05-22 05:32:00,249,,False
SR0105476,C01064,denim jacket,2024-03-04 19:43:00,287,P04797,True
SR0105477,C08422,joggers mens,2024-12-24 19:56:00,307,,False
SR0105478,C09771,gym wear,2023-10-27 12:14:00,99,P01033,True
SR0105479,C03484,anarkali suit,2023-01-23 19:11:00,247,,True
SR0105480,C07337,gym wear,2024-05-11 00:26:00,239,P01950,False
SR0105481,C05854,casual jeans,2024-03-13 18:37:00,449,P03247,False
SR0105482,C04995,palazzo pants,2024-01-24 07:51:00,317,P03457,False
SR0105483,C00030,joggers mens,2022-12-23 00:17:00,474,P01274,False
SR0105484,C08205,winter jacket,2023-12-10 01:10:00,150,P04611,True
SR0105485,C02161,handbag red,2024-12-24 15:01:00,280,,True
SR0105486,C04418,silk saree,2024-03-07 16:43:00,269,,False
SR0105487,C05671,running shoes,2024-02-23 15:30:00,188,P01815,False
SR0105488,C01083,running shoes,2022-10-09 04:02:00,192,P02858,False
SR0105489,C05728,party wear dress,2024-05-07 13:30:00,200,P03255,False
SR0105490,C03532,handbag red,2022-01-17 19:50:00,373,,False
SR0105491,C02853,winter jacket,2024-03-17 09:44:00,61,,False
SR0105492,C07593,gym wear,2022-11-27 11:41:00,350,,True
SR0105493,C04847,denim jacket,2024-05-05 12:07:00,270,P00982,False
SR0105494,C09318,formal shirt men,2023-07-11 05:55:00,378,P03000,True
SR0105495,C04318,running shoes,2023-09-04 13:15:00,88,,True
SR0105496,C04544,running shoes,2023-11-06 15:19:00,216,P01779,False
SR0105497,C06518,black dress,2023-08-22 12:24:00,312,,False
SR0105498,C03496,printed kurti,2022-02-09 21:13:00,314,P02842,False
SR0105499,C03786,formal shirt men,2024-04-22 06:03:00,351,,True
SR0105500,C06926,gym wear,2023-10-17 18:49:00,242,,False
SR0105501,C00464,running shoes,2023-07-19 05:46:00,274,P01191,False
SR0105502,C08954,party wear dress,2024-04-14 20:59:00,76,,False
SR0105503,C05764,formal shirt men,2024-06-11 13:12:00,416,,False
SR0105504,C06229,running shoes,2023-12-11 11:38:00,478,,False
SR0105505,C07296,maxi dress,2024-03-03 17:38:00,48,,False
SR0105506,C09786,winter jacket,2022-07-14 01:44:00,437,,False
SR0105507,C08132,winter jacket,2022-01-30 02:24:00,465,P00955,False
SR0105508,C00361,black dress,2023-10-21 04:24:00,225,P02130,False
SR0105509,C02850,handbag red,2022-03-10 10:57:00,339,P03556,False
SR0105510,C08722,maxi dress,2023-03-05 10:32:00,71,P03991,False
SR0105511,C00169,printed kurti,2023-12-05 04:13:00,285,P03799,False
SR0105512,C09984,black dress,2023-12-06 21:47:00,39,P02438,False
SR0105513,C08388,ethnic wear women,2022-04-03 11:21:00,228,,False
SR0105514,C07729,denim jacket,2024-07-14 01:17:00,383,,False
SR0105515,C02235,joggers mens,2022-01-18 18:13:00,360,,False
SR0105516,C02691,winter jacket,2024-03-16 12:31:00,338,P04199,False
SR0105517,C03788,crop top,2023-12-26 05:27:00,300,P01801,False
SR0105518,C09019,party wear dress,2023-02-17 20:33:00,44,P01924,False
SR0105519,C05447,handbag red,2022-06-01 22:47:00,384,P02495,False
SR0105520,C05876,handbag red,2024-05-15 06:03:00,486,,False
SR0105521,C09364,handbag red,2022-12-16 02:21:00,335,P02052,False
SR0105522,C03011,maxi dress,2022-02-09 03:52:00,187,P00023,False
SR0105523,C03284,ethnic wear women,2022-10-13 12:57:00,162,P01199,False
SR0105524,C03443,running shoes,2023-03-14 10:02:00,418,P02158,True
SR0105525,C06159,winter jacket,2023-06-02 11:50:00,132,,True
SR0105526,C02903,silk saree,2024-05-28 22:27:00,268,P01368,False
SR0105527,C05051,ethnic wear women,2023-09-02 17:26:00,16,P00847,False
SR0105528,C03775,sneakers white,2024-01-03 06:24:00,427,P01056,False
SR0105529,C04063,ethnic wear women,2022-02-02 14:01:00,252,P04249,False
SR0105530,C00440,handbag red,2023-05-24 14:15:00,22,P00116,True
SR0105531,C02754,office wear,2023-02-03 14:14:00,99,P04604,False
SR0105532,C07082,winter jacket,2022-09-02 15:47:00,459,P02422,False
SR0105533,C08265,palazzo pants,2024-07-02 00:37:00,454,,False
SR0105534,C03823,winter jacket,2023-04-18 10:41:00,474,,True
SR0105535,C06701,running shoes,2023-04-28 21:16:00,246,P01514,True
SR0105536,C03148,handbag red,2024-03-22 06:42:00,213,P03304,False
SR0105537,C03955,crop top,2022-06-22 11:36:00,248,P04291,False
SR0105538,C08188,gym wear,2023-02-02 03:22:00,360,P00855,False
SR0105539,C00578,silk saree,2022-12-24 12:53:00,330,,False
SR0105540,C06910,denim jacket,2022-03-21 05:17:00,45,P02203,False
SR0105541,C03558,casual jeans,2022-05-15 12:32:00,158,,False
SR0105542,C04518,formal shirt men,2024-11-19 13:44:00,378,P00600,False
SR0105543,C07483,formal shirt men,2023-08-07 22:28:00,106,P04466,False
SR0105544,C07230,anarkali suit,2023-01-25 02:50:00,105,P04650,False
SR0105545,C03161,black dress,2023-11-10 10:00:00,384,,False
SR0105546,C00812,casual jeans,2022-03-05 00:08:00,380,P00517,False
SR0105547,C05453,crop top,2022-07-24 13:03:00,242,P01244,True
SR0105548,C07055,denim jacket,2024-04-02 09:02:00,234,P00946,True
SR0105549,C00342,silk saree,2023-05-17 10:44:00,190,P04535,False
SR0105550,C02658,black dress,2024-05-17 08:10:00,395,P00651,False
SR0105551,C04120,formal shirt men,2023-06-19 05:35:00,295,,False
SR0105552,C04934,handbag red,2024-06-28 18:58:00,482,P01433,False
SR0105553,C04893,winter jacket,2024-02-26 01:20:00,349,,False
SR0105554,C03596,black dress,2022-07-23 05:00:00,278,,False
SR0105555,C00780,casual jeans,2024-02-17 23:19:00,32,P00927,False
SR0105556,C07258,casual jeans,2022-02-25 19:29:00,190,,False
SR0105557,C00155,formal shirt men,2022-07-16 21:15:00,298,,False
SR0105558,C06035,silk saree,2022-09-10 16:28:00,405,P03763,False
SR0105559,C01148,crop top,2024-09-14 06:58:00,98,,False
SR0105560,C01480,silk saree,2022-06-05 10:02:00,155,P01169,False
SR0105561,C03228,party wear dress,2024-10-26 19:40:00,132,P01311,False
SR0105562,C01713,ethnic wear women,2023-05-18 09:36:00,250,,False
SR0105563,C00178,party wear dress,2023-06-07 08:14:00,167,P04955,False
SR0105564,C03930,summer kurta,2022-06-14 15:35:00,125,,True
SR0105565,C09262,gym wear,2023-06-01 09:43:00,112,,False
SR0105566,C01558,running shoes,2024-06-08 18:26:00,332,,False
SR0105567,C01306,formal shirt men,2023-02-01 11:15:00,28,P00598,False
SR0105568,C07268,formal shirt men,2022-03-23 21:58:00,169,,False
SR0105569,C04778,formal shirt men,2023-01-04 22:17:00,25,P01056,False
SR0105570,C03226,casual jeans,2024-01-09 08:21:00,146,,False
SR0105571,C06711,denim jacket,2023-11-27 18:14:00,96,P03259,False
SR0105572,C07576,ethnic wear women,2023-05-21 01:17:00,237,,False
SR0105573,C02192,sneakers white,2023-02-20 11:11:00,291,,False
SR0105574,C04347,maxi dress,2024-07-30 09:40:00,339,P02628,False
SR0105575,C06314,maxi dress,2024-01-21 08:40:00,116,P04684,True
SR0105576,C03081,formal shirt men,2023-01-11 18:45:00,95,P00020,False
SR0105577,C05070,winter jacket,2024-07-03 04:22:00,158,P03677,False
SR0105578,C09607,gym wear,2023-04-20 18:31:00,389,P01919,False
SR0105579,C08937,casual jeans,2022-05-08 00:41:00,282,P00908,True
SR0105580,C07940,casual jeans,2024-08-24 06:35:00,178,P00583,False
SR0105581,C02037,winter jacket,2024-12-09 06:17:00,356,P02829,False
SR0105582,C02330,silk saree,2022-01-04 06:32:00,178,P02394,False
SR0105583,C02720,silk saree,2024-10-03 00:39:00,407,P04543,False
SR0105584,C05299,silk saree,2022-06-22 01:49:00,481,P04488,False
SR0105585,C04461,palazzo pants,2023-04-05 12:22:00,461,P03636,True
SR0105586,C00830,running shoes,2024-09-18 04:11:00,497,P04382,True
SR0105587,C07144,office wear,2024-06-20 09:50:00,374,P03325,False
SR0105588,C09043,casual jeans,2023-06-28 01:20:00,184,,True
SR0105589,C02104,gym wear,2024-04-30 20:13:00,487,,False
SR0105590,C06159,palazzo pants,2023-10-17 02:39:00,496,P04063,True
SR0105591,C04181,joggers mens,2024-02-01 14:24:00,23,P04050,True
SR0105592,C09316,sneakers white,2024-07-24 20:58:00,340,P02265,False
SR0105593,C00185,party wear dress,2024-02-11 17:59:00,430,,False
SR0105594,C03894,anarkali suit,2024-07-26 20:54:00,391,P04949,False
SR0105595,C03734,party wear dress,2023-08-12 00:57:00,363,P02128,False
SR0105596,C09818,denim jacket,2022-10-27 19:09:00,413,P04278,False
SR0105597,C01878,party wear dress,2024-05-14 23:53:00,337,,False
SR0105598,C03116,ethnic wear women,2024-06-11 13:47:00,324,P01484,True
SR0105599,C03353,summer kurta,2024-09-01 17:25:00,396,,False
SR0105600,C01480,gym wear,2022-08-03 15:07:00,261,P02198,False
SR0105601,C04040,maxi dress,2024-03-14 02:28:00,357,,True
SR0105602,C08113,office wear,2022-09-22 09:28:00,209,P04594,False
SR0105603,C04694,casual jeans,2022-05-11 20:19:00,380,P03990,False
SR0105604,C00283,gym wear,2022-03-26 03:56:00,97,,False
SR0105605,C03864,handbag red,2022-03-05 06:39:00,132,P00404,False
SR0105606,C02624,black dress,2022-06-13 14:41:00,379,P03180,False
SR0105607,C07699,maxi dress,2023-05-25 05:01:00,407,,True
SR0105608,C04324,sneakers white,2022-03-11 03:08:00,386,,False
SR0105609,C00538,joggers mens,2023-06-06 15:14:00,480,,True
SR0105610,C06019,sneakers white,2022-01-14 19:37:00,73,,False
SR0105611,C03422,anarkali suit,2022-09-24 00:45:00,356,P04921,False
SR0105612,C02583,formal shirt men,2023-04-21 09:02:00,43,,False
SR0105613,C07609,office wear,2024-12-23 00:42:00,66,P03224,False
SR0105614,C01713,office wear,2024-09-01 07:14:00,301,,False
SR0105615,C05821,crop top,2022-12-03 01:41:00,10,,False
SR0105616,C01783,anarkali suit,2024-05-27 13:52:00,455,,False
SR0105617,C09929,denim jacket,2023-02-24 22:27:00,250,,True
SR0105618,C04369,formal shirt men,2023-07-08 08:02:00,267,,False
SR0105619,C01396,casual jeans,2022-02-16 11:41:00,275,P00124,False
SR0105620,C07434,ethnic wear women,2022-03-04 22:17:00,391,P03171,False
SR0105621,C01405,summer kurta,2023-11-19 19:00:00,367,P01695,False
SR0105622,C06014,denim jacket,2024-02-25 14:05:00,120,,False
SR0105623,C08708,sneakers white,2023-03-10 22:34:00,178,P04512,False
SR0105624,C08955,running shoes,2022-07-01 06:01:00,245,P00979,False
SR0105625,C02879,silk saree,2024-06-10 09:52:00,465,,False
SR0105626,C03135,ethnic wear women,2024-02-14 18:14:00,7,P03388,False
SR0105627,C08234,office wear,2022-10-31 00:22:00,2,P02797,False
SR0105628,C01300,silk saree,2024-09-29 01:31:00,137,P02482,False
SR0105629,C06784,black dress,2023-10-16 12:27:00,357,,False
SR0105630,C03527,crop top,2022-05-08 19:43:00,261,P00870,True
SR0105631,C03092,ethnic wear women,2022-09-23 21:44:00,8,,False
SR0105632,C08212,formal shirt men,2023-09-29 09:07:00,189,,True
SR0105633,C09288,crop top,2022-07-05 16:39:00,206,,False
SR0105634,C08282,handbag red,2022-08-13 12:06:00,172,P01938,False
SR0105635,C00754,ethnic wear women,2022-08-08 12:24:00,357,,False
SR0105636,C02262,joggers mens,2022-02-09 22:30:00,382,P02884,True
SR0105637,C04057,black dress,2022-03-16 18:24:00,199,P01325,False
SR0105638,C01990,palazzo pants,2022-12-29 05:37:00,60,,False
SR0105639,C08545,casual jeans,2022-02-01 08:19:00,183,P02022,False
SR0105640,C07940,printed kurti,2024-10-08 07:28:00,488,P01491,False
SR0105641,C09752,office wear,2023-05-15 14:53:00,169,P02512,True
SR0105642,C08586,maxi dress,2022-08-27 06:46:00,359,P02923,False
SR0105643,C06241,handbag red,2024-08-23 07:45:00,414,,False
SR0105644,C02376,gym wear,2022-05-28 07:10:00,205,P01580,False
SR0105645,C06920,handbag red,2023-04-17 15:54:00,330,P00294,False
SR0105646,C07039,winter jacket,2022-11-08 23:35:00,337,P02164,False
SR0105647,C03855,palazzo pants,2024-05-18 00:36:00,350,,True
SR0105648,C00844,printed kurti,2022-08-08 04:38:00,476,P00373,False
SR0105649,C05517,denim jacket,2022-05-20 08:43:00,422,,False
SR0105650,C09004,handbag red,2024-05-26 12:26:00,369,P02654,True
SR0105651,C00090,printed kurti,2022-07-18 06:33:00,410,P03915,False
SR0105652,C00988,summer kurta,2024-07-19 12:12:00,223,,False
SR0105653,C06039,palazzo pants,2022-04-02 12:18:00,360,P01519,False
SR0105654,C06959,silk saree,2024-02-04 14:49:00,164,P02504,False
SR0105655,C08086,joggers mens,2024-07-05 02:10:00,279,P02988,True
SR0105656,C03815,winter jacket,2023-10-08 03:33:00,24,P04345,False
SR0105657,C08207,joggers mens,2022-11-27 21:20:00,154,P04553,False
SR0105658,C07141,silk saree,2022-06-14 01:19:00,256,,True
SR0105659,C08612,running shoes,2024-07-31 03:14:00,238,P00806,False
SR0105660,C05494,winter jacket,2023-01-13 21:03:00,327,,False
SR0105661,C01121,formal shirt men,2022-10-28 11:52:00,105,P03235,False
SR0105662,C06119,anarkali suit,2022-12-15 16:11:00,37,,False
SR0105663,C03440,party wear dress,2022-05-02 23:44:00,190,P02575,False
SR0105664,C04931,ethnic wear women,2023-02-01 23:47:00,331,P03233,False
SR0105665,C09256,crop top,2023-06-07 18:25:00,483,P02033,False
SR0105666,C06763,joggers mens,2023-10-11 15:36:00,341,P04772,False
SR0105667,C05357,palazzo pants,2022-06-28 03:39:00,74,P00174,False
SR0105668,C07542,handbag red,2024-08-31 16:14:00,248,P01218,False
SR0105669,C08049,gym wear,2024-09-09 11:33:00,15,,False
SR0105670,C03205,formal shirt men,2022-09-14 10:39:00,322,P02222,False
SR0105671,C03421,formal shirt men,2022-06-11 17:20:00,346,P00348,False
SR0105672,C02426,denim jacket,2024-12-10 12:45:00,383,P01875,False
SR0105673,C02268,palazzo pants,2022-05-16 03:34:00,13,P04836,False
SR0105674,C07630,winter jacket,2023-03-13 12:38:00,176,,False
SR0105675,C05375,denim jacket,2022-08-22 13:48:00,191,,False
SR0105676,C09146,ethnic wear women,2024-09-08 18:00:00,371,,False
SR0105677,C09893,running shoes,2022-03-02 03:46:00,84,P04582,False
SR0105678,C01407,crop top,2022-04-28 04:39:00,476,,False
SR0105679,C01583,formal shirt men,2022-03-11 17:17:00,419,P02531,True
SR0105680,C02239,sneakers white,2023-04-11 00:17:00,463,P04789,False
SR0105681,C05964,palazzo pants,2022-12-23 12:16:00,193,P04151,True
SR0105682,C08945,denim jacket,2023-05-07 13:52:00,100,,True
SR0105683,C04746,maxi dress,2023-08-30 19:30:00,113,P02199,False
SR0105684,C01997,palazzo pants,2024-11-21 14:45:00,8,,True
SR0105685,C07336,denim jacket,2024-07-20 03:58:00,338,,False
SR0105686,C07341,joggers mens,2023-01-05 09:12:00,35,P00496,False
SR0105687,C00372,denim jacket,2023-11-14 16:11:00,364,,False
SR0105688,C04112,printed kurti,2022-08-24 21:48:00,464,,False
SR0105689,C09025,black dress,2023-02-27 19:29:00,272,,False
SR0105690,C02794,ethnic wear women,2023-12-03 05:37:00,292,P02983,False
SR0105691,C07685,party wear dress,2023-02-04 15:16:00,255,P00961,False
SR0105692,C06470,black dress,2023-05-11 08:44:00,339,P04111,False
SR0105693,C06546,formal shirt men,2022-10-01 06:52:00,147,,False
SR0105694,C07684,winter jacket,2022-04-27 02:35:00,51,,False
SR0105695,C05675,crop top,2024-03-15 14:20:00,395,,False
SR0105696,C02132,running shoes,2023-07-31 06:45:00,285,P02573,False
SR0105697,C01641,casual jeans,2022-01-09 02:41:00,311,,True
SR0105698,C04406,maxi dress,2022-04-23 00:44:00,260,P00404,False
SR0105699,C04174,ethnic wear women,2024-11-24 09:32:00,439,P01600,False
SR0105700,C00649,denim jacket,2023-04-22 00:33:00,0,,False
SR0105701,C04015,handbag red,2024-04-14 08:23:00,437,P03673,False
SR0105702,C06663,formal shirt men,2024-03-20 10:47:00,94,P04607,False
SR0105703,C01135,sneakers white,2023-10-23 08:39:00,369,P00639,False
SR0105704,C01785,joggers mens,2022-07-31 08:01:00,148,P03609,False
SR0105705,C05424,black dress,2023-12-11 06:31:00,354,,False
SR0105706,C03381,maxi dress,2023-07-29 02:39:00,341,,True
SR0105707,C05728,gym wear,2024-05-01 03:42:00,488,,True
SR0105708,C07446,joggers mens,2024-01-16 11:48:00,449,P00475,True
SR0105709,C08311,joggers mens,2022-01-10 21:31:00,491,,False
SR0105710,C01537,running shoes,2022-06-21 17:15:00,233,P01891,False
SR0105711,C00410,ethnic wear women,2024-04-04 01:54:00,262,P01864,False
SR0105712,C04613,sneakers white,2023-08-03 09:50:00,363,P03752,False
SR0105713,C10000,winter jacket,2024-05-14 11:09:00,288,,False
SR0105714,C07661,printed kurti,2023-02-25 05:54:00,228,,True
SR0105715,C09283,anarkali suit,2023-01-22 09:39:00,481,P03662,False
SR0105716,C05836,palazzo pants,2022-11-17 07:04:00,39,P01094,False
SR0105717,C05896,printed kurti,2024-06-01 22:45:00,320,,True
SR0105718,C09978,party wear dress,2023-02-15 17:42:00,36,P01588,False
SR0105719,C02248,running shoes,2022-07-16 00:27:00,470,,False
SR0105720,C08044,joggers mens,2024-10-31 05:00:00,381,P04127,True
SR0105721,C00014,ethnic wear women,2022-11-01 16:11:00,371,,True
SR0105722,C04896,anarkali suit,2022-10-12 21:05:00,464,P00209,False
SR0105723,C03244,ethnic wear women,2022-07-20 04:59:00,96,P03584,False
SR0105724,C07491,running shoes,2022-08-28 22:36:00,496,,False
SR0105725,C01750,printed kurti,2022-04-12 08:53:00,402,P02909,True
SR0105726,C09997,black dress,2022-07-31 10:15:00,432,,False
SR0105727,C09556,maxi dress,2024-12-12 17:41:00,153,,False
SR0105728,C01211,silk saree,2024-02-07 00:00:00,407,,False
SR0105729,C02673,running shoes,2022-07-07 05:28:00,427,,True
SR0105730,C03223,summer kurta,2024-02-03 03:15:00,145,P02117,False
SR0105731,C07165,black dress,2023-03-21 08:07:00,270,,False
SR0105732,C06606,running shoes,2024-01-17 01:21:00,284,P03901,True
SR0105733,C07588,formal shirt men,2022-10-05 04:56:00,382,P02292,False
SR0105734,C01840,summer kurta,2023-04-02 02:35:00,426,,False
SR0105735,C05712,crop top,2024-07-05 03:38:00,281,,False
SR0105736,C03855,casual jeans,2022-03-04 08:10:00,95,P02457,False
SR0105737,C07787,gym wear,2023-03-31 13:32:00,253,,True
SR0105738,C04361,joggers mens,2022-07-23 07:32:00,192,P02248,True
SR0105739,C05964,maxi dress,2023-09-06 17:54:00,6,P03965,False
SR0105740,C06668,running shoes,2023-11-02 11:48:00,353,P00519,False
SR0105741,C09121,gym wear,2022-03-21 20:00:00,371,P04580,False
SR0105742,C02798,denim jacket,2022-08-30 21:46:00,368,,False
SR0105743,C02883,maxi dress,2022-09-30 01:20:00,420,,False
SR0105744,C00436,palazzo pants,2024-08-15 14:24:00,262,P01696,False
SR0105745,C04083,gym wear,2022-09-26 08:57:00,58,P04867,True
SR0105746,C00228,formal shirt men,2022-01-14 01:01:00,135,,False
SR0105747,C04942,silk saree,2023-09-18 06:07:00,245,,False
SR0105748,C05411,formal shirt men,2022-06-03 05:18:00,410,P04237,False
SR0105749,C00842,winter jacket,2022-03-28 09:04:00,74,P00196,False
SR0105750,C06403,printed kurti,2023-10-26 06:51:00,20,P04848,False
SR0105751,C01507,printed kurti,2023-02-24 00:52:00,157,P02955,False
SR0105752,C03560,printed kurti,2023-02-27 17:54:00,264,P03124,False
SR0105753,C04683,printed kurti,2024-10-14 12:13:00,118,,False
SR0105754,C07934,summer kurta,2024-09-05 21:02:00,109,,False
SR0105755,C08290,gym wear,2024-04-08 15:08:00,218,P00034,False
SR0105756,C00420,denim jacket,2022-11-05 05:56:00,466,,False
SR0105757,C02063,formal shirt men,2024-10-23 11:55:00,242,P00678,True
SR0105758,C05183,joggers mens,2023-12-05 18:34:00,439,P04108,False
SR0105759,C08986,crop top,2022-12-31 00:55:00,36,,False
SR0105760,C07420,winter jacket,2022-10-08 19:42:00,108,P03043,False
SR0105761,C07739,joggers mens,2024-05-23 07:01:00,135,,False
SR0105762,C01603,winter jacket,2022-11-15 21:36:00,426,,False
SR0105763,C01993,summer kurta,2022-08-25 12:57:00,305,P03116,False
SR0105764,C03446,summer kurta,2023-12-21 03:21:00,253,P00393,False
SR0105765,C08962,handbag red,2023-01-07 11:31:00,121,P03775,False
SR0105766,C01847,casual jeans,2024-02-13 22:21:00,170,,False
SR0105767,C02281,joggers mens,2023-03-15 10:07:00,383,,False
SR0105768,C08996,office wear,2022-06-14 01:25:00,319,P03438,False
SR0105769,C02620,handbag red,2023-08-31 17:29:00,209,,True
SR0105770,C06740,silk saree,2023-06-11 12:14:00,230,P01881,False
SR0105771,C01078,handbag red,2022-07-10 17:24:00,30,,False
SR0105772,C09624,party wear dress,2022-03-05 00:13:00,312,,False
SR0105773,C04439,silk saree,2022-02-18 12:31:00,127,P03087,False
SR0105774,C04459,black dress,2023-09-27 09:55:00,306,,False
SR0105775,C08198,maxi dress,2022-05-25 04:47:00,16,P00217,False
SR0105776,C02211,gym wear,2022-08-29 18:52:00,162,P03264,False
SR0105777,C02220,joggers mens,2023-04-19 22:56:00,387,P04038,False
SR0105778,C00558,running shoes,2022-05-26 08:26:00,104,,False
SR0105779,C01994,crop top,2022-02-28 13:30:00,377,P03656,False
SR0105780,C03279,party wear dress,2022-11-07 23:11:00,247,,True
SR0105781,C09601,ethnic wear women,2024-11-03 23:40:00,219,P04525,False
SR0105782,C07979,casual jeans,2022-06-05 01:49:00,315,,True
SR0105783,C05418,winter jacket,2023-12-23 10:37:00,315,P00977,False
SR0105784,C01034,gym wear,2022-03-01 02:34:00,45,P04430,False
SR0105785,C09078,denim jacket,2024-08-03 03:18:00,164,,False
SR0105786,C08605,palazzo pants,2022-04-04 21:51:00,1,,True
SR0105787,C03465,winter jacket,2023-10-16 12:36:00,362,P00701,False
SR0105788,C07393,party wear dress,2022-12-14 15:37:00,490,,False
SR0105789,C07945,sneakers white,2024-10-20 16:45:00,329,P01623,False
SR0105790,C06379,party wear dress,2023-03-19 01:49:00,223,,False
SR0105791,C02307,anarkali suit,2024-12-03 08:26:00,364,P02423,False
SR0105792,C06380,crop top,2023-02-09 20:15:00,358,,True
SR0105793,C04690,handbag red,2022-11-01 09:12:00,94,,False
SR0105794,C08833,sneakers white,2023-08-21 00:45:00,358,P02450,False
SR0105795,C07566,ethnic wear women,2022-12-22 03:06:00,160,P04191,False
SR0105796,C04600,casual jeans,2023-09-10 01:55:00,497,P00602,True
SR0105797,C03752,ethnic wear women,2024-09-30 13:11:00,334,P03823,False
SR0105798,C09752,crop top,2023-11-19 10:06:00,110,,False
SR0105799,C00826,casual jeans,2024-04-17 13:29:00,413,P04474,False
SR0105800,C07689,summer kurta,2023-06-18 01:48:00,425,P04516,True
SR0105801,C02940,palazzo pants,2024-04-16 03:34:00,433,P01466,True
SR0105802,C01934,denim jacket,2023-08-31 02:37:00,7,P02053,False
SR0105803,C00017,crop top,2022-09-27 04:31:00,118,,False
SR0105804,C08885,joggers mens,2022-02-09 01:09:00,161,P01815,False
SR0105805,C03554,joggers mens,2023-03-17 10:26:00,329,,False
SR0105806,C09499,anarkali suit,2023-04-22 20:57:00,228,P02752,False
SR0105807,C01005,office wear,2022-03-24 22:08:00,376,P03285,True
SR0105808,C01771,palazzo pants,2024-07-06 16:17:00,217,P03917,False
SR0105809,C05621,ethnic wear women,2024-07-06 00:49:00,281,P04903,False
SR0105810,C08583,summer kurta,2023-10-06 08:56:00,346,P03867,False
SR0105811,C04991,office wear,2024-07-29 09:13:00,292,,False
SR0105812,C02567,office wear,2023-05-02 11:31:00,495,,False
SR0105813,C00168,crop top,2024-01-10 00:45:00,460,P02934,False
SR0105814,C04750,sneakers white,2023-09-18 14:20:00,367,,False
SR0105815,C06899,formal shirt men,2024-12-13 00:27:00,124,P04172,False
SR0105816,C02477,printed kurti,2024-04-16 22:40:00,444,P00615,False
SR0105817,C01300,printed kurti,2023-01-27 06:50:00,255,,False
SR0105818,C02218,anarkali suit,2022-04-21 17:10:00,86,,True
SR0105819,C07494,running shoes,2022-11-26 01:06:00,8,P00817,True
SR0105820,C00459,maxi dress,2023-07-19 18:15:00,265,P00012,False
SR0105821,C05733,palazzo pants,2022-12-08 17:33:00,375,P01488,False
SR0105822,C08919,formal shirt men,2024-11-05 01:06:00,413,P03917,False
SR0105823,C09806,anarkali suit,2023-12-29 03:18:00,250,P02703,False
SR0105824,C02073,sneakers white,2023-09-26 06:56:00,74,,False
SR0105825,C05599,ethnic wear women,2024-10-09 22:15:00,174,,False
SR0105826,C04240,crop top,2023-03-12 05:15:00,357,,False
SR0105827,C02202,palazzo pants,2023-01-14 18:13:00,276,P00669,False
SR0105828,C05320,casual jeans,2023-04-20 19:45:00,348,P04574,False
SR0105829,C03337,black dress,2023-12-20 17:41:00,238,P02890,False
SR0105830,C03815,maxi dress,2022-08-02 11:22:00,9,,False
SR0105831,C05632,joggers mens,2024-10-31 03:28:00,190,P01846,False
SR0105832,C07878,party wear dress,2023-10-14 20:00:00,493,P01268,True
SR0105833,C01565,black dress,2023-06-27 04:20:00,366,P00290,False
SR0105834,C08563,running shoes,2024-03-07 11:06:00,267,P04120,False
SR0105835,C07449,crop top,2023-02-07 15:59:00,475,P04494,False
SR0105836,C02037,denim jacket,2022-06-25 16:20:00,88,P01017,False
SR0105837,C01104,formal shirt men,2022-11-30 23:39:00,36,P00262,False
SR0105838,C04782,crop top,2022-06-19 05:59:00,443,,False
SR0105839,C09368,printed kurti,2022-07-21 02:14:00,148,P02118,False
SR0105840,C07664,sneakers white,2022-12-21 03:40:00,192,P04058,True
