inventory_id,product_id,store_id,warehouse_id,location_type,stock_qty,reorder_point,max_stock,days_on_hand,last_updated
INV012106,P04966,S0134,,store,327,85,425,16.4,2024-10-19
INV012107,P01708,,W012,warehouse,118,58,290,39.3,2024-03-04
INV012108,P03191,S0038,,store,428,93,465,85.6,2024-06-03
INV012109,P03030,,W019,warehouse,287,29,145,26.1,2024-07-21
INV012110,P01828,,W009,warehouse,229,78,390,38.2,2024-11-04
INV012111,P04652,S0137,,store,40,54,270,5.7,2024-04-14
INV012112,P00684,,W021,warehouse,431,28,140,61.6,2024-11-28
INV012113,P01638,,W019,warehouse,383,36,180,27.4,2024-02-18
INV012114,P02264,,W007,warehouse,301,91,455,301.0,2024-06-16
INV012115,P04865,S0076,,store,452,85,425,150.7,2024-11-11
INV012116,P00726,,W011,warehouse,351,100,500,39.0,2024-07-08
INV012117,P02477,S0016,,store,86,77,385,7.8,2024-10-05
INV012118,P02458,S0108,,store,151,62,310,15.1,2024-12-12
INV012119,P00113,,W027,warehouse,450,75,375,45.0,2024-07-26
INV012120,P00860,,W027,warehouse,153,37,185,9.6,2024-02-27
INV012121,P01123,,W010,warehouse,274,61,305,54.8,2024-04-28
INV012122,P02061,,W029,warehouse,343,68,340,57.2,2024-05-14
INV012123,P03188,,W021,warehouse,32,30,150,2.7,2024-04-17
INV012124,P03154,S0033,,store,288,72,360,15.2,2024-03-14
INV012125,P02418,S0089,,store,107,21,105,53.5,2024-06-12
INV012126,P02987,S0018,,store,414,94,470,20.7,2024-11-10
INV012127,P01163,,W028,warehouse,187,70,350,62.3,2024-07-22
INV012128,P00588,,W016,warehouse,362,80,400,362.0,2024-11-30
INV012129,P01682,S0134,,store,312,92,460,78.0,2024-12-13
INV012130,P02645,S0060,,store,424,99,495,53.0,2024-12-06
INV012131,P03043,,W020,warehouse,100,88,440,10.0,2024-06-18
INV012132,P03185,S0118,,store,61,65,325,3.8,2024-05-25
INV012133,P02366,S0113,,store,421,80,400,32.4,2024-10-21
INV012134,P02286,S0005,,store,368,50,250,122.7,2024-05-13
INV012135,P03626,S0066,,store,317,69,345,35.2,2024-08-06
INV012136,P01105,,W012,warehouse,321,71,355,24.7,2024-12-11
INV012137,P02103,,W014,warehouse,330,42,210,330.0,2024-07-20
INV012138,P00256,S0081,,store,176,63,315,35.2,2024-01-28
INV012139,P02231,,W020,warehouse,311,31,155,34.6,2024-12-16
INV012140,P04334,,W015,warehouse,56,92,460,18.7,2024-09-06
INV012141,P03525,,W013,warehouse,142,31,155,71.0,2024-02-20
INV012142,P01738,S0064,,store,47,91,455,23.5,2024-12-19
INV012143,P01984,S0079,,store,159,67,335,8.4,2024-04-24
INV012144,P00214,,W019,warehouse,184,37,185,14.2,2024-07-06
INV012145,P03755,S0002,,store,390,26,130,20.5,2024-11-09
INV012146,P01634,,W016,warehouse,445,47,235,37.1,2024-06-20
INV012147,P04140,S0038,,store,194,53,265,13.9,2024-02-27
INV012148,P04255,,W021,warehouse,223,65,325,74.3,2024-03-10
INV012149,P00272,S0035,,store,363,78,390,60.5,2024-03-28
INV012150,P02769,,W006,warehouse,455,77,385,113.8,2024-04-30
INV012151,P00006,S0043,,store,296,25,125,17.4,2024-01-25
INV012152,P04555,S0137,,store,166,65,325,18.4,2024-03-03
INV012153,P00355,,W020,warehouse,364,96,480,91.0,2024-04-22
INV012154,P01453,,W017,warehouse,314,100,500,314.0,2024-10-15
INV012155,P04321,S0113,,store,469,21,105,469.0,2024-07-25
INV012156,P00112,,W009,warehouse,408,30,150,102.0,2024-10-09
INV012157,P01343,,W017,warehouse,7,77,385,0.9,2024-08-26
INV012158,P01018,S0129,,store,307,83,415,102.3,2024-10-15
INV012159,P02923,S0139,,store,214,32,160,12.6,2024-08-26
INV012160,P04329,,W010,warehouse,41,73,365,3.7,2024-01-03
INV012161,P04934,,W006,warehouse,340,47,235,85.0,2024-10-24
INV012162,P00718,S0074,,store,2,82,410,0.2,2024-04-08
INV012163,P04133,S0081,,store,205,86,430,205.0,2024-12-19
INV012164,P03018,,W022,warehouse,46,76,380,2.7,2024-09-13
INV012165,P03524,S0117,,store,306,46,230,76.5,2024-02-18
INV012166,P01188,,W020,warehouse,11,84,420,0.6,2024-08-03
INV012167,P02288,S0041,,store,222,73,365,22.2,2024-05-24
INV012168,P04396,S0113,,store,255,36,180,63.8,2024-08-20
INV012169,P01996,,W019,warehouse,187,77,385,23.4,2024-12-09
INV012170,P02202,,W014,warehouse,365,51,255,24.3,2024-11-28
INV012171,P04153,,W014,warehouse,198,56,280,18.0,2024-09-01
INV012172,P01660,S0049,,store,7,33,165,0.4,2024-08-29
INV012173,P03379,,W002,warehouse,472,58,290,36.3,2024-01-08
INV012174,P00522,S0126,,store,18,94,470,1.3,2024-03-29
INV012175,P02557,,W027,warehouse,77,46,230,4.3,2024-09-06
INV012176,P04403,S0085,,store,26,26,130,2.4,2024-01-09
INV012177,P02461,,W015,warehouse,148,29,145,14.8,2024-01-04
INV012178,P04525,,W013,warehouse,59,64,320,19.7,2024-04-08
INV012179,P00406,S0098,,store,89,20,100,9.9,2024-01-08
INV012180,P04470,,W026,warehouse,292,43,215,22.5,2024-02-13
INV012181,P04976,,W026,warehouse,201,69,345,28.7,2024-03-11
INV012182,P00505,S0048,,store,349,96,480,38.8,2024-10-19
INV012183,P00278,,W026,warehouse,245,60,300,35.0,2024-06-02
INV012184,P03844,,W010,warehouse,52,99,495,3.5,2024-09-07
INV012185,P01885,S0002,,store,436,80,400,21.8,2024-11-05
INV012186,P04378,,W013,warehouse,429,77,385,39.0,2024-04-08
INV012187,P04027,S0140,,store,367,30,150,91.8,2024-08-17
INV012188,P04276,S0060,,store,87,43,215,43.5,2024-11-02
INV012189,P00035,S0130,,store,207,95,475,12.9,2024-09-21
INV012190,P02911,S0146,,store,286,34,170,40.9,2024-10-27
INV012191,P00639,,W014,warehouse,473,62,310,29.6,2024-03-14
INV012192,P02748,S0067,,store,356,43,215,17.8,2024-02-04
INV012193,P03268,,W024,warehouse,496,69,345,49.6,2024-11-25
INV012194,P03837,,W026,warehouse,29,54,270,2.9,2024-07-29
INV012195,P01290,,W025,warehouse,400,69,345,44.4,2024-08-14
INV012196,P00872,S0117,,store,402,42,210,25.1,2024-03-19
INV012197,P03964,,W021,warehouse,492,87,435,82.0,2024-08-30
INV012198,P00560,,W024,warehouse,301,42,210,15.8,2024-05-12
INV012199,P02052,S0051,,store,382,70,350,127.3,2024-10-14
INV012200,P03338,S0071,,store,115,66,330,12.8,2024-08-25
INV012201,P03844,S0147,,store,499,65,325,499.0,2024-12-07
INV012202,P00026,S0044,,store,369,75,375,46.1,2024-06-12
INV012203,P00281,S0017,,store,177,27,135,14.8,2024-08-01
INV012204,P02230,S0034,,store,54,39,195,18.0,2024-02-03
INV012205,P02400,S0131,,store,145,36,180,145.0,2024-01-28
INV012206,P01420,S0079,,store,101,38,190,33.7,2024-06-19
INV012207,P04538,S0063,,store,153,76,380,8.5,2024-09-21
INV012208,P03307,S0073,,store,118,37,185,23.6,2024-10-12
INV012209,P02585,S0036,,store,182,45,225,20.2,2024-02-17
INV012210,P02389,S0039,,store,379,42,210,25.3,2024-02-17
INV012211,P00953,,W007,warehouse,136,44,220,34.0,2024-08-31
INV012212,P00811,,W004,warehouse,453,87,435,37.8,2024-05-14
INV012213,P01251,,W004,warehouse,151,40,200,37.8,2024-07-08
INV012214,P02269,,W004,warehouse,266,32,160,29.6,2024-01-25
INV012215,P00169,S0145,,store,29,73,365,1.6,2024-04-12
INV012216,P00493,S0119,,store,484,36,180,80.7,2024-02-05
INV012217,P02684,,W029,warehouse,374,84,420,34.0,2024-02-26
INV012218,P02660,S0005,,store,125,75,375,12.5,2024-10-12
INV012219,P04493,,W024,warehouse,498,85,425,24.9,2024-03-27
INV012220,P01470,S0096,,store,123,92,460,13.7,2024-01-18
INV012221,P02140,S0122,,store,287,26,130,15.1,2024-02-18
INV012222,P02441,,W012,warehouse,211,88,440,14.1,2024-10-24
INV012223,P04718,S0064,,store,186,59,295,23.2,2024-07-29
INV012224,P02666,S0091,,store,421,25,125,24.8,2024-08-30
INV012225,P04950,S0107,,store,75,40,200,4.2,2024-12-04
INV012226,P04494,,W009,warehouse,232,89,445,58.0,2024-12-03
INV012227,P04824,S0065,,store,80,89,445,5.0,2024-11-08
INV012228,P00191,,W024,warehouse,104,78,390,7.4,2024-11-29
INV012229,P04633,,W009,warehouse,212,37,185,12.5,2024-07-31
INV012230,P02021,S0042,,store,206,65,325,18.7,2024-09-21
INV012231,P03626,S0120,,store,281,100,500,25.5,2024-04-23
INV012232,P02742,S0109,,store,355,85,425,18.7,2024-10-08
INV012233,P04239,S0065,,store,297,40,200,33.0,2024-07-27
INV012234,P04954,,W018,warehouse,392,37,185,98.0,2024-01-26
INV012235,P04457,S0099,,store,297,98,490,21.2,2024-07-20
INV012236,P04779,,W010,warehouse,167,34,170,9.3,2024-07-18
INV012237,P01998,S0113,,store,148,44,220,18.5,2024-04-16
INV012238,P01260,S0020,,store,316,67,335,28.7,2024-01-10
INV012239,P02320,S0092,,store,133,20,100,7.0,2024-07-05
INV012240,P03243,,W001,warehouse,389,67,335,43.2,2024-04-01
INV012241,P03085,,W010,warehouse,192,66,330,10.7,2024-11-30
INV012242,P03332,S0022,,store,116,53,265,23.2,2024-09-10
INV012243,P00649,,W027,warehouse,229,86,430,32.7,2024-06-25
INV012244,P02596,S0030,,store,96,49,245,5.1,2024-01-10
INV012245,P04529,S0001,,store,368,28,140,61.3,2024-07-09
INV012246,P02869,,W008,warehouse,171,74,370,42.8,2024-05-28
INV012247,P01669,S0125,,store,258,40,200,12.9,2024-12-09
INV012248,P01740,,W022,warehouse,184,78,390,61.3,2024-06-30
INV012249,P01506,,W017,warehouse,210,93,465,14.0,2024-11-23
INV012250,P04859,S0141,,store,459,65,325,24.2,2024-12-04
INV012251,P03974,S0144,,store,81,54,270,81.0,2024-08-15
INV012252,P01692,,W013,warehouse,242,71,355,13.4,2024-08-20
INV012253,P02650,S0061,,store,115,99,495,23.0,2024-12-27
INV012254,P04309,S0029,,store,442,90,450,26.0,2024-07-15
INV012255,P04736,,W015,warehouse,404,71,355,33.7,2024-03-29
INV012256,P00492,S0089,,store,454,78,390,45.4,2024-09-18
INV012257,P03480,S0048,,store,113,68,340,28.2,2024-08-29
INV012258,P03188,S0141,,store,114,45,225,8.1,2024-12-27
INV012259,P01759,S0083,,store,364,93,465,364.0,2024-11-28
INV012260,P02436,S0032,,store,266,34,170,33.2,2024-04-13
INV012261,P04460,S0085,,store,80,55,275,40.0,2024-08-06
INV012262,P00143,S0006,,store,30,69,345,3.3,2024-11-09
INV012263,P04403,S0143,,store,16,83,415,1.1,2024-08-11
INV012264,P04615,S0046,,store,44,49,245,14.7,2024-03-25
INV012265,P00486,S0001,,store,32,81,405,6.4,2024-10-16
INV012266,P04892,S0021,,store,87,61,305,7.9,2024-02-11
INV012267,P04538,,W008,warehouse,281,39,195,15.6,2024-08-31
INV012268,P01457,,W016,warehouse,277,24,120,55.4,2024-01-27
INV012269,P02711,S0071,,store,178,59,295,89.0,2024-03-25
INV012270,P03528,S0088,,store,49,83,415,6.1,2024-10-23
INV012271,P00452,,W015,warehouse,367,74,370,22.9,2024-04-11
INV012272,P02416,,W009,warehouse,399,82,410,28.5,2024-02-18
INV012273,P01991,S0072,,store,465,76,380,77.5,2024-03-06
INV012274,P01251,,W002,warehouse,380,74,370,23.8,2024-01-30
INV012275,P01324,,W019,warehouse,208,41,205,23.1,2024-08-02
INV012276,P00508,S0103,,store,317,76,380,16.7,2024-01-17
INV012277,P04522,S0137,,store,128,50,250,7.5,2024-06-18
INV012278,P04591,S0091,,store,388,60,300,48.5,2024-08-03
INV012279,P04044,,W024,warehouse,417,58,290,21.9,2024-03-17
INV012280,P03281,S0017,,store,306,21,105,306.0,2024-05-28
INV012281,P00321,S0106,,store,340,79,395,20.0,2024-06-09
INV012282,P02813,,W020,warehouse,98,36,180,98.0,2024-12-17
INV012283,P02020,S0141,,store,11,89,445,0.7,2024-03-28
INV012284,P04411,S0128,,store,197,44,220,14.1,2024-09-15
INV012285,P04286,,W004,warehouse,125,100,500,8.9,2024-02-22
INV012286,P01297,S0078,,store,91,61,305,9.1,2024-12-25
INV012287,P04286,,W016,warehouse,328,94,470,19.3,2024-03-16
INV012288,P03688,S0016,,store,392,60,300,98.0,2024-02-20
INV012289,P03000,S0109,,store,48,66,330,8.0,2024-09-26
INV012290,P03294,S0039,,store,492,84,420,30.8,2024-04-15
INV012291,P03897,S0110,,store,289,75,375,57.8,2024-12-11
INV012292,P01887,,W003,warehouse,213,96,480,30.4,2024-09-20
INV012293,P00213,,W023,warehouse,434,94,470,86.8,2024-05-01
INV012294,P04434,S0090,,store,393,61,305,43.7,2024-12-16
INV012295,P03499,S0069,,store,195,83,415,10.8,2024-09-18
INV012296,P01660,,W001,warehouse,210,33,165,21.0,2024-12-13
INV012297,P04192,,W014,warehouse,223,90,450,44.6,2024-03-06
INV012298,P01553,S0067,,store,271,46,230,20.8,2024-05-08
INV012299,P01290,S0031,,store,431,22,110,53.9,2024-06-14
INV012300,P00015,S0087,,store,405,20,100,405.0,2024-04-13
INV012301,P01647,S0098,,store,463,79,395,463.0,2024-05-19
INV012302,P02401,,W003,warehouse,410,57,285,58.6,2024-12-30
INV012303,P01512,,W013,warehouse,171,28,140,11.4,2024-07-31
INV012304,P02722,S0147,,store,374,50,250,28.8,2024-09-24
INV012305,P03288,,W026,warehouse,110,94,470,36.7,2024-12-23
INV012306,P04926,,W011,warehouse,298,96,480,59.6,2024-02-07
INV012307,P02518,S0105,,store,500,25,125,35.7,2024-12-16
INV012308,P01642,S0115,,store,143,25,125,7.2,2024-05-28
INV012309,P01817,S0012,,store,396,28,140,99.0,2024-07-20
INV012310,P04477,,W019,warehouse,414,21,105,24.4,2024-09-25
INV012311,P00967,,W012,warehouse,475,93,465,237.5,2024-09-09
INV012312,P02488,,W019,warehouse,191,35,175,11.2,2024-05-10
INV012313,P03199,S0112,,store,215,69,345,23.9,2024-04-25
INV012314,P04347,,W012,warehouse,353,48,240,19.6,2024-04-03
INV012315,P03854,S0144,,store,454,34,170,23.9,2024-06-25
INV012316,P01976,S0040,,store,68,76,380,68.0,2024-11-07
INV012317,P02982,S0034,,store,238,32,160,18.3,2024-05-27
INV012318,P00007,S0077,,store,443,45,225,26.1,2024-10-14
INV012319,P01149,,W029,warehouse,313,61,305,156.5,2024-02-19
INV012320,P02796,S0002,,store,328,60,300,19.3,2024-07-06
INV012321,P04518,S0082,,store,435,31,155,36.2,2024-11-11
INV012322,P02234,S0067,,store,383,80,400,23.9,2024-04-07
INV012323,P03910,S0149,,store,91,41,205,5.4,2024-08-20
INV012324,P04176,,W012,warehouse,187,81,405,18.7,2024-12-06
INV012325,P01208,S0077,,store,188,57,285,17.1,2024-11-18
INV012326,P02080,S0097,,store,29,20,100,4.1,2024-06-06
INV012327,P00006,S0032,,store,355,44,220,35.5,2024-10-02
INV012328,P04578,,W008,warehouse,270,59,295,30.0,2024-04-07
INV012329,P03119,S0075,,store,325,41,205,20.3,2024-11-28
INV012330,P01362,S0115,,store,227,77,385,14.2,2024-03-06
INV012331,P04565,,W028,warehouse,379,21,105,42.1,2024-10-16
INV012332,P03198,,W030,warehouse,244,82,410,12.8,2024-06-18
INV012333,P01074,S0007,,store,379,80,400,31.6,2024-08-05
INV012334,P01653,,W027,warehouse,14,63,315,1.4,2024-06-12
INV012335,P04779,S0070,,store,398,81,405,44.2,2024-04-18
INV012336,P02117,S0004,,store,472,98,490,118.0,2024-01-16
INV012337,P01515,S0090,,store,395,80,400,28.2,2024-12-03
INV012338,P04858,S0041,,store,373,63,315,18.6,2024-10-02
INV012339,P04914,S0071,,store,122,86,430,6.1,2024-07-08
INV012340,P02266,,W020,warehouse,474,40,200,474.0,2024-08-31
INV012341,P01687,,W006,warehouse,260,39,195,130.0,2024-02-12
INV012342,P01523,,W017,warehouse,380,21,105,126.7,2024-11-14
INV012343,P01426,S0068,,store,248,29,145,24.8,2024-04-14
INV012344,P02015,,W019,warehouse,227,56,280,16.2,2024-03-31
INV012345,P04558,S0149,,store,460,71,355,51.1,2024-06-11
INV012346,P03977,S0128,,store,115,99,495,10.5,2024-02-07
INV012347,P01408,S0048,,store,117,78,390,8.4,2024-02-24
INV012348,P02596,,W021,warehouse,154,90,450,25.7,2024-12-13
INV012349,P02555,S0005,,store,52,100,500,3.1,2024-03-03
INV012350,P03577,,W008,warehouse,211,56,280,30.1,2024-03-17
INV012351,P03320,,W001,warehouse,270,20,100,15.0,2024-07-19
INV012352,P01779,S0031,,store,433,64,320,22.8,2024-08-30
INV012353,P01365,S0076,,store,55,98,490,7.9,2024-05-12
INV012354,P04654,S0009,,store,108,95,475,18.0,2024-10-03
INV012355,P04554,,W013,warehouse,460,89,445,460.0,2024-12-02
INV012356,P00089,S0104,,store,219,46,230,54.8,2024-06-18
INV012357,P00464,,W019,warehouse,56,84,420,8.0,2024-02-08
INV012358,P04605,S0137,,store,144,27,135,14.4,2024-05-03
INV012359,P03927,,W016,warehouse,375,37,185,75.0,2024-06-26
INV012360,P02340,S0123,,store,189,99,495,11.1,2024-08-01
INV012361,P03768,S0013,,store,326,68,340,19.2,2024-02-05
INV012362,P00664,S0097,,store,2,89,445,0.2,2024-07-15
INV012363,P04799,,W021,warehouse,304,75,375,20.3,2024-07-18
INV012364,P01592,,W022,warehouse,115,44,220,7.2,2024-11-12
INV012365,P02737,S0119,,store,441,37,185,55.1,2024-01-31
INV012366,P04900,S0142,,store,154,46,230,14.0,2024-04-25
INV012367,P01215,S0031,,store,60,40,200,15.0,2024-10-27
INV012368,P02203,S0008,,store,418,72,360,32.2,2024-10-29
INV012369,P02782,S0065,,store,178,73,365,11.1,2024-10-04
INV012370,P04736,,W024,warehouse,477,77,385,47.7,2024-07-06
INV012371,P02011,S0028,,store,96,61,305,16.0,2024-02-29
INV012372,P04324,S0035,,store,494,96,480,35.3,2024-11-24
INV012373,P04578,S0054,,store,169,70,350,16.9,2024-10-04
INV012374,P00126,S0036,,store,430,99,495,43.0,2024-04-27
INV012375,P02780,,W010,warehouse,410,28,140,41.0,2024-06-07
INV012376,P00595,,W017,warehouse,51,44,220,17.0,2024-02-09
INV012377,P03525,S0147,,store,405,93,465,202.5,2024-06-30
INV012378,P00312,,W010,warehouse,381,79,395,47.6,2024-09-28
INV012379,P03450,S0023,,store,138,100,500,46.0,2024-10-06
INV012380,P00329,S0053,,store,1,25,125,0.1,2024-02-20
INV012381,P03685,S0091,,store,213,96,480,14.2,2024-07-25
INV012382,P04255,S0150,,store,245,22,110,20.4,2024-04-10
INV012383,P04491,S0026,,store,310,54,270,103.3,2024-04-04
INV012384,P01549,,W027,warehouse,212,32,160,30.3,2024-12-15
INV012385,P00633,,W029,warehouse,456,49,245,456.0,2024-06-21
INV012386,P04427,S0022,,store,267,35,175,24.3,2024-08-13
INV012387,P04016,,W006,warehouse,378,99,495,378.0,2024-05-12
INV012388,P03562,,W024,warehouse,73,37,185,73.0,2024-08-16
INV012389,P01160,,W019,warehouse,427,72,360,32.8,2024-08-11
INV012390,P02319,S0045,,store,492,50,250,25.9,2024-08-05
INV012391,P00662,,W025,warehouse,27,39,195,9.0,2024-04-09
INV012392,P00620,,W028,warehouse,134,90,450,16.8,2024-12-30
INV012393,P03575,,W030,warehouse,170,71,355,15.5,2024-03-17
INV012394,P04155,S0068,,store,215,28,140,19.5,2024-12-09
INV012395,P03704,,W021,warehouse,281,71,355,35.1,2024-10-28
INV012396,P02337,S0055,,store,67,65,325,7.4,2024-08-20
INV012397,P00903,,W029,warehouse,235,25,125,14.7,2024-06-28
INV012398,P00112,S0012,,store,44,80,400,4.0,2024-09-14
INV012399,P01930,,W027,warehouse,213,39,195,35.5,2024-12-27
INV012400,P02636,,W006,warehouse,91,69,345,9.1,2024-10-17
INV012401,P04097,,W016,warehouse,24,38,190,6.0,2024-04-18
INV012402,P01337,S0097,,store,447,70,350,447.0,2024-08-20
INV012403,P04938,S0138,,store,88,27,135,44.0,2024-06-20
INV012404,P02071,S0148,,store,314,55,275,52.3,2024-10-30
INV012405,P01678,,W016,warehouse,162,53,265,8.5,2024-06-06
INV012406,P00919,S0038,,store,357,50,250,39.7,2024-02-08
INV012407,P01604,,W021,warehouse,32,45,225,2.1,2024-02-28
INV012408,P02250,,W006,warehouse,162,73,365,11.6,2024-05-03
INV012409,P03847,S0093,,store,373,28,140,31.1,2024-02-23
INV012410,P03774,S0002,,store,74,79,395,74.0,2024-08-23
INV012411,P00553,,W001,warehouse,327,61,305,46.7,2024-09-02
INV012412,P04518,,W019,warehouse,113,99,495,6.3,2024-11-28
INV012413,P04408,S0129,,store,154,47,235,12.8,2024-06-20
INV012414,P00832,S0104,,store,472,36,180,52.4,2024-11-17
INV012415,P03665,S0015,,store,488,27,135,97.6,2024-06-11
INV012416,P04290,,W004,warehouse,361,54,270,90.2,2024-06-03
INV012417,P01323,,W004,warehouse,22,66,330,5.5,2024-10-27
INV012418,P02156,S0123,,store,218,22,110,72.7,2024-03-10
INV012419,P04145,S0147,,store,118,80,400,59.0,2024-09-30
INV012420,P01627,S0142,,store,488,98,490,244.0,2024-02-26
INV012421,P00845,S0004,,store,335,38,190,47.9,2024-11-14
INV012422,P00154,,W030,warehouse,303,82,410,303.0,2024-03-08
INV012423,P03189,,W003,warehouse,274,74,370,274.0,2024-02-05
INV012424,P01885,,W012,warehouse,224,32,160,11.2,2024-08-23
INV012425,P01106,,W024,warehouse,341,91,455,341.0,2024-05-28
INV012426,P04592,,W022,warehouse,378,69,345,18.9,2024-02-23
INV012427,P03508,S0127,,store,155,91,455,19.4,2024-04-21
INV012428,P04527,S0079,,store,193,60,300,19.3,2024-09-02
INV012429,P03653,,W026,warehouse,391,25,125,24.4,2024-10-13
INV012430,P02055,S0115,,store,406,96,480,45.1,2024-08-13
INV012431,P04340,S0045,,store,379,91,455,22.3,2024-12-13
INV012432,P04794,S0058,,store,425,75,375,42.5,2024-01-06
INV012433,P01213,,W002,warehouse,93,21,105,5.5,2024-07-10
INV012434,P01082,S0012,,store,353,61,305,39.2,2024-07-01
INV012435,P01502,S0137,,store,320,56,280,21.3,2024-10-13
INV012436,P02955,,W004,warehouse,451,86,430,30.1,2024-01-13
INV012437,P02296,S0145,,store,276,31,155,23.0,2024-04-23
INV012438,P00548,S0024,,store,445,100,500,31.8,2024-01-22
INV012439,P03294,S0087,,store,289,82,410,28.9,2024-10-27
INV012440,P01752,,W018,warehouse,26,66,330,1.6,2024-07-31
INV012441,P01600,,W027,warehouse,330,51,255,47.1,2024-06-05
INV012442,P01062,,W010,warehouse,298,51,255,37.2,2024-09-24
INV012443,P02125,,W007,warehouse,274,44,220,15.2,2024-07-03
INV012444,P02325,S0120,,store,298,31,155,42.6,2024-11-06
INV012445,P03367,,W021,warehouse,21,52,260,3.0,2024-09-25
INV012446,P00294,,W023,warehouse,328,93,465,328.0,2024-01-16
INV012447,P04352,S0067,,store,136,58,290,6.8,2024-09-15
INV012448,P03865,S0079,,store,105,59,295,9.5,2024-06-15
INV012449,P04807,,W008,warehouse,375,94,470,23.4,2024-07-10
INV012450,P02665,S0042,,store,342,68,340,17.1,2024-05-20
INV012451,P04045,S0027,,store,404,85,425,25.2,2024-10-25
INV012452,P04802,S0098,,store,213,75,375,13.3,2024-11-03
INV012453,P01653,,W002,warehouse,80,85,425,6.7,2024-11-29
INV012454,P04383,S0021,,store,171,26,130,11.4,2024-03-15
INV012455,P04844,,W006,warehouse,327,49,245,27.2,2024-10-08
INV012456,P01865,,W019,warehouse,116,55,275,58.0,2024-02-20
INV012457,P02594,S0115,,store,42,93,465,3.8,2024-05-19
INV012458,P03327,S0052,,store,500,29,145,50.0,2024-12-20
INV012459,P03415,S0046,,store,155,87,435,19.4,2024-04-27
INV012460,P01681,,W005,warehouse,232,84,420,46.4,2024-02-23
INV012461,P03842,S0054,,store,148,80,400,8.7,2024-09-02
INV012462,P01995,S0065,,store,246,69,345,30.8,2024-12-16
INV012463,P00469,S0101,,store,464,79,395,66.3,2024-12-06
INV012464,P02431,S0101,,store,74,70,350,24.7,2024-12-03
INV012465,P03412,S0020,,store,435,43,215,435.0,2024-01-03
INV012466,P02083,S0027,,store,285,26,130,15.0,2024-08-21
INV012467,P00048,S0079,,store,101,77,385,9.2,2024-11-13
INV012468,P03562,S0094,,store,149,25,125,8.3,2024-01-07
INV012469,P00901,S0130,,store,15,92,460,3.8,2024-05-26
INV012470,P02069,S0079,,store,288,62,310,18.0,2024-12-06
INV012471,P03301,S0101,,store,410,87,435,24.1,2024-05-30
INV012472,P04942,S0062,,store,78,47,235,26.0,2024-12-12
INV012473,P04801,S0020,,store,376,82,410,22.1,2024-10-27
INV012474,P02985,S0062,,store,480,56,280,60.0,2024-01-07
INV012475,P01213,S0100,,store,97,51,255,12.1,2024-04-23
INV012476,P02079,S0022,,store,418,58,290,139.3,2024-04-14
INV012477,P03628,S0025,,store,434,80,400,86.8,2024-12-09
INV012478,P00734,S0006,,store,347,61,305,38.6,2024-03-15
INV012479,P00893,S0025,,store,144,21,105,72.0,2024-07-03
INV012480,P00576,S0104,,store,157,59,295,17.4,2024-04-08
INV012481,P00999,S0102,,store,301,73,365,75.2,2024-03-09
INV012482,P00075,S0053,,store,98,58,290,7.0,2024-09-13
INV012483,P01412,,W025,warehouse,64,25,125,8.0,2024-01-14
INV012484,P00219,S0144,,store,54,92,460,3.2,2024-01-02
INV012485,P04035,,W018,warehouse,427,60,300,427.0,2024-03-11
INV012486,P04951,S0050,,store,306,100,500,18.0,2024-01-13
INV012487,P02104,S0026,,store,486,40,200,60.8,2024-02-17
INV012488,P03862,S0099,,store,43,41,205,8.6,2024-11-25
INV012489,P03458,,W007,warehouse,292,37,185,15.4,2024-12-22
INV012490,P01376,S0069,,store,352,65,325,50.3,2024-09-05
INV012491,P03229,,W005,warehouse,204,21,105,22.7,2024-06-13
INV012492,P03984,S0150,,store,180,80,400,180.0,2024-04-20
INV012493,P01031,S0004,,store,382,75,375,76.4,2024-02-13
INV012494,P01915,,W001,warehouse,11,64,320,2.8,2024-02-25
INV012495,P02916,,W008,warehouse,135,76,380,7.9,2024-12-30
INV012496,P01754,,W003,warehouse,292,95,475,17.2,2024-03-26
INV012497,P00392,,W011,warehouse,131,37,185,26.2,2024-04-26
INV012498,P03027,,W023,warehouse,209,55,275,17.4,2024-09-06
INV012499,P04875,,W026,warehouse,477,72,360,53.0,2024-07-30
INV012500,P01427,,W022,warehouse,218,65,325,11.5,2024-02-13
INV012501,P04578,S0093,,store,94,42,210,23.5,2024-03-19
INV012502,P02002,,W028,warehouse,268,31,155,14.9,2024-10-17
INV012503,P03741,,W023,warehouse,99,98,490,99.0,2024-05-31
INV012504,P01695,S0002,,store,36,48,240,2.0,2024-02-08
INV012505,P03420,,W001,warehouse,270,49,245,15.9,2024-09-28
INV012506,P02389,S0134,,store,310,99,495,62.0,2024-08-04
INV012507,P04776,S0094,,store,359,85,425,89.8,2024-04-06
INV012508,P01960,,W020,warehouse,436,70,350,218.0,2024-04-04
INV012509,P01533,S0100,,store,274,32,160,19.6,2024-03-23
INV012510,P03295,S0054,,store,19,40,200,2.7,2024-06-11
INV012511,P01605,,W005,warehouse,357,92,460,89.2,2024-09-15
INV012512,P00863,,W005,warehouse,308,85,425,77.0,2024-02-09
INV012513,P01768,S0114,,store,245,39,195,18.8,2024-06-07
INV012514,P02023,,W010,warehouse,48,65,325,2.8,2024-03-25
INV012515,P04512,,W006,warehouse,63,43,215,12.6,2024-09-04
INV012516,P00656,S0099,,store,288,44,220,32.0,2024-01-08
INV012517,P01720,,W016,warehouse,486,38,190,28.6,2024-07-30
