ticket_id,customer_id,order_id,category,priority,description,status,channel,created_at,resolved_at,agent_id,csat_score
TKT029154,C04004,ORD0079230,Wrong Item,High,The product quality is very poor.,Closed,Phone,2024-06-12 09:00:00,2024-06-15 12:00:00,E00550,
TKT029155,C09951,ORD0073584,Order Issue,Low,I received the wrong product.,Resolved,Email,2022-03-10 00:00:00,2022-03-14 09:00:00,E02405,4.0
TKT029156,C05332,ORD0141066,Size Exchange,Low,My payment was deducted but order not confirmed.,Resolved,WhatsApp,2022-05-09 10:00:00,2022-05-12 12:00:00,E00628,3.0
TKT029157,C02736,ORD0043050,Return & Refund,Low,I received the wrong product.,Resolved,Phone,2022-03-26 02:00:00,2022-03-30 05:00:00,E01368,4.0
TKT029158,C06574,ORD0183667,Product Quality,Medium,My payment was deducted but order not confirmed.,Resolved,Phone,2022-11-29 04:00:00,2022-11-29 14:00:00,E02017,4.0
TKT029159,C08066,ORD0024428,Return & Refund,Low,Delivery is delayed.,In Progress,Phone,2024-05-09 02:00:00,2024-05-11 22:00:00,E02467,
TKT029160,C05702,ORD0000054,Return & Refund,High,Product is damaged.,Escalated,Phone,2024-04-09 11:00:00,2024-04-12 17:00:00,E00300,4.0
TKT029161,C03948,ORD0143007,Size Exchange,Low,The size I received is different from what I ordered.,Open,Email,2023-05-16 15:00:00,2023-05-20 04:00:00,E00049,
TKT029162,C06308,ORD0165814,Delivery Delay,Critical,I need help with my account login.,Resolved,Email,2022-12-10 19:00:00,2022-12-11 12:00:00,E01982,5.0
TKT029163,C07400,ORD0124969,Account Issue,Medium,The size I received is different from what I ordered.,Resolved,WhatsApp,2024-03-23 23:00:00,2024-03-24 12:00:00,E00322,5.0
TKT029164,C09107,ORD0143349,Size Exchange,Medium,I want to return the item.,Resolved,Phone,2024-06-02 20:00:00,2024-06-05 22:00:00,E00211,
TKT029165,C09641,ORD0019970,Delivery Delay,Low,I want to return the item.,Resolved,Chat,2023-04-24 10:00:00,2023-04-26 14:00:00,E01987,
TKT029166,C04915,ORD0131125,Return & Refund,High,Product is damaged.,Resolved,Email,2023-06-25 16:00:00,2023-06-26 05:00:00,E00703,2.0
TKT029167,C07479,ORD0058356,Order Issue,Medium,I need help with my account login.,Resolved,Chat,2024-11-04 04:00:00,2024-11-04 18:00:00,E00799,2.0
TKT029168,C00064,ORD0068528,Size Exchange,High,I want to return the item.,Resolved,WhatsApp,2024-03-11 21:00:00,2024-03-14 11:00:00,E02396,3.0
TKT029169,C06292,ORD0066819,Size Exchange,Low,Delivery is delayed.,Closed,WhatsApp,2024-10-25 00:00:00,2024-10-25 07:00:00,E00749,2.0
TKT029170,C09958,ORD0118227,Size Exchange,Critical,I need help with my account login.,Closed,Phone,2022-12-20 19:00:00,2022-12-23 23:00:00,E00131,5.0
TKT029171,C06227,ORD0046486,Wrong Item,High,The product quality is very poor.,Escalated,Email,2022-05-19 00:00:00,2022-05-21 00:00:00,E01371,
TKT029172,C04107,ORD0187136,Wrong Item,High,I received the wrong product.,Resolved,WhatsApp,2024-01-12 10:00:00,2024-01-16 09:00:00,E01935,
TKT029173,C00189,ORD0110244,Product Quality,Medium,I want to return the item.,Resolved,Chat,2024-06-18 23:00:00,2024-06-20 08:00:00,E00847,2.0
TKT029174,C08380,ORD0089119,Product Quality,Medium,I want to return the item.,Resolved,Phone,2024-03-28 11:00:00,2024-03-30 03:00:00,E00953,3.0
TKT029175,C03020,ORD0162345,Account Issue,Low,The product quality is very poor.,Resolved,Chat,2024-06-16 00:00:00,2024-06-18 12:00:00,E00539,
TKT029176,C05769,ORD0124736,Product Quality,Critical,My payment was deducted but order not confirmed.,Resolved,WhatsApp,2023-05-23 20:00:00,2023-05-27 22:00:00,E00155,5.0
TKT029177,C08303,ORD0100771,Payment Problem,High,The product quality is very poor.,Resolved,Email,2023-11-01 10:00:00,2023-11-02 13:00:00,E00225,3.0
TKT029178,C00512,ORD0083963,Product Quality,Low,My payment was deducted but order not confirmed.,Closed,Email,2024-11-27 06:00:00,2024-12-01 10:00:00,E01358,3.0
TKT029179,C00656,ORD0175503,Payment Problem,Critical,My payment was deducted but order not confirmed.,Closed,Chat,2023-09-12 05:00:00,2023-09-15 01:00:00,E02259,
TKT029180,C09483,ORD0010327,Order Issue,Low,My order has not arrived yet.,Resolved,Email,2024-12-22 13:00:00,2024-12-25 14:00:00,E02038,3.0
TKT029181,C07259,ORD0071521,Wrong Item,Low,Delivery is delayed.,Closed,Email,2022-12-18 12:00:00,2022-12-23 12:00:00,E02180,5.0
TKT029182,C03240,ORD0087161,Delivery Delay,Low,Product is damaged.,Resolved,Phone,2023-10-29 16:00:00,2023-11-03 03:00:00,E01746,4.0
TKT029183,C08835,ORD0180942,Payment Problem,High,Discount coupon not applied.,In Progress,WhatsApp,2023-09-23 10:00:00,2023-09-24 14:00:00,E02413,4.0
TKT029184,C05356,ORD0160837,Delivery Delay,Low,My order has not arrived yet.,In Progress,Phone,2022-02-20 12:00:00,2022-02-21 12:00:00,E02499,4.0
TKT029185,C06966,ORD0143325,Account Issue,Medium,My payment was deducted but order not confirmed.,Resolved,Chat,2022-07-22 14:00:00,2022-07-26 22:00:00,E00342,4.0
TKT029186,C04082,ORD0183330,Return & Refund,Medium,The size I received is different from what I ordered.,Closed,Chat,2022-01-22 16:00:00,2022-01-25 10:00:00,E00352,5.0
TKT029187,C08876,ORD0077587,Size Exchange,Medium,My order has not arrived yet.,Resolved,Email,2022-11-25 02:00:00,2022-11-29 04:00:00,E00846,5.0
TKT029188,C04061,ORD0067673,Size Exchange,Low,I received the wrong product.,Resolved,Email,2024-01-12 01:00:00,2024-01-16 08:00:00,E01439,
TKT029189,C01928,ORD0165500,Payment Problem,Medium,I received the wrong product.,In Progress,Email,2023-05-23 15:00:00,2023-05-27 02:00:00,E00226,4.0
TKT029190,C09556,ORD0192024,Size Exchange,Low,The product quality is very poor.,In Progress,WhatsApp,2022-01-21 06:00:00,2022-01-21 12:00:00,E02434,2.0
TKT029191,C04251,ORD0163491,Account Issue,High,I want to return the item.,Resolved,Chat,2022-12-12 00:00:00,2022-12-16 09:00:00,E01138,2.0
TKT029192,C01841,ORD0000145,Size Exchange,Medium,The size I received is different from what I ordered.,Resolved,Chat,2023-01-27 13:00:00,2023-01-27 20:00:00,E00734,3.0
TKT029193,C05916,ORD0078777,Return & Refund,Medium,The size I received is different from what I ordered.,Resolved,Email,2024-10-29 11:00:00,2024-11-03 11:00:00,E01335,3.0
TKT029194,C05258,ORD0082659,Wrong Item,Low,I received the wrong product.,Closed,WhatsApp,2023-06-06 03:00:00,2023-06-10 00:00:00,E02429,
TKT029195,C00691,ORD0150511,Size Exchange,Low,The product quality is very poor.,Resolved,Chat,2023-04-09 05:00:00,2023-04-11 18:00:00,E00076,3.0
TKT029196,C03849,ORD0063658,Wrong Item,High,I want to return the item.,Resolved,Chat,2022-12-17 03:00:00,2022-12-19 23:00:00,E01382,
TKT029197,C05137,ORD0194799,Order Issue,High,Discount coupon not applied.,Closed,Phone,2022-02-13 00:00:00,2022-02-13 12:00:00,E00181,
TKT029198,C07442,ORD0044428,Return & Refund,Low,I received the wrong product.,Resolved,Email,2024-09-14 23:00:00,2024-09-19 00:00:00,E02395,2.0
TKT029199,C01358,ORD0160536,Wrong Item,High,The size I received is different from what I ordered.,Resolved,Email,2024-10-20 23:00:00,2024-10-25 15:00:00,E01388,1.0
TKT029200,C04592,ORD0033128,Payment Problem,Low,The size I received is different from what I ordered.,Resolved,Email,2022-02-06 22:00:00,2022-02-11 20:00:00,E01159,
TKT029201,C07007,ORD0150683,Payment Problem,High,My payment was deducted but order not confirmed.,In Progress,WhatsApp,2022-06-19 15:00:00,2022-06-23 16:00:00,E00996,
TKT029202,C03175,ORD0085206,Size Exchange,High,I received the wrong product.,Resolved,Phone,2022-03-26 03:00:00,2022-03-28 17:00:00,E01399,4.0
TKT029203,C02037,ORD0036250,Return & Refund,Medium,The product quality is very poor.,Resolved,Phone,2023-01-21 15:00:00,2023-01-22 09:00:00,E00696,4.0
TKT029204,C06420,ORD0077804,Size Exchange,Medium,I want to return the item.,In Progress,WhatsApp,2024-08-06 20:00:00,2024-08-10 20:00:00,E01484,2.0
TKT029205,C06707,ORD0149436,Product Quality,High,I want to return the item.,Resolved,Phone,2022-04-27 09:00:00,2022-05-01 10:00:00,E02212,4.0
TKT029206,C03802,ORD0190896,Product Quality,Medium,Discount coupon not applied.,Escalated,WhatsApp,2024-04-01 22:00:00,2024-04-05 03:00:00,E00338,3.0
TKT029207,C02135,ORD0097247,Return & Refund,High,My order has not arrived yet.,Resolved,Chat,2023-05-21 03:00:00,2023-05-22 09:00:00,E00276,1.0
TKT029208,C09297,ORD0064336,Size Exchange,Low,Delivery is delayed.,Resolved,Chat,2022-10-21 17:00:00,2022-10-24 07:00:00,E02111,3.0
TKT029209,C07936,ORD0142658,Account Issue,Critical,I received the wrong product.,Closed,WhatsApp,2022-10-19 05:00:00,2022-10-23 14:00:00,E01121,5.0
TKT029210,C08088,ORD0047179,Return & Refund,High,I need help with my account login.,Escalated,Chat,2023-06-24 18:00:00,2023-06-24 19:00:00,E01257,
TKT029211,C08424,ORD0189586,Payment Problem,High,The size I received is different from what I ordered.,Resolved,WhatsApp,2022-11-03 08:00:00,2022-11-07 01:00:00,E01969,3.0
TKT029212,C04392,ORD0140616,Account Issue,Low,Product is damaged.,Resolved,Phone,2022-11-07 03:00:00,2022-11-08 07:00:00,E00771,3.0
TKT029213,C00407,ORD0147994,Account Issue,Medium,Discount coupon not applied.,In Progress,Phone,2024-02-14 06:00:00,2024-02-18 21:00:00,E01972,4.0
TKT029214,C06935,ORD0002501,Size Exchange,Medium,The size I received is different from what I ordered.,Resolved,Phone,2022-02-21 07:00:00,2022-02-22 04:00:00,E01280,4.0
TKT029215,C08843,ORD0107343,Payment Problem,Medium,The size I received is different from what I ordered.,Resolved,Phone,2023-09-26 07:00:00,2023-09-26 16:00:00,E00518,
TKT029216,C05505,ORD0005659,Wrong Item,Low,I want to return the item.,Resolved,Phone,2024-10-30 04:00:00,2024-11-03 01:00:00,E01012,4.0
TKT029217,C05202,ORD0112222,Account Issue,Low,Discount coupon not applied.,Resolved,Phone,2024-03-15 07:00:00,2024-03-17 03:00:00,E02352,4.0
TKT029218,C05082,ORD0113248,Wrong Item,Medium,The size I received is different from what I ordered.,Closed,Chat,2023-04-26 23:00:00,2023-05-01 20:00:00,E01727,4.0
TKT029219,C02190,ORD0130374,Return & Refund,Medium,I need help with my account login.,Resolved,Email,2022-11-17 03:00:00,2022-11-20 11:00:00,E01657,
TKT029220,C03932,ORD0141044,Return & Refund,High,I received the wrong product.,In Progress,Chat,2024-04-25 14:00:00,2024-04-25 16:00:00,E00303,
TKT029221,C00826,ORD0170548,Account Issue,Medium,I want to return the item.,Resolved,Phone,2023-09-12 12:00:00,2023-09-12 16:00:00,E01363,5.0
TKT029222,C06775,ORD0045932,Account Issue,Medium,I received the wrong product.,Resolved,Chat,2022-04-07 23:00:00,2022-04-08 17:00:00,E01360,4.0
TKT029223,C05907,ORD0014393,Account Issue,Medium,The size I received is different from what I ordered.,Closed,Chat,2023-07-31 06:00:00,2023-08-04 17:00:00,E00996,5.0
TKT029224,C01867,ORD0101548,Account Issue,Medium,Discount coupon not applied.,In Progress,Phone,2022-12-12 12:00:00,2022-12-14 23:00:00,E00972,
TKT029225,C02063,ORD0068867,Order Issue,Low,My order has not arrived yet.,Resolved,Chat,2023-07-28 21:00:00,2023-08-01 02:00:00,E00308,4.0
TKT029226,C09022,ORD0185213,Payment Problem,Low,I received the wrong product.,Open,Email,2023-12-25 06:00:00,2023-12-28 07:00:00,E02151,4.0
TKT029227,C08066,ORD0164305,Order Issue,High,My payment was deducted but order not confirmed.,In Progress,Email,2024-10-19 09:00:00,2024-10-21 12:00:00,E02150,1.0
TKT029228,C02032,ORD0073518,Order Issue,High,The size I received is different from what I ordered.,Resolved,Email,2024-02-02 11:00:00,2024-02-04 03:00:00,E02076,
TKT029229,C05659,ORD0046199,Wrong Item,Low,My payment was deducted but order not confirmed.,Resolved,Email,2022-10-16 20:00:00,2022-10-17 20:00:00,E01576,5.0
TKT029230,C08847,ORD0134047,Wrong Item,Low,My payment was deducted but order not confirmed.,In Progress,Chat,2023-06-03 00:00:00,2023-06-03 19:00:00,E00164,4.0
TKT029231,C07691,ORD0016189,Size Exchange,High,The product quality is very poor.,Open,WhatsApp,2024-10-19 08:00:00,2024-10-23 19:00:00,E00151,
TKT029232,C04124,ORD0023882,Payment Problem,Medium,Delivery is delayed.,Resolved,Phone,2023-02-27 07:00:00,2023-03-02 18:00:00,E01537,3.0
TKT029233,C07119,ORD0197169,Delivery Delay,Medium,The size I received is different from what I ordered.,Open,Email,2024-03-11 22:00:00,2024-03-12 14:00:00,E02296,3.0
TKT029234,C00719,ORD0107159,Delivery Delay,High,Discount coupon not applied.,Resolved,Email,2022-11-09 23:00:00,2022-11-12 03:00:00,E01675,5.0
TKT029235,C02775,ORD0142284,Wrong Item,Medium,Delivery is delayed.,Resolved,Email,2023-08-24 14:00:00,2023-08-29 07:00:00,E02340,3.0
TKT029236,C09705,ORD0180778,Return & Refund,Critical,I received the wrong product.,Resolved,Email,2022-01-04 05:00:00,2022-01-08 11:00:00,E02221,3.0
TKT029237,C05860,ORD0079341,Wrong Item,Medium,Product is damaged.,Resolved,Phone,2024-05-13 15:00:00,2024-05-16 15:00:00,E00838,5.0
TKT029238,C03271,ORD0159162,Delivery Delay,Medium,My order has not arrived yet.,Resolved,Phone,2022-07-13 11:00:00,2022-07-16 01:00:00,E00213,5.0
TKT029239,C06564,ORD0146913,Wrong Item,Medium,Delivery is delayed.,In Progress,Chat,2024-03-11 07:00:00,2024-03-11 09:00:00,E00148,4.0
TKT029240,C09510,ORD0164007,Product Quality,Low,My payment was deducted but order not confirmed.,Closed,Chat,2023-01-05 12:00:00,2023-01-07 14:00:00,E00930,4.0
TKT029241,C06738,ORD0084498,Product Quality,Medium,Product is damaged.,In Progress,Email,2023-12-10 17:00:00,2023-12-13 19:00:00,E01141,1.0
TKT029242,C01510,ORD0028233,Return & Refund,Low,The size I received is different from what I ordered.,Resolved,WhatsApp,2023-03-18 04:00:00,2023-03-21 06:00:00,E02035,1.0
TKT029243,C09581,ORD0108567,Product Quality,Low,I want to return the item.,Resolved,Chat,2022-11-02 00:00:00,2022-11-04 15:00:00,E00944,5.0
TKT029244,C07102,ORD0019177,Product Quality,Medium,Product is damaged.,Closed,Chat,2023-08-13 03:00:00,2023-08-14 15:00:00,E02321,5.0
TKT029245,C00998,ORD0173606,Order Issue,Medium,I received the wrong product.,Open,Email,2024-06-26 05:00:00,2024-06-30 16:00:00,E01661,
TKT029246,C05704,ORD0170041,Payment Problem,Medium,My payment was deducted but order not confirmed.,Resolved,Chat,2024-09-22 07:00:00,2024-09-26 18:00:00,E01999,1.0
TKT029247,C07663,ORD0122395,Account Issue,Critical,I received the wrong product.,Resolved,Chat,2024-01-15 12:00:00,2024-01-16 13:00:00,E02413,3.0
TKT029248,C02780,ORD0147096,Account Issue,Medium,The size I received is different from what I ordered.,Closed,WhatsApp,2024-01-26 11:00:00,2024-01-29 22:00:00,E00874,
TKT029249,C09903,ORD0119581,Size Exchange,High,The product quality is very poor.,Resolved,Chat,2022-05-16 01:00:00,2022-05-19 21:00:00,E01656,4.0
TKT029250,C01865,ORD0090967,Return & Refund,Low,The product quality is very poor.,Resolved,Email,2023-04-25 22:00:00,2023-04-26 06:00:00,E01675,
TKT029251,C02070,ORD0186455,Payment Problem,Medium,The product quality is very poor.,Resolved,WhatsApp,2023-11-26 07:00:00,2023-11-27 06:00:00,E00096,4.0
TKT029252,C07993,ORD0083633,Return & Refund,Medium,Delivery is delayed.,Resolved,WhatsApp,2022-11-02 22:00:00,2022-11-06 07:00:00,E02040,
TKT029253,C08862,ORD0163138,Size Exchange,Medium,I received the wrong product.,Resolved,Email,2023-11-03 11:00:00,2023-11-05 04:00:00,E00756,
TKT029254,C03276,ORD0177112,Delivery Delay,Medium,Product is damaged.,Closed,Email,2023-08-13 10:00:00,2023-08-16 04:00:00,E00350,2.0
TKT029255,C01939,ORD0190885,Delivery Delay,High,Product is damaged.,In Progress,Email,2024-01-28 06:00:00,2024-01-28 21:00:00,E01222,
TKT029256,C06583,ORD0197922,Size Exchange,Low,The product quality is very poor.,In Progress,Phone,2023-02-25 22:00:00,2023-02-28 19:00:00,E01664,5.0
TKT029257,C03303,ORD0030117,Return & Refund,Low,Product is damaged.,Resolved,Chat,2022-03-10 00:00:00,2022-03-10 12:00:00,E02327,4.0
TKT029258,C06136,ORD0033290,Order Issue,High,Delivery is delayed.,Open,Chat,2024-12-19 00:00:00,2024-12-22 11:00:00,E02352,
TKT029259,C00657,ORD0181493,Delivery Delay,Low,I want to return the item.,Closed,Email,2024-02-02 10:00:00,2024-02-06 07:00:00,E00068,
TKT029260,C06125,ORD0073974,Return & Refund,Medium,The size I received is different from what I ordered.,Closed,Chat,2022-04-02 07:00:00,2022-04-05 06:00:00,E00926,2.0
TKT029261,C07077,ORD0008641,Account Issue,Medium,I need help with my account login.,Open,Chat,2023-05-24 09:00:00,2023-05-26 08:00:00,E01798,5.0
TKT029262,C08369,ORD0171028,Size Exchange,Critical,Product is damaged.,Resolved,WhatsApp,2023-05-21 22:00:00,2023-05-26 04:00:00,E02278,1.0
TKT029263,C06890,ORD0091777,Return & Refund,Critical,My order has not arrived yet.,Resolved,Phone,2024-09-14 09:00:00,2024-09-14 23:00:00,E01975,4.0
TKT029264,C06032,ORD0168632,Order Issue,Low,I want to return the item.,Open,Phone,2022-02-18 04:00:00,2022-02-21 09:00:00,E01347,4.0
TKT029265,C04335,ORD0078034,Return & Refund,Low,Delivery is delayed.,Escalated,Phone,2022-06-01 15:00:00,2022-06-06 05:00:00,E00505,4.0
TKT029266,C00584,ORD0013039,Delivery Delay,High,The size I received is different from what I ordered.,In Progress,Phone,2024-02-22 17:00:00,2024-02-27 13:00:00,E01942,5.0
TKT029267,C06170,ORD0152242,Payment Problem,Low,My order has not arrived yet.,Resolved,Phone,2024-11-17 10:00:00,2024-11-17 16:00:00,E01858,3.0
TKT029268,C05684,ORD0101181,Product Quality,High,I need help with my account login.,Resolved,Phone,2022-05-08 18:00:00,2022-05-13 02:00:00,E01074,4.0
TKT029269,C01407,ORD0149847,Size Exchange,High,Discount coupon not applied.,Resolved,Email,2022-11-01 09:00:00,2022-11-05 23:00:00,E00737,4.0
TKT029270,C02609,ORD0018428,Account Issue,Medium,My order has not arrived yet.,Resolved,WhatsApp,2023-12-19 16:00:00,2023-12-23 05:00:00,E01682,5.0
TKT029271,C01574,ORD0025735,Product Quality,Low,I need help with my account login.,Resolved,Chat,2024-02-08 15:00:00,2024-02-10 12:00:00,E01679,5.0
TKT029272,C07253,ORD0031463,Return & Refund,High,My order has not arrived yet.,Resolved,Email,2023-10-22 19:00:00,2023-10-23 13:00:00,E00606,5.0
TKT029273,C02854,ORD0094483,Return & Refund,Low,My payment was deducted but order not confirmed.,Resolved,Chat,2023-04-02 12:00:00,2023-04-06 04:00:00,E01731,3.0
TKT029274,C00860,ORD0087282,Product Quality,Medium,Product is damaged.,Open,Phone,2023-04-20 23:00:00,2023-04-22 03:00:00,E00361,
TKT029275,C04052,ORD0011841,Size Exchange,Medium,Discount coupon not applied.,Resolved,Chat,2024-04-14 22:00:00,2024-04-17 23:00:00,E01542,4.0
TKT029276,C05061,ORD0090800,Account Issue,Medium,Discount coupon not applied.,In Progress,Chat,2023-12-10 23:00:00,2023-12-15 19:00:00,E02458,
TKT029277,C09888,ORD0156750,Size Exchange,Medium,The size I received is different from what I ordered.,Resolved,WhatsApp,2024-04-15 11:00:00,2024-04-20 08:00:00,E01567,
TKT029278,C03082,ORD0198310,Wrong Item,Low,The product quality is very poor.,Closed,Email,2023-11-26 16:00:00,2023-11-28 06:00:00,E02473,5.0
TKT029279,C00953,ORD0067206,Delivery Delay,Medium,I received the wrong product.,Closed,Phone,2024-01-13 11:00:00,2024-01-14 21:00:00,E00319,3.0
TKT029280,C00757,ORD0181793,Wrong Item,High,The product quality is very poor.,Resolved,WhatsApp,2024-11-02 06:00:00,2024-11-07 04:00:00,E01927,2.0
TKT029281,C01343,ORD0124138,Account Issue,Medium,My order has not arrived yet.,Resolved,Phone,2024-11-02 07:00:00,2024-11-04 18:00:00,E00582,3.0
TKT029282,C03759,ORD0039369,Account Issue,Low,I need help with my account login.,Open,Email,2024-03-14 22:00:00,2024-03-15 09:00:00,E02182,2.0
TKT029283,C05080,ORD0051213,Product Quality,Low,I need help with my account login.,Resolved,Chat,2023-11-03 11:00:00,2023-11-06 12:00:00,E01919,4.0
TKT029284,C09397,ORD0130522,Order Issue,Medium,I need help with my account login.,Closed,Chat,2024-08-30 10:00:00,2024-09-02 01:00:00,E01567,4.0
TKT029285,C07758,ORD0180317,Size Exchange,Medium,My order has not arrived yet.,Resolved,Phone,2022-11-30 19:00:00,2022-12-05 04:00:00,E01068,
TKT029286,C08044,ORD0156660,Product Quality,Medium,The product quality is very poor.,Resolved,Email,2023-12-25 12:00:00,2023-12-28 20:00:00,E00992,5.0
TKT029287,C03466,ORD0042734,Return & Refund,Low,The product quality is very poor.,Closed,Chat,2022-07-14 21:00:00,2022-07-15 12:00:00,E02428,
TKT029288,C05235,ORD0176255,Account Issue,Low,My order has not arrived yet.,Open,Chat,2024-06-04 07:00:00,2024-06-07 03:00:00,E00307,
TKT029289,C04221,ORD0006551,Delivery Delay,Low,My payment was deducted but order not confirmed.,Resolved,Chat,2023-10-23 14:00:00,2023-10-26 08:00:00,E00982,4.0
TKT029290,C08855,ORD0193836,Payment Problem,High,Delivery is delayed.,In Progress,Chat,2023-04-11 11:00:00,2023-04-16 01:00:00,E00757,
TKT029291,C05561,ORD0115712,Wrong Item,Critical,Discount coupon not applied.,In Progress,Chat,2024-02-10 12:00:00,2024-02-13 03:00:00,E01990,4.0
TKT029292,C00914,ORD0005889,Delivery Delay,Low,The product quality is very poor.,Resolved,WhatsApp,2024-07-28 00:00:00,2024-07-31 15:00:00,E00436,2.0
TKT029293,C00368,ORD0035983,Product Quality,Low,My order has not arrived yet.,Resolved,WhatsApp,2022-06-16 05:00:00,2022-06-20 16:00:00,E00145,2.0
TKT029294,C07293,ORD0111644,Order Issue,Medium,Product is damaged.,Resolved,Phone,2023-04-26 12:00:00,2023-04-28 03:00:00,E01594,
TKT029295,C02017,ORD0183741,Order Issue,High,My order has not arrived yet.,In Progress,Email,2022-11-17 05:00:00,2022-11-18 01:00:00,E00317,3.0
TKT029296,C09225,ORD0137711,Return & Refund,High,Product is damaged.,Escalated,Email,2024-01-25 12:00:00,2024-01-27 21:00:00,E00051,
TKT029297,C07430,ORD0162936,Wrong Item,High,I need help with my account login.,Resolved,Chat,2023-11-21 01:00:00,2023-11-21 20:00:00,E00966,
TKT029298,C09846,ORD0174792,Product Quality,Low,The product quality is very poor.,Closed,Phone,2023-03-24 19:00:00,2023-03-29 19:00:00,E01921,
TKT029299,C04819,ORD0061400,Wrong Item,Critical,I want to return the item.,Closed,WhatsApp,2023-07-15 04:00:00,2023-07-15 10:00:00,E02160,4.0
TKT029300,C01724,ORD0195113,Size Exchange,High,I need help with my account login.,Resolved,Email,2023-05-08 03:00:00,2023-05-10 16:00:00,E02122,5.0
TKT029301,C09314,ORD0101218,Payment Problem,Low,The size I received is different from what I ordered.,Closed,Chat,2024-10-10 05:00:00,2024-10-15 00:00:00,E00415,1.0
TKT029302,C03376,ORD0116010,Account Issue,Critical,I received the wrong product.,Resolved,Phone,2022-07-18 07:00:00,2022-07-20 01:00:00,E00226,2.0
TKT029303,C00944,ORD0119431,Order Issue,Medium,I need help with my account login.,In Progress,Chat,2023-12-25 00:00:00,2023-12-25 08:00:00,E01629,3.0
TKT029304,C03406,ORD0023927,Delivery Delay,High,The size I received is different from what I ordered.,Resolved,Phone,2022-02-09 16:00:00,2022-02-13 00:00:00,E01793,4.0
TKT029305,C05433,ORD0164322,Return & Refund,High,My payment was deducted but order not confirmed.,Closed,Phone,2023-05-13 18:00:00,2023-05-18 00:00:00,E02254,5.0
TKT029306,C07741,ORD0168152,Wrong Item,Low,My payment was deducted but order not confirmed.,Resolved,Email,2022-04-16 21:00:00,2022-04-19 04:00:00,E01644,4.0
TKT029307,C02481,ORD0186754,Payment Problem,Medium,I need help with my account login.,Escalated,Email,2022-06-22 16:00:00,2022-06-25 13:00:00,E01540,
TKT029308,C03189,ORD0017818,Product Quality,Low,Discount coupon not applied.,In Progress,Chat,2022-02-25 04:00:00,2022-02-28 00:00:00,E00621,5.0
TKT029309,C03985,ORD0024893,Account Issue,High,My order has not arrived yet.,Closed,Email,2024-05-26 11:00:00,2024-05-28 18:00:00,E01590,5.0
TKT029310,C00570,ORD0154863,Return & Refund,Medium,The size I received is different from what I ordered.,In Progress,WhatsApp,2023-02-19 07:00:00,2023-02-24 01:00:00,E00536,4.0
TKT029311,C05740,ORD0041670,Account Issue,Medium,Discount coupon not applied.,Open,WhatsApp,2024-02-14 09:00:00,2024-02-14 17:00:00,E02256,5.0
TKT029312,C07350,ORD0129458,Account Issue,Medium,I received the wrong product.,Resolved,Chat,2023-07-20 08:00:00,2023-07-22 23:00:00,E02145,2.0
TKT029313,C06503,ORD0069607,Delivery Delay,Low,The size I received is different from what I ordered.,Closed,WhatsApp,2023-08-09 17:00:00,2023-08-10 18:00:00,E00513,5.0
TKT029314,C09223,ORD0057543,Product Quality,Low,I received the wrong product.,In Progress,WhatsApp,2024-06-15 05:00:00,2024-06-17 11:00:00,E00386,1.0
TKT029315,C01925,ORD0092674,Return & Refund,Critical,The product quality is very poor.,Closed,Phone,2022-07-11 19:00:00,2022-07-13 01:00:00,E01729,4.0
TKT029316,C08795,ORD0007266,Product Quality,High,I received the wrong product.,Resolved,WhatsApp,2024-04-12 21:00:00,2024-04-16 10:00:00,E00355,3.0
TKT029317,C02258,ORD0069718,Return & Refund,High,My order has not arrived yet.,In Progress,Email,2022-06-04 18:00:00,2022-06-09 07:00:00,E02268,
TKT029318,C01634,ORD0126874,Payment Problem,High,The product quality is very poor.,In Progress,Chat,2022-05-19 02:00:00,2022-05-21 09:00:00,E00502,
TKT029319,C04695,ORD0008223,Order Issue,Low,Delivery is delayed.,Resolved,Email,2024-05-15 04:00:00,2024-05-17 04:00:00,E00840,
TKT029320,C08113,ORD0032407,Order Issue,Low,I received the wrong product.,Closed,WhatsApp,2022-06-09 11:00:00,2022-06-11 10:00:00,E01434,5.0
TKT029321,C08979,ORD0001744,Product Quality,Low,Discount coupon not applied.,Open,Phone,2022-10-24 10:00:00,2022-10-27 20:00:00,E00579,
TKT029322,C08355,ORD0068723,Delivery Delay,Critical,Discount coupon not applied.,Resolved,Email,2022-03-08 06:00:00,2022-03-08 11:00:00,E00892,4.0
TKT029323,C07219,ORD0093778,Return & Refund,Low,Product is damaged.,Closed,Chat,2024-08-09 02:00:00,2024-08-09 12:00:00,E01551,
TKT029324,C02419,ORD0195327,Wrong Item,Low,My payment was deducted but order not confirmed.,Closed,Phone,2024-06-13 15:00:00,2024-06-17 11:00:00,E01323,5.0
TKT029325,C01752,ORD0154462,Return & Refund,Medium,Product is damaged.,In Progress,Phone,2024-06-28 13:00:00,2024-06-30 20:00:00,E01670,5.0
TKT029326,C04735,ORD0140119,Return & Refund,High,Product is damaged.,In Progress,Chat,2024-03-10 04:00:00,2024-03-10 07:00:00,E01482,4.0
TKT029327,C00056,ORD0175675,Wrong Item,High,I need help with my account login.,Resolved,Chat,2022-01-20 11:00:00,2022-01-21 07:00:00,E02039,1.0
