order_id,customer_id,product_id,store_id,quantity,unit_price,total_amount,order_date,estimated_delivery,actual_delivery,status,delivery_city,shipping_fee
ORD0095729,C01031,P04278,S0127,3,433,1299,2022-02-20,2022-02-27,2022-03-02,Delivered,Delhi,99
ORD0095730,C06830,P03296,S0049,3,11755,35265,2024-05-10,2024-05-16,2024-05-16,Returned,Ludhiana,0
ORD0095731,C03541,P03007,S0054,1,1279,1279,2024-01-18,2024-01-20,2024-01-20,Delivered,Chandigarh,49
ORD0095732,C07319,P01647,S0001,2,512,1024,2023-05-07,2023-05-09,2023-05-11,Delivered,Surat,0
ORD0095733,C04842,P00281,S0148,1,146,146,2024-12-01,2024-12-04,2024-12-07,Delivered,Jaipur,0
ORD0095734,C07738,P02306,S0006,1,10433,10433,2023-12-24,2023-12-29,2023-12-29,Delivered,Mumbai,0
ORD0095735,C06008,P00672,S0006,2,1032,2064,2024-12-31,2025-01-08,2025-01-07,Delivered,Ahmedabad,0
ORD0095736,C03255,P03095,S0020,1,7255,7255,2024-11-14,2024-11-23,2024-11-22,Cancelled,Ahmedabad,49
ORD0095737,C00439,P04368,S0137,3,599,1797,2022-09-10,2022-09-18,2022-09-22,Delivered,Patna,0
ORD0095738,C03426,P00051,S0097,3,2862,8586,2023-07-31,2023-08-02,2023-08-05,Delivered,Chandigarh,49
ORD0095739,C06942,P04736,S0095,3,3039,9117,2023-06-20,2023-06-24,2023-06-25,Shipped,Patna,0
ORD0095740,C03297,P03885,S0015,2,13040,26080,2023-09-02,2023-09-11,2023-09-13,Delivered,Patna,49
ORD0095741,C06190,P00408,S0085,1,262,262,2022-10-22,2022-10-30,2022-11-02,Delivered,Lucknow,99
ORD0095742,C09517,P02830,S0043,1,4854,4854,2022-04-26,2022-05-06,2022-05-05,Delivered,Kochi,99
ORD0095743,C09785,P03779,S0055,2,4487,8974,2023-09-14,2023-09-16,2023-09-19,Delivered,Lucknow,0
ORD0095744,C00621,P00890,S0123,2,9418,18836,2023-03-21,2023-03-24,2023-03-25,Delivered,Kochi,99
ORD0095745,C09860,P02452,S0058,1,2769,2769,2024-06-06,2024-06-13,2024-06-17,Delivered,Nagpur,0
ORD0095746,C08915,P01632,S0036,2,6218,12436,2024-01-01,2024-01-07,2024-01-12,Shipped,Bengaluru,0
ORD0095747,C03036,P04139,S0013,2,1738,3476,2024-11-11,2024-11-19,2024-11-19,Delivered,Indore,0
ORD0095748,C01226,P01112,S0067,1,1853,1853,2022-01-14,2022-01-23,2022-01-28,Delivered,Lucknow,49
ORD0095749,C09312,P02716,S0150,3,740,2220,2024-11-13,2024-11-23,2024-11-25,Delivered,Pune,99
ORD0095750,C04540,P03576,S0003,3,1848,5544,2022-03-18,2022-03-22,2022-03-23,Delivered,Kolkata,99
ORD0095751,C07202,P02390,S0007,3,4624,13872,2023-11-02,2023-11-07,2023-11-07,Delivered,Delhi,0
ORD0095752,C01476,P03399,S0068,2,13995,27990,2024-04-29,2024-05-03,2024-05-05,Shipped,Kolkata,0
ORD0095753,C02750,P00381,S0042,3,3361,10083,2024-12-05,2024-12-14,2024-12-19,Confirmed,Lucknow,0
ORD0095754,C01505,P02733,S0017,3,437,1311,2024-07-06,2024-07-16,2024-07-17,Delivered,Kochi,99
ORD0095755,C06325,P00139,S0071,1,13360,13360,2023-08-16,2023-08-21,2023-08-25,Delivered,Agra,49
ORD0095756,C01402,P00880,,2,2115,4230,2022-05-02,2022-05-10,2022-05-15,Confirmed,Mumbai,49
ORD0095757,C03134,P03613,S0023,2,1878,3756,2023-05-20,2023-05-27,2023-05-29,Delivered,Pune,0
ORD0095758,C09040,P02084,S0086,2,147,294,2024-03-28,2024-04-04,2024-04-05,Delivered,Ludhiana,0
ORD0095759,C00949,P02150,S0100,2,12150,24300,2022-02-21,2022-02-25,2022-03-02,Delivered,Patna,0
ORD0095760,C08868,P03198,S0079,3,4278,12834,2022-05-02,2022-05-07,2022-05-10,Delivered,Surat,0
ORD0095761,C07332,P02607,S0040,3,3936,11808,2024-09-15,2024-09-19,2024-09-20,Delivered,Agra,0
ORD0095762,C09502,P01001,S0025,2,1772,3544,2023-11-06,2023-11-13,2023-11-12,Delivered,Hyderabad,0
ORD0095763,C04725,P01180,S0029,3,592,1776,2024-12-04,2024-12-07,2024-12-07,Delivered,Indore,0
ORD0095764,C06233,P00806,S0036,2,8188,16376,2024-06-23,2024-07-01,2024-07-03,Delivered,Bengaluru,99
ORD0095765,C03505,P02542,S0047,2,6340,12680,2023-11-18,2023-11-22,2023-11-23,Confirmed,Vadodara,49
ORD0095766,C07223,P01167,S0081,1,3205,3205,2023-03-25,2023-03-28,2023-04-02,Delivered,Pune,49
ORD0095767,C00861,P02071,S0101,2,1322,2644,2022-07-10,2022-07-13,2022-07-14,Delivered,Lucknow,99
ORD0095768,C01245,P00006,S0129,3,3150,9450,2024-03-23,2024-03-26,2024-03-25,Cancelled,Bhopal,99
ORD0095769,C02719,P02839,S0142,2,9453,18906,2023-06-07,2023-06-17,2023-06-21,Delivered,Ludhiana,49
ORD0095770,C08679,P03372,S0114,2,2931,5862,2022-08-10,2022-08-18,2022-08-23,Delivered,Delhi,0
ORD0095771,C09544,P03024,S0110,3,358,1074,2024-02-24,2024-02-28,2024-02-28,Cancelled,Chennai,0
ORD0095772,C08475,P01788,S0034,1,1251,1251,2023-12-31,2024-01-05,2024-01-05,Confirmed,Jaipur,99
ORD0095773,C04970,P03593,S0024,3,1496,4488,2023-09-28,2023-10-04,2023-10-07,Delivered,Mumbai,0
ORD0095774,C02306,P00538,S0042,3,2601,7803,2022-04-21,2022-04-27,2022-05-02,Confirmed,Pune,49
ORD0095775,C08093,P02661,S0088,3,227,681,2022-11-03,2022-11-11,2022-11-13,Delivered,Pune,99
ORD0095776,C06927,P02288,S0033,3,7600,22800,2024-05-01,2024-05-03,2024-05-05,Delivered,Bhopal,0
ORD0095777,C08886,P01642,S0047,3,418,1254,2022-02-10,2022-02-12,2022-02-11,Confirmed,Mumbai,0
ORD0095778,C06025,P00210,S0047,3,426,1278,2024-09-08,2024-09-18,2024-09-17,Shipped,Agra,0
ORD0095779,C04808,P01058,S0087,1,4102,4102,2022-08-15,2022-08-24,2022-08-26,Delivered,Nagpur,49
ORD0095780,C01451,P00552,S0091,2,2690,5380,2022-04-19,2022-04-26,2022-05-01,Returned,Patna,0
ORD0095781,C04353,P04252,S0051,3,803,2409,2022-09-03,2022-09-07,2022-09-10,Cancelled,Ahmedabad,0
ORD0095782,C04736,P01315,S0002,2,213,426,2023-11-22,2023-11-26,2023-11-25,Placed,Lucknow,49
ORD0095783,C04950,P00845,S0031,3,4050,12150,2022-08-27,2022-08-30,2022-09-01,Delivered,Ludhiana,49
ORD0095784,C00311,P00433,S0103,2,216,432,2022-01-14,2022-01-21,2022-01-22,Delivered,Ludhiana,99
ORD0095785,C01908,P01127,S0076,2,849,1698,2024-10-06,2024-10-15,2024-10-17,Returned,Nagpur,0
ORD0095786,C02248,P04112,S0113,3,3662,10986,2023-03-24,2023-03-27,2023-03-27,Delivered,Pune,49
ORD0095787,C09916,P03602,S0145,1,4780,4780,2024-07-09,2024-07-11,2024-07-16,Delivered,Bhopal,0
ORD0095788,C00932,P00252,S0055,2,1542,3084,2024-03-21,2024-03-29,2024-03-30,Delivered,Chennai,0
ORD0095789,C06844,P00890,S0104,3,9418,28254,2022-07-10,2022-07-18,2022-07-18,Shipped,Indore,0
ORD0095790,C02260,P00925,S0063,1,2721,2721,2023-07-06,2023-07-14,2023-07-19,Cancelled,Surat,0
ORD0095791,C06277,P03308,S0088,2,3451,6902,2024-08-12,2024-08-21,2024-08-25,Delivered,Bhopal,0
ORD0095792,C05299,P01138,S0030,2,1014,2028,2024-07-31,2024-08-05,2024-08-09,Delivered,Bengaluru,49
ORD0095793,C01835,P01547,S0113,3,14199,42597,2022-11-17,2022-11-24,2022-11-24,Delivered,Mumbai,49
ORD0095794,C02278,P02441,S0102,3,2567,7701,2022-05-02,2022-05-11,2022-05-11,Delivered,Lucknow,49
ORD0095795,C01744,P04900,S0049,1,1238,1238,2022-03-12,2022-03-22,2022-03-21,Cancelled,Lucknow,0
ORD0095796,C06289,P00319,,1,4101,4101,2024-11-15,2024-11-22,2024-11-21,Delivered,Vadodara,0
ORD0095797,C09612,P00389,S0013,1,1782,1782,2023-08-23,2023-08-28,2023-09-01,Cancelled,Agra,0
ORD0095798,C00413,P04714,S0123,1,4261,4261,2023-11-07,2023-11-14,2023-11-16,Delivered,Chennai,49
ORD0095799,C08743,P03460,S0007,1,2987,2987,2023-11-20,2023-11-28,2023-11-28,Delivered,Chennai,99
ORD0095800,C04550,P01032,S0113,1,11485,11485,2022-04-15,2022-04-23,2022-04-26,Delivered,Ahmedabad,49
ORD0095801,C09535,P04518,S0039,3,11022,33066,2022-01-10,2022-01-19,2022-01-23,Cancelled,Surat,49
ORD0095802,C05837,P00799,S0044,1,3705,3705,2023-03-02,2023-03-04,2023-03-07,Delivered,Lucknow,49
ORD0095803,C09315,P02240,S0027,3,4542,13626,2022-11-24,2022-12-03,2022-12-05,Delivered,Bhopal,0
ORD0095804,C08330,P01862,S0036,2,278,556,2024-02-20,2024-03-01,2024-03-02,Shipped,Nagpur,0
ORD0095805,C03860,P04808,S0104,2,13552,27104,2023-05-02,2023-05-10,2023-05-09,Delivered,Delhi,99
ORD0095806,C03111,P02030,S0049,1,2980,2980,2024-08-01,2024-08-11,2024-08-15,Delivered,Indore,0
ORD0095807,C07973,P01407,S0066,3,3349,10047,2023-11-22,2023-11-26,2023-11-29,Cancelled,Indore,0
ORD0095808,C07305,P03749,S0023,2,689,1378,2024-01-28,2024-01-31,2024-01-31,Delivered,Patna,49
ORD0095809,C09451,P01590,S0124,3,1972,5916,2024-04-14,2024-04-16,2024-04-18,Delivered,Bhopal,0
ORD0095810,C01513,P00237,S0095,3,4696,14088,2022-07-05,2022-07-14,2022-07-15,Delivered,Mumbai,49
ORD0095811,C08124,P02156,S0021,1,3198,3198,2023-07-08,2023-07-14,2023-07-13,Delivered,Nagpur,99
ORD0095812,C06481,P02835,S0107,1,4207,4207,2024-09-28,2024-10-08,2024-10-10,Delivered,Kochi,0
ORD0095813,C09938,P04484,S0012,1,583,583,2024-11-17,2024-11-23,2024-11-28,Delivered,Surat,49
ORD0095814,C02453,P00138,S0093,2,2510,5020,2023-10-20,2023-10-26,2023-10-31,Delivered,Pune,99
ORD0095815,C04945,P04215,S0008,2,537,1074,2024-01-28,2024-02-01,2024-02-04,Delivered,Patna,99
ORD0095816,C07672,P03604,S0032,3,5677,17031,2022-01-03,2022-01-06,2022-01-07,Placed,Jaipur,0
ORD0095817,C09717,P04648,S0008,3,1753,5259,2022-09-16,2022-09-21,2022-09-21,Cancelled,Jaipur,49
ORD0095818,C09401,P04866,S0032,1,2842,2842,2024-10-04,2024-10-08,2024-10-11,Delivered,Mumbai,49
ORD0095819,C07749,P04288,S0068,3,1694,5082,2024-02-27,2024-03-04,2024-03-05,Shipped,Delhi,49
ORD0095820,C08111,P02092,S0123,3,6311,18933,2024-07-20,2024-07-26,2024-07-27,Delivered,Vadodara,49
ORD0095821,C08489,P04642,S0048,1,2780,2780,2022-05-28,2022-06-05,2022-06-09,Delivered,Chandigarh,49
ORD0095822,C05530,P04291,,1,684,684,2022-02-22,2022-02-25,2022-03-01,Delivered,Vadodara,49
ORD0095823,C06077,P04446,S0043,2,7509,15018,2023-01-29,2023-02-06,2023-02-07,Shipped,Bhopal,0
ORD0095824,C06946,P03663,S0063,2,7245,14490,2024-12-12,2024-12-15,2024-12-19,Delivered,Bengaluru,0
ORD0095825,C03138,P01297,S0120,1,1100,1100,2023-05-29,2023-06-06,2023-06-08,Delivered,Jaipur,0
ORD0095826,C00476,P01315,S0117,2,213,426,2022-11-11,2022-11-16,2022-11-18,Delivered,Jaipur,0
ORD0095827,C09562,P02718,S0127,2,1949,3898,2023-03-10,2023-03-15,2023-03-17,Delivered,Surat,0
ORD0095828,C00157,P01490,S0134,2,491,982,2023-01-11,2023-01-19,2023-01-19,Delivered,Patna,0
ORD0095829,C00246,P00011,S0020,3,5512,16536,2022-03-24,2022-04-02,2022-04-07,Delivered,Patna,99
ORD0095830,C06501,P04934,S0052,3,829,2487,2022-04-24,2022-04-28,2022-04-27,Delivered,Kochi,49
ORD0095831,C02484,P01471,S0139,2,1703,3406,2024-04-10,2024-04-18,2024-04-17,Delivered,Vadodara,0
ORD0095832,C05743,P02211,S0111,1,7964,7964,2024-12-23,2024-12-28,2025-01-01,Delivered,Delhi,49
ORD0095833,C06390,P01912,S0110,1,2774,2774,2023-10-19,2023-10-26,2023-10-30,Delivered,Patna,0
ORD0095834,C05352,P02345,S0014,3,3187,9561,2022-06-30,2022-07-10,2022-07-11,Delivered,Kolkata,0
ORD0095835,C04228,P02902,S0032,1,266,266,2024-01-08,2024-01-14,2024-01-14,Delivered,Ahmedabad,0
ORD0095836,C07118,P00481,S0009,3,3101,9303,2023-08-30,2023-09-01,2023-09-03,Delivered,Lucknow,49
ORD0095837,C02263,P00735,S0004,2,1578,3156,2022-10-21,2022-10-30,2022-10-30,Delivered,Vadodara,99
ORD0095838,C03041,P02415,S0109,2,3342,6684,2023-12-04,2023-12-14,2023-12-17,Delivered,Chennai,49
ORD0095839,C05288,P00146,S0019,3,5368,16104,2023-09-17,2023-09-22,2023-09-24,Returned,Surat,49
ORD0095840,C00522,P03412,S0090,2,4318,8636,2024-02-01,2024-02-10,2024-02-12,Delivered,Bhopal,0
ORD0095841,C06979,P03163,S0054,3,340,1020,2022-02-18,2022-02-20,2022-02-20,Shipped,Hyderabad,99
ORD0095842,C03030,P03522,S0037,1,2171,2171,2023-08-23,2023-08-26,2023-08-30,Cancelled,Hyderabad,0
ORD0095843,C03779,P01753,S0092,3,164,492,2022-09-08,2022-09-18,2022-09-23,Shipped,Bhopal,0
ORD0095844,C01091,P04017,S0034,3,3281,9843,2024-04-23,2024-05-03,2024-05-02,Delivered,Ahmedabad,99
ORD0095845,C06074,P00947,S0143,2,4265,8530,2024-08-21,2024-08-25,2024-08-28,Delivered,Vadodara,0
ORD0095846,C07347,P04986,S0102,3,2616,7848,2022-03-31,2022-04-07,2022-04-11,Cancelled,Nagpur,99
ORD0095847,C09790,P04952,S0147,2,760,1520,2023-05-20,2023-05-26,2023-05-25,Delivered,Patna,0
ORD0095848,C02905,P02556,S0039,2,4300,8600,2023-12-04,2023-12-06,2023-12-07,Delivered,Patna,49
ORD0095849,C00868,P00877,S0140,3,5896,17688,2023-04-28,2023-05-08,2023-05-10,Delivered,Jaipur,0
ORD0095850,C03186,P04708,,2,6445,12890,2023-07-06,2023-07-09,2023-07-14,Cancelled,Mumbai,99
ORD0095851,C07712,P03836,S0094,2,4850,9700,2023-03-30,2023-04-03,2023-04-02,Delivered,Jaipur,49
ORD0095852,C00036,P02545,S0027,1,4689,4689,2022-01-01,2022-01-04,2022-01-07,Delivered,Patna,99
ORD0095853,C08065,P03502,S0002,2,8971,17942,2024-09-02,2024-09-11,2024-09-14,Placed,Nagpur,49
ORD0095854,C05900,P00754,S0145,2,597,1194,2023-01-29,2023-02-03,2023-02-05,Delivered,Delhi,0
ORD0095855,C00529,P01039,S0057,1,3742,3742,2024-11-02,2024-11-10,2024-11-14,Returned,Surat,49
ORD0095856,C02678,P00042,S0111,1,1596,1596,2023-02-06,2023-02-14,2023-02-16,Delivered,Chennai,0
ORD0095857,C04639,P02314,S0087,1,5586,5586,2024-07-18,2024-07-23,2024-07-24,Delivered,Kolkata,0
ORD0095858,C00903,P01334,S0135,3,4417,13251,2023-09-22,2023-09-25,2023-09-28,Delivered,Nagpur,49
ORD0095859,C08652,P03934,S0133,1,3502,3502,2023-05-07,2023-05-16,2023-05-21,Delivered,Chandigarh,0
ORD0095860,C05926,P02993,S0118,1,3110,3110,2022-08-30,2022-09-05,2022-09-06,Delivered,Kochi,99
ORD0095861,C09519,P04966,S0036,3,5652,16956,2022-08-14,2022-08-21,2022-08-23,Delivered,Lucknow,0
ORD0095862,C02529,P04670,S0104,1,3908,3908,2022-01-14,2022-01-17,2022-01-16,Delivered,Kolkata,99
ORD0095863,C06760,P03559,S0133,1,1759,1759,2023-03-04,2023-03-14,2023-03-17,Shipped,Agra,0
ORD0095864,C08688,P02202,S0062,2,926,1852,2024-09-29,2024-10-07,2024-10-06,Delivered,Kochi,49
ORD0095865,C05988,P03163,S0045,3,340,1020,2022-03-04,2022-03-13,2022-03-18,Shipped,Delhi,0
ORD0095866,C00647,P02743,S0110,2,1493,2986,2022-02-07,2022-02-17,2022-02-18,Delivered,Ahmedabad,0
ORD0095867,C09326,P04542,S0025,2,479,958,2024-06-28,2024-07-07,2024-07-07,Shipped,Chennai,49
ORD0095868,C09049,P02442,S0064,2,7260,14520,2023-06-21,2023-07-01,2023-07-04,Delivered,Pune,0
ORD0095869,C08913,P04356,S0129,3,6986,20958,2022-02-08,2022-02-13,2022-02-13,Confirmed,Jaipur,0
ORD0095870,C02723,P01649,S0026,3,10379,31137,2023-01-22,2023-01-29,2023-02-01,Shipped,Agra,49
ORD0095871,C04042,P03367,S0094,2,447,894,2023-01-19,2023-01-26,2023-01-27,Placed,Vadodara,0
ORD0095872,C05556,P03729,S0010,3,6842,20526,2023-06-23,2023-06-28,2023-07-03,Shipped,Chandigarh,99
ORD0095873,C03281,P04964,S0035,3,4052,12156,2022-05-04,2022-05-08,2022-05-10,Shipped,Hyderabad,99
ORD0095874,C09358,P01095,S0072,2,2627,5254,2024-10-20,2024-10-25,2024-10-27,Delivered,Hyderabad,49
ORD0095875,C03926,P00126,S0043,3,875,2625,2023-01-27,2023-01-31,2023-01-31,Delivered,Chennai,49
ORD0095876,C06638,P03582,S0078,3,799,2397,2023-07-21,2023-07-24,2023-07-24,Returned,Ludhiana,0
ORD0095877,C02522,P02967,S0050,1,979,979,2022-05-30,2022-06-02,2022-06-01,Confirmed,Nagpur,49
ORD0095878,C08596,P00642,S0145,1,2092,2092,2023-07-02,2023-07-11,2023-07-12,Confirmed,Jaipur,0
ORD0095879,C06963,P00634,S0146,2,1179,2358,2024-12-30,2025-01-09,2025-01-13,Delivered,Hyderabad,0
ORD0095880,C02532,P01243,S0150,3,5944,17832,2024-12-30,2025-01-07,2025-01-10,Cancelled,Agra,49
ORD0095881,C00841,P03413,S0039,3,3319,9957,2024-01-23,2024-01-25,2024-01-25,Delivered,Surat,0
ORD0095882,C09481,P03195,S0050,2,4657,9314,2024-02-10,2024-02-16,2024-02-19,Shipped,Indore,49
ORD0095883,C04017,P02686,S0047,1,4153,4153,2024-05-01,2024-05-11,2024-05-16,Returned,Lucknow,0
ORD0095884,C04964,P02444,S0052,1,5953,5953,2022-12-13,2022-12-16,2022-12-15,Delivered,Kochi,0
ORD0095885,C04458,P02058,S0055,1,227,227,2022-06-21,2022-06-23,2022-06-26,Delivered,Chennai,49
ORD0095886,C05661,P01490,S0091,2,491,982,2022-06-19,2022-06-28,2022-07-02,Delivered,Pune,0
ORD0095887,C04165,P02632,S0094,2,4921,9842,2024-09-29,2024-10-03,2024-10-06,Delivered,Lucknow,99
ORD0095888,C05450,P02443,S0148,2,3981,7962,2022-05-07,2022-05-13,2022-05-13,Shipped,Pune,0
ORD0095889,C06028,P03085,S0011,3,1794,5382,2022-03-04,2022-03-08,2022-03-09,Shipped,Agra,49
ORD0095890,C08429,P02545,S0128,1,4689,4689,2024-06-17,2024-06-24,2024-06-26,Confirmed,Patna,0
ORD0095891,C03644,P02346,S0128,2,9951,19902,2022-12-31,2023-01-10,2023-01-15,Returned,Hyderabad,0
ORD0095892,C06664,P01025,S0130,3,661,1983,2022-05-16,2022-05-23,2022-05-28,Delivered,Jaipur,0
ORD0095893,C03388,P00702,S0068,3,1797,5391,2024-07-13,2024-07-19,2024-07-20,Shipped,Surat,49
ORD0095894,C06071,P02871,S0111,3,3934,11802,2023-03-24,2023-03-29,2023-04-03,Delivered,Vadodara,0
ORD0095895,C07615,P01659,S0093,3,2863,8589,2023-12-03,2023-12-10,2023-12-14,Delivered,Vadodara,0
ORD0095896,C05513,P03522,S0107,3,2171,6513,2022-06-22,2022-06-28,2022-07-02,Delivered,Vadodara,0
ORD0095897,C06081,P01515,S0050,3,10245,30735,2023-09-25,2023-10-05,2023-10-05,Delivered,Ahmedabad,49
ORD0095898,C07175,P00350,S0068,1,2514,2514,2024-12-16,2024-12-20,2024-12-23,Delivered,Pune,0
ORD0095899,C03229,P03245,S0142,2,10943,21886,2024-09-19,2024-09-22,2024-09-21,Delivered,Indore,99
ORD0095900,C02340,P03599,S0052,2,4459,8918,2022-11-20,2022-11-26,2022-11-27,Delivered,Lucknow,0
ORD0095901,C04927,P00408,S0120,2,262,524,2023-08-24,2023-09-03,2023-09-03,Shipped,Kochi,99
ORD0095902,C02598,P04628,S0055,3,4260,12780,2024-04-03,2024-04-06,2024-04-05,Delivered,Ludhiana,0
ORD0095903,C09972,P03033,S0039,2,1631,3262,2022-04-11,2022-04-15,2022-04-15,Delivered,Nagpur,99
ORD0095904,C05519,P00766,S0015,2,577,1154,2022-11-06,2022-11-11,2022-11-13,Delivered,Pune,0
ORD0095905,C00136,P03061,S0131,1,5620,5620,2023-06-20,2023-06-28,2023-06-30,Delivered,Vadodara,0
ORD0095906,C04283,P02602,S0007,2,4671,9342,2022-03-12,2022-03-17,2022-03-21,Delivered,Jaipur,49
ORD0095907,C02337,P03101,S0015,2,11633,23266,2024-05-01,2024-05-08,2024-05-10,Delivered,Delhi,99
ORD0095908,C02367,P02998,S0007,3,1603,4809,2024-10-05,2024-10-07,2024-10-09,Delivered,Nagpur,0
ORD0095909,C06190,P00759,S0032,1,268,268,2024-11-03,2024-11-09,2024-11-11,Delivered,Agra,49
ORD0095910,C09956,P02386,S0043,3,1154,3462,2023-03-22,2023-03-25,2023-03-25,Delivered,Kochi,99
ORD0095911,C09091,P03908,S0050,2,255,510,2024-01-19,2024-01-25,2024-01-24,Delivered,Vadodara,49
ORD0095912,C08526,P02476,S0030,1,5644,5644,2023-03-25,2023-04-03,2023-04-07,Delivered,Delhi,99
ORD0095913,C07156,P00913,S0142,3,4047,12141,2024-08-09,2024-08-19,2024-08-20,Delivered,Agra,0
ORD0095914,C09738,P04142,S0108,1,1989,1989,2023-01-29,2023-02-07,2023-02-12,Confirmed,Kolkata,49
ORD0095915,C01735,P01771,S0002,3,13180,39540,2022-11-18,2022-11-20,2022-11-23,Delivered,Bhopal,99
ORD0095916,C02399,P04510,S0081,2,2764,5528,2024-01-12,2024-01-18,2024-01-17,Delivered,Mumbai,49
ORD0095917,C02164,P01434,S0012,2,5197,10394,2024-12-09,2024-12-11,2024-12-16,Confirmed,Indore,0
ORD0095918,C06357,P01503,S0132,2,4780,9560,2022-06-04,2022-06-07,2022-06-11,Shipped,Patna,0
ORD0095919,C00356,P03995,S0043,1,4860,4860,2023-12-13,2023-12-15,2023-12-18,Delivered,Lucknow,49
ORD0095920,C03204,P02909,S0013,1,2847,2847,2023-12-17,2023-12-21,2023-12-20,Delivered,Jaipur,0
ORD0095921,C05713,P01213,S0070,3,3213,9639,2023-01-03,2023-01-05,2023-01-04,Delivered,Kolkata,49
ORD0095922,C09825,P04653,S0069,3,4574,13722,2024-07-23,2024-07-27,2024-07-27,Delivered,Ludhiana,99
ORD0095923,C01481,P02397,S0123,2,154,308,2024-08-23,2024-08-30,2024-08-31,Delivered,Ahmedabad,49
ORD0095924,C05213,P00231,S0096,1,3908,3908,2022-04-29,2022-05-03,2022-05-07,Cancelled,Indore,49
ORD0095925,C01934,P01554,S0044,3,444,1332,2022-06-09,2022-06-17,2022-06-17,Delivered,Patna,0
ORD0095926,C00438,P00921,S0020,3,768,2304,2022-05-16,2022-05-22,2022-05-27,Shipped,Patna,49
ORD0095927,C03054,P04913,S0124,2,1272,2544,2023-01-05,2023-01-08,2023-01-11,Delivered,Vadodara,99
ORD0095928,C03420,P02583,S0043,1,5450,5450,2022-09-17,2022-09-25,2022-09-26,Placed,Ludhiana,0
ORD0095929,C02925,P03199,S0117,2,245,490,2023-05-31,2023-06-09,2023-06-08,Delivered,Bengaluru,0
ORD0095930,C09512,P02343,S0034,3,2944,8832,2024-06-18,2024-06-21,2024-06-22,Delivered,Ahmedabad,0
ORD0095931,C04792,P01661,S0072,3,2166,6498,2022-08-18,2022-08-27,2022-09-01,Cancelled,Nagpur,0
ORD0095932,C03763,P04824,S0144,1,4532,4532,2023-06-20,2023-06-25,2023-06-25,Delivered,Agra,0
ORD0095933,C04967,P00673,S0141,1,4881,4881,2022-11-23,2022-11-25,2022-11-30,Delivered,Surat,0
ORD0095934,C09340,P03552,S0034,3,340,1020,2023-02-09,2023-02-16,2023-02-16,Delivered,Patna,0
ORD0095935,C00556,P03068,S0085,3,4190,12570,2022-06-30,2022-07-08,2022-07-09,Confirmed,Hyderabad,49
ORD0095936,C00613,P01186,S0043,2,2723,5446,2024-02-27,2024-03-02,2024-03-02,Delivered,Agra,49
ORD0095937,C07617,P02180,S0105,1,2121,2121,2023-06-01,2023-06-11,2023-06-14,Confirmed,Kochi,99
ORD0095938,C01919,P01852,S0022,3,3798,11394,2022-01-08,2022-01-10,2022-01-15,Delivered,Chennai,99
ORD0095939,C09878,P01231,S0142,2,5110,10220,2023-10-02,2023-10-04,2023-10-03,Delivered,Bhopal,99
ORD0095940,C08489,P01738,S0035,1,1397,1397,2024-12-23,2025-01-01,2025-01-02,Delivered,Agra,49
ORD0095941,C05495,P00017,S0118,3,6480,19440,2024-05-29,2024-06-07,2024-06-12,Shipped,Chennai,49
ORD0095942,C00721,P04975,S0043,1,3458,3458,2022-07-11,2022-07-18,2022-07-17,Delivered,Kolkata,0
ORD0095943,C03505,P00613,S0149,3,10286,30858,2023-07-29,2023-08-03,2023-08-04,Shipped,Agra,99
ORD0095944,C05165,P01526,S0052,1,2866,2866,2024-08-04,2024-08-07,2024-08-06,Shipped,Indore,49
ORD0095945,C07489,P02846,S0007,2,1595,3190,2024-11-29,2024-12-01,2024-12-03,Returned,Jaipur,0
ORD0095946,C03504,P04317,S0073,1,1255,1255,2022-03-30,2022-04-03,2022-04-02,Delivered,Jaipur,99
ORD0095947,C00942,P03214,S0125,1,5198,5198,2023-11-12,2023-11-20,2023-11-25,Shipped,Patna,0
ORD0095948,C02156,P04400,S0098,2,1089,2178,2024-07-14,2024-07-21,2024-07-24,Shipped,Pune,0
ORD0095949,C04957,P04806,S0144,2,2155,4310,2024-06-14,2024-06-22,2024-06-26,Delivered,Vadodara,49
ORD0095950,C02973,P03440,S0007,3,9678,29034,2023-11-28,2023-12-05,2023-12-08,Delivered,Chandigarh,49
ORD0095951,C01381,P03637,S0053,3,4344,13032,2023-03-05,2023-03-14,2023-03-13,Delivered,Jaipur,0
ORD0095952,C00124,P00171,S0058,2,3806,7612,2022-04-08,2022-04-12,2022-04-16,Delivered,Pune,99
ORD0095953,C02147,P00242,S0124,3,1268,3804,2023-08-22,2023-08-29,2023-09-01,Shipped,Ahmedabad,0
ORD0095954,C01856,P04465,S0040,3,4636,13908,2024-05-02,2024-05-10,2024-05-14,Delivered,Kolkata,0
ORD0095955,C05876,P00942,S0052,3,2252,6756,2022-01-19,2022-01-22,2022-01-21,Delivered,Kolkata,0
ORD0095956,C00283,P02125,S0045,3,3940,11820,2022-03-26,2022-03-31,2022-04-03,Delivered,Indore,0
ORD0095957,C04037,P00519,S0097,3,2557,7671,2022-06-26,2022-07-01,2022-07-03,Delivered,Chennai,49
ORD0095958,C05112,P00356,S0127,2,2796,5592,2023-01-04,2023-01-08,2023-01-08,Shipped,Indore,0
ORD0095959,C09412,P01377,S0095,2,2368,4736,2024-05-23,2024-05-28,2024-05-31,Delivered,Delhi,0
