return_id,order_id,customer_id,product_id,reason,return_date,refund_amount,status
RET020697,ORD0154975,C05256,P04956,Changed Mind,2023-04-29,7336.05,Picked Up
RET020698,ORD0120796,C02056,P03251,Not as Described,2024-08-11,1949.88,Refunded
RET020699,ORD0158847,C00788,P00588,Wrong Size,2024-04-20,11469.72,Refunded
RET020700,ORD0006762,C00537,P03068,Duplicate Order,2023-10-11,3627.92,Picked Up
RET020701,ORD0029937,C05408,P03663,Quality Issue,2023-10-28,12238.42,Picked Up
RET020702,ORD0036455,C00815,P04148,Wrong Item Delivered,2024-11-12,1377.82,Refunded
RET020703,ORD0123738,C03058,P04386,Duplicate Order,2023-10-16,429.29,Approved
RET020704,ORD0141019,C02927,P04917,Changed Mind,2022-11-26,1655.14,Requested
RET020705,ORD0198284,C07979,P00998,Defective Product,2022-12-05,1632.27,Rejected
RET020706,ORD0084526,C05397,P00906,Duplicate Order,2022-04-25,7723.13,Picked Up
RET020707,ORD0118704,C01198,P03211,Wrong Item Delivered,2024-09-26,6983.08,Refunded
RET020708,ORD0192678,C04915,P04599,Quality Issue,2023-11-16,432.12,Approved
RET020709,ORD0113711,C03987,P03492,Better Price Found,2024-04-11,4011.7,Approved
RET020710,ORD0004439,C08912,P04106,Wrong Item Delivered,2022-12-11,7704.01,Refunded
RET020711,ORD0120959,C08034,P01078,Quality Issue,2022-01-17,11157.71,Refunded
RET020712,ORD0123996,C04940,P01524,Duplicate Order,2024-02-25,16916.56,Refunded
RET020713,ORD0169952,C07004,P02284,Defective Product,2023-12-20,3914.63,Refunded
RET020714,ORD0063925,C04685,P00309,Defective Product,2022-05-30,2757.86,Refunded
RET020715,ORD0027160,C00220,P03561,Duplicate Order,2023-01-03,20717.83,Rejected
RET020716,ORD0155339,C02141,P03084,Wrong Size,2022-05-28,1386.09,Approved
RET020717,ORD0078142,C05333,P03248,Quality Issue,2022-12-31,8270.0,Refunded
RET020718,ORD0043137,C08603,P03823,Wrong Item Delivered,2022-07-09,19752.06,Refunded
RET020719,ORD0199673,C00861,P04920,Wrong Item Delivered,2024-11-15,3867.01,Picked Up
RET020720,ORD0060587,C02805,P03218,Wrong Size,2024-07-26,6165.17,Refunded
RET020721,ORD0132501,C08667,P02436,Better Price Found,2024-06-21,645.85,Refunded
RET020722,ORD0147461,C07328,P02431,Quality Issue,2024-06-10,1596.16,Approved
RET020723,ORD0010103,C02811,P04653,Not as Described,2022-07-08,13672.13,Refunded
RET020724,ORD0075839,C00452,P01366,Defective Product,2024-05-03,5713.28,Refunded
RET020725,ORD0066745,C05397,P02571,Better Price Found,2024-10-05,829.23,Refunded
RET020726,ORD0043749,C05686,P02076,Duplicate Order,2022-03-08,3013.0,Approved
RET020727,ORD0004562,C08388,P00054,Not as Described,2024-07-22,23596.35,Picked Up
RET020728,ORD0094891,C07022,P04075,Better Price Found,2023-05-01,4111.26,Refunded
RET020729,ORD0044701,C05749,P03825,Better Price Found,2022-01-14,2970.79,Refunded
RET020730,ORD0172754,C02748,P04044,Wrong Size,2022-01-26,1016.3,Approved
RET020731,ORD0152030,C04554,P01662,Better Price Found,2023-02-19,6123.16,Refunded
RET020732,ORD0102932,C04893,P04637,Quality Issue,2024-07-14,13706.47,Refunded
RET020733,ORD0037838,C09375,P02586,Defective Product,2023-10-27,4994.82,Approved
RET020734,ORD0174031,C04042,P01820,Changed Mind,2023-05-16,9572.08,Approved
RET020735,ORD0043903,C04013,P00522,Defective Product,2023-11-01,10903.36,Picked Up
RET020736,ORD0177396,C07827,P02956,Changed Mind,2023-12-22,16684.15,Requested
RET020737,ORD0000753,C06267,P04778,Better Price Found,2023-12-18,4956.47,Approved
RET020738,ORD0193443,C04763,P01760,Not as Described,2023-09-26,6070.73,Approved
RET020739,ORD0034998,C05853,P01155,Duplicate Order,2022-10-14,6399.24,Refunded
RET020740,ORD0012441,C00500,P04376,Wrong Item Delivered,2022-03-10,19748.89,Refunded
RET020741,ORD0176216,C01663,P03897,Defective Product,2024-08-07,1271.05,Refunded
RET020742,ORD0012789,C03768,P01620,Better Price Found,2022-04-14,4314.25,Refunded
RET020743,ORD0054690,C06809,P04888,Wrong Item Delivered,2023-03-02,1048.95,Refunded
RET020744,ORD0183558,C09979,P03817,Not as Described,2024-11-18,22456.51,Approved
RET020745,ORD0083935,C08107,P00134,Not as Described,2024-10-04,2413.39,Refunded
RET020746,ORD0179330,C04994,P04193,Wrong Size,2024-11-15,7561.4,Refunded
RET020747,ORD0113381,C07266,P02625,Wrong Size,2024-06-23,1904.59,Picked Up
RET020748,ORD0063785,C07091,P02862,Not as Described,2022-11-20,9096.07,Refunded
RET020749,ORD0002614,C09803,P00066,Wrong Size,2022-07-24,229.94,Picked Up
RET020750,ORD0045817,C05311,P03550,Quality Issue,2023-11-28,2794.06,Rejected
RET020751,ORD0133431,C00041,P02377,Better Price Found,2022-08-11,3501.28,Rejected
RET020752,ORD0071756,C08018,P02059,Quality Issue,2022-04-14,4912.64,Refunded
RET020753,ORD0182289,C02469,P01524,Quality Issue,2023-07-10,26353.47,Refunded
RET020754,ORD0029385,C02097,P00116,Better Price Found,2023-02-11,254.63,Refunded
RET020755,ORD0095087,C08043,P00590,Quality Issue,2022-04-20,1558.47,Approved
RET020756,ORD0008653,C08535,P03935,Better Price Found,2024-02-22,8064.23,Refunded
RET020757,ORD0116813,C04799,P00958,Wrong Size,2024-09-06,13245.71,Refunded
RET020758,ORD0082028,C08188,P01950,Not as Described,2023-03-05,7011.75,Picked Up
RET020759,ORD0150958,C02498,P01578,Changed Mind,2022-03-12,2545.23,Rejected
RET020760,ORD0186375,C07156,P01213,Not as Described,2023-12-29,9448.53,Approved
RET020761,ORD0196709,C04727,P01660,Better Price Found,2024-08-07,1633.14,Refunded
RET020762,ORD0065408,C04758,P03320,Quality Issue,2024-04-12,7461.67,Picked Up
RET020763,ORD0082440,C07998,P02904,Quality Issue,2024-05-16,670.0,Rejected
RET020764,ORD0101247,C05892,P04469,Better Price Found,2022-09-13,5333.13,Approved
RET020765,ORD0180187,C03349,P00385,Duplicate Order,2022-06-21,1392.63,Picked Up
RET020766,ORD0093826,C03817,P03034,Wrong Size,2022-10-13,455.31,Picked Up
RET020767,ORD0056226,C09090,P04336,Wrong Item Delivered,2024-09-20,549.58,Rejected
RET020768,ORD0052622,C02286,P00817,Wrong Size,2022-02-27,7667.21,Refunded
RET020769,ORD0139117,C00386,P04913,Changed Mind,2022-06-11,3205.99,Refunded
RET020770,ORD0166421,C09809,P01995,Defective Product,2024-05-26,7721.67,Requested
RET020771,ORD0161177,C01331,P01229,Wrong Item Delivered,2023-04-16,1541.17,Refunded
RET020772,ORD0047023,C07905,P03859,Defective Product,2024-07-05,19683.74,Requested
RET020773,ORD0063869,C04327,P03622,Changed Mind,2024-05-25,6727.17,Requested
RET020774,ORD0057875,C05858,P03783,Wrong Item Delivered,2022-06-29,13560.97,Approved
RET020775,ORD0145430,C03024,P02829,Changed Mind,2023-08-02,950.32,Requested
RET020776,ORD0156356,C03536,P04144,Changed Mind,2022-03-06,11121.97,Approved
RET020777,ORD0198501,C03175,P04551,Quality Issue,2023-06-11,3128.39,Refunded
RET020778,ORD0123489,C04768,P04424,Defective Product,2024-05-29,6597.0,Approved
RET020779,ORD0112111,C06297,P01757,Wrong Size,2022-07-12,6543.96,Refunded
RET020780,ORD0091201,C02238,P02511,Quality Issue,2022-02-03,468.13,Refunded
RET020781,ORD0138850,C08983,P04701,Not as Described,2024-05-09,9669.26,Refunded
RET020782,ORD0157128,C01795,P00040,Changed Mind,2023-09-30,1428.16,Picked Up
RET020783,ORD0082174,C04436,P03458,Duplicate Order,2023-04-01,11777.45,Refunded
RET020784,ORD0069653,C06304,P04597,Duplicate Order,2023-11-23,9321.49,Picked Up
RET020785,ORD0104260,C03323,P02502,Quality Issue,2022-05-26,5063.0,Refunded
RET020786,ORD0019151,C08973,P01679,Not as Described,2023-01-08,11594.87,Refunded
RET020787,ORD0088152,C05465,P02379,Wrong Size,2022-11-12,1152.15,Refunded
RET020788,ORD0079941,C07624,P04091,Not as Described,2022-07-21,8348.92,Refunded
RET020789,ORD0128505,C01015,P04895,Wrong Item Delivered,2023-11-17,7654.1,Requested
RET020790,ORD0129329,C05324,P04146,Quality Issue,2022-10-16,2321.51,Refunded
RET020791,ORD0036496,C09712,P01903,Wrong Size,2022-11-12,8741.23,Refunded
RET020792,ORD0013848,C07845,P04218,Wrong Size,2024-06-26,16721.38,Refunded
RET020793,ORD0134032,C02641,P03372,Defective Product,2023-07-18,7212.98,Approved
RET020794,ORD0132300,C03637,P00677,Better Price Found,2024-02-08,2386.51,Refunded
RET020795,ORD0050643,C05313,P02519,Changed Mind,2022-05-31,1292.63,Picked Up
RET020796,ORD0039752,C00099,P00947,Duplicate Order,2022-01-31,4254.13,Refunded
RET020797,ORD0168036,C04644,P03880,Changed Mind,2023-01-27,6765.93,Refunded
RET020798,ORD0052602,C03111,P03466,Duplicate Order,2024-03-13,3457.88,Refunded
RET020799,ORD0047664,C04832,P04331,Wrong Item Delivered,2022-10-05,3268.78,Refunded
RET020800,ORD0061341,C09895,P04533,Wrong Size,2023-02-08,2158.23,Refunded
RET020801,ORD0015549,C05214,P02178,Changed Mind,2022-12-29,8437.92,Refunded
RET020802,ORD0086884,C02580,P01890,Quality Issue,2024-10-25,2311.34,Refunded
RET020803,ORD0199234,C00266,P04357,Defective Product,2023-02-07,2389.9,Picked Up
RET020804,ORD0109899,C06828,P01137,Better Price Found,2023-01-30,8854.38,Refunded
RET020805,ORD0141190,C02682,P03796,Duplicate Order,2022-06-18,1034.31,Requested
RET020806,ORD0189467,C06307,P03594,Not as Described,2024-04-29,3127.36,Refunded
RET020807,ORD0020012,C09084,P03796,Defective Product,2022-06-26,1104.73,Approved
RET020808,ORD0077805,C02533,P04503,Defective Product,2024-01-22,7052.6,Refunded
RET020809,ORD0098849,C05223,P01145,Wrong Item Delivered,2024-01-21,3277.79,Refunded
RET020810,ORD0075862,C07019,P03450,Not as Described,2022-07-30,35071.4,Rejected
RET020811,ORD0151701,C00829,P00593,Duplicate Order,2023-03-22,733.28,Picked Up
RET020812,ORD0003909,C02887,P03330,Not as Described,2023-03-06,13104.1,Picked Up
RET020813,ORD0079304,C04873,P00484,Better Price Found,2023-02-19,1992.28,Refunded
RET020814,ORD0166979,C03658,P04534,Not as Described,2023-01-25,1153.93,Refunded
RET020815,ORD0156267,C06773,P02753,Changed Mind,2024-04-03,6417.14,Refunded
RET020816,ORD0023926,C07099,P04511,Wrong Item Delivered,2024-04-26,3933.61,Picked Up
RET020817,ORD0017109,C06755,P00935,Changed Mind,2022-04-26,1354.58,Rejected
RET020818,ORD0017718,C01799,P01419,Wrong Item Delivered,2023-12-14,1284.79,Refunded
RET020819,ORD0074336,C00088,P01584,Wrong Size,2024-10-02,4766.6,Requested
RET020820,ORD0109063,C06388,P04204,Wrong Item Delivered,2023-12-20,3559.29,Refunded
RET020821,ORD0121200,C07237,P01715,Wrong Size,2024-01-16,5314.62,Approved
RET020822,ORD0020308,C07416,P00731,Defective Product,2023-01-20,772.45,Refunded
RET020823,ORD0082501,C05118,P04647,Wrong Size,2024-11-19,14881.63,Refunded
RET020824,ORD0005697,C01163,P03810,Wrong Item Delivered,2024-09-14,6128.01,Refunded
RET020825,ORD0089420,C00666,P02012,Wrong Item Delivered,2024-12-07,3556.87,Refunded
RET020826,ORD0034764,C01416,P02618,Not as Described,2022-07-07,10057.38,Picked Up
RET020827,ORD0181342,C02399,P02560,Wrong Item Delivered,2022-11-11,1670.73,Approved
RET020828,ORD0115599,C06718,P00564,Better Price Found,2022-05-09,427.78,Refunded
RET020829,ORD0028494,C01543,P01682,Quality Issue,2023-06-23,6712.59,Rejected
RET020830,ORD0118406,C09251,P01495,Not as Described,2024-08-24,1335.41,Approved
RET020831,ORD0169175,C05216,P00596,Quality Issue,2023-06-28,4077.42,Approved
RET020832,ORD0031016,C07454,P00561,Better Price Found,2022-05-04,4399.32,Requested
RET020833,ORD0112365,C09813,P00275,Defective Product,2024-01-11,470.15,Refunded
RET020834,ORD0067005,C00178,P02369,Quality Issue,2023-11-05,1714.47,Refunded
RET020835,ORD0027057,C01526,P02647,Wrong Size,2023-03-26,598.12,Refunded
RET020836,ORD0028417,C04450,P04993,Better Price Found,2022-08-16,5365.83,Refunded
RET020837,ORD0127554,C01289,P00206,Quality Issue,2024-06-15,8164.79,Approved
RET020838,ORD0056295,C01442,P01158,Wrong Size,2023-02-16,1143.67,Picked Up
RET020839,ORD0065185,C01228,P04790,Better Price Found,2024-04-16,7121.74,Refunded
RET020840,ORD0033990,C00958,P01897,Duplicate Order,2024-06-23,6304.79,Picked Up
RET020841,ORD0052948,C06086,P02680,Wrong Size,2022-06-28,1475.64,Refunded
RET020842,ORD0008294,C08990,P00239,Wrong Size,2022-08-26,4043.69,Approved
RET020843,ORD0184482,C09808,P01386,Better Price Found,2023-12-13,12032.42,Refunded
RET020844,ORD0144009,C09228,P04649,Duplicate Order,2023-11-27,774.51,Refunded
RET020845,ORD0161810,C00241,P04386,Changed Mind,2024-04-12,976.76,Requested
RET020846,ORD0157038,C05502,P04940,Better Price Found,2023-01-18,4510.44,Refunded
RET020847,ORD0045123,C02340,P02356,Defective Product,2024-08-27,4936.01,Refunded
RET020848,ORD0198810,C01484,P00314,Better Price Found,2023-10-09,4601.95,Approved
RET020849,ORD0030845,C01419,P00088,Defective Product,2022-10-19,6926.71,Refunded
RET020850,ORD0103117,C09098,P01621,Duplicate Order,2023-09-02,5561.02,Refunded
RET020851,ORD0112296,C03561,P01520,Wrong Size,2022-05-09,3508.97,Refunded
RET020852,ORD0042693,C04856,P01677,Duplicate Order,2024-12-18,1931.93,Picked Up
RET020853,ORD0069642,C03303,P00651,Wrong Size,2024-03-10,2047.6,Refunded
RET020854,ORD0069016,C08404,P02164,Changed Mind,2023-05-04,3765.52,Refunded
RET020855,ORD0113018,C03996,P00625,Duplicate Order,2023-08-26,3282.73,Refunded
RET020856,ORD0176659,C04413,P00496,Wrong Size,2022-01-08,5723.7,Refunded
RET020857,ORD0061913,C00960,P03449,Defective Product,2024-12-21,4410.44,Refunded
RET020858,ORD0064589,C00020,P03651,Better Price Found,2024-10-12,18847.1,Approved
RET020859,ORD0190996,C03565,P01853,Not as Described,2024-07-05,1193.06,Requested
RET020860,ORD0130971,C07718,P01273,Defective Product,2023-04-28,1952.95,Approved
RET020861,ORD0115965,C01590,P01067,Not as Described,2022-05-09,8902.2,Refunded
RET020862,ORD0176174,C05540,P00506,Duplicate Order,2023-07-11,9678.86,Refunded
RET020863,ORD0029043,C05628,P02403,Not as Described,2022-07-07,6580.17,Refunded
RET020864,ORD0058670,C01568,P00997,Duplicate Order,2023-12-25,3244.39,Refunded
RET020865,ORD0129647,C05819,P01201,Wrong Item Delivered,2022-04-14,18988.93,Refunded
RET020866,ORD0048029,C00193,P03397,Defective Product,2024-05-28,650.85,Refunded
RET020867,ORD0108877,C05930,P04088,Changed Mind,2024-11-08,14590.33,Requested
RET020868,ORD0134136,C02140,P00655,Changed Mind,2022-07-16,1495.37,Refunded
RET020869,ORD0120681,C09006,P04131,Not as Described,2023-06-12,2127.18,Approved
RET020870,ORD0065368,C01076,P04585,Not as Described,2022-01-23,10573.09,Approved
RET020871,ORD0082618,C07783,P02850,Wrong Size,2023-11-22,1874.67,Rejected
RET020872,ORD0094542,C03995,P04747,Wrong Size,2024-08-03,1346.01,Refunded
RET020873,ORD0110142,C07289,P02930,Quality Issue,2023-11-22,3700.29,Refunded
RET020874,ORD0098095,C09417,P00823,Better Price Found,2023-05-10,1378.34,Requested
RET020875,ORD0100574,C03481,P00525,Wrong Item Delivered,2024-06-12,1894.77,Picked Up
RET020876,ORD0027569,C03880,P01461,Better Price Found,2024-11-14,2278.2,Refunded
RET020877,ORD0039971,C00567,P01978,Not as Described,2024-12-04,7050.54,Picked Up
RET020878,ORD0006829,C04702,P00086,Defective Product,2022-01-13,11094.4,Approved
RET020879,ORD0183753,C00132,P01532,Wrong Item Delivered,2022-12-03,1783.11,Approved
RET020880,ORD0007950,C09839,P01002,Quality Issue,2024-02-26,487.67,Rejected
RET020881,ORD0113456,C08731,P03166,Wrong Size,2024-09-29,17321.63,Refunded
RET020882,ORD0189643,C07687,P03024,Defective Product,2023-09-19,639.5,Refunded
RET020883,ORD0012602,C02469,P02613,Wrong Item Delivered,2023-08-20,8150.09,Requested
RET020884,ORD0056224,C02257,P00600,Wrong Item Delivered,2023-12-21,7023.4,Picked Up
RET020885,ORD0006129,C00169,P04557,Duplicate Order,2024-12-06,3621.76,Approved
RET020886,ORD0183104,C06486,P03922,Better Price Found,2023-01-15,863.54,Refunded
RET020887,ORD0059842,C03881,P04500,Not as Described,2024-01-20,9015.88,Approved
RET020888,ORD0004206,C03355,P00218,Wrong Size,2024-04-17,7441.61,Refunded
RET020889,ORD0142479,C03010,P00318,Changed Mind,2023-03-16,4260.65,Refunded
RET020890,ORD0187982,C01980,P02192,Changed Mind,2023-11-08,5508.63,Refunded
RET020891,ORD0010816,C05157,P00674,Quality Issue,2024-01-11,3962.58,Refunded
RET020892,ORD0105973,C00857,P02474,Wrong Item Delivered,2024-05-03,2605.41,Picked Up
RET020893,ORD0067994,C01109,P04260,Wrong Item Delivered,2024-09-21,2343.13,Approved
RET020894,ORD0090179,C04858,P03861,Wrong Item Delivered,2023-08-07,6291.17,Refunded
RET020895,ORD0143656,C07909,P01437,Duplicate Order,2024-02-12,13954.17,Approved
RET020896,ORD0056059,C08391,P01763,Better Price Found,2023-10-23,13325.03,Refunded
RET020897,ORD0014986,C00230,P04708,Changed Mind,2023-04-24,5473.87,Approved
RET020898,ORD0134436,C08082,P03058,Wrong Item Delivered,2022-10-18,4875.75,Rejected
RET020899,ORD0083437,C00292,P01491,Wrong Size,2024-02-19,6989.38,Refunded
RET020900,ORD0036400,C01620,P01621,Changed Mind,2023-02-16,2693.09,Requested
RET020901,ORD0005902,C05783,P01942,Defective Product,2023-10-04,4724.71,Refunded
RET020902,ORD0172365,C01984,P00546,Better Price Found,2022-10-09,6879.6,Refunded
RET020903,ORD0014587,C07817,P01962,Not as Described,2022-04-09,9000.64,Requested
RET020904,ORD0157856,C05228,P04881,Duplicate Order,2024-04-07,3561.31,Refunded
RET020905,ORD0107100,C00557,P03178,Quality Issue,2022-11-10,2552.47,Refunded
RET020906,ORD0147508,C01790,P04910,Duplicate Order,2024-07-08,9329.44,Approved
RET020907,ORD0160818,C02906,P01851,Changed Mind,2022-06-27,5078.5,Refunded
RET020908,ORD0198272,C00705,P01079,Wrong Size,2022-06-11,3158.2,Requested
RET020909,ORD0181995,C07846,P01007,Not as Described,2024-02-08,9733.7,Rejected
RET020910,ORD0135022,C06752,P02461,Quality Issue,2024-03-07,3233.34,Refunded
RET020911,ORD0095507,C04491,P03293,Defective Product,2024-12-01,2528.91,Picked Up
RET020912,ORD0006899,C03714,P01835,Wrong Item Delivered,2024-04-12,1414.36,Refunded
RET020913,ORD0007266,C03317,P01123,Better Price Found,2022-12-23,934.83,Refunded
RET020914,ORD0081207,C03071,P04699,Not as Described,2022-09-21,11005.21,Approved
RET020915,ORD0156230,C00672,P01720,Duplicate Order,2022-12-12,3199.05,Refunded
RET020916,ORD0007144,C00960,P00836,Quality Issue,2024-08-17,13667.57,Refunded
RET020917,ORD0126617,C00609,P01915,Defective Product,2022-11-12,6769.77,Approved
RET020918,ORD0056852,C07417,P02258,Quality Issue,2023-07-26,922.83,Requested
RET020919,ORD0186979,C04556,P00355,Wrong Size,2022-05-07,2363.08,Refunded
RET020920,ORD0131588,C09432,P00859,Not as Described,2024-10-23,502.43,Approved
RET020921,ORD0048904,C02095,P02697,Wrong Size,2024-05-28,1573.13,Requested
RET020922,ORD0199511,C05139,P01698,Wrong Size,2022-09-28,220.17,Refunded
RET020923,ORD0167541,C05688,P01227,Wrong Item Delivered,2024-10-03,10168.15,Picked Up
RET020924,ORD0053711,C03015,P04914,Quality Issue,2023-02-22,802.35,Refunded
RET020925,ORD0003117,C03301,P00655,Quality Issue,2023-02-26,867.57,Refunded
RET020926,ORD0108304,C04002,P04729,Wrong Size,2024-05-29,10662.22,Rejected
RET020927,ORD0077381,C07907,P01841,Quality Issue,2022-06-10,4191.3,Approved
RET020928,ORD0051528,C07279,P04418,Better Price Found,2022-06-15,9882.77,Approved
RET020929,ORD0075026,C09885,P00740,Not as Described,2022-11-15,10539.45,Refunded
RET020930,ORD0006439,C01211,P01539,Duplicate Order,2024-07-23,7277.91,Refunded
RET020931,ORD0175982,C09780,P02523,Not as Described,2024-04-12,2087.5,Requested
RET020932,ORD0064336,C09024,P04507,Quality Issue,2023-09-03,37066.4,Picked Up
RET020933,ORD0175062,C03318,P04264,Defective Product,2023-09-05,4151.04,Requested
RET020934,ORD0022145,C08917,P04371,Defective Product,2023-10-01,3300.68,Picked Up
RET020935,ORD0017528,C09931,P04071,Duplicate Order,2022-01-21,6224.54,Approved
RET020936,ORD0076797,C07850,P04373,Changed Mind,2024-02-27,2315.23,Refunded
RET020937,ORD0098242,C02164,P02765,Not as Described,2023-05-26,5574.14,Refunded
RET020938,ORD0070525,C07680,P00151,Defective Product,2023-09-20,25046.32,Refunded
RET020939,ORD0153334,C01454,P04722,Duplicate Order,2022-04-30,8724.5,Approved
RET020940,ORD0015387,C07235,P03222,Changed Mind,2024-07-31,8398.09,Picked Up
RET020941,ORD0047721,C03894,P01199,Better Price Found,2023-01-24,4479.48,Refunded
RET020942,ORD0100514,C01634,P02867,Wrong Item Delivered,2022-04-02,29550.9,Refunded
RET020943,ORD0018598,C07598,P03917,Wrong Item Delivered,2022-03-23,1165.5,Refunded
RET020944,ORD0122189,C00818,P03859,Wrong Size,2023-06-13,19169.75,Refunded
RET020945,ORD0139729,C01512,P00501,Wrong Size,2023-02-08,6668.11,Refunded
RET020946,ORD0027986,C07744,P01764,Duplicate Order,2023-07-30,4413.94,Refunded
RET020947,ORD0061243,C04668,P03577,Better Price Found,2023-12-10,1192.47,Refunded
RET020948,ORD0027198,C09726,P02931,Defective Product,2023-10-09,1284.29,Approved
RET020949,ORD0164089,C06420,P04695,Changed Mind,2022-07-22,23099.25,Approved
RET020950,ORD0021791,C04974,P01296,Duplicate Order,2024-07-12,2124.94,Refunded
RET020951,ORD0085149,C07476,P02173,Not as Described,2022-03-24,3528.28,Approved
RET020952,ORD0110105,C02919,P04909,Wrong Size,2023-05-20,5024.14,Approved
RET020953,ORD0038115,C08792,P03927,Wrong Size,2023-06-21,2516.7,Refunded
RET020954,ORD0108361,C08274,P03564,Defective Product,2024-06-12,1558.05,Refunded
RET020955,ORD0033253,C06692,P01036,Not as Described,2022-11-02,1342.32,Refunded
RET020956,ORD0025976,C00724,P01654,Changed Mind,2024-04-19,15173.99,Requested
RET020957,ORD0173947,C06931,P04117,Changed Mind,2024-01-01,28627.25,Refunded
RET020958,ORD0156670,C05499,P04606,Wrong Item Delivered,2024-12-16,3001.67,Picked Up
RET020959,ORD0079701,C06352,P02223,Wrong Item Delivered,2022-06-09,4441.38,Refunded
RET020960,ORD0151496,C09735,P00354,Better Price Found,2024-06-05,7217.58,Rejected
RET020961,ORD0166368,C07965,P03429,Wrong Size,2022-07-23,9141.48,Approved
RET020962,ORD0180124,C09091,P01856,Quality Issue,2022-05-12,5425.6,Approved
RET020963,ORD0057046,C01154,P03669,Wrong Item Delivered,2024-08-22,6258.81,Refunded
RET020964,ORD0173315,C07424,P00773,Not as Described,2024-05-02,732.92,Requested
RET020965,ORD0140091,C00338,P02836,Wrong Size,2024-10-09,1142.91,Refunded
RET020966,ORD0190064,C09919,P04927,Changed Mind,2022-11-01,3142.38,Refunded
RET020967,ORD0121178,C03144,P01314,Not as Described,2023-10-05,6861.82,Approved
RET020968,ORD0138939,C09466,P00738,Not as Described,2023-12-01,3918.22,Approved
RET020969,ORD0149600,C02124,P04718,Wrong Size,2024-05-17,699.92,Approved
RET020970,ORD0133632,C03036,P04507,Changed Mind,2023-11-27,24429.68,Approved
RET020971,ORD0081656,C08514,P01213,Wrong Item Delivered,2022-10-03,2795.46,Refunded
RET020972,ORD0071854,C06602,P01615,Duplicate Order,2023-09-24,17495.27,Requested
RET020973,ORD0031368,C01841,P02836,Duplicate Order,2024-09-04,2133.59,Refunded
RET020974,ORD0009189,C07770,P03166,Not as Described,2024-03-02,18577.24,Refunded
RET020975,ORD0061065,C08737,P01363,Changed Mind,2023-09-18,2947.41,Refunded
RET020976,ORD0115030,C07522,P01182,Better Price Found,2022-08-30,438.1,Approved
RET020977,ORD0192443,C02997,P02830,Wrong Item Delivered,2023-07-12,9369.99,Refunded
RET020978,ORD0000757,C09681,P02758,Not as Described,2022-01-10,3522.18,Requested
RET020979,ORD0004532,C02769,P02324,Better Price Found,2022-03-06,7476.3,Approved
RET020980,ORD0057158,C08024,P03289,Wrong Size,2022-12-29,1448.31,Requested
RET020981,ORD0005229,C09595,P01492,Wrong Item Delivered,2023-03-27,1446.33,Refunded
RET020982,ORD0067669,C09427,P04811,Wrong Size,2024-09-22,4443.63,Refunded
RET020983,ORD0085596,C04773,P01195,Wrong Size,2022-06-22,16224.31,Refunded
RET020984,ORD0048367,C08142,P04593,Better Price Found,2024-02-22,8634.19,Approved
RET020985,ORD0156751,C09097,P02554,Quality Issue,2023-03-03,676.63,Requested
RET020986,ORD0109543,C02654,P04025,Better Price Found,2023-08-31,7143.89,Refunded
RET020987,ORD0120136,C07646,P03521,Duplicate Order,2023-11-24,2858.88,Picked Up
RET020988,ORD0075012,C01541,P04079,Defective Product,2023-05-27,1547.11,Refunded
RET020989,ORD0043861,C06064,P03809,Changed Mind,2022-05-17,8460.83,Refunded
RET020990,ORD0190847,C05129,P01670,Changed Mind,2023-10-07,4498.12,Refunded
RET020991,ORD0049596,C02417,P01334,Defective Product,2024-04-19,7193.59,Approved
RET020992,ORD0102201,C04753,P00352,Changed Mind,2023-04-04,4379.3,Refunded
RET020993,ORD0107011,C04613,P02363,Wrong Size,2022-01-24,5187.52,Refunded
RET020994,ORD0037254,C02926,P04969,Duplicate Order,2024-11-20,19814.94,Refunded
RET020995,ORD0037600,C03586,P02410,Better Price Found,2022-02-01,2824.52,Approved
RET020996,ORD0048704,C05356,P00154,Quality Issue,2022-01-14,11485.47,Approved
RET020997,ORD0027374,C09424,P00576,Not as Described,2022-04-16,1007.37,Refunded
RET020998,ORD0104578,C04840,P03328,Not as Described,2022-05-09,30876.0,Refunded
RET020999,ORD0118283,C04558,P04819,Duplicate Order,2023-10-25,4680.44,Approved
RET021000,ORD0090614,C09641,P00841,Not as Described,2023-09-17,3632.77,Rejected
RET021001,ORD0073636,C03611,P02258,Wrong Size,2024-02-08,467.48,Picked Up
RET021002,ORD0075704,C01555,P01306,Duplicate Order,2024-01-09,6098.02,Refunded
RET021003,ORD0110259,C06807,P01159,Quality Issue,2024-04-14,12291.39,Picked Up
RET021004,ORD0013280,C05828,P03786,Defective Product,2023-11-09,28650.26,Requested
RET021005,ORD0120494,C00221,P02144,Changed Mind,2024-03-04,5700.51,Requested
RET021006,ORD0072830,C01885,P03771,Changed Mind,2023-11-26,2144.74,Refunded
RET021007,ORD0051898,C07304,P03092,Duplicate Order,2022-09-05,7544.52,Refunded
RET021008,ORD0186410,C04180,P01775,Wrong Item Delivered,2024-12-03,6384.75,Rejected
RET021009,ORD0188011,C05463,P02396,Duplicate Order,2022-04-28,2646.41,Refunded
RET021010,ORD0056102,C00692,P02494,Better Price Found,2023-10-31,11722.69,Refunded
RET021011,ORD0091783,C03647,P04094,Better Price Found,2024-01-21,6754.75,Requested
RET021012,ORD0126092,C02789,P03294,Defective Product,2022-03-20,5427.91,Refunded
