shipment_id,order_id,supplier_id,warehouse_id,product_id,quantity,ship_date,expected_arrival,actual_arrival,status,carrier,freight_cost,delay_days
SHP027085,ORD0122987,SUP0139,W017,P04541,1,2023-01-17,2023-01-19,2023-01-22,Delivered,Ekart,105.29,3
SHP027086,ORD0140748,SUP0350,W011,P03889,3,2022-03-03,2022-03-14,2022-03-17,In Transit,Ekart,429.75,3
SHP027087,ORD0072555,SUP0232,W011,P04780,1,2022-06-11,2022-06-18,2022-06-19,In Transit,Shadowfax,460.36,1
SHP027088,ORD0172643,SUP0288,W015,P02801,1,2023-01-18,2023-01-26,2023-01-29,Delivered,Delhivery,276.86,3
SHP027089,ORD0179387,SUP0369,W003,P04815,2,2024-01-21,2024-01-28,2024-02-02,In Transit,DTDC,254.36,5
SHP027090,ORD0039063,SUP0197,W017,P01110,3,2022-07-18,2022-07-25,2022-07-30,In Transit,Shadowfax,94.7,5
SHP027091,ORD0149906,SUP0034,W022,P01684,2,2024-07-23,2024-07-25,2024-07-26,Delayed,Delhivery,134.08,1
SHP027092,ORD0192238,SUP0217,W023,P01521,2,2024-12-12,2024-12-23,2024-12-21,Delivered,DTDC,358.59,-2
SHP027093,ORD0113549,SUP0046,W008,P03698,1,2024-08-08,2024-08-12,2024-08-16,In Transit,Ekart,77.39,4
SHP027094,ORD0005497,SUP0210,W029,P03299,2,2022-02-07,2022-02-19,2022-02-19,Delivered,Ekart,193.35,0
SHP027095,ORD0153807,SUP0240,W022,P02466,2,2022-04-16,2022-04-26,2022-04-26,Delivered,DTDC,306.13,0
SHP027096,ORD0176737,SUP0248,W001,P00619,3,2023-01-23,2023-01-28,2023-01-30,Delivered,Blue Dart,80.43,2
SHP027097,ORD0129066,SUP0237,W026,P04707,3,2024-05-30,2024-06-02,2024-06-02,Delayed,Delhivery,112.9,0
SHP027098,ORD0189777,SUP0379,W027,P02686,1,2024-09-15,2024-09-26,2024-09-29,Lost,Blue Dart,482.6,3
SHP027099,ORD0102661,SUP0208,W011,P03891,1,2022-12-21,2022-12-25,2022-12-29,Delivered,Blue Dart,84.55,4
SHP027100,ORD0182066,SUP0360,W022,P00659,3,2022-01-23,2022-02-07,2022-02-07,Delayed,Blue Dart,313.69,0
SHP027101,ORD0088116,SUP0372,W026,P01470,1,2024-06-09,2024-06-19,2024-06-19,Delivered,Blue Dart,217.87,0
SHP027102,ORD0194245,SUP0138,W023,P03381,2,2023-03-06,2023-03-18,2023-03-21,Delivered,Delhivery,468.92,3
SHP027103,ORD0116348,SUP0103,W020,P01971,2,2022-04-12,2022-04-23,2022-04-27,Delivered,DTDC,403.5,4
SHP027104,ORD0089816,SUP0270,W012,P01357,2,2024-01-23,2024-01-27,2024-02-01,Delivered,DTDC,86.39,5
SHP027105,ORD0152364,SUP0267,W008,P03130,2,2023-12-13,2023-12-18,2023-12-16,Delivered,Ekart,232.67,-2
SHP027106,ORD0135442,SUP0346,W026,P01584,2,2022-04-04,2022-04-17,2022-04-22,Delivered,Ekart,175.98,5
SHP027107,ORD0047807,SUP0320,W028,P01732,1,2024-01-21,2024-02-02,2024-02-01,Delivered,DTDC,166.77,-1
SHP027108,ORD0136278,SUP0105,W029,P03906,2,2023-11-22,2023-11-26,2023-11-27,In Transit,Delhivery,274.76,1
SHP027109,ORD0090793,SUP0306,W027,P04162,1,2023-09-08,2023-09-17,2023-09-15,Delivered,Delhivery,255.54,-2
SHP027110,ORD0154935,SUP0265,W016,P03210,1,2022-08-27,2022-08-29,2022-08-31,Delivered,Ekart,314.82,2
SHP027111,ORD0136503,SUP0106,W024,P03084,2,2022-11-21,2022-11-24,2022-11-22,Delivered,Delhivery,275.39,-2
SHP027112,ORD0143184,SUP0158,W008,P03989,3,2023-08-02,2023-08-05,2023-08-08,Delivered,DTDC,159.28,3
SHP027113,ORD0148431,SUP0288,W002,P00064,3,2024-12-10,2024-12-20,2024-12-20,Delivered,Blue Dart,398.68,0
SHP027114,ORD0149610,SUP0058,W002,P03419,3,2024-05-27,2024-06-11,2024-06-15,In Transit,Delhivery,59.88,4
SHP027115,ORD0038202,SUP0243,W021,P03385,2,2022-03-02,2022-03-17,2022-03-18,Delivered,Blue Dart,255.9,1
SHP027116,ORD0126626,SUP0194,W013,P04995,3,2022-06-05,2022-06-15,2022-06-13,In Transit,DTDC,106.61,-2
SHP027117,ORD0140228,SUP0286,W009,P04255,2,2023-03-03,2023-03-18,2023-03-23,Delivered,Ekart,149.91,5
SHP027118,ORD0036074,SUP0141,W022,P03711,1,2022-01-14,2022-01-22,2022-01-23,Delivered,Ekart,399.91,1
SHP027119,ORD0125515,SUP0302,W030,P03138,2,2022-09-25,2022-10-09,2022-10-09,Delivered,Ekart,144.84,0
SHP027120,ORD0169695,SUP0198,W026,P04608,1,2024-08-11,2024-08-23,2024-08-26,Delivered,Blue Dart,480.01,3
SHP027121,ORD0163866,SUP0141,W005,P03753,2,2022-08-05,2022-08-13,2022-08-13,Delivered,DTDC,194.86,0
SHP027122,ORD0150212,SUP0222,W001,P04115,2,2023-11-15,2023-11-24,2023-11-29,Delivered,DTDC,494.68,5
SHP027123,ORD0123585,SUP0205,W007,P04492,1,2024-01-03,2024-01-07,2024-01-09,Delivered,DTDC,71.24,2
SHP027124,ORD0066178,SUP0274,W017,P04280,3,2022-01-05,2022-01-19,2022-01-23,Delivered,Blue Dart,401.16,4
SHP027125,ORD0164610,SUP0069,W025,P01526,1,2022-03-31,2022-04-07,2022-04-07,Delivered,DTDC,104.94,0
SHP027126,ORD0155168,SUP0099,W019,P02708,2,2024-06-08,2024-06-20,2024-06-24,Delivered,Delhivery,341.3,4
SHP027127,ORD0190633,SUP0254,W025,P03100,3,2022-10-20,2022-10-28,2022-11-02,Delivered,Ekart,272.32,5
SHP027128,ORD0037351,SUP0081,W024,P03089,2,2022-07-26,2022-07-29,2022-07-29,Delivered,Delhivery,459.98,0
SHP027129,ORD0116347,SUP0254,W030,P00489,1,2024-03-19,2024-03-30,2024-04-02,In Transit,Shadowfax,253.45,3
SHP027130,ORD0077852,SUP0089,W023,P03903,1,2022-08-16,2022-08-19,2022-08-18,Delivered,Ekart,451.48,-1
SHP027131,ORD0167096,SUP0057,W019,P03336,2,2023-02-24,2023-03-07,2023-03-09,Delivered,DTDC,299.58,2
SHP027132,ORD0050517,SUP0242,W019,P03494,1,2022-02-03,2022-02-15,2022-02-16,In Transit,Blue Dart,100.82,1
SHP027133,ORD0051709,SUP0273,W009,P03159,2,2022-06-04,2022-06-08,2022-06-12,Delivered,Delhivery,372.45,4
SHP027134,ORD0036618,SUP0233,W009,P04682,3,2022-05-29,2022-06-12,2022-06-12,Delivered,Ekart,258.72,0
SHP027135,ORD0084699,SUP0339,W005,P04497,1,2022-12-07,2022-12-17,2022-12-15,Delayed,Blue Dart,478.13,-2
SHP027136,ORD0146982,SUP0369,W013,P03473,2,2024-12-05,2024-12-10,2024-12-09,In Transit,Delhivery,280.4,-1
SHP027137,ORD0102400,SUP0166,W013,P01728,3,2023-07-19,2023-07-30,2023-07-28,Delivered,DTDC,415.37,-2
SHP027138,ORD0045730,SUP0188,W014,P00288,2,2023-02-13,2023-02-23,2023-02-22,Delivered,DTDC,270.96,-1
SHP027139,ORD0037536,SUP0210,W009,P01181,1,2024-03-11,2024-03-16,2024-03-19,Delayed,Ekart,116.69,3
SHP027140,ORD0008889,SUP0381,W017,P01875,2,2024-11-15,2024-11-21,2024-11-23,Delivered,Shadowfax,82.43,2
SHP027141,ORD0120009,SUP0398,W018,P04113,3,2024-10-09,2024-10-12,2024-10-12,Delivered,Delhivery,462.8,0
SHP027142,ORD0032220,SUP0032,W015,P04277,1,2024-02-05,2024-02-07,2024-02-10,In Transit,Delhivery,64.19,3
SHP027143,ORD0008686,SUP0362,W007,P02250,1,2024-05-23,2024-05-29,2024-06-01,Delayed,Delhivery,424.38,3
SHP027144,ORD0173542,SUP0124,W016,P03547,2,2022-12-04,2022-12-17,2022-12-20,Delivered,Delhivery,366.43,3
SHP027145,ORD0196772,SUP0297,W021,P04778,3,2023-10-26,2023-10-28,2023-11-01,Delivered,DTDC,424.51,4
SHP027146,ORD0022667,SUP0098,W010,P02108,1,2024-11-26,2024-12-09,2024-12-10,Delivered,DTDC,409.89,1
SHP027147,ORD0185082,SUP0251,W011,P04419,1,2023-05-06,2023-05-20,2023-05-20,Delivered,Ekart,351.04,0
SHP027148,ORD0080290,SUP0176,W009,P04050,3,2022-08-15,2022-08-17,2022-08-17,Delivered,Shadowfax,475.58,0
SHP027149,ORD0104353,SUP0382,W030,P02503,1,2023-01-30,2023-02-13,2023-02-16,Delivered,Shadowfax,214.39,3
SHP027150,ORD0005599,SUP0287,W007,P04909,1,2022-08-23,2022-08-28,2022-09-01,Delivered,Blue Dart,428.68,4
SHP027151,ORD0034827,SUP0212,W030,P04755,3,2023-07-29,2023-08-12,2023-08-15,Delivered,Delhivery,203.36,3
SHP027152,ORD0183900,SUP0120,W010,P01999,2,2023-08-26,2023-09-02,2023-09-04,Delivered,DTDC,230.78,2
SHP027153,ORD0076097,SUP0334,W016,P02868,2,2024-07-06,2024-07-09,2024-07-14,Delivered,Delhivery,379.36,5
SHP027154,ORD0131203,SUP0219,W024,P02076,1,2024-02-02,2024-02-11,2024-02-15,Delivered,DTDC,108.1,4
SHP027155,ORD0160304,SUP0142,W021,P03879,1,2024-01-25,2024-02-04,2024-02-05,Delivered,Ekart,281.62,1
SHP027156,ORD0142630,SUP0317,W009,P03349,3,2022-02-19,2022-03-02,2022-03-02,In Transit,DTDC,133.91,0
SHP027157,ORD0074426,SUP0261,W004,P00096,3,2022-07-15,2022-07-30,2022-08-02,Delivered,Blue Dart,310.28,3
SHP027158,ORD0190871,SUP0131,W026,P02554,1,2022-09-22,2022-10-03,2022-10-02,Delivered,DTDC,65.48,-1
SHP027159,ORD0026456,SUP0018,W007,P03015,2,2023-02-24,2023-03-04,2023-03-04,Delivered,Ekart,110.32,0
SHP027160,ORD0001114,SUP0103,W020,P04049,2,2023-03-18,2023-03-28,2023-03-30,Delivered,Shadowfax,262.98,2
SHP027161,ORD0017222,SUP0304,W008,P02904,2,2024-07-23,2024-07-28,2024-07-28,Delivered,Shadowfax,395.86,0
SHP027162,ORD0122440,SUP0227,W030,P03537,2,2024-03-28,2024-04-08,2024-04-08,Delivered,Delhivery,84.26,0
SHP027163,ORD0003372,SUP0242,W008,P03761,3,2023-11-03,2023-11-09,2023-11-13,Delivered,Shadowfax,91.71,4
SHP027164,ORD0031466,SUP0301,W019,P03993,1,2024-09-11,2024-09-20,2024-09-25,Delivered,Shadowfax,489.5,5
SHP027165,ORD0051466,SUP0261,W017,P02358,3,2022-04-04,2022-04-14,2022-04-15,Delivered,DTDC,227.95,1
SHP027166,ORD0017527,SUP0229,W015,P00575,3,2022-07-19,2022-07-30,2022-08-04,Delivered,Shadowfax,383.22,5
SHP027167,ORD0168414,SUP0235,W008,P01271,3,2023-04-14,2023-04-25,2023-04-25,Delayed,Ekart,315.21,0
SHP027168,ORD0199928,SUP0366,W008,P04945,3,2024-08-28,2024-08-31,2024-09-02,Delivered,Blue Dart,390.14,2
SHP027169,ORD0070606,SUP0385,W015,P04328,2,2023-03-02,2023-03-04,2023-03-03,Delayed,Blue Dart,293.58,-1
SHP027170,ORD0118020,SUP0023,W002,P02860,2,2023-04-08,2023-04-14,2023-04-19,Delivered,Ekart,128.77,5
SHP027171,ORD0093674,SUP0203,W006,P04460,3,2023-01-11,2023-01-23,2023-01-28,Lost,Shadowfax,472.1,5
SHP027172,ORD0107230,SUP0138,W006,P00685,3,2024-11-26,2024-12-08,2024-12-06,Delivered,Delhivery,229.06,-2
SHP027173,ORD0133742,SUP0052,W001,P00025,2,2022-01-31,2022-02-05,2022-02-06,In Transit,Ekart,129.95,1
SHP027174,ORD0051772,SUP0115,W007,P03371,2,2022-10-29,2022-11-07,2022-11-10,Delivered,DTDC,57.92,3
SHP027175,ORD0033037,SUP0250,W018,P04068,3,2023-03-19,2023-03-23,2023-03-25,Delivered,Delhivery,412.59,2
SHP027176,ORD0192306,SUP0296,W008,P00455,3,2024-02-18,2024-02-27,2024-03-03,Delivered,Blue Dart,145.18,5
SHP027177,ORD0062654,SUP0011,W025,P03092,1,2024-08-06,2024-08-18,2024-08-17,Delivered,Ekart,375.23,-1
SHP027178,ORD0018306,SUP0020,W003,P00107,3,2024-02-12,2024-02-25,2024-02-28,Delivered,Blue Dart,206.65,3
SHP027179,ORD0143866,SUP0051,W025,P04812,3,2022-11-20,2022-11-24,2022-11-28,Delayed,Ekart,364.86,4
SHP027180,ORD0086478,SUP0080,W028,P04466,1,2022-02-25,2022-03-04,2022-03-03,Delivered,Shadowfax,222.17,-1
SHP027181,ORD0022377,SUP0018,W011,P00377,2,2024-04-02,2024-04-10,2024-04-14,In Transit,Ekart,369.53,4
SHP027182,ORD0073643,SUP0319,W011,P04923,1,2023-05-24,2023-06-04,2023-06-06,In Transit,Shadowfax,133.29,2
SHP027183,ORD0035399,SUP0327,W010,P03714,1,2022-05-28,2022-06-01,2022-06-04,Delayed,Shadowfax,57.77,3
SHP027184,ORD0161211,SUP0014,W013,P02574,2,2024-08-16,2024-08-29,2024-09-02,In Transit,Delhivery,320.26,4
SHP027185,ORD0029296,SUP0017,W018,P03662,1,2024-08-23,2024-09-04,2024-09-02,Delivered,Ekart,492.34,-2
SHP027186,ORD0171734,SUP0325,W002,P02875,2,2023-01-23,2023-02-06,2023-02-04,Delivered,Ekart,317.49,-2
SHP027187,ORD0105066,SUP0333,W018,P01276,2,2024-04-05,2024-04-10,2024-04-09,Delayed,Ekart,257.78,-1
SHP027188,ORD0003977,SUP0144,W026,P04249,2,2022-04-01,2022-04-04,2022-04-06,Delivered,Delhivery,361.44,2
SHP027189,ORD0069430,SUP0321,W024,P04821,3,2024-04-03,2024-04-16,2024-04-21,Delivered,Blue Dart,384.99,5
SHP027190,ORD0088574,SUP0139,W001,P01224,1,2024-12-29,2025-01-13,2025-01-18,Delivered,Ekart,483.84,5
SHP027191,ORD0195733,SUP0081,W012,P03565,3,2022-11-14,2022-11-22,2022-11-27,Delayed,DTDC,161.01,5
SHP027192,ORD0005523,SUP0178,W017,P04817,2,2022-09-09,2022-09-16,2022-09-18,Lost,Shadowfax,77.76,2
SHP027193,ORD0129161,SUP0193,W019,P03041,1,2022-10-08,2022-10-15,2022-10-18,Delivered,Ekart,272.97,3
SHP027194,ORD0088905,SUP0207,W002,P02345,3,2022-05-09,2022-05-23,2022-05-27,Delivered,Blue Dart,196.51,4
SHP027195,ORD0137748,SUP0089,W021,P02330,1,2024-02-07,2024-02-15,2024-02-19,In Transit,Blue Dart,393.81,4
SHP027196,ORD0133258,SUP0366,W030,P03401,3,2022-08-02,2022-08-16,2022-08-14,Delivered,Shadowfax,249.12,-2
SHP027197,ORD0161014,SUP0177,W005,P03537,3,2022-11-12,2022-11-15,2022-11-15,Delivered,DTDC,70.0,0
SHP027198,ORD0075907,SUP0064,W014,P02660,1,2022-12-07,2022-12-18,2022-12-22,Delivered,Shadowfax,158.93,4
SHP027199,ORD0017601,SUP0109,W009,P01459,3,2024-01-22,2024-01-25,2024-01-23,Lost,Ekart,259.75,-2
SHP027200,ORD0031245,SUP0374,W020,P04860,1,2024-09-13,2024-09-19,2024-09-19,Delivered,Blue Dart,412.01,0
SHP027201,ORD0165225,SUP0040,W010,P02664,3,2023-04-09,2023-04-18,2023-04-19,Delivered,Ekart,440.85,1
SHP027202,ORD0110058,SUP0300,W020,P01901,1,2024-12-02,2024-12-13,2024-12-11,Delivered,Ekart,477.15,-2
SHP027203,ORD0174681,SUP0275,W005,P02072,3,2024-04-23,2024-05-08,2024-05-08,Delivered,Blue Dart,212.37,0
SHP027204,ORD0059035,SUP0381,W014,P02066,1,2023-03-18,2023-03-22,2023-03-24,Delivered,Ekart,329.08,2
SHP027205,ORD0159871,SUP0210,W030,P01898,2,2023-05-02,2023-05-13,2023-05-14,In Transit,Delhivery,289.25,1
SHP027206,ORD0028492,SUP0116,W026,P00247,3,2024-10-21,2024-10-28,2024-10-30,Delivered,Ekart,266.64,2
SHP027207,ORD0040262,SUP0310,W030,P00039,1,2024-06-09,2024-06-24,2024-06-25,Delivered,Ekart,82.56,1
SHP027208,ORD0086984,SUP0059,W003,P03676,3,2022-07-25,2022-07-31,2022-07-29,Delivered,Ekart,178.12,-2
SHP027209,ORD0166153,SUP0175,W016,P01470,1,2024-09-30,2024-10-13,2024-10-11,Delivered,Delhivery,306.99,-2
SHP027210,ORD0181983,SUP0128,W023,P03112,3,2024-10-20,2024-10-27,2024-10-26,In Transit,DTDC,233.08,-1
SHP027211,ORD0067898,SUP0325,W030,P03875,3,2024-03-24,2024-03-31,2024-04-01,Delivered,Delhivery,208.32,1
SHP027212,ORD0083521,SUP0373,W002,P03078,2,2024-05-27,2024-06-11,2024-06-13,Delivered,Delhivery,380.56,2
SHP027213,ORD0081388,SUP0127,W014,P04718,1,2023-11-08,2023-11-15,2023-11-19,Delivered,Blue Dart,111.02,4
SHP027214,ORD0047313,SUP0360,W017,P00846,1,2023-01-04,2023-01-15,2023-01-18,In Transit,Ekart,273.24,3
SHP027215,ORD0080147,SUP0312,W008,P00433,1,2024-04-18,2024-04-28,2024-04-27,Lost,Blue Dart,480.34,-1
SHP027216,ORD0171917,SUP0011,W015,P03165,2,2022-07-04,2022-07-13,2022-07-16,Delivered,Delhivery,205.56,3
SHP027217,ORD0013185,SUP0398,W015,P01267,2,2022-04-04,2022-04-16,2022-04-15,Delivered,Blue Dart,62.86,-1
SHP027218,ORD0124558,SUP0001,W021,P03897,1,2024-10-11,2024-10-21,2024-10-23,Delivered,DTDC,383.0,2
SHP027219,ORD0086721,SUP0077,W010,P01507,3,2022-08-23,2022-08-29,2022-08-29,In Transit,Blue Dart,98.68,0
SHP027220,ORD0106415,SUP0004,W013,P00410,1,2023-10-14,2023-10-28,2023-11-02,In Transit,Shadowfax,368.04,5
SHP027221,ORD0194526,SUP0120,W002,P01821,1,2023-12-15,2023-12-18,2023-12-20,Delivered,Blue Dart,424.2,2
SHP027222,ORD0143376,SUP0065,W007,P01182,3,2022-10-24,2022-10-26,2022-10-31,Delivered,DTDC,262.62,5
SHP027223,ORD0135383,SUP0117,W020,P00866,1,2022-09-02,2022-09-04,2022-09-04,Delivered,Blue Dart,299.78,0
SHP027224,ORD0024628,SUP0171,W013,P00097,1,2023-07-10,2023-07-22,2023-07-21,Delivered,Shadowfax,254.0,-1
SHP027225,ORD0070638,SUP0330,W023,P01009,3,2024-10-23,2024-10-27,2024-10-29,Delivered,Shadowfax,197.24,2
SHP027226,ORD0148712,SUP0143,W024,P00156,2,2023-12-01,2023-12-04,2023-12-08,Delivered,Delhivery,379.1,4
SHP027227,ORD0174704,SUP0215,W002,P00160,2,2023-10-11,2023-10-18,2023-10-18,Delayed,Shadowfax,389.06,0
SHP027228,ORD0093873,SUP0109,W025,P00311,2,2022-06-11,2022-06-13,2022-06-16,Delivered,Ekart,352.66,3
SHP027229,ORD0111546,SUP0215,W024,P02004,1,2022-10-20,2022-11-02,2022-11-03,Delivered,Shadowfax,294.6,1
SHP027230,ORD0180668,SUP0338,W021,P04598,1,2022-10-30,2022-11-12,2022-11-11,Delayed,Delhivery,291.48,-1
SHP027231,ORD0108105,SUP0175,W024,P01519,3,2024-02-18,2024-02-26,2024-03-01,Delivered,Delhivery,339.7,4
SHP027232,ORD0070193,SUP0388,W001,P00166,2,2022-01-24,2022-01-30,2022-02-01,Delayed,Shadowfax,71.0,2
SHP027233,ORD0050253,SUP0179,W013,P01968,3,2023-08-04,2023-08-17,2023-08-15,Delivered,DTDC,311.02,-2
SHP027234,ORD0146238,SUP0355,W015,P04890,2,2024-07-11,2024-07-20,2024-07-24,Delivered,Delhivery,147.09,4
SHP027235,ORD0117790,SUP0032,W016,P00372,3,2023-10-26,2023-11-01,2023-11-04,Delivered,Shadowfax,337.68,3
SHP027236,ORD0155887,SUP0395,W020,P03992,1,2023-09-04,2023-09-12,2023-09-14,Delivered,Ekart,309.25,2
SHP027237,ORD0088246,SUP0335,W023,P00475,1,2022-08-25,2022-09-07,2022-09-07,Delivered,DTDC,135.9,0
SHP027238,ORD0017797,SUP0246,W024,P01439,3,2022-10-29,2022-11-01,2022-11-05,Delivered,Delhivery,282.2,4
SHP027239,ORD0178635,SUP0377,W018,P01063,1,2024-02-21,2024-02-23,2024-02-24,Delivered,DTDC,298.68,1
SHP027240,ORD0013727,SUP0246,W020,P01197,1,2023-04-29,2023-05-09,2023-05-13,Delivered,Ekart,138.51,4
SHP027241,ORD0028756,SUP0378,W020,P04593,1,2023-08-15,2023-08-28,2023-08-31,Delayed,Delhivery,362.67,3
SHP027242,ORD0050965,SUP0207,W002,P01039,2,2024-11-13,2024-11-23,2024-11-27,Delivered,DTDC,134.77,4
SHP027243,ORD0094186,SUP0054,W013,P00054,2,2022-09-24,2022-09-28,2022-10-02,Delivered,Ekart,67.2,4
SHP027244,ORD0119027,SUP0362,W023,P02779,3,2022-06-25,2022-07-06,2022-07-06,Delivered,Shadowfax,410.89,0
SHP027245,ORD0181215,SUP0310,W012,P01342,3,2024-01-30,2024-02-09,2024-02-13,In Transit,Ekart,329.51,4
SHP027246,ORD0182934,SUP0297,W029,P04127,3,2022-10-03,2022-10-06,2022-10-11,In Transit,Shadowfax,366.7,5
SHP027247,ORD0046959,SUP0215,W010,P00175,2,2023-10-19,2023-11-02,2023-11-04,Delayed,Delhivery,173.29,2
SHP027248,ORD0064810,SUP0156,W013,P03036,3,2024-05-18,2024-05-24,2024-05-26,Delivered,DTDC,169.93,2
SHP027249,ORD0044295,SUP0249,W021,P02612,2,2023-12-14,2023-12-27,2023-12-28,Delivered,DTDC,291.71,1
SHP027250,ORD0149861,SUP0305,W001,P03437,3,2023-05-04,2023-05-13,2023-05-12,Delivered,Blue Dart,82.71,-1
SHP027251,ORD0071970,SUP0214,W010,P03634,1,2023-11-25,2023-12-09,2023-12-09,Delivered,Blue Dart,219.06,0
SHP027252,ORD0093722,SUP0262,W003,P00250,3,2022-06-23,2022-06-29,2022-07-03,Delivered,Delhivery,327.12,4
SHP027253,ORD0000703,SUP0123,W029,P01799,2,2022-11-22,2022-11-24,2022-11-26,Delivered,Blue Dart,436.84,2
SHP027254,ORD0124778,SUP0254,W015,P02106,2,2022-09-08,2022-09-23,2022-09-25,Delivered,Delhivery,74.73,2
SHP027255,ORD0182768,SUP0083,W001,P00657,1,2023-05-31,2023-06-04,2023-06-03,Delivered,DTDC,123.61,-1
SHP027256,ORD0099325,SUP0114,W027,P01324,1,2023-03-07,2023-03-12,2023-03-14,Delivered,Delhivery,309.33,2
SHP027257,ORD0023546,SUP0096,W003,P01654,2,2022-01-07,2022-01-19,2022-01-18,Delivered,Delhivery,346.61,-1
SHP027258,ORD0117426,SUP0140,W013,P04460,2,2024-03-03,2024-03-16,2024-03-15,Delivered,DTDC,381.0,-1
SHP027259,ORD0001154,SUP0133,W018,P04873,1,2023-05-14,2023-05-26,2023-05-25,Delivered,DTDC,490.33,-1
SHP027260,ORD0135817,SUP0188,W027,P04333,1,2023-06-24,2023-07-02,2023-07-07,Delivered,Ekart,336.79,5
SHP027261,ORD0123721,SUP0363,W002,P02626,2,2024-11-25,2024-12-02,2024-12-05,In Transit,DTDC,445.81,3
SHP027262,ORD0036802,SUP0280,W001,P01708,2,2022-11-03,2022-11-10,2022-11-15,Delivered,Blue Dart,249.57,5
SHP027263,ORD0104187,SUP0284,W023,P02606,1,2024-02-03,2024-02-14,2024-02-16,Delivered,Ekart,499.89,2
SHP027264,ORD0133763,SUP0095,W003,P04994,2,2024-09-30,2024-10-08,2024-10-13,In Transit,DTDC,285.26,5
SHP027265,ORD0102086,SUP0046,W020,P01282,1,2022-08-09,2022-08-14,2022-08-18,Delivered,Delhivery,495.07,4
SHP027266,ORD0063398,SUP0077,W021,P01162,2,2023-03-02,2023-03-10,2023-03-14,Delivered,DTDC,379.19,4
SHP027267,ORD0130292,SUP0293,W006,P00159,3,2022-11-03,2022-11-07,2022-11-11,Delivered,DTDC,174.65,4
SHP027268,ORD0190368,SUP0119,W025,P04507,2,2024-04-07,2024-04-14,2024-04-15,Delivered,Blue Dart,397.65,1
SHP027269,ORD0198669,SUP0023,W009,P00758,1,2024-07-16,2024-07-27,2024-08-01,Delivered,DTDC,149.79,5
SHP027270,ORD0024537,SUP0329,W020,P04130,1,2023-02-03,2023-02-15,2023-02-19,Delivered,DTDC,301.65,4
SHP027271,ORD0107033,SUP0330,W018,P00977,3,2022-07-16,2022-07-28,2022-07-30,Delivered,Shadowfax,142.32,2
SHP027272,ORD0151938,SUP0076,W005,P01813,3,2024-04-15,2024-04-22,2024-04-27,Delivered,DTDC,348.53,5
SHP027273,ORD0082075,SUP0345,W030,P00993,2,2024-07-12,2024-07-27,2024-07-31,In Transit,Ekart,434.85,4
SHP027274,ORD0159692,SUP0055,W014,P01442,2,2023-01-01,2023-01-14,2023-01-13,In Transit,Shadowfax,65.33,-1
SHP027275,ORD0176740,SUP0116,W018,P03112,3,2022-10-10,2022-10-20,2022-10-21,Delivered,Shadowfax,328.66,1
SHP027276,ORD0081185,SUP0369,W013,P02180,3,2024-10-04,2024-10-06,2024-10-09,Delivered,DTDC,134.11,3
SHP027277,ORD0048871,SUP0288,W004,P02032,1,2024-03-27,2024-04-01,2024-03-30,Delivered,DTDC,62.59,-2
SHP027278,ORD0036917,SUP0088,W004,P02283,1,2023-02-18,2023-02-27,2023-03-02,Delivered,Blue Dart,60.03,3
SHP027279,ORD0090987,SUP0280,W020,P00831,3,2022-12-22,2022-12-24,2022-12-28,Delivered,Shadowfax,477.97,4
SHP027280,ORD0030404,SUP0300,W011,P02636,3,2022-09-29,2022-10-08,2022-10-13,Delivered,Delhivery,444.71,5
SHP027281,ORD0035632,SUP0077,W024,P01188,2,2024-09-05,2024-09-11,2024-09-09,Delivered,Shadowfax,327.0,-2
SHP027282,ORD0069630,SUP0329,W023,P04262,3,2022-12-17,2022-12-21,2022-12-22,In Transit,Blue Dart,188.49,1
SHP027283,ORD0117381,SUP0111,W028,P03045,2,2024-09-24,2024-10-02,2024-10-02,Delivered,Delhivery,50.43,0
SHP027284,ORD0123632,SUP0254,W014,P00853,2,2023-02-24,2023-03-10,2023-03-10,Delivered,Blue Dart,371.93,0
SHP027285,ORD0176607,SUP0237,W014,P03255,2,2024-09-08,2024-09-12,2024-09-12,Delivered,Ekart,367.63,0
SHP027286,ORD0048140,SUP0269,W022,P02114,1,2024-06-02,2024-06-04,2024-06-08,Delivered,Shadowfax,439.92,4
SHP027287,ORD0046865,SUP0178,W027,P00805,3,2022-10-13,2022-10-20,2022-10-19,Delivered,Ekart,340.97,-1
SHP027288,ORD0050220,SUP0206,W028,P00281,1,2023-06-07,2023-06-11,2023-06-14,Delivered,Blue Dart,257.76,3
SHP027289,ORD0147910,SUP0360,W012,P04896,3,2022-12-30,2023-01-06,2023-01-06,Delivered,Delhivery,105.21,0
SHP027290,ORD0051883,SUP0244,W009,P04083,1,2023-09-03,2023-09-05,2023-09-04,Delivered,DTDC,117.21,-1
SHP027291,ORD0040844,SUP0392,W007,P03696,2,2024-03-17,2024-03-24,2024-03-25,In Transit,Blue Dart,137.6,1
SHP027292,ORD0013237,SUP0293,W006,P02002,3,2023-06-15,2023-06-22,2023-06-21,Delivered,Ekart,57.89,-1
SHP027293,ORD0021487,SUP0189,W009,P04506,3,2024-03-03,2024-03-05,2024-03-10,Delivered,Delhivery,111.29,5
SHP027294,ORD0196392,SUP0301,W007,P02875,2,2024-06-12,2024-06-23,2024-06-26,In Transit,Shadowfax,147.4,3
