movement_id,inventory_id,from_location,to_location,quantity,movement_date,reason,approved_by
MV0025752,INV018370,W005,W014,9,2022-07-08,Return,E01435
MV0025753,INV009174,W027,W021,97,2022-08-28,Inter-store Transfer,E01544
MV0025754,INV006968,W012,W022,99,2024-12-12,Replenishment,E02267
MV0025755,INV020050,W003,W023,88,2023-03-28,Stocktake Adjustment,E02180
MV0025756,INV009566,W013,W030,38,2022-07-20,Inter-store Transfer,E02167
MV0025757,INV022027,W004,W001,147,2024-09-11,Damage Write-off,E01488
MV0025758,INV003415,W001,W006,118,2024-01-31,Return,E00190
MV0025759,INV007933,W023,W028,96,2023-01-04,Replenishment,E00915
MV0025760,INV021918,W030,W011,19,2023-12-11,Damage Write-off,E02159
MV0025761,INV021399,W028,W018,175,2022-05-31,Inter-store Transfer,E01275
MV0025762,INV009588,W008,W025,28,2024-11-11,Return,E00567
MV0025763,INV020450,W023,W030,30,2022-12-20,Inter-store Transfer,E01389
MV0025764,INV006207,W011,W014,112,2022-12-13,Replenishment,E02354
MV0025765,INV012336,W003,W030,179,2022-12-06,Damage Write-off,E01347
MV0025766,INV024980,W004,W017,176,2022-10-14,Stocktake Adjustment,E00662
MV0025767,INV023046,W003,W011,3,2023-03-14,Inter-store Transfer,E00301
MV0025768,INV003944,W004,W008,152,2024-10-15,Replenishment,E01168
MV0025769,INV022878,W009,W017,16,2024-10-21,Damage Write-off,E00286
MV0025770,INV023716,W002,W030,13,2024-08-05,Damage Write-off,E00565
MV0025771,INV022282,W019,W001,121,2024-01-12,Replenishment,E00559
MV0025772,INV021084,W016,W014,113,2023-07-22,Return,E01777
MV0025773,INV020186,W025,W003,82,2022-03-11,Replenishment,E00579
MV0025774,INV003130,W008,W001,200,2023-05-06,Inter-store Transfer,E00344
MV0025775,INV024020,W018,W006,35,2024-11-17,Damage Write-off,E01583
MV0025776,INV021354,W019,W017,38,2022-12-04,Inter-store Transfer,E00261
MV0025777,INV008567,W030,W002,192,2022-07-18,Inter-store Transfer,E01969
MV0025778,INV021342,W027,W013,63,2024-07-08,Inter-store Transfer,E01371
MV0025779,INV021375,W021,W026,79,2024-04-20,Return,E00570
MV0025780,INV009586,W030,W022,197,2022-08-16,Replenishment,E02286
MV0025781,INV007901,W005,W008,197,2024-09-16,Inter-store Transfer,E01303
MV0025782,INV010817,W009,W015,115,2023-04-08,Damage Write-off,E00443
MV0025783,INV004156,W008,W005,185,2022-03-21,Stocktake Adjustment,E00298
MV0025784,INV011492,W028,W010,145,2022-08-25,Return,E02116
MV0025785,INV023533,W013,W018,7,2023-08-26,Inter-store Transfer,E01478
MV0025786,INV020413,W016,W002,176,2022-05-12,Damage Write-off,E00563
MV0025787,INV012202,W025,W019,200,2022-08-14,Inter-store Transfer,E02481
MV0025788,INV001166,W005,W003,15,2023-05-10,Damage Write-off,E02459
MV0025789,INV004433,W006,W001,34,2023-01-17,Inter-store Transfer,E00989
MV0025790,INV004809,W018,W029,73,2023-04-29,Return,E00111
MV0025791,INV004225,W015,W018,84,2023-09-05,Replenishment,E01422
MV0025792,INV010697,W005,W016,199,2024-06-26,Replenishment,E02318
MV0025793,INV008254,W030,W002,187,2024-07-21,Inter-store Transfer,E01163
MV0025794,INV011821,W029,W020,18,2022-08-17,Stocktake Adjustment,E01318
MV0025795,INV004961,W001,W026,13,2022-01-31,Return,E00368
MV0025796,INV005898,W005,W022,51,2024-11-17,Inter-store Transfer,E00607
MV0025797,INV011713,W014,W022,56,2022-02-09,Return,E00613
MV0025798,INV013965,W011,W001,167,2024-06-22,Inter-store Transfer,E02221
MV0025799,INV001289,W024,W017,156,2024-07-08,Replenishment,E02214
MV0025800,INV011946,W009,W030,92,2024-09-21,Return,E00111
MV0025801,INV003781,W002,W023,191,2024-11-29,Replenishment,E02371
MV0025802,INV021177,W006,W028,81,2023-03-01,Damage Write-off,E01690
MV0025803,INV015165,W022,W001,27,2022-06-15,Damage Write-off,E00367
MV0025804,INV017512,W004,W018,3,2023-12-19,Damage Write-off,E00413
MV0025805,INV003350,W026,W013,176,2024-04-19,Stocktake Adjustment,E00175
MV0025806,INV003452,W022,W026,120,2022-05-23,Stocktake Adjustment,E00658
MV0025807,INV001187,W008,W027,194,2022-09-06,Return,E01880
MV0025808,INV020624,W008,W013,44,2022-06-15,Replenishment,E02106
MV0025809,INV022903,W016,W002,89,2023-12-23,Stocktake Adjustment,E00464
MV0025810,INV016268,W018,W025,164,2023-07-26,Stocktake Adjustment,E00844
MV0025811,INV003048,W014,W013,68,2024-10-16,Damage Write-off,E02140
MV0025812,INV016527,W003,W024,34,2023-08-25,Damage Write-off,E00549
MV0025813,INV017729,W018,W028,66,2023-05-12,Stocktake Adjustment,E01813
MV0025814,INV016360,W026,W025,29,2024-10-28,Replenishment,E01363
MV0025815,INV012691,W029,W017,83,2022-05-13,Stocktake Adjustment,E02241
MV0025816,INV001917,W026,W027,82,2023-03-31,Replenishment,E00498
MV0025817,INV016492,W003,W006,186,2023-10-24,Stocktake Adjustment,E00956
MV0025818,INV009154,W027,W024,138,2023-12-29,Damage Write-off,E01179
MV0025819,INV012297,W030,W009,83,2022-07-02,Damage Write-off,E00410
MV0025820,INV012519,W019,W029,77,2024-10-19,Return,E00203
MV0025821,INV010186,W009,W002,60,2023-11-19,Replenishment,E00401
MV0025822,INV007749,W004,W016,152,2024-02-23,Damage Write-off,E00373
MV0025823,INV005378,W001,W002,130,2022-06-22,Return,E00865
MV0025824,INV019335,W024,W012,121,2022-03-03,Stocktake Adjustment,E01974
MV0025825,INV002587,W002,W027,181,2023-05-01,Inter-store Transfer,E02343
MV0025826,INV017610,W007,W029,79,2022-09-12,Damage Write-off,E00073
MV0025827,INV003543,W005,W023,23,2022-01-24,Return,E00236
MV0025828,INV011578,W028,W006,93,2023-03-25,Inter-store Transfer,E00651
MV0025829,INV014664,W020,W013,190,2024-12-22,Inter-store Transfer,E01508
MV0025830,INV000542,W019,W027,118,2022-05-24,Return,E00795
MV0025831,INV001146,W006,W006,91,2024-12-11,Replenishment,E02039
MV0025832,INV022881,W025,W028,186,2024-12-03,Replenishment,E01559
MV0025833,INV016729,W001,W027,46,2024-04-07,Damage Write-off,E00387
MV0025834,INV012388,W019,W020,31,2024-08-03,Replenishment,E01902
MV0025835,INV019914,W026,W016,100,2023-01-17,Damage Write-off,E01365
MV0025836,INV012411,W020,W012,92,2022-09-06,Damage Write-off,E02078
MV0025837,INV011209,W005,W014,161,2024-11-28,Stocktake Adjustment,E00134
MV0025838,INV000356,W002,W004,182,2024-10-19,Replenishment,E01656
MV0025839,INV023953,W011,W022,50,2022-04-25,Damage Write-off,E00858
MV0025840,INV023929,W025,W028,91,2022-12-31,Damage Write-off,E02030
MV0025841,INV023679,W007,W028,112,2023-08-13,Inter-store Transfer,E02275
MV0025842,INV021830,W018,W005,188,2023-05-19,Stocktake Adjustment,E01775
MV0025843,INV002854,W025,W001,154,2022-02-18,Damage Write-off,E01541
MV0025844,INV002828,W019,W023,189,2022-03-01,Replenishment,E01623
MV0025845,INV014073,W005,W009,38,2024-10-25,Replenishment,E00809
MV0025846,INV003556,W018,W024,64,2022-10-02,Inter-store Transfer,E01149
MV0025847,INV006332,W026,W002,154,2022-01-16,Inter-store Transfer,E00528
MV0025848,INV014541,W007,W007,43,2023-06-04,Damage Write-off,E01661
MV0025849,INV013188,W016,W003,41,2024-07-15,Return,E00135
MV0025850,INV021302,W030,W016,56,2023-01-13,Return,E01811
MV0025851,INV023131,W029,W005,16,2022-10-26,Stocktake Adjustment,E00996
MV0025852,INV022227,W006,W010,48,2024-03-05,Damage Write-off,E00238
MV0025853,INV015358,W026,W008,97,2024-04-11,Inter-store Transfer,E00048
MV0025854,INV014308,W010,W004,194,2023-04-30,Damage Write-off,E01460
MV0025855,INV004013,W016,W030,67,2023-01-29,Replenishment,E01977
MV0025856,INV011368,W006,W030,183,2023-11-21,Replenishment,E01785
MV0025857,INV020055,W025,W005,166,2023-07-18,Return,E00553
MV0025858,INV011482,W010,W019,88,2023-01-02,Stocktake Adjustment,E01849
MV0025859,INV018141,W007,W010,110,2022-12-21,Replenishment,E01166
MV0025860,INV024789,W004,W006,24,2024-11-15,Stocktake Adjustment,E00101
MV0025861,INV014720,W027,W016,199,2023-11-02,Return,E01417
MV0025862,INV014279,W012,W021,106,2023-08-05,Replenishment,E00659
MV0025863,INV011240,W019,W012,23,2023-06-18,Return,E00976
MV0025864,INV006614,W006,W007,48,2024-05-22,Damage Write-off,E00741
MV0025865,INV004663,W026,W022,44,2024-07-27,Damage Write-off,E01661
MV0025866,INV024552,W009,W014,15,2023-11-27,Inter-store Transfer,E01893
MV0025867,INV011642,W002,W012,124,2023-01-19,Replenishment,E00253
MV0025868,INV010042,W003,W017,46,2024-12-12,Stocktake Adjustment,E01561
MV0025869,INV017649,W030,W002,139,2022-10-27,Inter-store Transfer,E01067
MV0025870,INV020939,W016,W005,147,2023-01-02,Damage Write-off,E00160
MV0025871,INV009149,W010,W019,72,2022-09-01,Damage Write-off,E01573
MV0025872,INV006466,W024,W030,139,2024-09-14,Stocktake Adjustment,E01645
MV0025873,INV010903,W017,W009,57,2022-06-03,Return,E02149
MV0025874,INV016149,W016,W021,135,2022-03-02,Stocktake Adjustment,E01130
MV0025875,INV005861,W019,W028,168,2023-11-18,Damage Write-off,E00236
MV0025876,INV022645,W008,W028,28,2024-05-19,Return,E01768
MV0025877,INV024070,W011,W003,58,2023-08-27,Inter-store Transfer,E01945
MV0025878,INV012223,W027,W022,135,2023-05-01,Stocktake Adjustment,E00043
MV0025879,INV005469,W008,W011,122,2022-07-10,Damage Write-off,E01532
MV0025880,INV002101,W011,W014,81,2024-06-29,Stocktake Adjustment,E00950
MV0025881,INV013875,W016,W013,157,2024-04-18,Damage Write-off,E01549
MV0025882,INV004243,W028,W008,63,2023-06-16,Replenishment,E01141
MV0025883,INV002323,W006,W013,9,2023-12-26,Return,E02127
MV0025884,INV002807,W025,W011,60,2024-10-22,Replenishment,E00719
MV0025885,INV009811,W003,W006,157,2023-02-19,Inter-store Transfer,E01403
MV0025886,INV011489,W023,W026,169,2024-07-14,Damage Write-off,E02233
MV0025887,INV005750,W020,W005,77,2024-11-06,Inter-store Transfer,E01640
MV0025888,INV010393,W010,W027,182,2024-02-14,Return,E01345
MV0025889,INV023434,W028,W011,62,2024-01-26,Damage Write-off,E02433
MV0025890,INV013926,W004,W026,83,2022-09-26,Damage Write-off,E02133
MV0025891,INV008780,W003,W023,67,2024-05-19,Damage Write-off,E01274
MV0025892,INV016987,W004,W019,161,2024-10-21,Damage Write-off,E01011
MV0025893,INV002072,W025,W023,8,2023-09-18,Inter-store Transfer,E01238
MV0025894,INV005045,W013,W029,75,2023-11-30,Damage Write-off,E00116
MV0025895,INV002096,W011,W008,67,2024-10-31,Return,E00590
MV0025896,INV020017,W014,W006,196,2024-11-21,Return,E00010
MV0025897,INV012658,W010,W011,186,2022-07-06,Replenishment,E00073
MV0025898,INV008174,W021,W019,75,2022-09-27,Replenishment,E00473
MV0025899,INV015778,W018,W010,190,2022-08-15,Return,E02324
MV0025900,INV010853,W003,W028,161,2022-01-18,Replenishment,E00377
MV0025901,INV004925,W004,W003,148,2022-09-22,Inter-store Transfer,E00912
MV0025902,INV008063,W021,W024,138,2023-09-20,Inter-store Transfer,E01579
MV0025903,INV018855,W009,W001,111,2022-02-21,Damage Write-off,E00050
MV0025904,INV018310,W021,W030,88,2022-05-23,Damage Write-off,E01484
MV0025905,INV015149,W018,W008,170,2024-05-23,Stocktake Adjustment,E00014
MV0025906,INV017214,W002,W019,50,2023-05-09,Damage Write-off,E01236
MV0025907,INV001807,W015,W028,40,2023-12-01,Return,E02447
MV0025908,INV006596,W006,W010,61,2024-09-21,Damage Write-off,E02032
MV0025909,INV003070,W030,W024,165,2024-07-16,Stocktake Adjustment,E02243
MV0025910,INV011549,W005,W027,105,2023-01-06,Replenishment,E00711
MV0025911,INV020358,W013,W014,85,2024-10-29,Replenishment,E00066
MV0025912,INV007423,W010,W008,62,2022-02-16,Damage Write-off,E00664
MV0025913,INV015841,W001,W021,15,2022-09-11,Stocktake Adjustment,E00513
MV0025914,INV002992,W003,W027,85,2022-05-26,Replenishment,E00356
MV0025915,INV022193,W030,W027,162,2024-01-20,Replenishment,E00414
MV0025916,INV014511,W009,W024,105,2024-12-15,Return,E02440
MV0025917,INV005094,W022,W019,85,2024-08-19,Inter-store Transfer,E02426
MV0025918,INV014882,W017,W012,186,2022-01-29,Replenishment,E01746
MV0025919,INV006227,W017,W012,162,2022-05-31,Stocktake Adjustment,E00901
MV0025920,INV008000,W009,W012,8,2024-05-01,Replenishment,E00208
MV0025921,INV005220,W030,W030,112,2024-05-15,Damage Write-off,E00285
MV0025922,INV021531,W030,W018,27,2022-08-31,Stocktake Adjustment,E00452
MV0025923,INV011371,W024,W027,32,2023-05-20,Return,E01648
MV0025924,INV008475,W001,W028,4,2022-06-11,Inter-store Transfer,E00679
MV0025925,INV023769,W013,W019,99,2022-04-28,Return,E00397
MV0025926,INV014232,W012,W025,24,2023-05-27,Return,E00365
MV0025927,INV006945,W025,W018,189,2024-03-10,Stocktake Adjustment,E00884
MV0025928,INV021304,W011,W011,170,2024-06-18,Inter-store Transfer,E01066
MV0025929,INV000056,W011,W005,154,2024-12-02,Return,E01080
MV0025930,INV020679,W006,W013,71,2022-10-14,Return,E00692
MV0025931,INV018471,W027,W021,122,2023-11-13,Inter-store Transfer,E00892
MV0025932,INV006033,W025,W019,196,2024-04-26,Stocktake Adjustment,E01303
MV0025933,INV003564,W015,W022,47,2023-04-04,Damage Write-off,E00662
MV0025934,INV015746,W018,W005,194,2024-11-26,Damage Write-off,E00017
MV0025935,INV013683,W021,W028,59,2022-04-30,Stocktake Adjustment,E01510
MV0025936,INV001299,W008,W006,26,2024-06-29,Stocktake Adjustment,E01771
MV0025937,INV010019,W003,W004,86,2023-10-18,Return,E01744
MV0025938,INV023301,W013,W016,113,2023-11-14,Damage Write-off,E01001
MV0025939,INV018366,W011,W027,61,2024-01-02,Return,E01392
MV0025940,INV010598,W012,W023,6,2022-11-11,Return,E01754
MV0025941,INV004083,W018,W008,180,2023-07-16,Stocktake Adjustment,E02379
MV0025942,INV010099,W021,W021,134,2023-04-07,Replenishment,E01292
MV0025943,INV019863,W006,W022,133,2024-06-27,Stocktake Adjustment,E01701
MV0025944,INV008337,W025,W009,140,2024-07-01,Damage Write-off,E01555
MV0025945,INV011538,W022,W011,145,2022-06-14,Stocktake Adjustment,E00607
MV0025946,INV018085,W029,W029,133,2024-07-21,Return,E00158
MV0025947,INV002929,W010,W015,190,2024-10-24,Replenishment,E01627
MV0025948,INV004571,W015,W010,143,2023-06-29,Stocktake Adjustment,E01511
MV0025949,INV009402,W029,W022,85,2024-11-24,Stocktake Adjustment,E02359
MV0025950,INV007848,W005,W016,147,2023-02-25,Damage Write-off,E02031
MV0025951,INV004156,W025,W001,21,2023-08-18,Damage Write-off,E00858
MV0025952,INV005289,W001,W018,91,2023-12-24,Return,E00612
MV0025953,INV014961,W016,W016,116,2023-06-29,Stocktake Adjustment,E00232
MV0025954,INV002074,W025,W013,30,2024-12-08,Replenishment,E01946
MV0025955,INV008113,W009,W007,106,2022-01-17,Stocktake Adjustment,E02318
MV0025956,INV000680,W014,W025,162,2023-11-12,Replenishment,E00939
MV0025957,INV010725,W019,W019,139,2023-12-25,Damage Write-off,E00248
MV0025958,INV020769,W030,W030,180,2022-01-21,Inter-store Transfer,E00730
MV0025959,INV020772,W008,W020,129,2024-10-02,Replenishment,E01076
MV0025960,INV002267,W005,W007,112,2022-05-27,Replenishment,E02391
MV0025961,INV016405,W027,W002,4,2023-11-30,Return,E01130
MV0025962,INV015024,W029,W025,75,2024-11-27,Stocktake Adjustment,E01381
MV0025963,INV016030,W030,W014,19,2022-05-01,Replenishment,E02123
MV0025964,INV002942,W006,W006,40,2023-06-13,Return,E00622
MV0025965,INV002161,W018,W030,76,2023-03-24,Stocktake Adjustment,E00494
MV0025966,INV006362,W012,W008,39,2024-02-03,Inter-store Transfer,E01668
MV0025967,INV010879,W026,W021,197,2023-07-10,Return,E00071
MV0025968,INV016064,W024,W005,80,2022-08-05,Return,E01329
MV0025969,INV003237,W007,W011,13,2022-08-02,Return,E01401
MV0025970,INV016387,W022,W010,56,2024-04-29,Replenishment,E01885
MV0025971,INV004878,W020,W003,15,2022-12-12,Damage Write-off,E01449
MV0025972,INV020261,W013,W019,178,2024-11-09,Replenishment,E01659
MV0025973,INV006255,W004,W002,107,2022-09-30,Damage Write-off,E00770
MV0025974,INV013839,W015,W013,70,2022-10-02,Return,E00080
MV0025975,INV004800,W030,W022,134,2024-04-23,Return,E00533
MV0025976,INV000537,W009,W005,184,2024-05-15,Inter-store Transfer,E02436
MV0025977,INV002412,W016,W013,125,2023-11-05,Inter-store Transfer,E02288
MV0025978,INV017676,W030,W005,89,2024-05-26,Replenishment,E02473
MV0025979,INV001725,W026,W014,151,2022-05-13,Return,E01807
MV0025980,INV015438,W028,W022,150,2023-07-13,Inter-store Transfer,E01625
MV0025981,INV017514,W004,W029,166,2023-02-21,Stocktake Adjustment,E00710
MV0025982,INV021462,W023,W017,180,2022-05-22,Return,E00960
MV0025983,INV007220,W001,W019,165,2022-10-12,Damage Write-off,E01410
MV0025984,INV001977,W023,W030,161,2022-08-11,Damage Write-off,E00172
MV0025985,INV015483,W015,W016,161,2022-11-27,Return,E01048
MV0025986,INV001817,W021,W028,59,2023-02-12,Stocktake Adjustment,E02015
MV0025987,INV022023,W028,W017,57,2023-04-29,Damage Write-off,E01706
MV0025988,INV001111,W018,W004,52,2022-08-02,Stocktake Adjustment,E01823
MV0025989,INV013242,W029,W002,178,2023-08-03,Return,E02343
MV0025990,INV005684,W011,W011,76,2023-01-25,Stocktake Adjustment,E01507
MV0025991,INV009181,W007,W027,74,2023-10-23,Inter-store Transfer,E01752
MV0025992,INV001382,W025,W003,113,2023-03-28,Return,E00609
MV0025993,INV020362,W003,W024,197,2022-08-08,Replenishment,E00011
MV0025994,INV013361,W003,W017,21,2023-01-08,Stocktake Adjustment,E01859
MV0025995,INV022610,W019,W009,93,2023-07-17,Damage Write-off,E01794
MV0025996,INV017656,W017,W001,130,2024-09-20,Damage Write-off,E01194
MV0025997,INV001380,W018,W007,19,2024-08-30,Replenishment,E01196
MV0025998,INV018011,W012,W025,71,2023-06-08,Return,E01307
MV0025999,INV011886,W003,W003,4,2024-05-08,Replenishment,E00158
MV0026000,INV021485,W009,W018,28,2023-08-11,Damage Write-off,E01890
MV0026001,INV003320,W001,W028,169,2024-04-15,Inter-store Transfer,E01558
MV0026002,INV022763,W027,W023,4,2022-02-07,Return,E00043
MV0026003,INV016805,W018,W005,72,2023-03-07,Return,E02294
MV0026004,INV006099,W013,W014,171,2022-08-11,Inter-store Transfer,E00565
MV0026005,INV000044,W026,W019,28,2022-12-09,Damage Write-off,E01769
MV0026006,INV016611,W004,W015,64,2022-05-30,Damage Write-off,E02491
MV0026007,INV005684,W021,W021,37,2023-12-21,Stocktake Adjustment,E01315
MV0026008,INV020968,W030,W005,125,2022-01-31,Inter-store Transfer,E01038
MV0026009,INV000250,W021,W001,22,2022-08-06,Replenishment,E00385
MV0026010,INV011896,W017,W001,82,2023-01-28,Inter-store Transfer,E01710
MV0026011,INV014023,W020,W028,125,2023-03-04,Stocktake Adjustment,E00885
MV0026012,INV018801,W005,W002,117,2024-06-24,Replenishment,E01734
MV0026013,INV015515,W001,W029,111,2023-09-18,Damage Write-off,E00632
MV0026014,INV011976,W017,W014,24,2024-05-11,Replenishment,E02380
MV0026015,INV017941,W015,W001,18,2023-06-20,Stocktake Adjustment,E00393
MV0026016,INV005728,W016,W016,17,2024-12-24,Damage Write-off,E00815
MV0026017,INV005414,W010,W001,73,2022-07-30,Replenishment,E00985
MV0026018,INV022204,W011,W005,102,2022-05-20,Return,E01528
MV0026019,INV001107,W014,W027,99,2024-11-13,Damage Write-off,E01815
MV0026020,INV012588,W015,W002,188,2022-07-19,Inter-store Transfer,E02278
MV0026021,INV014612,W027,W012,42,2022-07-09,Replenishment,E00849
MV0026022,INV010819,W023,W001,168,2024-10-21,Return,E00158
MV0026023,INV003305,W025,W030,24,2023-03-27,Return,E00836
MV0026024,INV009476,W026,W018,179,2023-10-09,Inter-store Transfer,E01137
MV0026025,INV007044,W025,W012,173,2024-10-14,Replenishment,E00135
MV0026026,INV009112,W008,W029,74,2022-01-22,Stocktake Adjustment,E02109
MV0026027,INV003924,W027,W014,160,2024-01-31,Return,E00680
MV0026028,INV021286,W011,W009,71,2023-04-05,Return,E02157
MV0026029,INV000804,W016,W025,155,2023-05-19,Inter-store Transfer,E01851
MV0026030,INV018476,W026,W012,172,2023-02-22,Inter-store Transfer,E00316
MV0026031,INV011679,W020,W005,56,2022-01-13,Damage Write-off,E02114
MV0026032,INV001585,W006,W010,113,2024-03-06,Stocktake Adjustment,E02082
MV0026033,INV009539,W010,W026,139,2023-08-25,Inter-store Transfer,E01786
MV0026034,INV016742,W019,W008,95,2022-10-19,Inter-store Transfer,E01433
MV0026035,INV022062,W006,W030,40,2022-08-04,Damage Write-off,E02011
MV0026036,INV016631,W027,W006,6,2023-02-17,Return,E01698
MV0026037,INV009117,W027,W012,2,2023-05-05,Damage Write-off,E00455
MV0026038,INV005256,W016,W019,161,2022-06-12,Damage Write-off,E01056
MV0026039,INV022593,W019,W009,21,2023-11-28,Replenishment,E00564
MV0026040,INV019644,W009,W027,146,2023-12-04,Return,E00889
MV0026041,INV012918,W026,W007,106,2022-01-17,Stocktake Adjustment,E01695
MV0026042,INV017271,W017,W015,193,2023-04-11,Inter-store Transfer,E00727
MV0026043,INV024106,W019,W013,185,2022-05-21,Stocktake Adjustment,E00862
MV0026044,INV003738,W024,W010,121,2024-06-23,Stocktake Adjustment,E00330
MV0026045,INV022866,W020,W002,47,2022-11-01,Return,E01576
MV0026046,INV004516,W020,W016,193,2022-09-23,Return,E02301
MV0026047,INV006649,W026,W018,84,2022-05-30,Damage Write-off,E01690
MV0026048,INV015967,W024,W026,139,2024-04-20,Inter-store Transfer,E02320
MV0026049,INV018499,W017,W023,139,2022-03-31,Replenishment,E01894
MV0026050,INV003149,W011,W028,14,2023-06-09,Return,E01596
MV0026051,INV024871,W027,W016,175,2022-09-22,Damage Write-off,E00276
MV0026052,INV006883,W022,W030,70,2023-04-13,Replenishment,E02198
MV0026053,INV019306,W028,W015,95,2023-07-24,Damage Write-off,E01457
MV0026054,INV012978,W010,W010,145,2022-10-07,Stocktake Adjustment,E02356
MV0026055,INV011161,W001,W014,117,2023-02-26,Replenishment,E00390
MV0026056,INV007254,W002,W013,126,2024-02-05,Inter-store Transfer,E00306
MV0026057,INV004635,W024,W007,145,2023-06-19,Replenishment,E01568
MV0026058,INV017827,W026,W012,157,2024-08-17,Replenishment,E00307
MV0026059,INV000439,W029,W021,165,2024-03-02,Inter-store Transfer,E01076
MV0026060,INV007111,W016,W005,189,2022-02-26,Inter-store Transfer,E00263
MV0026061,INV024380,W009,W005,10,2022-05-30,Return,E01887
MV0026062,INV008975,W005,W019,6,2024-08-28,Damage Write-off,E01241
MV0026063,INV004114,W004,W022,188,2023-09-27,Return,E00817
MV0026064,INV002916,W025,W014,160,2024-07-01,Inter-store Transfer,E01827
MV0026065,INV020947,W011,W020,85,2023-09-08,Inter-store Transfer,E01350
MV0026066,INV008485,W018,W024,131,2024-07-19,Replenishment,E00044
MV0026067,INV023807,W014,W015,122,2024-01-28,Damage Write-off,E02370
MV0026068,INV004610,W017,W012,133,2023-04-04,Inter-store Transfer,E01883
MV0026069,INV013499,W015,W016,12,2022-12-30,Inter-store Transfer,E02491
MV0026070,INV009844,W005,W004,176,2024-02-05,Stocktake Adjustment,E00265
MV0026071,INV008630,W028,W003,71,2024-05-12,Inter-store Transfer,E02012
MV0026072,INV000123,W021,W019,136,2024-03-09,Replenishment,E01695
MV0026073,INV014314,W002,W006,105,2023-01-19,Inter-store Transfer,E00442
MV0026074,INV020603,W008,W022,133,2024-06-13,Replenishment,E01205
MV0026075,INV024149,W018,W019,159,2022-02-08,Damage Write-off,E00290
MV0026076,INV005298,W020,W011,116,2024-10-20,Damage Write-off,E01481
MV0026077,INV019668,W015,W006,82,2024-05-01,Return,E02360
MV0026078,INV018136,W002,W019,77,2022-02-15,Inter-store Transfer,E02055
MV0026079,INV005677,W009,W024,129,2022-02-19,Stocktake Adjustment,E02383
MV0026080,INV004257,W017,W026,154,2024-04-15,Inter-store Transfer,E01131
MV0026081,INV002885,W025,W001,152,2023-08-17,Inter-store Transfer,E00352
MV0026082,INV014145,W002,W007,192,2024-02-09,Stocktake Adjustment,E00270
MV0026083,INV015872,W029,W001,45,2024-12-16,Damage Write-off,E02410
MV0026084,INV007845,W023,W021,26,2024-04-08,Damage Write-off,E01238
MV0026085,INV017670,W002,W026,182,2022-11-14,Replenishment,E02108
MV0026086,INV017341,W012,W020,43,2024-03-17,Return,E01758
MV0026087,INV001794,W011,W018,139,2022-03-25,Inter-store Transfer,E00458
MV0026088,INV004999,W029,W012,173,2024-02-15,Damage Write-off,E00493
MV0026089,INV009556,W001,W018,25,2022-10-21,Stocktake Adjustment,E01914
MV0026090,INV018025,W008,W012,63,2023-06-27,Return,E00028
MV0026091,INV017326,W016,W015,30,2024-06-09,Replenishment,E00663
MV0026092,INV016156,W004,W001,173,2024-10-31,Return,E00494
MV0026093,INV015696,W019,W021,60,2022-12-04,Damage Write-off,E01578
MV0026094,INV008669,W030,W003,47,2023-12-20,Stocktake Adjustment,E01126
MV0026095,INV020674,W009,W008,182,2023-07-30,Damage Write-off,E00385
MV0026096,INV013539,W021,W027,69,2022-03-19,Replenishment,E00114
MV0026097,INV016334,W005,W020,50,2023-09-29,Return,E00273
MV0026098,INV007433,W003,W013,100,2022-12-25,Return,E01443
MV0026099,INV023231,W006,W021,142,2022-07-25,Inter-store Transfer,E00021
MV0026100,INV019773,W018,W002,90,2023-07-04,Replenishment,E00411
MV0026101,INV010778,W026,W023,138,2022-03-27,Damage Write-off,E00472
MV0026102,INV016069,W008,W002,88,2022-01-20,Damage Write-off,E02355
MV0026103,INV006533,W010,W005,15,2023-01-21,Return,E02077
MV0026104,INV001904,W001,W014,170,2022-02-05,Damage Write-off,E01830
MV0026105,INV014770,W011,W001,97,2023-03-31,Damage Write-off,E02135
MV0026106,INV010566,W005,W029,62,2023-05-12,Stocktake Adjustment,E02496
MV0026107,INV008074,W010,W030,49,2022-07-23,Return,E00343
MV0026108,INV006656,W007,W002,38,2023-05-24,Stocktake Adjustment,E01774
MV0026109,INV004431,W022,W024,68,2022-09-28,Damage Write-off,E01053
MV0026110,INV023458,W016,W011,116,2024-11-06,Return,E01079
MV0026111,INV003478,W018,W009,16,2022-05-07,Return,E01288
MV0026112,INV012793,W023,W006,52,2023-07-05,Damage Write-off,E02452
MV0026113,INV007684,W008,W024,9,2022-11-07,Return,E01936
MV0026114,INV019175,W017,W019,32,2024-11-29,Return,E02202
MV0026115,INV014829,W006,W028,7,2024-04-15,Damage Write-off,E02036
MV0026116,INV015319,W002,W011,19,2023-02-21,Inter-store Transfer,E00913
MV0026117,INV010682,W015,W024,15,2023-05-14,Damage Write-off,E02011
MV0026118,INV024584,W001,W021,73,2022-09-15,Inter-store Transfer,E01051
MV0026119,INV004329,W014,W024,195,2022-01-22,Return,E01659
MV0026120,INV017105,W019,W002,137,2024-09-13,Replenishment,E02480
MV0026121,INV019203,W012,W016,96,2024-08-10,Return,E01341
MV0026122,INV000715,W011,W022,23,2023-08-12,Stocktake Adjustment,E00408
MV0026123,INV013406,W016,W005,60,2024-11-30,Return,E01577
MV0026124,INV017002,W007,W024,172,2022-09-13,Stocktake Adjustment,E01449
