product_id,product_name,category,sub_category,brand,color,size,style_tag,season,price,mrp,cost_price,launch_date,is_active,supplier_id,weight_grams,margin_pct
P02595,Koovs Track Pants Brown,Activewear,Track Pants,Koovs,Orange,Free Size,sporty,Monsoon,1291,1889.98,504.9,2021-02-14,True,SUP0001,597,60.89
P02596,Only Joggers Maroon,Bottoms,Joggers,Only,Cream,L,casual,Monsoon,1394,1695.59,690.01,2021-12-05,True,SUP0360,1116,50.5
P02597,Decathlon Denim Jacket Blue,Outerwear,Denim Jacket,Decathlon,Beige,S,streetwear,All Season,13611,16552.13,7558.17,2021-04-11,False,SUP0337,576,44.47
P02598,Reebok Puffer Jacket Brown,Outerwear,Puffer Jacket,Reebok,Mint,Free Size,bohemian,Winter,1091,1400.07,453.03,2024-03-19,True,SUP0126,1087,58.48
P02599,H&M Boxers Yellow,Innerwear,Boxers,H&M,White,S,bohemian,Monsoon,779,968.16,314.77,2023-02-24,True,SUP0322,638,59.59
P02600,True Blue Handbag Blue,Accessories,Handbag,True Blue,White,XL,bohemian,Winter,3464,5014.39,1223.42,2021-06-10,True,SUP0388,1710,64.68
P02601,Nike Dhoti Beige,Ethnic Wear,Dhoti,Nike,Purple,M,formal,Monsoon,1191,1773.87,440.68,2020-12-05,True,SUP0089,525,63.0
P02602,Aurelia Evening Gown Purple,Dresses,Evening Gown,Aurelia,Red,M,formal,Monsoon,4671,5470.92,2062.71,2022-05-16,True,SUP0098,1516,55.84
P02603,Libas Blouse Olive,Tops,Blouse,Libas,Grey,XL,sporty,Winter,4141,5567.67,1628.3,2022-03-29,True,SUP0337,439,60.68
P02604,The Souled Store Anarkali Black,Ethnic Wear,Anarkali,The Souled Store,Mustard,XS,bohemian,Summer,4467,6336.21,1967.78,2024-01-16,True,SUP0312,755,55.95
P02605,Bewakoof Puffer Jacket Teal,Outerwear,Puffer Jacket,Bewakoof,Yellow,L,streetwear,Winter,12890,16269.22,5011.81,2024-04-21,True,SUP0294,278,61.12
P02606,Blackberrys Skirt Pink,Bottoms,Skirt,Blackberrys,Coral,XL,party,All Season,924,1100.44,423.99,2022-10-12,True,SUP0208,949,54.11
P02607,Dressberry Oxford Olive,Footwear,Oxford,Dressberry,Orange,L,casual,Winter,3936,5418.55,2167.14,2022-02-21,True,SUP0115,1008,44.94
P02608,Arrow Sunglasses Yellow,Accessories,Sunglasses,Arrow,Pink,XXL,bohemian,All Season,7785,10220.76,4190.32,2021-01-21,True,SUP0337,729,46.17
P02609,Bewakoof Anarkali Mint,Ethnic Wear,Anarkali,Bewakoof,Yellow,L,ethnic,Festive,293,341.34,166.07,2020-02-10,False,SUP0220,1034,43.32
P02610,Allen Solly Jacket Navy,Outerwear,Jacket,Allen Solly,Navy,Free Size,party,Summer,2565,3048.05,1471.44,2022-06-04,True,SUP0086,331,42.63
P02611,Zara Wallet Red,Accessories,Wallet,Zara,Cream,XS,party,Winter,5029,6773.79,2817.21,2022-09-08,True,SUP0296,1009,43.98
P02612,Dressberry Sneakers Brown,Footwear,Sneakers,Dressberry,Mustard,Free Size,sporty,Summer,2530,3473.35,1131.31,2020-04-28,True,SUP0037,900,55.28
P02613,All About You Sports Bra Orange,Activewear,Sports Bra,All About You,Blue,M,luxury,Summer,3285,4906.56,1940.96,2024-01-24,True,SUP0185,882,40.91
P02614,Nykaa Fashion Sherwani Black,Ethnic Wear,Sherwani,Nykaa Fashion,Red,L,minimalist,All Season,2752,3960.52,1161.35,2020-07-11,True,SUP0132,1555,57.8
P02615,Vero Moda Jacket Purple,Outerwear,Jacket,Vero Moda,Maroon,L,bohemian,All Season,9002,11872.94,3945.63,2020-08-03,True,SUP0275,694,56.17
P02616,Louis Philippe Trousers Navy,Bottoms,Trousers,Louis Philippe,Grey,XXL,luxury,Summer,3249,4511.85,1752.82,2020-04-10,False,SUP0016,1591,46.05
P02617,Numero Uno Leggings Navy,Bottoms,Leggings,Numero Uno,Brown,S,office,All Season,772,972.61,366.42,2021-04-26,True,SUP0028,1046,52.54
P02618,Koovs Crop Top Purple,Tops,Crop Top,Koovs,White,XL,sporty,Winter,3954,5188.04,2006.82,2023-11-06,True,SUP0040,713,49.25
P02619,Zara Jewellery Mustard,Accessories,Jewellery,Zara,Black,XXL,casual,Summer,6656,9955.84,2616.23,2024-02-22,True,SUP0294,982,60.69
P02620,All About You Gym Vest Coral,Activewear,Gym Vest,All About You,Red,Free Size,formal,All Season,1071,1602.43,612.96,2022-08-02,True,SUP0085,835,42.77
P02621,Roadster Chinos Maroon,Bottoms,Chinos,Roadster,Green,XL,minimalist,All Season,640,898.65,374.65,2022-01-11,True,SUP0187,1326,41.46
P02622,Vero Moda Compression Tights Black,Activewear,Compression Tights,Vero Moda,Red,S,party,Monsoon,2845,3721.88,1593.38,2020-11-19,True,SUP0079,1593,43.99
P02623,Vero Moda Jacket Grey,Outerwear,Jacket,Vero Moda,Teal,XL,bohemian,Monsoon,5166,5942.71,2547.12,2024-05-28,True,SUP0074,154,50.69
P02624,Decathlon Watch Teal,Accessories,Watch,Decathlon,Green,L,bohemian,Summer,2064,2789.85,1001.82,2021-09-22,True,SUP0315,1574,51.46
P02625,Numero Uno Trousers Black,Bottoms,Trousers,Numero Uno,Yellow,S,bohemian,Festive,2194,3075.44,1041.3,2023-07-14,True,SUP0123,1838,52.54
P02626,Louis Philippe Chinos Grey,Bottoms,Chinos,Louis Philippe,Mint,L,formal,All Season,3856,5034.15,1459.95,2021-03-14,True,SUP0253,1118,62.14
P02627,Bewakoof Hoodie Grey,Tops,Hoodie,Bewakoof,Coral,XL,luxury,Summer,4138,6131.62,1879.95,2021-07-07,True,SUP0122,837,54.57
P02628,Zara Blouse Beige,Tops,Blouse,Zara,Cream,XXL,luxury,Monsoon,2714,3855.69,1623.9,2021-04-04,True,SUP0018,463,40.17
P02629,Roadster Kurta Brown,Ethnic Wear,Kurta,Roadster,Green,XS,party,Summer,3597,5242.13,2053.61,2020-02-17,True,SUP0285,1837,42.91
P02630,Biba Socks Purple,Innerwear,Socks,Biba,Pink,XL,ethnic,Summer,286,419.92,155.94,2020-08-13,True,SUP0164,1469,45.48
P02631,Decathlon Cap Mustard,Accessories,Cap,Decathlon,Maroon,Free Size,sporty,Festive,2620,3495.65,1030.31,2021-09-25,True,SUP0249,1079,60.68
P02632,Pepe Jeans Palazzo Olive,Bottoms,Palazzo,Pepe Jeans,Purple,XL,casual,Monsoon,4921,5999.81,1799.64,2020-11-05,False,SUP0003,1851,63.43
P02633,Bewakoof Watch Brown,Accessories,Watch,Bewakoof,Green,S,office,All Season,5307,6789.1,3122.25,2023-12-30,True,SUP0217,327,41.17
P02634,AND Puffer Jacket Orange,Outerwear,Puffer Jacket,AND,Orange,L,formal,Summer,1799,2276.99,846.92,2023-03-14,True,SUP0308,1914,52.92
P02635,Jack & Jones Socks Cream,Innerwear,Socks,Jack & Jones,Teal,L,streetwear,Winter,685,894.31,375.57,2023-05-21,False,SUP0264,1225,45.17
P02636,Bewakoof Evening Gown Pink,Dresses,Evening Gown,Bewakoof,Orange,L,casual,Festive,10127,12133.04,4981.98,2020-02-13,True,SUP0162,1810,50.8
P02637,Myntra Watch Beige,Accessories,Watch,Myntra,Yellow,S,formal,Festive,2604,3766.24,1296.3,2023-05-02,True,SUP0207,636,50.22
P02638,Calvin Klein Saree Coral,Dresses,Saree,Calvin Klein,Blue,XL,sporty,All Season,9247,11435.96,5223.97,2023-01-07,True,SUP0276,1978,43.51
P02639,Spykar Track Pants Yellow,Activewear,Track Pants,Spykar,Olive,XL,streetwear,Monsoon,2206,3193.88,1146.9,2022-11-14,True,SUP0017,1139,48.01
P02640,Van Heusen Hoodie Mustard,Tops,Hoodie,Van Heusen,Brown,Free Size,party,Winter,4423,4889.44,2534.57,2023-02-07,False,SUP0178,1981,42.7
P02641,Vero Moda Denim Jacket Teal,Outerwear,Denim Jacket,Vero Moda,Green,XS,bohemian,Winter,11764,14035.99,5735.08,2020-07-13,True,SUP0302,785,51.25
P02642,Vero Moda Dhoti Orange,Ethnic Wear,Dhoti,Vero Moda,White,M,sporty,All Season,268,354.4,138.85,2023-03-23,True,SUP0287,737,48.19
P02643,Puma Sandals Mint,Footwear,Sandals,Puma,Maroon,L,ethnic,Winter,2012,2755.02,810.61,2022-11-24,True,SUP0353,636,59.71
P02644,Allen Solly Hoodie Maroon,Tops,Hoodie,Allen Solly,Green,XS,bohemian,All Season,1456,1828.42,666.39,2024-05-01,True,SUP0052,1754,54.23
P02645,Libas Saree Beige,Dresses,Saree,Libas,Black,XL,luxury,Monsoon,8080,10965.42,3106.81,2023-03-07,True,SUP0354,325,61.55
P02646,Kazo Anarkali Green,Ethnic Wear,Anarkali,Kazo,Teal,S,ethnic,Festive,419,599.66,235.5,2021-03-21,True,SUP0138,190,43.79
P02647,Libas Boxers White,Innerwear,Boxers,Libas,Blue,XL,formal,Festive,239,303.55,112.53,2023-06-06,True,SUP0302,1319,52.92
P02648,Vero Moda Sandals Black,Footwear,Sandals,Vero Moda,Black,XL,minimalist,Monsoon,5140,7055.99,2613.17,2023-04-19,True,SUP0351,1985,49.16
P02649,Uniqlo Sneakers Teal,Footwear,Sneakers,Uniqlo,Blue,XL,office,Summer,1913,2668.57,1089.18,2021-01-27,True,SUP0128,496,43.06
P02650,Tommy Hilfiger Windbreaker Green,Outerwear,Windbreaker,Tommy Hilfiger,Pink,XL,formal,All Season,7897,10683.24,4706.74,2024-02-12,True,SUP0347,608,40.4
P02651,LIFE Joggers Purple,Bottoms,Joggers,LIFE,Mustard,L,office,Winter,3417,4300.08,1234.22,2021-11-28,False,SUP0116,378,63.88
P02652,Biba Track Pants Olive,Activewear,Track Pants,Biba,Blue,XS,bohemian,Winter,4001,5134.81,2218.28,2021-11-02,True,SUP0153,273,44.56
P02653,Nykaa Fashion Loafers Green,Footwear,Loafers,Nykaa Fashion,Maroon,XXL,formal,Winter,4371,4968.84,2436.05,2024-04-28,True,SUP0024,1084,44.27
P02654,Vero Moda Jeans Blue,Bottoms,Jeans,Vero Moda,Purple,Free Size,casual,Summer,4046,5974.85,2378.93,2024-03-14,True,SUP0315,1299,41.2
P02655,True Blue Churidar Cream,Ethnic Wear,Churidar,True Blue,Red,S,luxury,Festive,3136,4243.76,1546.05,2020-08-01,False,SUP0397,391,50.7
P02656,Marks & Spencer Denim Jacket Beige,Outerwear,Denim Jacket,Marks & Spencer,Cream,S,sporty,Monsoon,988,1129.46,386.16,2022-11-30,True,SUP0177,455,60.91
P02657,W Jewellery Beige,Accessories,Jewellery,W,Teal,XL,sporty,Winter,2836,3700.21,1384.95,2023-02-12,True,SUP0399,1164,51.17
P02658,Nike Socks Teal,Innerwear,Socks,Nike,Maroon,XL,minimalist,All Season,504,575.36,259.72,2020-05-06,True,SUP0057,828,48.47
P02659,Allen Solly Socks Coral,Innerwear,Socks,Allen Solly,Blue,XXL,minimalist,Summer,619,866.17,273.78,2021-02-26,True,SUP0378,1230,55.77
P02660,Van Heusen Scarf Blue,Accessories,Scarf,Van Heusen,Mustard,XXL,office,Festive,3301,4563.66,1210.46,2022-04-04,True,SUP0002,1793,63.33
P02661,Uniqlo Socks Navy,Innerwear,Socks,Uniqlo,Yellow,XXL,bohemian,Monsoon,227,272.81,94.32,2020-05-16,True,SUP0285,1862,58.45
P02662,Wrangler Sherwani Red,Ethnic Wear,Sherwani,Wrangler,Pink,L,sporty,Summer,1406,2105.12,521.79,2021-04-21,True,SUP0137,724,62.89
P02663,Zara Loafers Grey,Footwear,Loafers,Zara,Coral,Free Size,formal,Winter,1706,2263.93,814.81,2023-09-06,True,SUP0188,1758,52.24
P02664,Blackberrys Scarf Grey,Accessories,Scarf,Blackberrys,Orange,M,casual,All Season,7262,9524.02,3532.08,2021-01-09,True,SUP0165,839,51.36
P02665,Spykar Watch Teal,Accessories,Watch,Spykar,Olive,XS,ethnic,Winter,5850,7239.58,3495.21,2020-04-12,True,SUP0243,568,40.25
P02666,Mamaearth Wallet Navy,Accessories,Wallet,Mamaearth,Black,Free Size,luxury,Summer,5439,7612.82,3033.14,2023-01-08,True,SUP0277,1699,44.23
P02667,Global Desi Polo Olive,Tops,Polo,Global Desi,Navy,L,bohemian,Winter,4649,6176.84,2103.21,2021-07-03,True,SUP0320,1497,54.76
P02668,Pepe Jeans Shorts Black,Bottoms,Shorts,Pepe Jeans,Coral,XXL,ethnic,Monsoon,4597,6492.54,1660.38,2024-01-29,True,SUP0209,458,63.88
P02669,Van Heusen Casual Dress Red,Dresses,Casual Dress,Van Heusen,White,XXL,party,All Season,7681,11072.75,4140.11,2022-04-03,True,SUP0233,1647,46.1
P02670,LIFE Dhoti Cream,Ethnic Wear,Dhoti,LIFE,Yellow,M,party,Festive,4690,6214.11,2801.36,2021-11-29,True,SUP0200,484,40.27
P02671,Zara Crop Top Orange,Tops,Crop Top,Zara,White,S,casual,Winter,3503,3953.52,1756.3,2021-05-17,True,SUP0384,1639,49.86
P02672,Levis Tank Top Grey,Tops,Tank Top,Levis,Mustard,Free Size,formal,Summer,4511,6601.01,2662.06,2020-02-09,True,SUP0033,1934,40.99
P02673,Forever 21 Lehenga Olive,Dresses,Lehenga,Forever 21,Beige,XS,formal,Festive,10209,11878.83,3729.21,2021-03-16,True,SUP0150,1038,63.47
P02674,Reebok Blouse Green,Tops,Blouse,Reebok,Red,Free Size,streetwear,All Season,2447,3358.0,1121.81,2020-09-12,True,SUP0319,1522,54.16
P02675,Cover Story Puffer Jacket Mustard,Outerwear,Puffer Jacket,Cover Story,Mint,L,casual,Festive,5533,8265.39,2660.52,2023-09-02,True,SUP0204,892,51.92
P02676,Vero Moda Socks Green,Innerwear,Socks,Vero Moda,Purple,S,bohemian,Summer,556,724.63,216.53,2024-02-16,False,SUP0235,510,61.06
P02677,Forever 21 Compression Tights Yellow,Activewear,Compression Tights,Forever 21,Navy,XS,formal,Monsoon,1262,1481.47,678.32,2023-03-05,True,SUP0037,1727,46.25
P02678,Libas Sherwani Purple,Ethnic Wear,Sherwani,Libas,Brown,L,ethnic,All Season,3090,4276.14,1539.06,2021-04-27,False,SUP0138,1227,50.19
P02679,Cover Story Sherwani Beige,Ethnic Wear,Sherwani,Cover Story,Black,XL,casual,Monsoon,644,851.02,358.33,2024-04-26,True,SUP0365,1037,44.36
P02680,Allen Solly Shirt Pink,Tops,Shirt,Allen Solly,Grey,L,formal,Winter,1660,2270.59,884.02,2022-11-17,True,SUP0304,580,46.75
P02681,Only Kurta Cream,Ethnic Wear,Kurta,Only,Navy,XS,bohemian,All Season,2393,3206.92,974.85,2020-08-29,False,SUP0266,1395,59.26
P02682,Global Desi Briefs Brown,Innerwear,Briefs,Global Desi,Orange,XS,casual,All Season,634,776.98,356.52,2020-11-18,False,SUP0173,1325,43.77
P02683,Nykaa Fashion Sports Bra White,Activewear,Sports Bra,Nykaa Fashion,Green,L,office,All Season,4218,4991.02,1614.37,2022-11-13,False,SUP0394,208,61.73
P02684,Calvin Klein Shorts Pink,Bottoms,Shorts,Calvin Klein,Black,XL,streetwear,Monsoon,284,389.86,147.97,2020-03-06,True,SUP0265,1084,47.9
P02685,Wrangler Polo Green,Tops,Polo,Wrangler,Brown,L,ethnic,Festive,4710,5798.29,2536.62,2020-04-13,True,SUP0282,1434,46.14
P02686,Pepe Jeans Jewellery Purple,Accessories,Jewellery,Pepe Jeans,Yellow,M,minimalist,Summer,4153,5922.2,1695.11,2023-07-09,True,SUP0154,1022,59.18
P02687,Myntra Jewellery Teal,Accessories,Jewellery,Myntra,Coral,M,formal,Winter,2973,3758.8,1622.76,2021-02-01,True,SUP0307,1654,45.42
P02688,Pepe Jeans Flats Red,Footwear,Flats,Pepe Jeans,Grey,S,party,Monsoon,2040,2920.43,987.61,2021-05-17,True,SUP0064,709,51.59
P02689,Forever 21 Evening Gown Purple,Dresses,Evening Gown,Forever 21,Pink,XL,luxury,All Season,8099,11834.08,4548.3,2023-11-30,True,SUP0038,1366,43.84
P02690,Myntra Denim Jacket Maroon,Outerwear,Denim Jacket,Myntra,Black,M,ethnic,All Season,8384,11942.02,4683.82,2020-06-20,False,SUP0067,1671,44.13
P02691,W Bra Brown,Innerwear,Bra,W,Black,XL,streetwear,All Season,747,969.72,318.3,2021-01-30,True,SUP0179,1042,57.39
P02692,Global Desi Socks Beige,Innerwear,Socks,Global Desi,Mint,XS,ethnic,Winter,443,543.3,206.32,2021-05-05,True,SUP0192,419,53.43
P02693,Libas Belt Black,Accessories,Belt,Libas,Grey,XL,formal,Winter,5052,6804.24,2066.72,2024-04-21,True,SUP0267,1272,59.09
P02694,The Souled Store Cap Purple,Accessories,Cap,The Souled Store,Brown,L,luxury,Summer,1397,1849.05,681.11,2023-12-26,True,SUP0382,1121,51.24
P02695,Puma Loafers Mustard,Footwear,Loafers,Puma,Green,XS,luxury,Monsoon,3486,5180.79,1786.29,2022-03-05,True,SUP0264,270,48.76
P02696,Only Dupatta Olive,Ethnic Wear,Dupatta,Only,Blue,M,formal,Festive,892,1141.66,374.36,2020-10-24,False,SUP0335,1470,58.03
P02697,H&M Joggers Red,Bottoms,Joggers,H&M,Cream,XL,formal,Festive,1763,2098.87,982.59,2022-03-25,True,SUP0324,1843,44.27
P02698,Forever 21 Cap Pink,Accessories,Cap,Forever 21,Mint,Free Size,sporty,Winter,1224,1511.04,661.15,2020-03-04,False,SUP0106,1045,45.98
P02699,Zara Sherwani Coral,Ethnic Wear,Sherwani,Zara,Purple,XXL,party,Summer,4059,4799.68,1840.14,2021-05-30,True,SUP0025,1268,54.67
P02700,Nike Boots Mustard,Footwear,Boots,Nike,Brown,L,minimalist,Monsoon,5682,7828.64,2393.72,2022-09-13,True,SUP0163,1839,57.87
P02701,Nykaa Fashion Track Pants Yellow,Activewear,Track Pants,Nykaa Fashion,Coral,Free Size,casual,Festive,4056,5275.22,1505.27,2021-09-09,True,SUP0369,1424,62.89
P02702,Wrangler Kurti Beige,Tops,Kurti,Wrangler,White,XXL,sporty,Winter,1069,1208.25,498.69,2021-01-10,True,SUP0327,382,53.35
P02703,Wrangler Track Pants Maroon,Activewear,Track Pants,Wrangler,Grey,XS,formal,Monsoon,2542,3138.2,1209.88,2024-03-07,True,SUP0261,646,52.4
P02704,Global Desi Sweatshirt Orange,Tops,Sweatshirt,Global Desi,Grey,S,minimalist,Festive,3249,4071.12,1669.9,2023-11-24,True,SUP0030,1066,48.6
P02705,Only Sherwani Blue,Ethnic Wear,Sherwani,Only,Green,M,formal,Monsoon,3745,5143.68,1437.21,2023-03-27,True,SUP0242,1606,61.62
P02706,AND Hoodie White,Tops,Hoodie,AND,Mustard,XS,casual,Winter,1842,2217.98,662.47,2022-04-09,True,SUP0129,916,64.04
P02707,Wrangler Boots Teal,Footwear,Boots,Wrangler,Mustard,XXL,streetwear,Monsoon,2980,3518.31,1061.18,2024-01-25,True,SUP0128,753,64.39
P02708,Uniqlo Kurti Red,Tops,Kurti,Uniqlo,Purple,M,minimalist,Festive,2511,3446.64,1148.25,2022-07-29,False,SUP0206,561,54.27
P02709,Tommy Hilfiger Joggers Blue,Bottoms,Joggers,Tommy Hilfiger,Pink,Free Size,luxury,Monsoon,4317,6274.92,2230.89,2020-09-05,True,SUP0369,1955,48.32
P02710,U.S. Polo Leggings Red,Bottoms,Leggings,U.S. Polo,Orange,S,sporty,Festive,4566,5591.63,2112.59,2020-11-02,True,SUP0340,1451,53.73
P02711,Mamaearth Kurta Coral,Ethnic Wear,Kurta,Mamaearth,Grey,L,sporty,Winter,1031,1343.62,601.78,2023-10-29,True,SUP0388,1769,41.63
P02712,Libas Windbreaker Brown,Outerwear,Windbreaker,Libas,Purple,XXL,streetwear,Festive,8761,10100.51,3481.09,2020-05-18,True,SUP0282,1741,60.27
P02713,Blackberrys Hoodie Beige,Tops,Hoodie,Blackberrys,Yellow,S,formal,Festive,2867,3176.48,1200.36,2020-01-16,True,SUP0016,1592,58.13
P02714,Numero Uno Belt Teal,Accessories,Belt,Numero Uno,Yellow,M,streetwear,Monsoon,1986,2875.39,1080.95,2022-07-01,True,SUP0110,1259,45.57
P02715,Jack & Jones Dupatta Brown,Ethnic Wear,Dupatta,Jack & Jones,Purple,S,formal,Winter,2987,3332.76,1614.93,2024-01-25,True,SUP0265,1744,45.93
P02716,Blackberrys Bra Coral,Innerwear,Bra,Blackberrys,Beige,XS,sporty,All Season,740,1059.11,426.14,2020-08-12,True,SUP0070,1025,42.41
P02717,Vero Moda Churidar Olive,Ethnic Wear,Churidar,Vero Moda,Black,M,bohemian,Monsoon,2054,2685.39,907.86,2021-05-10,True,SUP0049,919,55.8
P02718,Biba Salwar Suit Grey,Dresses,Salwar Suit,Biba,Black,Free Size,ethnic,All Season,1949,2640.95,1154.21,2023-12-08,True,SUP0026,1379,40.78
P02719,Biba Running Shoes Maroon,Activewear,Running Shoes,Biba,Brown,XL,ethnic,All Season,1940,2673.67,920.35,2022-05-19,True,SUP0305,347,52.56
P02720,Decathlon Casual Dress Purple,Dresses,Casual Dress,Decathlon,Yellow,XL,casual,Winter,1603,1901.79,602.1,2022-08-31,True,SUP0089,670,62.44
P02721,Peter England Joggers Green,Bottoms,Joggers,Peter England,Navy,S,casual,Summer,3595,4935.7,1344.25,2021-07-26,True,SUP0178,385,62.61
P02722,Tommy Hilfiger Handbag Maroon,Accessories,Handbag,Tommy Hilfiger,Beige,M,casual,Winter,1798,2504.48,775.53,2020-01-31,True,SUP0260,212,56.87
P02723,Louis Philippe Saree Teal,Dresses,Saree,Louis Philippe,Red,M,sporty,All Season,11835,13129.17,5312.11,2022-07-07,True,SUP0166,1171,55.12
P02724,Bewakoof Boots Red,Footwear,Boots,Bewakoof,Blue,Free Size,party,Monsoon,4686,5214.3,2523.02,2022-06-19,True,SUP0250,1651,46.16
P02725,Jack & Jones Sports Shoes Teal,Footwear,Sports Shoes,Jack & Jones,Black,M,formal,Winter,4514,6653.4,1969.29,2022-10-02,True,SUP0362,1826,56.37
P02726,Biba Dhoti Orange,Ethnic Wear,Dhoti,Biba,Orange,L,sporty,Festive,1171,1482.94,514.38,2021-04-23,True,SUP0285,112,56.07
P02727,Mango Sandals Teal,Footwear,Sandals,Mango,Mint,XXL,minimalist,Festive,1329,1813.33,648.82,2023-11-08,True,SUP0220,1658,51.18
P02728,Global Desi Oxford Olive,Footwear,Oxford,Global Desi,Purple,XS,party,Monsoon,3287,4185.87,1343.4,2023-03-11,True,SUP0239,173,59.13
P02729,Jack & Jones Running Shoes Coral,Activewear,Running Shoes,Jack & Jones,Beige,XXL,ethnic,All Season,4504,4959.49,2451.34,2024-03-31,True,SUP0139,669,45.57
P02730,All About You Jeans Mustard,Bottoms,Jeans,All About You,Navy,XS,party,Winter,4919,6113.66,2059.86,2022-04-09,True,SUP0254,323,58.12
P02731,Adidas Boots Black,Footwear,Boots,Adidas,Olive,S,sporty,Monsoon,1941,2255.28,1030.32,2020-11-07,True,SUP0209,1519,46.92
P02732,Puma Boots Cream,Footwear,Boots,Puma,Yellow,XXL,formal,Summer,545,807.99,263.83,2020-02-12,False,SUP0042,1211,51.59
P02733,Wrangler Running Shoes Cream,Activewear,Running Shoes,Wrangler,Purple,XS,office,Festive,437,543.77,194.06,2023-09-22,True,SUP0169,787,55.59
P02734,Blackberrys Puffer Jacket Olive,Outerwear,Puffer Jacket,Blackberrys,Pink,M,minimalist,All Season,8465,10965.13,3405.4,2021-05-10,False,SUP0257,1406,59.77
P02735,Puma Sneakers Beige,Footwear,Sneakers,Puma,Beige,L,minimalist,Summer,4909,6183.71,2345.15,2023-06-16,True,SUP0332,1452,52.23
P02736,H&M Puffer Jacket Purple,Outerwear,Puffer Jacket,H&M,Teal,XXL,formal,Festive,6934,9200.8,3231.26,2023-09-03,True,SUP0152,1853,53.4
P02737,All About You Coat Teal,Outerwear,Coat,All About You,Green,M,sporty,Monsoon,9561,12359.35,4372.48,2021-01-01,True,SUP0036,499,54.27
P02738,Roadster Socks Grey,Innerwear,Socks,Roadster,Black,Free Size,party,Winter,554,611.7,219.68,2020-09-25,True,SUP0118,1063,60.35
P02739,Bewakoof Polo Green,Tops,Polo,Bewakoof,White,XXL,bohemian,Festive,1280,1496.12,477.11,2023-03-03,True,SUP0239,790,62.73
P02740,Louis Philippe Casual Dress Teal,Dresses,Casual Dress,Louis Philippe,Navy,XL,streetwear,Winter,11805,13016.73,4509.37,2021-04-04,True,SUP0137,1208,61.8
P02741,Lee Flats Orange,Footwear,Flats,Lee,Cream,XS,streetwear,Winter,5187,7121.4,3090.21,2022-08-26,True,SUP0219,1451,40.42
P02742,Wrangler Compression Tights Mint,Activewear,Compression Tights,Wrangler,Red,L,formal,Monsoon,3016,4362.3,1443.16,2023-04-17,True,SUP0195,1477,52.15
P02743,Louis Philippe Flats Black,Footwear,Flats,Louis Philippe,Teal,XS,minimalist,Winter,1493,1743.96,713.55,2022-07-23,True,SUP0230,1921,52.21
P02744,Only Jeans Grey,Bottoms,Jeans,Only,Mustard,XXL,ethnic,Winter,4616,5794.21,2520.06,2024-01-29,True,SUP0046,1634,45.41
P02745,FabIndia Heels Maroon,Footwear,Heels,FabIndia,Green,L,ethnic,All Season,591,652.6,218.71,2020-08-13,True,SUP0236,1997,62.99
P02746,Nykaa Fashion Sherwani Black,Ethnic Wear,Sherwani,Nykaa Fashion,Pink,L,ethnic,Festive,817,1017.71,413.56,2020-09-21,True,SUP0361,804,49.38
P02747,True Blue Boots Orange,Footwear,Boots,True Blue,Pink,XS,bohemian,Summer,3770,4451.14,2136.94,2021-02-09,False,SUP0340,1519,43.32
P02748,The Souled Store Maxi Dress Maroon,Dresses,Maxi Dress,The Souled Store,Yellow,XS,streetwear,Winter,9676,13739.18,4976.68,2022-07-05,True,SUP0379,1032,48.57
P02749,Allen Solly Sneakers Purple,Footwear,Sneakers,Allen Solly,Coral,M,ethnic,Winter,3483,4366.58,1962.49,2023-12-06,True,SUP0216,992,43.66
P02750,Blackberrys Jewellery Cream,Accessories,Jewellery,Blackberrys,Coral,XS,streetwear,Winter,3574,4004.82,1570.43,2020-12-05,False,SUP0293,402,56.06
P02751,Peter England Saree Teal,Dresses,Saree,Peter England,Mustard,Free Size,luxury,Festive,5438,8023.43,2007.61,2022-02-22,True,SUP0099,1242,63.08
P02752,Van Heusen Watch Coral,Accessories,Watch,Van Heusen,Navy,XL,minimalist,Festive,5502,6464.44,2933.75,2023-11-16,True,SUP0052,1009,46.68
P02753,Here&Now Trousers Grey,Bottoms,Trousers,Here&Now,Coral,M,casual,Festive,2431,3012.22,965.74,2021-11-24,True,SUP0340,493,60.27
P02754,Mango Maxi Dress Green,Dresses,Maxi Dress,Mango,Pink,Free Size,sporty,Summer,1001,1266.1,420.64,2023-07-25,False,SUP0138,1352,57.98
P02755,Roadster Sunglasses Coral,Accessories,Sunglasses,Roadster,White,M,streetwear,Summer,7607,8789.82,3303.99,2020-02-24,True,SUP0283,746,56.57
P02756,Van Heusen Kurta Orange,Ethnic Wear,Kurta,Van Heusen,Brown,XXL,party,Summer,2706,4006.61,1237.15,2022-02-14,True,SUP0270,553,54.28
P02757,Here&Now Shirt Mustard,Tops,Shirt,Here&Now,Yellow,Free Size,formal,Monsoon,3506,4481.68,1377.6,2021-11-18,True,SUP0360,1701,60.71
P02758,Uniqlo Sports Bra Olive,Activewear,Sports Bra,Uniqlo,Red,XXL,ethnic,Festive,1783,2488.44,808.77,2021-12-20,True,SUP0176,296,54.64
P02759,U.S. Polo Maxi Dress White,Dresses,Maxi Dress,U.S. Polo,Yellow,L,casual,All Season,8011,9732.92,4668.03,2022-07-03,True,SUP0042,572,41.73
P02760,U.S. Polo Belt Yellow,Accessories,Belt,U.S. Polo,Purple,L,bohemian,Festive,1753,1980.42,921.78,2024-02-12,True,SUP0306,717,47.42
