product_id,product_name,category,sub_category,brand,color,size,style_tag,season,price,mrp,cost_price,launch_date,is_active,supplier_id,weight_grams,margin_pct,total_qty_sold,total_revenue,avg_sale_price,avg_discount,n_transactions,online_share,avg_rating,review_count,pct_positive,pct_negative,return_count,total_stock,avg_days_on_hand,stockout_locations,return_rate,sell_through_rate,velocity_class,category_enc,sub_category_enc,brand_enc,season_enc,style_tag_enc,color_enc
P01959,Myntra Boxers Navy,Innerwear,Boxers,Myntra,Coral,XS,sporty,Monsoon,309,398.61,184.56,2021-12-07,True,SUP0063,857,40.27,78,18891.98,256.39754716981133,0.06584905660377359,53,0.6415094339622641,3.875,24,66.66666666666666,16.666666666666664,5.0,1355.0,21.3,1.0,0.0641,0.0544,C,6,5,29,2,8,4
P01960,Peter England Trousers Navy,Bottoms,Trousers,Peter England,Cream,XXL,luxury,Monsoon,718,920.83,303.74,2022-06-07,True,SUP0348,1732,57.7,93,49838.19,597.0954237288136,0.049322033898305084,59,0.576271186440678,4.157894736842105,19,84.21052631578947,10.526315789473683,9.0,3531.0,46.70769230769231,1.0,0.0968,0.0257,C,2,58,35,2,4,5
P01961,FabIndia Bra Grey,Innerwear,Bra,FabIndia,Cream,XL,ethnic,All Season,444,558.9,183.62,2020-01-13,True,SUP0373,977,58.64,127,56909.83,480.8435802469136,0.06506172839506173,81,0.691358024691358,3.6857142857142855,35,65.71428571428571,17.142857142857142,7.0,973.0,62.225,0.0,0.0551,0.1155,A,6,6,13,0,2,5
P01962,Only Heels Purple,Footwear,Heels,Only,Yellow,XXL,minimalist,Festive,5199,6240.62,2369.85,2022-01-10,True,SUP0035,1708,54.42,112,518827.62,5082.234285714286,0.07928571428571428,70,0.7571428571428571,3.9,20,65.0,10.0,5.0,414.0,414.0,0.0,0.0446,0.2129,A,5,22,33,1,5,19
P01963,Here&Now Sandals Purple,Footwear,Sandals,Here&Now,White,XS,luxury,Monsoon,3620,4045.17,1878.12,2022-06-23,True,SUP0324,202,48.12,89,270283.76,3219.6546296296297,0.04981481481481481,54,0.7222222222222222,4.235294117647059,17,76.47058823529412,0.0,8.0,1994.0,50.84285714285714,0.0,0.0899,0.0427,C,5,41,17,2,4,18
P01964,Spykar Sports Shoes Coral,Footwear,Sports Shoes,Spykar,Navy,L,minimalist,Summer,4583,6172.94,1924.11,2020-09-08,True,SUP0078,998,58.02,75,271673.04,3826.4170588235293,0.04784313725490196,51,0.6470588235294118,4.090909090909091,22,77.27272727272727,9.090909090909092,8.0,884.0,22.759999999999998,3.0,0.1067,0.0782,C,5,51,39,3,5,11
P01965,Only Skirt Red,Bottoms,Skirt,Only,Red,XL,office,Monsoon,4631,6593.34,2267.5,2020-03-14,True,SUP0369,402,51.04,85,360692.19,4589.744210526315,0.07157894736842105,57,0.6842105263157895,3.6666666666666665,18,72.22222222222221,16.666666666666664,9.0,1462.0,73.37142857142858,1.0,0.1059,0.0549,C,2,47,33,2,6,16
P01966,The Souled Store Loafers White,Footwear,Loafers,The Souled Store,Cream,S,minimalist,Festive,1435,1785.37,790.26,2022-08-22,True,SUP0033,700,44.93,122,164608.21,1330.2289855072463,0.06333333333333334,69,0.7246376811594203,4.25,24,79.16666666666666,4.166666666666666,4.0,1205.0,44.425,0.0,0.0328,0.0919,A,5,32,40,1,5,5
P01967,LIFE Palazzo Blue,Bottoms,Palazzo,LIFE,Beige,L,bohemian,Summer,879,1040.33,405.76,2020-01-14,True,SUP0010,424,53.84,114,89255.57,872.4827272727273,0.05757575757575758,66,0.7424242424242424,4.12,25,72.0,4.0,7.0,1995.0,51.0,3.0,0.0614,0.0541,A,2,36,21,3,0,0
P01968,Cover Story Scarf Grey,Accessories,Scarf,Cover Story,Cream,L,sporty,Summer,1396,2019.21,601.83,2022-08-28,True,SUP0362,1726,56.89,65,83673.06999999999,1409.368,0.058444444444444445,45,0.8,3.3125,16,56.25,25.0,7.0,1848.0,21.62857142857143,0.0,0.1077,0.034,C,0,43,10,3,8,5
P01969,Only Blouse Olive,Tops,Blouse,Only,Orange,XL,ethnic,Monsoon,4521,6063.67,2685.11,2023-12-16,True,SUP0245,1367,40.61,68,255123.46,4042.5760465116277,0.0872093023255814,43,0.7441860465116279,3.4545454545454546,11,54.54545454545454,18.181818181818183,8.0,539.0,17.4,0.0,0.1176,0.112,C,8,3,33,2,2,13
P01970,Dressberry Boxers Green,Innerwear,Boxers,Dressberry,Pink,S,casual,Summer,280,379.84,165.51,2021-07-24,True,SUP0397,1551,40.89,97,28638.36,300.1565517241379,0.057413793103448275,58,0.6896551724137931,4.235294117647059,17,76.47058823529412,5.88235294117647,8.0,650.0,17.733333333333334,2.0,0.0825,0.1299,B,6,5,12,3,1,14
P01971,All About You Track Pants Beige,Activewear,Track Pants,All About You,Cream,XS,bohemian,All Season,4544,5014.97,2716.85,2022-03-17,True,SUP0070,952,40.21,103,422107.47,4322.125507246376,0.08246376811594204,69,0.6811594202898551,3.6818181818181817,22,59.09090909090909,18.181818181818183,6.0,1090.0,37.625,0.0,0.0583,0.0863,B,1,57,2,0,0,5
P01972,The Souled Store Running Shoes Mustard,Activewear,Running Shoes,The Souled Store,Black,XS,bohemian,Winter,3259,3714.56,1731.64,2022-03-16,True,SUP0367,210,46.87,95,282037.55,3157.8655737704917,0.05852459016393442,61,0.7213114754098361,3.9545454545454546,22,63.63636363636363,4.545454545454546,9.0,738.0,29.900000000000002,1.0,0.0947,0.114,C,1,39,40,4,0,1
P01973,Myntra Maxi Dress Yellow,Dresses,Maxi Dress,Myntra,Maroon,S,bohemian,Monsoon,1211,1649.04,678.92,2020-07-18,True,SUP0121,1362,43.94,75,77217.34,1244.6438775510205,0.06857142857142857,49,0.7346938775510204,3.923076923076923,13,69.23076923076923,7.6923076923076925,6.0,672.0,22.2,1.0,0.08,0.1004,C,3,33,29,2,0,8
P01974,Zara Mini Dress Brown,Dresses,Mini Dress,Zara,Mustard,Free Size,office,Monsoon,1140,1533.0,453.45,2023-03-19,True,SUP0044,1911,60.22,97,105531.91,1111.34350877193,0.06456140350877193,57,0.6842105263157895,3.25,20,55.00000000000001,35.0,10.0,849.0,36.1,0.0,0.1031,0.1025,B,3,34,49,2,6,10
P01975,Puma Thermal Innerwear Grey,Innerwear,Thermal Innerwear,Puma,Yellow,M,formal,Summer,391,484.62,167.17,2022-12-24,True,SUP0382,551,57.25,80,25979.25,360.8187037037037,0.058333333333333334,54,0.7037037037037037,3.869565217391304,23,69.56521739130434,13.043478260869565,5.0,1052.0,32.46666666666667,0.0,0.0625,0.0707,C,6,56,36,3,3,19
P01976,Dressberry Evening Gown Mint,Dresses,Evening Gown,Dressberry,Yellow,L,streetwear,Summer,8029,11631.54,3508.66,2023-01-11,True,SUP0271,1539,56.3,104,789387.12,8720.319393939393,0.062424242424242424,66,0.696969696969697,4.2727272727272725,11,90.9090909090909,0.0,12.0,1217.0,37.875,1.0,0.1154,0.0787,B,3,18,12,3,9,19
P01977,Koovs Wallet Pink,Accessories,Wallet,Koovs,Maroon,S,bohemian,All Season,5497,6950.75,2946.13,2020-09-15,True,SUP0024,1048,46.4,92,492292.8,6032.561929824562,0.05228070175438596,57,0.6666666666666666,4.166666666666667,12,66.66666666666666,8.333333333333332,6.0,314.0,31.4,0.0,0.0652,0.2266,C,0,59,20,0,0,8
P01978,Allen Solly Jeans Grey,Bottoms,Jeans,Allen Solly,Coral,L,casual,Summer,2754,3494.81,1345.69,2021-06-12,True,SUP0225,1380,51.14,78,213378.44,2672.9414814814813,0.04296296296296297,54,0.7407407407407407,3.5714285714285716,21,57.14285714285714,23.809523809523807,6.0,710.0,38.36666666666667,0.0,0.0769,0.099,C,2,25,3,3,1,4
P01979,Decathlon Saree Grey,Dresses,Saree,Decathlon,Navy,XS,sporty,Winter,969,1162.71,472.99,2021-01-29,True,SUP0163,708,51.19,106,106547.2,1064.7755882352942,0.055,68,0.5882352941176471,4.526315789473684,19,89.47368421052632,0.0,2.0,410.0,10.733333333333334,0.0,0.0189,0.2054,B,3,42,11,4,8,11
P01980,Nike Lehenga Brown,Dresses,Lehenga,Nike,Mustard,XXL,minimalist,Festive,3104,4561.75,1240.53,2024-04-15,True,SUP0341,953,60.03,75,182942.73,2417.9959615384614,0.04326923076923077,52,0.6923076923076923,3.9444444444444446,18,77.77777777777779,11.11111111111111,8.0,1555.0,25.67142857142857,0.0,0.1067,0.046,C,3,31,30,1,5,10
P01981,Tommy Hilfiger Skirt Pink,Bottoms,Skirt,Tommy Hilfiger,Orange,XXL,office,Festive,4658,5295.18,2454.99,2020-03-10,True,SUP0122,219,47.3,92,433848.8,4389.322264150943,0.040188679245283014,53,0.6981132075471698,3.6666666666666665,18,61.111111111111114,27.77777777777778,7.0,709.0,11.725,1.0,0.0761,0.1149,C,2,47,41,1,6,13
P01982,The Souled Store Track Pants Mint,Activewear,Track Pants,The Souled Store,Mint,Free Size,office,All Season,1520,1962.82,664.49,2024-04-29,True,SUP0297,631,56.28,116,174965.19,1582.4205970149255,0.06388059701492538,67,0.6865671641791045,3.9615384615384617,26,65.38461538461539,11.538461538461538,7.0,1831.0,43.875,3.0,0.0603,0.0596,A,1,57,40,0,6,9
P01983,W Maxi Dress Mustard,Dresses,Maxi Dress,W,Coral,L,sporty,All Season,9057,10077.0,3689.55,2020-04-08,True,SUP0064,747,59.26,84,597049.12,7767.95431372549,0.05156862745098039,51,0.49019607843137253,4.153846153846154,13,84.61538461538461,7.6923076923076925,4.0,1055.0,20.36,0.0,0.0476,0.0737,C,3,33,47,0,8,4
P01984,U.S. Polo Sweatshirt Black,Tops,Sweatshirt,U.S. Polo,Beige,XXL,streetwear,All Season,4760,6165.05,2213.61,2020-09-11,True,SUP0126,893,53.5,120,555553.0,4829.551285714286,0.0652857142857143,70,0.7142857142857143,4.333333333333333,30,83.33333333333334,10.0,5.0,302.0,5.733333333333333,1.0,0.0417,0.2844,A,8,53,43,0,9,0
P01985,Bewakoof Leggings Yellow,Bottoms,Leggings,Bewakoof,Purple,L,sporty,Monsoon,498,701.33,274.48,2022-11-02,True,SUP0349,1117,44.88,97,42003.51,456.15109375,0.07078125,64,0.640625,4.0,18,77.77777777777779,5.555555555555555,8.0,1063.0,35.85,1.0,0.0825,0.0836,B,2,30,6,2,8,15
P01986,Nike Blouse Red,Tops,Blouse,Nike,Red,XXL,formal,Summer,2908,3774.7,1102.19,2020-04-26,True,SUP0024,861,62.1,100,289242.52,3002.5244827586207,0.06103448275862069,58,0.7758620689655172,3.75,16,62.5,25.0,8.0,460.0,18.133333333333336,1.0,0.08,0.1786,B,8,3,30,3,3,16
P01987,Pepe Jeans Socks Cream,Innerwear,Socks,Pepe Jeans,Black,Free Size,bohemian,Winter,447,600.06,240.29,2020-04-05,True,SUP0249,576,46.24,101,45548.69,469.9743548387097,0.07241935483870968,62,0.6451612903225806,3.8421052631578947,19,73.68421052631578,15.789473684210526,4.0,924.0,28.45,0.0,0.0396,0.0985,B,6,49,34,4,0,1
P01988,Dressberry Sneakers Blue,Footwear,Sneakers,Dressberry,Coral,XXL,formal,Festive,2630,3334.63,1021.59,2021-07-15,True,SUP0015,1073,61.16,81,201430.01,2784.289387755102,0.08,49,0.6938775510204082,4.090909090909091,11,90.9090909090909,9.090909090909092,3.0,764.0,162.36666666666667,0.0,0.037,0.0959,C,5,48,12,1,3,4
P01989,Marks & Spencer Track Pants Blue,Activewear,Track Pants,Marks & Spencer,Black,XXL,luxury,Summer,4383,6379.3,2342.58,2023-01-04,True,SUP0239,1876,46.55,89,335940.35,3892.1549122807014,0.05526315789473684,57,0.7719298245614035,4.068965517241379,29,79.3103448275862,6.896551724137931,8.0,636.0,118.5,0.0,0.0899,0.1228,C,1,57,28,3,4,1
P01990,Blackberrys Maxi Dress Brown,Dresses,Maxi Dress,Blackberrys,Cream,XXL,ethnic,Festive,11325,13478.11,6442.27,2021-12-10,True,SUP0187,554,43.11,74,834315.0700000001,11147.012608695653,0.04760869565217391,46,0.6521739130434783,4.1875,16,87.5,6.25,6.0,2498.0,37.52222222222222,0.0,0.0811,0.0288,C,3,33,8,1,2,5
P01991,Mango Loafers Beige,Footwear,Loafers,Mango,Orange,XXL,party,Monsoon,2279,3356.61,1367.2,2020-05-05,True,SUP0144,278,40.01,102,217381.91,2296.0319999999997,0.06533333333333334,60,0.8333333333333334,3.857142857142857,14,64.28571428571429,21.428571428571427,7.0,1312.0,28.76,0.0,0.0686,0.0721,B,5,32,27,2,7,13
P01992,Forever 21 Track Pants Black,Activewear,Track Pants,Forever 21,Beige,XL,streetwear,Festive,849,1027.69,453.07,2020-03-27,True,SUP0120,1258,46.63,97,64101.6,722.5893220338983,0.07423728813559322,59,0.6440677966101694,3.9545454545454546,22,72.72727272727273,13.636363636363635,3.0,949.0,42.4,0.0,0.0309,0.0927,B,1,57,14,1,9,0
P01993,Uniqlo Evening Gown Navy,Dresses,Evening Gown,Uniqlo,Beige,XL,casual,Winter,9723,11272.33,3672.02,2022-07-03,True,SUP0050,721,62.23,83,825877.75,10936.959245283018,0.05433962264150943,53,0.7547169811320755,4.318181818181818,22,81.81818181818183,4.545454545454546,7.0,1050.0,45.557142857142864,1.0,0.0843,0.0733,C,3,18,44,4,1,0
P01994,U.S. Polo Polo Orange,Tops,Polo,U.S. Polo,Cream,L,office,All Season,2245,2782.48,1185.83,2022-02-05,False,SUP0178,1757,47.18,72,130164.32,1981.775918367347,0.06775510204081633,49,0.7142857142857143,3.6923076923076925,13,61.53846153846154,23.076923076923077,9.0,1204.0,57.739999999999995,0.0,0.125,0.0564,C,8,37,43,0,6,5
P01995,Aurelia Saree Red,Dresses,Saree,Aurelia,Teal,XXL,minimalist,Winter,2998,3467.45,1667.23,2020-03-26,True,SUP0248,1380,44.39,89,225665.15,2835.404,0.08127272727272727,55,0.6363636363636364,4.090909090909091,22,77.27272727272727,9.090909090909092,8.0,768.0,56.375,1.0,0.0899,0.1039,C,3,42,5,4,5,17
P01996,Reebok Sneakers Pink,Footwear,Sneakers,Reebok,Teal,XXL,party,Festive,4692,6118.95,2558.98,2023-01-01,True,SUP0268,994,45.46,93,370406.22,4318.3312068965515,0.06465517241379311,58,0.7241379310344828,4.285714285714286,21,80.95238095238095,4.761904761904762,8.0,941.0,22.383333333333336,1.0,0.086,0.0899,C,5,48,37,1,7,17
P01997,Zara Sandals Mustard,Footwear,Sandals,Zara,Pink,L,party,Monsoon,5949,8835.64,2606.82,2022-02-23,True,SUP0355,1310,56.18,78,385961.86,5314.202962962963,0.045000000000000005,54,0.6481481481481481,4.2,20,80.0,5.0,6.0,1277.0,26.266666666666666,0.0,0.0769,0.0576,C,5,41,49,2,7,14
P01998,Puma Anarkali Beige,Ethnic Wear,Anarkali,Puma,Maroon,S,streetwear,Winter,3088,4512.76,1269.03,2020-08-20,True,SUP0268,240,58.9,102,273280.46,2854.60953125,0.0684375,64,0.625,3.7142857142857144,21,61.904761904761905,14.285714285714285,11.0,703.0,21.5,0.0,0.1078,0.1267,B,4,0,36,4,9,8
P01999,LIFE Sherwani Maroon,Ethnic Wear,Sherwani,LIFE,Black,XS,formal,All Season,1976,2439.17,1028.63,2022-06-30,True,SUP0212,1647,47.94,105,176356.67,1746.3779032258064,0.04887096774193549,62,0.7419354838709677,4.0625,16,81.25,18.75,8.0,1302.0,32.233333333333334,0.0,0.0762,0.0746,B,4,44,21,0,3,1
P02000,Adidas Briefs Teal,Innerwear,Briefs,Adidas,Teal,XXL,formal,Festive,434,579.44,244.82,2023-04-24,True,SUP0247,171,43.59,110,44109.85,424.5851515151515,0.06439393939393939,66,0.7878787878787878,3.6818181818181817,22,68.18181818181817,18.181818181818183,13.0,2318.0,24.4625,1.0,0.1182,0.0453,A,6,7,1,1,3,17
P02001,The Souled Store Sports Bra Red,Activewear,Sports Bra,The Souled Store,Brown,XXL,luxury,Monsoon,1425,1937.4,579.51,2023-02-05,True,SUP0391,757,59.33,93,145873.34,1524.095172413793,0.0693103448275862,58,0.6551724137931034,4.0,22,72.72727272727273,4.545454545454546,8.0,1008.0,39.480000000000004,1.0,0.086,0.0845,C,1,50,40,2,4,3
P02002,Decathlon Sunglasses Blue,Accessories,Sunglasses,Decathlon,Mustard,S,office,Festive,777,981.95,427.5,2021-07-12,True,SUP0360,1408,44.98,115,73985.22,725.9920833333333,0.05555555555555555,72,0.6666666666666666,3.7058823529411766,34,67.64705882352942,20.588235294117645,8.0,2683.0,51.74166666666667,1.0,0.0696,0.0411,A,0,52,11,1,6,10
P02003,Global Desi Sandals Mustard,Footwear,Sandals,Global Desi,Mustard,Free Size,luxury,Festive,4157,5906.69,2397.77,2021-08-05,True,SUP0384,459,42.32,90,316695.74,3843.2372413793105,0.0443103448275862,58,0.6206896551724138,3.8823529411764706,17,70.58823529411765,5.88235294117647,9.0,1495.0,40.642857142857146,2.0,0.1,0.0568,C,5,41,15,1,4,10
P02004,Vero Moda Dupatta Navy,Ethnic Wear,Dupatta,Vero Moda,Mustard,XL,luxury,Winter,4710,6379.33,2759.17,2021-05-16,True,SUP0345,1322,41.42,115,436315.63,4466.448904109589,0.0878082191780822,73,0.6438356164383562,3.566666666666667,30,60.0,20.0,8.0,469.0,12.649999999999999,0.0,0.0696,0.1969,A,4,17,46,4,4,10
P02005,LIFE Boots Coral,Footwear,Boots,LIFE,Mustard,L,ethnic,Summer,812,1066.4,358.62,2022-03-09,True,SUP0124,1661,55.83,108,93565.54000000001,910.6053225806452,0.06258064516129033,62,0.6935483870967742,3.85,20,70.0,20.0,4.0,917.0,83.26666666666667,1.0,0.037,0.1054,B,5,4,21,3,2,10
P02006,Koovs Anarkali Teal,Ethnic Wear,Anarkali,Koovs,Yellow,XS,party,Winter,1788,2061.35,943.94,2020-06-24,False,SUP0058,227,47.21,84,123291.11,1609.612,0.08016666666666668,60,0.65,4.0,15,73.33333333333333,6.666666666666667,7.0,665.0,12.0,0.0,0.0833,0.1121,C,4,0,20,4,7,19
P02007,Pepe Jeans Socks Mint,Innerwear,Socks,Pepe Jeans,Purple,M,casual,Summer,575,861.43,234.7,2020-05-28,True,SUP0360,960,59.18,97,52928.24,572.9906666666667,0.04933333333333333,60,0.6333333333333333,3.8333333333333335,18,72.22222222222221,16.666666666666664,12.0,2341.0,21.31,2.0,0.1237,0.0398,B,6,49,34,3,1,15
P02008,Decathlon Sports Bra Beige,Activewear,Sports Bra,Decathlon,Navy,M,ethnic,Festive,4047,5105.7,1788.28,2023-05-10,True,SUP0285,1476,55.81,84,307951.18,3868.688596491228,0.05421052631578947,57,0.6140350877192983,4.0,23,78.26086956521739,8.695652173913043,4.0,1149.0,21.7625,1.0,0.0476,0.0681,C,1,50,11,1,2,11
P02009,Libas Sunglasses White,Accessories,Sunglasses,Libas,White,S,party,Festive,6682,8078.61,2713.07,2022-07-15,True,SUP0298,1681,59.4,97,527208.07,5994.435901639345,0.05852459016393443,61,0.639344262295082,3.9655172413793105,29,79.3103448275862,13.793103448275861,12.0,1208.0,63.35,0.0,0.1237,0.0743,B,0,52,24,1,7,18
P02010,Adidas Sunglasses Brown,Accessories,Sunglasses,Adidas,Coral,M,luxury,All Season,1765,2124.19,850.82,2021-07-21,True,SUP0063,116,51.79,100,156325.56,1645.9598387096773,0.05870967741935484,62,0.7258064516129032,3.5714285714285716,14,71.42857142857143,28.57142857142857,7.0,1945.0,123.2875,2.0,0.07,0.0489,B,0,52,1,0,4,4
P02011,Decathlon Compression Tights Olive,Activewear,Compression Tights,Decathlon,Purple,S,party,Monsoon,1571,2344.48,681.06,2023-10-10,True,SUP0185,1457,56.65,83,97330.67,1223.374716981132,0.055283018867924534,53,0.6792452830188679,3.789473684210526,19,63.1578947368421,10.526315789473683,10.0,1715.0,20.6375,2.0,0.1205,0.0462,C,1,13,11,2,7,15
P02012,Myntra Anarkali Mint,Ethnic Wear,Anarkali,Myntra,Black,XXL,party,Winter,1911,2216.63,745.02,2023-09-10,True,SUP0149,1897,61.01,109,192867.57,1820.8321212121211,0.04121212121212121,66,0.6212121212121212,3.9583333333333335,24,75.0,16.666666666666664,7.0,1413.0,38.65,0.0,0.0642,0.0716,A,4,0,29,4,7,1
P02013,W Flats Green,Footwear,Flats,W,Blue,S,bohemian,Summer,2846,3467.11,1305.04,2022-06-15,True,SUP0399,1110,54.14,102,234842.1,2573.173484848485,0.05,66,0.6666666666666666,3.888888888888889,18,77.77777777777779,16.666666666666664,2.0,756.0,22.250000000000004,1.0,0.0196,0.1189,B,5,19,47,3,0,2
P02014,Lee Leggings Red,Bottoms,Leggings,Lee,Purple,L,office,Winter,3093,3683.42,1195.11,2021-09-23,True,SUP0209,642,61.36,86,239066.2,2794.5896226415093,0.07773584905660377,53,0.6981132075471698,3.7142857142857144,21,71.42857142857143,9.523809523809524,8.0,1104.0,64.47500000000001,0.0,0.093,0.0723,C,2,30,22,4,6,15
P02015,Adidas Shorts Black,Bottoms,Shorts,Adidas,Navy,XL,luxury,Festive,1378,1821.69,523.37,2022-08-05,True,SUP0152,1798,62.02,113,141172.99,1317.5524615384616,0.08138461538461539,65,0.8307692307692308,3.782608695652174,23,65.21739130434783,13.043478260869565,4.0,1868.0,23.577777777777776,1.0,0.0354,0.057,A,2,46,1,1,4,11
P02016,Puma Handbag Mint,Accessories,Handbag,Puma,Orange,S,sporty,All Season,5223,6990.28,2015.74,2021-11-21,True,SUP0309,1760,61.41,104,490470.9,4827.19884057971,0.07869565217391304,69,0.6956521739130435,4.375,24,87.5,0.0,10.0,1236.0,83.58,1.0,0.0962,0.0776,B,0,21,36,0,8,13
P02017,Forever 21 Salwar Suit Beige,Dresses,Salwar Suit,Forever 21,Mint,L,sporty,Festive,10278,14397.7,5811.08,2023-02-08,True,SUP0093,1865,43.46,96,1024711.43,10839.50049180328,0.04672131147540984,61,0.7049180327868853,4.095238095238095,21,80.95238095238095,9.523809523809524,7.0,454.0,30.3,0.0,0.0729,0.1745,B,3,40,14,1,8,9
P02018,Decathlon Socks Orange,Innerwear,Socks,Decathlon,Grey,XXL,sporty,Festive,234,279.15,98.7,2020-01-03,True,SUP0324,581,57.82,102,23557.45,229.82353846153848,0.054615384615384614,65,0.7538461538461538,3.962962962962963,27,70.37037037037037,11.11111111111111,5.0,90.0,9.0,0.0,0.049,0.5312,B,6,49,11,1,8,7
P02019,Jack & Jones Casual Dress Navy,Dresses,Casual Dress,Jack & Jones,Orange,M,casual,Festive,11524,15298.42,4618.7,2021-08-23,True,SUP0365,1707,59.92,101,1180264.22,12481.742999999999,0.056666666666666664,60,0.6333333333333333,3.8095238095238093,21,76.19047619047619,19.047619047619047,8.0,760.0,77.28,1.0,0.0792,0.1173,B,3,9,18,1,1,13
P02020,Uniqlo Sherwani Pink,Ethnic Wear,Sherwani,Uniqlo,Teal,S,casual,Monsoon,2516,3394.51,1327.29,2022-02-23,True,SUP0345,895,47.25,81,188119.98,2588.2193333333335,0.06222222222222222,45,0.6666666666666666,4.2,15,93.33333333333333,6.666666666666667,14.0,978.0,16.5,2.0,0.1728,0.0765,C,4,44,44,2,1,17
P02021,W Running Shoes Green,Activewear,Running Shoes,W,Beige,M,bohemian,Summer,1627,1885.6,910.35,2023-09-11,True,SUP0262,1174,44.05,113,155656.37,1517.6308695652174,0.07710144927536232,69,0.7536231884057971,4.166666666666667,24,79.16666666666666,12.5,8.0,778.0,113.5,0.0,0.0708,0.1268,A,1,39,47,3,0,0
P02022,Dressberry Belt Maroon,Accessories,Belt,Dressberry,Beige,Free Size,sporty,All Season,2385,3336.53,1100.14,2020-08-17,True,SUP0104,1249,53.87,96,218227.93,2297.6988135593224,0.05067796610169492,59,0.711864406779661,3.875,16,75.0,12.5,3.0,1602.0,58.185714285714276,1.0,0.0312,0.0565,B,0,1,12,0,8,0
P02023,Peter England Handbag Beige,Accessories,Handbag,Peter England,Olive,L,casual,Festive,7786,9729.01,3794.07,2022-02-08,True,SUP0309,1710,51.27,76,530202.0599999999,7739.7096296296295,0.04777777777777778,54,0.7592592592592593,4.222222222222222,18,83.33333333333334,5.555555555555555,2.0,1577.0,34.2,3.0,0.0263,0.046,C,0,21,35,1,1,12
P02024,Here&Now Mini Dress Maroon,Dresses,Mini Dress,Here&Now,Navy,XL,streetwear,Monsoon,9466,10536.55,5338.7,2020-08-31,False,SUP0203,1623,43.6,83,714559.01,9020.94019607843,0.04980392156862745,51,0.7254901960784313,3.652173913043478,23,60.86956521739131,17.391304347826086,8.0,830.0,32.65,1.0,0.0964,0.0909,C,3,34,17,2,9,11
P02025,Pepe Jeans Handbag Blue,Accessories,Handbag,Pepe Jeans,Green,S,sporty,Winter,5981,7094.3,2095.48,2023-06-18,True,SUP0029,968,64.96,73,444395.66,6333.028653846153,0.08346153846153846,52,0.6346153846153846,3.619047619047619,21,52.38095238095239,14.285714285714285,10.0,389.0,25.9,0.0,0.137,0.158,C,0,21,34,4,8,6
P02026,True Blue Belt Teal,Accessories,Belt,True Blue,Purple,Free Size,sporty,Winter,2308,3010.69,1242.59,2020-02-23,False,SUP0134,504,46.16,94,200469.42,2407.9196721311478,0.06770491803278689,61,0.639344262295082,3.9047619047619047,21,57.14285714285714,9.523809523809524,11.0,173.0,7.566666666666666,1.0,0.117,0.3521,C,0,1,42,4,8,15
P02027,Van Heusen Wallet Navy,Accessories,Wallet,Van Heusen,Green,XL,formal,Festive,4810,5939.43,1859.11,2021-12-09,True,SUP0172,1096,61.35,67,295868.06,4702.643777777777,0.05977777777777778,45,0.7333333333333333,4.636363636363637,11,90.9090909090909,0.0,7.0,1137.0,16.842857142857145,2.0,0.1045,0.0556,C,0,59,45,1,3,6
P02028,LIFE Thermal Innerwear Orange,Innerwear,Thermal Innerwear,LIFE,Green,Free Size,bohemian,Monsoon,542,780.59,271.64,2021-08-30,True,SUP0277,1264,49.88,113,52315.95,496.1689855072464,0.07507246376811594,69,0.6811594202898551,3.6,30,70.0,26.666666666666668,3.0,1619.0,56.025,0.0,0.0265,0.0652,A,6,56,21,2,0,6
P02029,All About You Sweatshirt Navy,Tops,Sweatshirt,All About You,Cream,XS,ethnic,All Season,882,1185.94,465.43,2023-09-13,True,SUP0058,899,47.23,118,99422.47,904.72,0.04067567567567568,74,0.6891891891891891,4.3076923076923075,13,92.3076923076923,0.0,7.0,743.0,18.866666666666664,0.0,0.0593,0.137,A,8,53,2,0,2,5
P02030,Biba Oxford Yellow,Footwear,Oxford,Biba,Purple,Free Size,streetwear,Monsoon,2980,4102.34,1254.84,2022-12-18,True,SUP0159,1924,57.89,81,256983.77000000002,3228.160408163265,0.06591836734693877,49,0.7551020408163265,3.9375,16,81.25,18.75,13.0,258.0,32.2,0.0,0.1605,0.2389,C,5,35,7,2,9,15
P02031,Bewakoof Chinos Green,Bottoms,Chinos,Bewakoof,White,M,formal,Summer,1717,2338.86,888.42,2023-10-15,True,SUP0183,1741,48.26,86,122077.45,1606.5932142857143,0.0625,56,0.7321428571428571,4.066666666666666,30,76.66666666666667,13.333333333333334,12.0,953.0,49.0,0.0,0.1395,0.0828,C,2,10,6,3,3,18
P02032,Blackberrys Saree Olive,Dresses,Saree,Blackberrys,Navy,M,streetwear,Monsoon,9202,10344.34,3418.86,2023-12-12,True,SUP0033,405,62.85,113,901110.43,8778.918142857143,0.07428571428571429,70,0.7,4.035714285714286,28,71.42857142857143,7.142857142857142,8.0,40.0,5.0,0.0,0.0708,0.7386,A,3,42,8,2,9,11
P02033,Dressberry Leggings Green,Bottoms,Leggings,Dressberry,Grey,Free Size,minimalist,All Season,2980,4240.42,1286.87,2020-04-13,True,SUP0017,1743,56.82,82,202116.18,2738.211346153846,0.054615384615384614,52,0.6923076923076923,3.235294117647059,17,47.05882352941176,41.17647058823529,11.0,118.0,4.85,1.0,0.1341,0.41,C,2,30,12,0,5,7
