promo_id,product_id,promo_type,discount_pct,channel,target_segment,start_date,end_date,budget,is_active,duration_days
PR007448,P04361,Free Shipping,0.59,Offline,Luxury Shopper,2022-02-06,2022-02-16,43941,False,10
PR007449,P01885,Cashback,0.18,Both,Working Professional,2023-09-30,2023-10-05,319261,False,5
PR007450,P02713,BOGO,0.36,Both,Budget Shopper,2022-10-31,2022-11-10,120291,False,10
PR007451,P04466,Free Shipping,0.54,Offline,Student,2022-03-06,2022-03-19,366111,True,13
PR007452,P01001,Free Shipping,0.34,Both,Fashion Enthusiast,2022-05-14,2022-05-15,391224,True,1
PR007453,P04895,Percentage Off,0.53,Offline,Family Shopper,2024-01-19,2024-02-06,182896,True,18
PR007454,P04464,Bundle,0.4,Offline,Brand Loyalist,2023-09-19,2023-09-23,274131,False,4
PR007455,P04857,Flat Discount,0.15,Offline,Seasonal Buyer,2023-06-04,2023-06-19,499882,False,15
PR007456,P01658,Percentage Off,0.3,Online,Fashion Enthusiast,2024-05-30,2024-06-21,414809,False,22
PR007457,P01720,BOGO,0.12,Both,Family Shopper,2023-09-17,2023-10-01,132310,False,14
PR007458,P02802,Bundle,0.26,Online,Fashion Enthusiast,2022-03-31,2022-04-18,382594,False,18
PR007459,P00831,Percentage Off,0.29,Online,Frequent Buyer,2022-09-14,2022-09-28,306240,False,14
PR007460,P03769,Flat Discount,0.43,Offline,Working Professional,2024-10-19,2024-11-03,182379,False,15
PR007461,P00434,Bundle,0.43,Offline,Impulse Buyer,2022-06-28,2022-07-05,181716,False,7
PR007462,P00135,BOGO,0.4,Offline,Seasonal Buyer,2023-09-25,2023-10-04,121915,True,9
PR007463,P01402,Free Shipping,0.51,Online,Budget Shopper,2024-12-07,2024-12-24,389655,False,17
PR007464,P02534,Percentage Off,0.45,Both,Working Professional,2022-07-13,2022-07-23,280090,True,10
PR007465,P04011,Bundle,0.31,Both,Budget Shopper,2023-12-21,2024-01-16,402881,False,26
PR007466,P00812,Bundle,0.3,Online,Frequent Buyer,2024-01-18,2024-01-28,139348,True,10
PR007467,P01460,Bundle,0.1,Offline,Seasonal Buyer,2022-02-17,2022-03-15,133562,True,26
PR007468,P00939,Percentage Off,0.52,Offline,Family Shopper,2022-03-26,2022-04-01,238484,True,6
PR007469,P02762,Free Shipping,0.53,Offline,Impulse Buyer,2024-02-23,2024-03-09,498374,False,15
PR007470,P01271,Free Shipping,0.14,Online,Student,2024-02-09,2024-02-19,305051,True,10
PR007471,P04954,Bundle,0.56,Offline,Student,2022-11-07,2022-11-24,424662,False,17
PR007472,P02770,Percentage Off,0.56,Both,Fashion Enthusiast,2023-07-14,2023-07-18,214702,True,4
PR007473,P02996,BOGO,0.18,Online,Frequent Buyer,2024-03-30,2024-04-08,73241,False,9
PR007474,P04009,Bundle,0.31,Offline,Working Professional,2023-11-30,2023-12-17,439287,False,17
PR007475,P04600,Free Shipping,0.53,Both,Student,2023-12-22,2024-01-07,389652,True,16
PR007476,P03190,Cashback,0.52,Offline,Brand Loyalist,2022-11-16,2022-12-01,462032,False,15
PR007477,P01436,Flat Discount,0.37,Offline,Frequent Buyer,2024-07-23,2024-08-06,385633,False,14
PR007478,P02317,Cashback,0.52,Both,Fashion Enthusiast,2023-04-20,2023-04-25,381796,True,5
PR007479,P02533,Bundle,0.28,Online,Working Professional,2022-03-13,2022-03-23,424222,True,10
PR007480,P03751,Flat Discount,0.08,Offline,Fashion Enthusiast,2024-08-07,2024-08-11,439964,False,4
PR007481,P00497,Free Shipping,0.34,Offline,Luxury Shopper,2022-01-20,2022-02-14,404305,False,25
PR007482,P01436,Bundle,0.27,Offline,Budget Shopper,2023-02-09,2023-03-05,468245,True,24
PR007483,P02893,Free Shipping,0.24,Both,Family Shopper,2024-05-19,2024-05-31,245500,False,12
PR007484,P04355,Cashback,0.29,Offline,Frequent Buyer,2024-07-07,2024-08-01,349129,True,25
PR007485,P02670,Flat Discount,0.33,Both,Student,2023-12-04,2023-12-15,152116,False,11
PR007486,P01191,Cashback,0.45,Both,Luxury Shopper,2022-07-10,2022-07-17,301600,True,7
PR007487,P01739,Cashback,0.39,Online,Luxury Shopper,2023-05-21,2023-06-17,341958,False,27
PR007488,P03442,Percentage Off,0.09,Both,Luxury Shopper,2024-07-10,2024-08-09,43026,False,30
PR007489,P00604,Bundle,0.49,Online,Frequent Buyer,2022-04-15,2022-04-26,418261,True,11
PR007490,P02548,Bundle,0.2,Online,Brand Loyalist,2023-11-08,2023-12-03,187078,False,25
PR007491,P04924,Cashback,0.36,Offline,Brand Loyalist,2024-03-31,2024-04-30,22584,True,30
PR007492,P04074,Cashback,0.54,Online,Seasonal Buyer,2024-04-27,2024-05-08,391463,True,11
PR007493,P01544,Free Shipping,0.53,Online,Impulse Buyer,2023-11-28,2023-12-06,228014,True,8
PR007494,P00048,Bundle,0.28,Offline,Working Professional,2023-08-07,2023-08-18,459005,True,11
PR007495,P02297,Free Shipping,0.21,Offline,Student,2024-06-11,2024-06-14,329424,True,3
PR007496,P04931,Cashback,0.28,Both,Brand Loyalist,2022-05-15,2022-05-20,484031,False,5
PR007497,P03768,Bundle,0.44,Both,Student,2022-11-15,2022-11-18,417814,False,3
PR007498,P03111,Percentage Off,0.57,Both,Family Shopper,2023-05-15,2023-06-11,85226,False,27
PR007499,P04225,BOGO,0.46,Online,Luxury Shopper,2023-11-28,2023-12-24,253958,False,26
PR007500,P00553,Flat Discount,0.22,Online,Impulse Buyer,2022-03-04,2022-03-06,424537,True,2
PR007501,P02586,Cashback,0.51,Offline,Fashion Enthusiast,2023-08-02,2023-08-15,199040,True,13
PR007502,P03006,Percentage Off,0.17,Offline,Fashion Enthusiast,2023-10-21,2023-11-19,172917,False,29
PR007503,P01858,Percentage Off,0.21,Both,Family Shopper,2024-04-06,2024-05-04,86931,False,28
PR007504,P02880,Flat Discount,0.31,Both,Brand Loyalist,2023-11-22,2023-11-28,460286,False,6
PR007505,P03542,Bundle,0.41,Both,Fashion Enthusiast,2024-03-10,2024-03-14,122117,True,4
PR007506,P02910,Bundle,0.46,Online,Impulse Buyer,2023-02-17,2023-03-18,396551,True,29
PR007507,P01796,Percentage Off,0.08,Both,Impulse Buyer,2024-05-23,2024-06-19,348263,False,27
PR007508,P02375,Percentage Off,0.22,Offline,Student,2022-06-29,2022-07-10,82078,True,11
PR007509,P02793,BOGO,0.34,Both,Impulse Buyer,2023-11-12,2023-11-13,230492,False,1
PR007510,P04338,BOGO,0.49,Both,Fashion Enthusiast,2023-05-27,2023-06-23,291766,False,27
PR007511,P02999,Flat Discount,0.27,Both,Frequent Buyer,2022-11-01,2022-11-17,487587,True,16
PR007512,P01670,Free Shipping,0.23,Both,Budget Shopper,2022-03-29,2022-04-14,129164,False,16
PR007513,P04374,Flat Discount,0.57,Offline,Seasonal Buyer,2024-06-19,2024-07-17,43962,False,28
PR007514,P04442,Free Shipping,0.46,Online,Student,2024-11-17,2024-12-03,397981,False,16
PR007515,P01942,BOGO,0.59,Both,Student,2022-01-19,2022-01-23,454348,True,4
PR007516,P01072,Cashback,0.32,Offline,Impulse Buyer,2024-06-29,2024-07-29,296338,True,30
PR007517,P04866,Flat Discount,0.29,Both,Student,2022-04-24,2022-05-02,10911,True,8
PR007518,P04833,Cashback,0.19,Both,Luxury Shopper,2022-01-28,2022-02-14,388770,False,17
PR007519,P02945,BOGO,0.16,Online,Frequent Buyer,2022-01-08,2022-02-05,132549,True,28
PR007520,P03609,Cashback,0.46,Offline,Seasonal Buyer,2022-03-05,2022-03-16,384207,True,11
PR007521,P03032,Cashback,0.19,Offline,Student,2024-12-14,2025-01-12,244841,True,29
PR007522,P01197,BOGO,0.24,Online,Family Shopper,2023-02-03,2023-02-07,254531,True,4
PR007523,P01347,Cashback,0.35,Offline,Impulse Buyer,2024-06-30,2024-07-01,95559,False,1
PR007524,P02960,Percentage Off,0.57,Offline,Impulse Buyer,2024-08-26,2024-08-31,305311,False,5
PR007525,P03021,Flat Discount,0.46,Offline,Luxury Shopper,2022-04-16,2022-04-21,406202,False,5
PR007526,P02455,Free Shipping,0.43,Offline,Working Professional,2023-11-03,2023-11-15,83446,True,12
PR007527,P01782,Percentage Off,0.22,Online,Frequent Buyer,2022-05-18,2022-06-04,360360,False,17
PR007528,P00093,Percentage Off,0.49,Online,Student,2022-12-06,2022-12-16,409013,True,10
PR007529,P03804,Percentage Off,0.38,Offline,Impulse Buyer,2022-11-13,2022-12-05,477380,False,22
PR007530,P04601,Bundle,0.51,Offline,Student,2023-01-02,2023-01-12,47329,False,10
PR007531,P02890,BOGO,0.58,Offline,Family Shopper,2024-09-06,2024-10-03,474772,False,27
PR007532,P01560,BOGO,0.44,Both,Budget Shopper,2022-02-11,2022-02-13,283802,False,2
PR007533,P03909,Percentage Off,0.47,Online,Luxury Shopper,2023-12-19,2024-01-05,139637,False,17
PR007534,P00888,Bundle,0.51,Offline,Seasonal Buyer,2023-09-14,2023-09-19,97318,True,5
PR007535,P02253,Free Shipping,0.09,Offline,Student,2023-06-20,2023-06-29,92917,False,9
PR007536,P02597,Percentage Off,0.14,Both,Working Professional,2022-10-16,2022-11-01,371162,True,16
PR007537,P02050,BOGO,0.45,Both,Working Professional,2023-06-21,2023-07-13,454557,True,22
PR007538,P02014,Bundle,0.52,Online,Fashion Enthusiast,2022-11-05,2022-12-03,486014,False,28
PR007539,P01861,BOGO,0.44,Online,Budget Shopper,2023-04-27,2023-05-18,124895,True,21
PR007540,P00295,Cashback,0.15,Online,Seasonal Buyer,2022-02-07,2022-02-11,45263,False,4
PR007541,P02214,BOGO,0.35,Online,Family Shopper,2023-02-06,2023-03-04,295427,True,26
PR007542,P03055,BOGO,0.19,Both,Budget Shopper,2023-08-20,2023-09-08,101042,True,19
PR007543,P01341,Free Shipping,0.1,Online,Family Shopper,2023-03-23,2023-04-11,121208,True,19
PR007544,P02979,Bundle,0.27,Online,Family Shopper,2022-07-30,2022-08-17,470145,False,18
PR007545,P04367,Flat Discount,0.37,Both,Luxury Shopper,2022-09-25,2022-10-21,184849,True,26
PR007546,P04260,Bundle,0.18,Online,Family Shopper,2023-02-05,2023-03-01,156941,True,24
PR007547,P02433,Cashback,0.05,Both,Seasonal Buyer,2023-05-12,2023-05-26,267434,True,14
PR007548,P02425,BOGO,0.5,Online,Fashion Enthusiast,2024-03-24,2024-04-08,166638,False,15
PR007549,P03006,Percentage Off,0.5,Offline,Working Professional,2022-01-26,2022-02-06,31157,True,11
PR007550,P04314,BOGO,0.1,Online,Luxury Shopper,2023-11-10,2023-11-21,493081,True,11
PR007551,P03206,Bundle,0.58,Both,Impulse Buyer,2022-05-03,2022-05-06,30245,False,3
PR007552,P03647,Cashback,0.55,Offline,Budget Shopper,2023-09-17,2023-10-11,355303,True,24
PR007553,P01397,Free Shipping,0.17,Offline,Impulse Buyer,2024-05-29,2024-06-12,25306,False,14
PR007554,P00136,Percentage Off,0.35,Both,Impulse Buyer,2024-05-23,2024-06-17,349938,True,25
PR007555,P02312,BOGO,0.54,Offline,Frequent Buyer,2023-06-24,2023-07-19,190985,False,25
PR007556,P01719,Flat Discount,0.53,Online,Fashion Enthusiast,2024-03-28,2024-04-16,136664,False,19
PR007557,P00964,Percentage Off,0.54,Online,Impulse Buyer,2023-06-28,2023-07-12,68289,True,14
PR007558,P02229,BOGO,0.13,Offline,Brand Loyalist,2023-02-18,2023-02-19,165622,False,1
PR007559,P00567,Free Shipping,0.53,Both,Budget Shopper,2023-12-24,2024-01-12,466766,True,19
PR007560,P03167,Bundle,0.31,Both,Seasonal Buyer,2022-11-14,2022-11-15,334160,False,1
PR007561,P03844,Flat Discount,0.24,Both,Luxury Shopper,2022-08-23,2022-09-04,39242,False,12
PR007562,P04933,Flat Discount,0.3,Online,Working Professional,2024-04-15,2024-04-23,356629,True,8
PR007563,P03360,Percentage Off,0.39,Offline,Working Professional,2022-10-13,2022-10-31,13634,True,18
PR007564,P01460,Bundle,0.53,Offline,Fashion Enthusiast,2022-08-25,2022-09-05,22954,False,11
PR007565,P03954,BOGO,0.52,Offline,Fashion Enthusiast,2023-05-25,2023-06-12,48799,True,18
PR007566,P00614,Free Shipping,0.28,Online,Impulse Buyer,2023-03-28,2023-04-22,450614,False,25
PR007567,P03664,Free Shipping,0.39,Online,Fashion Enthusiast,2023-10-12,2023-11-05,447699,False,24
PR007568,P02864,Bundle,0.32,Online,Student,2024-01-13,2024-02-09,418913,True,27
PR007569,P01954,Bundle,0.11,Offline,Impulse Buyer,2024-02-13,2024-03-05,431030,False,21
PR007570,P03219,Bundle,0.44,Both,Student,2022-10-02,2022-10-21,401239,False,19
PR007571,P03659,Percentage Off,0.49,Both,Seasonal Buyer,2023-06-22,2023-07-11,188699,True,19
PR007572,P04563,Bundle,0.45,Online,Seasonal Buyer,2024-06-20,2024-07-09,32494,False,19
PR007573,P02012,Free Shipping,0.59,Both,Fashion Enthusiast,2024-03-08,2024-03-13,369703,False,5
PR007574,P04908,Flat Discount,0.05,Both,Frequent Buyer,2022-12-07,2023-01-02,251024,False,26
PR007575,P04471,BOGO,0.59,Offline,Impulse Buyer,2023-01-28,2023-02-24,476397,False,27
PR007576,P02226,Flat Discount,0.48,Online,Working Professional,2022-09-15,2022-10-08,474749,True,23
PR007577,P00394,Flat Discount,0.32,Offline,Family Shopper,2024-02-21,2024-03-11,340764,False,19
PR007578,P02756,Free Shipping,0.3,Both,Frequent Buyer,2023-03-31,2023-04-03,93169,True,3
PR007579,P00624,Percentage Off,0.22,Offline,Luxury Shopper,2024-06-05,2024-06-07,184855,True,2
PR007580,P02875,Cashback,0.21,Both,Family Shopper,2022-11-10,2022-11-20,351022,True,10
PR007581,P01328,Bundle,0.55,Offline,Student,2023-04-05,2023-04-14,270084,True,9
PR007582,P00214,BOGO,0.39,Both,Luxury Shopper,2023-11-27,2023-12-27,61367,True,30
PR007583,P00421,Cashback,0.45,Online,Seasonal Buyer,2022-09-01,2022-09-29,18124,False,28
PR007584,P01390,Bundle,0.28,Online,Fashion Enthusiast,2024-07-02,2024-07-25,228829,True,23
PR007585,P01382,Bundle,0.5,Both,Working Professional,2022-11-30,2022-12-14,330419,False,14
PR007586,P00849,Flat Discount,0.08,Both,Seasonal Buyer,2024-11-22,2024-11-27,109806,False,5
PR007587,P03150,Percentage Off,0.25,Offline,Seasonal Buyer,2022-01-21,2022-02-15,320861,False,25
PR007588,P01174,Cashback,0.11,Online,Seasonal Buyer,2023-11-14,2023-11-30,287714,False,16
PR007589,P00988,Percentage Off,0.47,Offline,Family Shopper,2023-09-15,2023-10-04,422028,True,19
PR007590,P01786,Bundle,0.09,Both,Family Shopper,2022-12-26,2023-01-03,298546,True,8
PR007591,P01588,Flat Discount,0.23,Online,Impulse Buyer,2022-01-28,2022-02-17,128365,True,20
PR007592,P00721,Free Shipping,0.14,Online,Working Professional,2022-09-24,2022-10-18,103285,False,24
PR007593,P00342,Bundle,0.13,Offline,Seasonal Buyer,2023-05-16,2023-06-01,98657,False,16
PR007594,P04991,Free Shipping,0.21,Both,Seasonal Buyer,2024-01-22,2024-02-16,118194,False,25
PR007595,P02527,BOGO,0.53,Online,Family Shopper,2023-12-25,2024-01-17,39397,False,23
PR007596,P00096,Free Shipping,0.32,Offline,Brand Loyalist,2023-07-03,2023-07-16,82250,False,13
PR007597,P01562,Cashback,0.3,Offline,Impulse Buyer,2022-07-19,2022-07-20,310257,True,1
PR007598,P03880,BOGO,0.18,Online,Seasonal Buyer,2022-07-26,2022-07-31,422211,True,5
PR007599,P00236,Bundle,0.06,Online,Frequent Buyer,2022-11-28,2022-12-20,245526,True,22
PR007600,P04809,Flat Discount,0.42,Online,Student,2022-08-21,2022-09-16,497794,False,26
PR007601,P03283,Free Shipping,0.27,Offline,Seasonal Buyer,2022-12-12,2023-01-04,197701,False,23
PR007602,P03618,Cashback,0.27,Both,Budget Shopper,2022-07-16,2022-07-17,408175,False,1
PR007603,P02599,Flat Discount,0.08,Online,Impulse Buyer,2024-01-01,2024-01-29,256386,True,28
PR007604,P03288,Flat Discount,0.3,Online,Family Shopper,2023-03-30,2023-04-01,302489,False,2
PR007605,P01434,BOGO,0.37,Offline,Fashion Enthusiast,2024-01-28,2024-02-20,101021,True,23
PR007606,P03605,Bundle,0.11,Online,Working Professional,2024-01-19,2024-01-31,225082,True,12
PR007607,P00493,Bundle,0.58,Offline,Working Professional,2024-12-16,2025-01-06,45116,True,21
PR007608,P03881,Flat Discount,0.18,Both,Seasonal Buyer,2023-01-26,2023-02-03,196801,True,8
PR007609,P04251,BOGO,0.55,Online,Working Professional,2023-02-26,2023-03-08,335361,True,10
PR007610,P01027,Flat Discount,0.12,Online,Family Shopper,2022-01-28,2022-02-04,185319,True,7
PR007611,P00239,Free Shipping,0.12,Online,Impulse Buyer,2024-04-22,2024-05-22,263769,True,30
PR007612,P04544,Flat Discount,0.38,Online,Impulse Buyer,2023-09-03,2023-09-10,195755,True,7
PR007613,P02317,Bundle,0.51,Both,Frequent Buyer,2022-11-23,2022-12-03,396508,False,10
PR007614,P02626,Free Shipping,0.48,Online,Luxury Shopper,2022-11-08,2022-11-14,411776,False,6
PR007615,P00169,Free Shipping,0.16,Online,Seasonal Buyer,2022-01-08,2022-02-04,54988,False,27
PR007616,P02003,Percentage Off,0.12,Online,Family Shopper,2024-03-26,2024-03-30,76872,False,4
PR007617,P01565,Bundle,0.34,Online,Brand Loyalist,2024-05-28,2024-06-03,189158,False,6
PR007618,P01631,Free Shipping,0.17,Offline,Working Professional,2024-04-22,2024-05-20,116119,True,28
PR007619,P04858,Flat Discount,0.15,Online,Family Shopper,2022-07-21,2022-07-31,225963,False,10
PR007620,P04508,Flat Discount,0.21,Online,Luxury Shopper,2024-12-16,2024-12-22,292620,True,6
PR007621,P01692,Flat Discount,0.18,Both,Frequent Buyer,2024-01-20,2024-02-12,133208,True,23
PR007622,P01050,Cashback,0.3,Both,Student,2023-02-28,2023-03-22,421131,False,22
PR007623,P01603,Flat Discount,0.48,Offline,Budget Shopper,2024-05-10,2024-06-06,253371,True,27
PR007624,P04401,BOGO,0.44,Online,Frequent Buyer,2024-01-07,2024-02-04,266135,True,28
PR007625,P01285,Cashback,0.37,Online,Seasonal Buyer,2023-09-07,2023-09-24,230503,True,17
PR007626,P02972,Cashback,0.45,Online,Seasonal Buyer,2023-05-17,2023-05-27,354473,False,10
PR007627,P01630,Cashback,0.08,Both,Budget Shopper,2023-06-03,2023-06-26,395459,False,23
PR007628,P02159,Cashback,0.37,Offline,Working Professional,2022-06-08,2022-06-30,141710,False,22
PR007629,P01239,Cashback,0.2,Both,Student,2024-10-10,2024-10-30,382773,True,20
PR007630,P01893,Percentage Off,0.43,Online,Brand Loyalist,2023-03-25,2023-03-28,133528,False,3
PR007631,P03658,Cashback,0.26,Offline,Seasonal Buyer,2023-12-19,2024-01-14,451966,True,26
PR007632,P02576,BOGO,0.54,Offline,Frequent Buyer,2022-12-15,2022-12-16,357023,False,1
PR007633,P04615,Flat Discount,0.34,Online,Working Professional,2023-12-12,2024-01-01,84457,True,20
PR007634,P01472,Percentage Off,0.14,Both,Seasonal Buyer,2023-03-20,2023-04-15,103486,True,26
PR007635,P01314,Free Shipping,0.43,Online,Student,2023-03-22,2023-04-03,418634,False,12
PR007636,P04256,Flat Discount,0.47,Online,Budget Shopper,2024-02-09,2024-02-29,360024,False,20
PR007637,P01535,Percentage Off,0.22,Both,Seasonal Buyer,2024-07-04,2024-07-28,285631,False,24
PR007638,P01332,Free Shipping,0.24,Both,Frequent Buyer,2023-12-27,2024-01-15,66754,False,19
PR007639,P01359,BOGO,0.32,Both,Student,2022-01-05,2022-01-24,302167,False,19
PR007640,P04468,Percentage Off,0.2,Online,Working Professional,2022-10-06,2022-10-07,306845,False,1
PR007641,P00573,Flat Discount,0.22,Offline,Student,2024-01-24,2024-02-19,184584,False,26
PR007642,P00276,Free Shipping,0.57,Online,Working Professional,2022-09-12,2022-09-20,477741,True,8
PR007643,P02933,Bundle,0.43,Both,Student,2024-05-28,2024-06-10,498691,True,13
PR007644,P00259,Flat Discount,0.23,Both,Family Shopper,2024-01-03,2024-01-12,249333,True,9
PR007645,P01779,BOGO,0.07,Both,Luxury Shopper,2022-03-03,2022-03-15,471460,True,12
PR007646,P02395,BOGO,0.26,Online,Family Shopper,2024-01-05,2024-02-02,185364,True,28
PR007647,P04852,Percentage Off,0.32,Offline,Seasonal Buyer,2022-04-23,2022-05-14,209648,False,21
PR007648,P03661,Bundle,0.41,Offline,Seasonal Buyer,2022-01-06,2022-01-25,430253,False,19
PR007649,P03519,Cashback,0.45,Offline,Impulse Buyer,2023-03-09,2023-03-10,393679,True,1
PR007650,P04858,Cashback,0.1,Both,Fashion Enthusiast,2022-02-13,2022-03-13,238976,False,28
PR007651,P02746,Bundle,0.17,Both,Brand Loyalist,2023-09-07,2023-09-24,388117,True,17
PR007652,P04709,Flat Discount,0.22,Offline,Family Shopper,2022-05-06,2022-05-25,91377,False,19
PR007653,P00552,Bundle,0.18,Online,Budget Shopper,2024-05-07,2024-05-17,97533,False,10
PR007654,P03723,Percentage Off,0.13,Offline,Brand Loyalist,2022-09-28,2022-10-16,200402,True,18
PR007655,P04260,Bundle,0.4,Both,Seasonal Buyer,2023-04-06,2023-04-29,194142,True,23
PR007656,P04260,BOGO,0.37,Both,Brand Loyalist,2022-03-18,2022-03-20,422003,False,2
PR007657,P04427,Cashback,0.26,Offline,Budget Shopper,2022-07-29,2022-08-02,140822,True,4
PR007658,P00067,BOGO,0.6,Online,Impulse Buyer,2023-06-15,2023-06-16,167992,True,1
PR007659,P04569,Cashback,0.23,Both,Family Shopper,2024-02-03,2024-02-26,164433,False,23
PR007660,P00791,Cashback,0.33,Offline,Working Professional,2023-05-31,2023-06-30,356595,True,30
PR007661,P02085,BOGO,0.09,Both,Frequent Buyer,2022-08-26,2022-09-16,191919,False,21
PR007662,P01449,BOGO,0.38,Online,Seasonal Buyer,2022-12-15,2023-01-14,428180,True,30
PR007663,P01063,Cashback,0.59,Online,Seasonal Buyer,2022-11-22,2022-12-10,219898,False,18
PR007664,P04941,Percentage Off,0.25,Both,Brand Loyalist,2024-06-05,2024-06-12,91588,False,7
PR007665,P03875,Cashback,0.09,Online,Fashion Enthusiast,2024-09-10,2024-10-04,171280,False,24
PR007666,P04518,Flat Discount,0.53,Online,Fashion Enthusiast,2024-09-29,2024-10-08,210834,False,9
PR007667,P03660,Bundle,0.52,Both,Student,2022-07-03,2022-07-17,496691,True,14
PR007668,P04182,Percentage Off,0.31,Offline,Impulse Buyer,2024-03-19,2024-04-05,173953,True,17
PR007669,P04713,BOGO,0.51,Both,Student,2022-10-17,2022-10-22,257647,True,5
PR007670,P00929,Flat Discount,0.27,Offline,Student,2024-11-15,2024-11-17,273192,True,2
PR007671,P02191,Free Shipping,0.19,Offline,Seasonal Buyer,2022-10-26,2022-11-25,451353,False,30
PR007672,P00603,Percentage Off,0.26,Offline,Student,2023-06-21,2023-07-04,18856,False,13
PR007673,P03256,BOGO,0.47,Both,Frequent Buyer,2023-10-17,2023-11-13,295564,True,27
PR007674,P01179,Bundle,0.1,Both,Seasonal Buyer,2022-01-03,2022-01-13,76796,False,10
PR007675,P04756,Free Shipping,0.07,Both,Seasonal Buyer,2022-01-30,2022-02-16,306126,False,17
PR007676,P03135,Free Shipping,0.44,Offline,Frequent Buyer,2024-06-25,2024-07-14,356428,False,19
PR007677,P00388,Cashback,0.56,Both,Brand Loyalist,2022-11-25,2022-12-24,240510,False,29
PR007678,P02498,Free Shipping,0.35,Both,Frequent Buyer,2022-07-02,2022-07-15,125976,False,13
PR007679,P01229,BOGO,0.26,Online,Brand Loyalist,2023-05-09,2023-05-28,69107,True,19
PR007680,P03698,Percentage Off,0.16,Online,Luxury Shopper,2023-12-29,2024-01-19,384816,False,21
PR007681,P02138,Bundle,0.08,Online,Seasonal Buyer,2023-04-25,2023-05-11,444444,False,16
PR007682,P02880,Bundle,0.07,Offline,Student,2023-01-23,2023-02-18,229316,False,26
PR007683,P02248,BOGO,0.42,Online,Luxury Shopper,2023-10-09,2023-11-04,266279,False,26
PR007684,P00844,Percentage Off,0.38,Both,Fashion Enthusiast,2024-04-10,2024-05-10,469873,False,30
PR007685,P00134,Bundle,0.56,Online,Family Shopper,2023-07-23,2023-08-12,389550,False,20
PR007686,P02850,Free Shipping,0.08,Online,Impulse Buyer,2022-08-30,2022-09-29,411699,False,30
PR007687,P01903,Cashback,0.16,Both,Seasonal Buyer,2022-12-27,2023-01-04,437971,False,8
PR007688,P02589,Percentage Off,0.57,Online,Working Professional,2023-01-30,2023-02-21,452516,False,22
PR007689,P02733,Bundle,0.52,Online,Brand Loyalist,2023-08-13,2023-08-14,86675,True,1
PR007690,P01608,Cashback,0.43,Online,Luxury Shopper,2022-06-30,2022-07-22,351521,False,22
PR007691,P00511,Free Shipping,0.39,Online,Student,2024-07-08,2024-08-03,329278,False,26
PR007692,P04419,Free Shipping,0.49,Offline,Frequent Buyer,2023-09-12,2023-09-27,333378,True,15
PR007693,P00827,Free Shipping,0.14,Online,Student,2024-09-21,2024-10-17,265830,False,26
PR007694,P02221,BOGO,0.56,Online,Seasonal Buyer,2022-04-15,2022-04-29,127909,False,14
PR007695,P04543,Flat Discount,0.45,Both,Seasonal Buyer,2023-05-31,2023-06-15,422701,True,15
PR007696,P04677,Cashback,0.44,Offline,Family Shopper,2023-08-15,2023-09-02,437843,False,18
PR007697,P00900,Percentage Off,0.2,Offline,Luxury Shopper,2022-06-08,2022-07-05,401684,False,27
PR007698,P00816,Free Shipping,0.56,Online,Seasonal Buyer,2022-11-29,2022-12-07,126662,False,8
PR007699,P02123,Flat Discount,0.46,Offline,Budget Shopper,2024-12-27,2024-12-31,278681,False,4
PR007700,P00449,Percentage Off,0.33,Online,Family Shopper,2022-07-18,2022-07-22,469105,False,4
PR007701,P03605,Free Shipping,0.59,Both,Seasonal Buyer,2023-09-19,2023-09-22,141705,False,3
PR007702,P04842,BOGO,0.09,Offline,Budget Shopper,2023-12-27,2024-01-20,100236,False,24
PR007703,P02349,Free Shipping,0.35,Online,Fashion Enthusiast,2023-09-30,2023-10-10,416234,False,10
PR007704,P03061,Percentage Off,0.54,Both,Brand Loyalist,2022-03-09,2022-03-22,286767,True,13
PR007705,P03256,Percentage Off,0.14,Both,Student,2022-08-29,2022-09-13,365480,False,15
PR007706,P01260,BOGO,0.32,Online,Fashion Enthusiast,2023-05-28,2023-06-07,453725,False,10
PR007707,P03788,BOGO,0.57,Both,Budget Shopper,2023-10-03,2023-10-10,484350,False,7
PR007708,P00805,Bundle,0.53,Online,Budget Shopper,2024-05-17,2024-06-01,343708,False,15
PR007709,P04043,Percentage Off,0.36,Offline,Seasonal Buyer,2023-03-27,2023-04-12,238175,False,16
PR007710,P04953,BOGO,0.2,Online,Fashion Enthusiast,2022-06-22,2022-07-09,268398,True,17
PR007711,P03869,Free Shipping,0.09,Both,Working Professional,2023-08-24,2023-09-20,457015,True,27
PR007712,P03983,Bundle,0.3,Online,Seasonal Buyer,2023-01-04,2023-01-10,298841,False,6
PR007713,P00574,Percentage Off,0.49,Both,Student,2023-03-19,2023-04-05,450842,False,17
PR007714,P00753,Flat Discount,0.59,Offline,Brand Loyalist,2023-03-08,2023-03-10,354198,False,2
PR007715,P00672,Bundle,0.13,Online,Family Shopper,2024-03-31,2024-04-11,500000,False,11
PR007716,P00826,Free Shipping,0.09,Offline,Working Professional,2024-09-13,2024-09-27,418833,False,14
PR007717,P03565,Cashback,0.39,Offline,Frequent Buyer,2022-02-23,2022-03-11,281343,False,16
PR007718,P04676,BOGO,0.38,Online,Brand Loyalist,2023-08-06,2023-08-29,418845,True,23
PR007719,P02043,Flat Discount,0.58,Offline,Student,2022-04-02,2022-04-03,217511,True,1
