cart_id,customer_id,product_id,quantity,added_at,status
CART0044532,C03690,P04095,1,2024-09-04 19:00:00,Abandoned
CART0044533,C08668,P01655,1,2022-04-25 20:00:00,Purchased
CART0044534,C08349,P02314,1,2023-12-23 21:00:00,Purchased
CART0044535,C01211,P02205,2,2024-01-31 18:00:00,Abandoned
CART0044536,C08027,P03564,4,2023-05-01 15:00:00,Purchased
CART0044537,C04196,P01165,1,2023-01-31 21:00:00,Abandoned
CART0044538,C02659,P04111,3,2024-10-28 05:00:00,Purchased
CART0044539,C04536,P02281,4,2022-10-17 01:00:00,Active
CART0044540,C04685,P01165,1,2024-12-31 12:00:00,Abandoned
CART0044541,C09217,P00187,3,2024-08-21 20:00:00,Abandoned
CART0044542,C05974,P00630,3,2024-05-20 10:00:00,Abandoned
CART0044543,C04497,P02057,4,2023-05-08 16:00:00,Active
CART0044544,C06112,P03515,2,2023-06-29 06:00:00,Purchased
CART0044545,C00670,P03864,2,2023-06-19 05:00:00,Abandoned
CART0044546,C08390,P01909,3,2022-02-14 11:00:00,Abandoned
CART0044547,C03709,P00253,4,2022-11-26 10:00:00,Abandoned
CART0044548,C03876,P01256,1,2024-03-19 23:00:00,Purchased
CART0044549,C01260,P00566,1,2024-02-03 12:00:00,Abandoned
CART0044550,C08528,P03398,3,2022-03-31 15:00:00,Purchased
CART0044551,C03892,P00596,2,2023-07-31 03:00:00,Purchased
CART0044552,C08488,P03035,3,2024-11-15 23:00:00,Abandoned
CART0044553,C02896,P02763,3,2024-11-12 01:00:00,Expired
CART0044554,C08399,P04284,1,2024-05-19 08:00:00,Purchased
CART0044555,C00532,P00489,2,2023-04-30 19:00:00,Abandoned
CART0044556,C07973,P04641,4,2022-12-02 13:00:00,Abandoned
CART0044557,C05368,P03046,1,2022-01-02 18:00:00,Active
CART0044558,C04034,P00790,2,2023-06-07 13:00:00,Abandoned
CART0044559,C08667,P04130,2,2022-03-15 12:00:00,Expired
CART0044560,C04958,P02386,4,2024-01-30 23:00:00,Abandoned
CART0044561,C01463,P00329,1,2022-04-08 11:00:00,Abandoned
CART0044562,C00727,P04891,2,2023-03-25 02:00:00,Abandoned
CART0044563,C09478,P00628,2,2024-09-24 20:00:00,Active
CART0044564,C00052,P04338,3,2022-01-21 01:00:00,Purchased
CART0044565,C03921,P01180,1,2022-02-20 03:00:00,Abandoned
CART0044566,C03645,P04121,3,2022-10-21 20:00:00,Abandoned
CART0044567,C08908,P01481,2,2024-03-11 12:00:00,Purchased
CART0044568,C01693,P00096,4,2022-03-16 19:00:00,Purchased
CART0044569,C04347,P04338,1,2024-03-25 00:00:00,Purchased
CART0044570,C09848,P00242,2,2023-01-14 02:00:00,Purchased
CART0044571,C02108,P03753,2,2024-08-18 01:00:00,Abandoned
CART0044572,C03887,P00938,3,2023-01-09 05:00:00,Purchased
CART0044573,C07675,P01956,1,2023-05-23 10:00:00,Purchased
CART0044574,C02819,P04894,4,2022-02-09 16:00:00,Purchased
CART0044575,C03303,P00853,3,2024-04-10 14:00:00,Purchased
CART0044576,C06584,P02681,3,2023-05-31 01:00:00,Active
CART0044577,C00064,P01121,1,2022-10-23 16:00:00,Active
CART0044578,C07192,P02552,4,2022-04-13 14:00:00,Abandoned
CART0044579,C07396,P02546,4,2023-08-14 00:00:00,Purchased
CART0044580,C01963,P04589,1,2022-07-13 13:00:00,Active
CART0044581,C04576,P03694,2,2023-10-01 11:00:00,Abandoned
CART0044582,C02981,P04348,1,2024-10-22 23:00:00,Purchased
CART0044583,C01062,P00310,1,2022-03-17 14:00:00,Purchased
CART0044584,C09712,P01597,3,2024-01-05 23:00:00,Abandoned
CART0044585,C07880,P01821,2,2023-09-25 10:00:00,Purchased
CART0044586,C05543,P02059,4,2023-06-14 17:00:00,Abandoned
CART0044587,C07987,P04416,4,2024-07-24 09:00:00,Purchased
CART0044588,C01084,P01988,1,2024-06-16 21:00:00,Abandoned
CART0044589,C02977,P03941,3,2022-06-03 15:00:00,Active
CART0044590,C03616,P01110,3,2024-12-25 09:00:00,Purchased
CART0044591,C02771,P04239,1,2022-06-16 13:00:00,Purchased
CART0044592,C09616,P04244,2,2022-02-26 03:00:00,Purchased
CART0044593,C01608,P04218,2,2022-12-03 00:00:00,Abandoned
CART0044594,C04086,P01330,1,2022-12-17 04:00:00,Active
CART0044595,C03150,P02629,4,2024-03-17 19:00:00,Purchased
CART0044596,C09222,P03810,2,2023-09-11 08:00:00,Purchased
CART0044597,C04431,P00210,4,2023-06-27 22:00:00,Abandoned
CART0044598,C09402,P01980,2,2022-05-07 14:00:00,Purchased
CART0044599,C05251,P02200,1,2022-01-02 00:00:00,Abandoned
CART0044600,C01006,P04706,4,2023-07-23 16:00:00,Expired
CART0044601,C02282,P03916,4,2023-02-02 08:00:00,Purchased
CART0044602,C04200,P00801,1,2024-09-16 22:00:00,Purchased
CART0044603,C07941,P03387,1,2024-02-27 18:00:00,Abandoned
CART0044604,C03136,P03454,4,2024-10-31 16:00:00,Purchased
CART0044605,C07853,P03028,3,2023-06-23 21:00:00,Abandoned
CART0044606,C09165,P00815,3,2023-02-22 18:00:00,Abandoned
CART0044607,C00196,P01562,2,2023-10-15 07:00:00,Abandoned
CART0044608,C06568,P00532,4,2022-02-09 23:00:00,Abandoned
CART0044609,C02899,P04123,1,2022-10-24 18:00:00,Abandoned
CART0044610,C02087,P02564,1,2024-06-14 17:00:00,Active
CART0044611,C02104,P04735,2,2024-01-08 19:00:00,Abandoned
CART0044612,C01105,P04483,3,2023-04-17 11:00:00,Purchased
CART0044613,C06368,P01175,4,2024-09-04 02:00:00,Abandoned
CART0044614,C01494,P04047,1,2022-11-18 15:00:00,Active
CART0044615,C03263,P01575,4,2024-02-06 02:00:00,Purchased
CART0044616,C08408,P02350,3,2023-05-12 21:00:00,Purchased
CART0044617,C03665,P01998,3,2023-07-23 03:00:00,Active
CART0044618,C08888,P04444,1,2023-12-17 15:00:00,Purchased
CART0044619,C04263,P00461,3,2024-10-05 18:00:00,Purchased
CART0044620,C00474,P02688,4,2022-01-19 04:00:00,Active
CART0044621,C03805,P04862,3,2024-04-07 07:00:00,Abandoned
CART0044622,C00578,P03831,1,2022-09-09 06:00:00,Purchased
CART0044623,C03468,P01157,4,2024-07-01 15:00:00,Purchased
CART0044624,C01694,P00257,4,2022-10-07 23:00:00,Purchased
CART0044625,C04173,P00711,1,2024-01-27 17:00:00,Purchased
CART0044626,C02365,P01290,1,2023-06-25 18:00:00,Purchased
CART0044627,C05022,P02907,4,2022-05-08 17:00:00,Purchased
CART0044628,C05680,P04815,4,2022-12-29 15:00:00,Abandoned
CART0044629,C09821,P01259,3,2022-09-16 16:00:00,Purchased
CART0044630,C09988,P00329,2,2024-01-01 15:00:00,Active
CART0044631,C06393,P01742,1,2023-09-11 01:00:00,Active
CART0044632,C05477,P00589,4,2022-09-24 06:00:00,Purchased
CART0044633,C05409,P02013,4,2024-11-06 23:00:00,Abandoned
CART0044634,C04177,P04457,4,2022-09-03 07:00:00,Active
CART0044635,C00172,P02951,2,2023-05-01 11:00:00,Abandoned
CART0044636,C09461,P01572,4,2022-09-20 11:00:00,Active
CART0044637,C05071,P00958,1,2024-04-21 16:00:00,Purchased
CART0044638,C01502,P01879,2,2022-12-02 04:00:00,Purchased
CART0044639,C02702,P04216,4,2023-08-12 14:00:00,Abandoned
CART0044640,C02178,P00687,3,2022-02-12 05:00:00,Abandoned
CART0044641,C06673,P03640,1,2024-07-27 16:00:00,Abandoned
CART0044642,C02676,P01209,1,2024-02-26 03:00:00,Purchased
CART0044643,C09226,P02662,4,2022-12-05 09:00:00,Purchased
CART0044644,C07572,P04948,2,2023-01-21 02:00:00,Active
CART0044645,C06455,P02604,4,2024-01-04 00:00:00,Active
CART0044646,C08564,P04707,4,2022-09-01 22:00:00,Purchased
CART0044647,C03834,P00032,2,2024-05-28 23:00:00,Active
CART0044648,C03809,P04575,1,2024-11-16 06:00:00,Purchased
CART0044649,C04782,P04869,4,2023-05-06 18:00:00,Abandoned
CART0044650,C05603,P04986,1,2023-12-13 03:00:00,Purchased
CART0044651,C09919,P00085,3,2022-03-30 12:00:00,Purchased
CART0044652,C07731,P00786,2,2023-03-20 00:00:00,Purchased
CART0044653,C09816,P03893,4,2023-01-04 01:00:00,Purchased
CART0044654,C00449,P04976,2,2024-09-17 15:00:00,Abandoned
CART0044655,C03400,P03276,4,2022-03-17 10:00:00,Active
CART0044656,C02804,P01468,1,2024-04-24 23:00:00,Abandoned
CART0044657,C10000,P02182,2,2023-08-15 09:00:00,Purchased
CART0044658,C09276,P01800,2,2024-11-17 07:00:00,Abandoned
CART0044659,C03710,P03638,4,2024-10-08 03:00:00,Expired
CART0044660,C02181,P02877,2,2023-09-09 15:00:00,Active
CART0044661,C03319,P04652,2,2022-08-14 04:00:00,Purchased
CART0044662,C09416,P02762,3,2024-07-10 07:00:00,Abandoned
CART0044663,C01940,P00572,3,2022-10-20 20:00:00,Active
CART0044664,C03218,P00489,2,2022-06-25 13:00:00,Purchased
CART0044665,C08514,P04835,2,2022-03-29 21:00:00,Expired
CART0044666,C02809,P02674,1,2023-11-09 08:00:00,Purchased
CART0044667,C06308,P01821,1,2023-05-11 02:00:00,Purchased
CART0044668,C00830,P03473,4,2024-10-09 03:00:00,Abandoned
CART0044669,C01956,P00458,4,2023-01-23 18:00:00,Abandoned
CART0044670,C05140,P00165,2,2023-06-05 18:00:00,Purchased
CART0044671,C05594,P04206,1,2022-10-18 04:00:00,Abandoned
CART0044672,C01394,P03224,3,2024-06-05 20:00:00,Active
CART0044673,C07984,P04273,2,2024-07-26 11:00:00,Purchased
CART0044674,C06275,P01538,2,2024-09-06 00:00:00,Abandoned
CART0044675,C00716,P03501,2,2023-04-04 00:00:00,Purchased
CART0044676,C04570,P02856,4,2023-02-09 09:00:00,Purchased
CART0044677,C05698,P03395,4,2024-02-18 04:00:00,Abandoned
CART0044678,C08181,P03803,2,2023-06-04 14:00:00,Purchased
CART0044679,C00358,P02770,1,2024-04-12 01:00:00,Purchased
CART0044680,C02395,P04205,2,2023-02-12 11:00:00,Active
CART0044681,C04478,P02813,2,2023-09-16 23:00:00,Abandoned
CART0044682,C06666,P04983,4,2024-08-10 00:00:00,Abandoned
CART0044683,C09681,P02489,3,2022-01-18 00:00:00,Purchased
CART0044684,C06545,P04807,2,2022-12-26 20:00:00,Active
CART0044685,C01584,P03973,2,2024-12-06 20:00:00,Purchased
CART0044686,C04108,P00487,3,2024-09-01 04:00:00,Purchased
CART0044687,C04328,P00121,3,2022-09-10 03:00:00,Active
CART0044688,C02032,P02101,4,2023-11-08 03:00:00,Active
CART0044689,C01979,P04824,3,2023-08-16 09:00:00,Purchased
CART0044690,C02695,P02737,2,2022-07-18 01:00:00,Purchased
CART0044691,C05936,P03314,3,2023-04-20 13:00:00,Purchased
CART0044692,C08403,P01264,3,2023-04-29 06:00:00,Expired
CART0044693,C09168,P02144,1,2022-04-22 09:00:00,Abandoned
CART0044694,C09105,P02545,2,2024-04-12 01:00:00,Purchased
CART0044695,C07028,P02979,1,2024-09-21 04:00:00,Active
CART0044696,C09367,P00159,4,2022-08-26 07:00:00,Abandoned
CART0044697,C02052,P04821,3,2023-10-14 21:00:00,Purchased
CART0044698,C09123,P04019,3,2024-08-29 11:00:00,Purchased
CART0044699,C05800,P00490,2,2022-04-13 19:00:00,Abandoned
CART0044700,C08940,P00536,1,2024-07-26 09:00:00,Abandoned
CART0044701,C07333,P00111,3,2024-12-22 22:00:00,Purchased
CART0044702,C00356,P01111,3,2024-02-08 08:00:00,Purchased
CART0044703,C01200,P02687,3,2024-07-26 21:00:00,Purchased
CART0044704,C06130,P03392,4,2023-07-17 20:00:00,Abandoned
CART0044705,C01084,P04626,4,2023-12-04 12:00:00,Abandoned
CART0044706,C04651,P00228,3,2022-01-17 00:00:00,Purchased
CART0044707,C09083,P03379,3,2023-04-22 03:00:00,Active
CART0044708,C05939,P03081,3,2024-05-12 22:00:00,Active
CART0044709,C05005,P04750,3,2023-05-06 10:00:00,Abandoned
CART0044710,C01454,P00667,2,2023-02-22 21:00:00,Purchased
CART0044711,C04697,P02836,2,2023-10-07 06:00:00,Active
CART0044712,C07882,P04829,4,2024-03-03 10:00:00,Abandoned
CART0044713,C05860,P04809,1,2024-06-27 05:00:00,Expired
CART0044714,C04886,P00760,3,2023-11-12 04:00:00,Abandoned
CART0044715,C07826,P04896,2,2023-01-02 19:00:00,Purchased
CART0044716,C06137,P04482,1,2022-02-11 15:00:00,Abandoned
CART0044717,C03807,P00738,3,2022-09-13 04:00:00,Abandoned
CART0044718,C03281,P02912,4,2023-10-12 21:00:00,Abandoned
CART0044719,C05257,P03216,3,2024-09-09 20:00:00,Active
CART0044720,C02042,P04094,3,2022-03-29 16:00:00,Purchased
CART0044721,C05443,P00431,4,2022-09-15 10:00:00,Purchased
CART0044722,C07376,P02472,1,2022-04-13 10:00:00,Abandoned
CART0044723,C02657,P04921,3,2022-10-11 14:00:00,Purchased
CART0044724,C04305,P03000,4,2024-03-25 06:00:00,Purchased
CART0044725,C09757,P00749,1,2023-09-21 10:00:00,Expired
CART0044726,C01443,P04154,1,2024-06-23 19:00:00,Abandoned
CART0044727,C09546,P04264,2,2023-05-01 06:00:00,Abandoned
CART0044728,C06280,P00743,1,2022-04-26 00:00:00,Abandoned
CART0044729,C08115,P00609,4,2023-09-09 00:00:00,Active
CART0044730,C02179,P00553,4,2024-11-27 15:00:00,Abandoned
CART0044731,C06853,P01226,1,2022-07-22 10:00:00,Purchased
CART0044732,C03368,P00978,1,2023-08-24 15:00:00,Abandoned
CART0044733,C08886,P01637,1,2023-09-20 02:00:00,Abandoned
CART0044734,C03043,P00157,2,2022-03-28 10:00:00,Purchased
CART0044735,C03263,P00939,3,2023-11-14 00:00:00,Active
CART0044736,C08244,P00020,2,2024-11-11 16:00:00,Purchased
CART0044737,C04795,P00628,3,2023-01-17 11:00:00,Purchased
CART0044738,C01270,P00699,2,2023-04-01 17:00:00,Purchased
CART0044739,C06101,P01269,4,2023-07-17 13:00:00,Purchased
CART0044740,C01438,P02483,3,2022-02-02 02:00:00,Purchased
CART0044741,C02521,P01427,3,2023-11-24 15:00:00,Purchased
CART0044742,C03526,P01006,2,2024-02-28 02:00:00,Abandoned
CART0044743,C03899,P02229,4,2022-02-10 22:00:00,Purchased
CART0044744,C04505,P02427,4,2023-02-01 15:00:00,Purchased
CART0044745,C03533,P04385,2,2023-07-27 04:00:00,Purchased
CART0044746,C01947,P02781,4,2022-08-04 22:00:00,Active
CART0044747,C01730,P00503,3,2023-06-15 08:00:00,Abandoned
CART0044748,C00459,P04347,1,2023-11-14 09:00:00,Purchased
CART0044749,C07059,P01895,1,2024-10-10 16:00:00,Abandoned
CART0044750,C01955,P03092,4,2024-09-30 00:00:00,Abandoned
CART0044751,C09119,P01155,3,2024-07-19 23:00:00,Purchased
CART0044752,C07546,P03831,2,2024-04-16 02:00:00,Active
CART0044753,C05789,P02095,2,2023-01-21 12:00:00,Purchased
CART0044754,C00354,P02470,1,2022-03-15 01:00:00,Purchased
CART0044755,C08431,P04650,4,2022-12-01 09:00:00,Purchased
CART0044756,C06053,P03661,3,2023-06-01 10:00:00,Purchased
CART0044757,C03750,P03031,4,2023-01-22 06:00:00,Abandoned
CART0044758,C08976,P04209,1,2024-10-15 02:00:00,Expired
CART0044759,C09982,P03019,1,2024-07-23 21:00:00,Abandoned
CART0044760,C03003,P03667,1,2024-05-29 14:00:00,Active
CART0044761,C04377,P00769,2,2024-09-13 05:00:00,Abandoned
CART0044762,C06452,P03992,4,2023-12-27 18:00:00,Active
CART0044763,C00469,P00154,1,2022-05-05 10:00:00,Purchased
CART0044764,C02730,P00031,4,2023-08-29 13:00:00,Active
CART0044765,C02913,P00915,4,2023-12-03 20:00:00,Purchased
CART0044766,C01913,P03145,1,2023-04-20 23:00:00,Abandoned
CART0044767,C03986,P03938,2,2022-10-13 11:00:00,Abandoned
CART0044768,C06372,P01480,4,2022-03-07 01:00:00,Abandoned
CART0044769,C07126,P02156,2,2023-05-28 19:00:00,Purchased
CART0044770,C03053,P02292,3,2024-11-08 12:00:00,Purchased
CART0044771,C04223,P02893,4,2024-03-05 00:00:00,Purchased
CART0044772,C04783,P02743,2,2022-03-21 06:00:00,Purchased
CART0044773,C03379,P04284,3,2024-09-27 08:00:00,Abandoned
CART0044774,C06810,P04607,4,2024-12-09 01:00:00,Active
CART0044775,C06605,P02387,2,2022-08-08 22:00:00,Abandoned
CART0044776,C04346,P03309,4,2022-11-04 05:00:00,Abandoned
CART0044777,C02243,P00317,1,2022-04-12 04:00:00,Purchased
CART0044778,C03606,P02149,4,2023-07-11 07:00:00,Purchased
CART0044779,C07669,P03843,4,2022-05-06 03:00:00,Purchased
CART0044780,C04035,P04135,4,2023-05-21 08:00:00,Abandoned
CART0044781,C03273,P03414,3,2024-04-16 02:00:00,Abandoned
CART0044782,C04979,P04067,3,2024-02-23 09:00:00,Purchased
CART0044783,C01766,P04534,3,2023-07-20 14:00:00,Expired
CART0044784,C01972,P00754,1,2022-12-16 17:00:00,Abandoned
CART0044785,C04660,P03416,3,2023-03-07 12:00:00,Abandoned
CART0044786,C09525,P03714,1,2024-12-17 05:00:00,Abandoned
CART0044787,C08914,P02486,4,2023-09-27 23:00:00,Purchased
CART0044788,C02544,P03428,4,2023-10-01 13:00:00,Abandoned
CART0044789,C08141,P03971,3,2024-09-27 12:00:00,Purchased
CART0044790,C03957,P00045,3,2023-04-08 03:00:00,Active
CART0044791,C04204,P04234,2,2024-12-02 07:00:00,Abandoned
CART0044792,C09334,P00094,2,2024-01-01 20:00:00,Active
CART0044793,C05228,P01010,4,2023-12-17 11:00:00,Purchased
CART0044794,C03332,P03716,3,2022-04-22 08:00:00,Active
CART0044795,C05927,P00425,1,2022-10-08 21:00:00,Purchased
CART0044796,C00593,P00246,1,2024-02-25 00:00:00,Purchased
CART0044797,C01677,P04784,3,2023-08-14 01:00:00,Abandoned
CART0044798,C02659,P02534,4,2023-09-08 06:00:00,Purchased
CART0044799,C05917,P04100,4,2024-05-07 06:00:00,Abandoned
CART0044800,C02511,P02050,2,2023-02-03 00:00:00,Purchased
CART0044801,C08136,P03300,4,2023-10-04 14:00:00,Abandoned
CART0044802,C03449,P00715,4,2023-06-30 06:00:00,Purchased
CART0044803,C00766,P00268,3,2022-01-04 17:00:00,Purchased
CART0044804,C03857,P01610,2,2022-05-17 16:00:00,Abandoned
CART0044805,C01335,P00331,2,2023-02-13 15:00:00,Abandoned
CART0044806,C02462,P02622,3,2023-09-15 22:00:00,Purchased
CART0044807,C05494,P03980,3,2024-10-28 12:00:00,Abandoned
CART0044808,C07999,P02872,1,2022-06-17 09:00:00,Purchased
CART0044809,C02971,P01918,1,2022-05-30 16:00:00,Purchased
CART0044810,C00073,P01216,1,2023-07-06 13:00:00,Purchased
CART0044811,C06501,P00422,4,2024-04-22 18:00:00,Abandoned
CART0044812,C00075,P01272,3,2022-09-06 16:00:00,Purchased
CART0044813,C06821,P00043,1,2024-07-05 08:00:00,Active
CART0044814,C03278,P04673,2,2022-03-17 03:00:00,Purchased
CART0044815,C00066,P02292,1,2024-12-25 21:00:00,Abandoned
CART0044816,C04506,P04789,1,2022-05-13 11:00:00,Expired
CART0044817,C06663,P01278,1,2024-12-12 04:00:00,Abandoned
CART0044818,C04851,P00019,2,2022-05-05 05:00:00,Purchased
CART0044819,C08631,P04273,3,2022-08-28 01:00:00,Abandoned
CART0044820,C04006,P04143,4,2023-01-27 08:00:00,Abandoned
CART0044821,C07117,P00039,4,2022-11-12 17:00:00,Abandoned
CART0044822,C09786,P03549,2,2022-02-19 12:00:00,Purchased
CART0044823,C06028,P01241,4,2023-05-05 15:00:00,Purchased
CART0044824,C03965,P00944,2,2024-08-09 17:00:00,Abandoned
CART0044825,C00323,P01557,2,2023-03-17 16:00:00,Abandoned
CART0044826,C07386,P03655,3,2024-04-13 03:00:00,Purchased
CART0044827,C05806,P04533,3,2022-04-02 07:00:00,Active
CART0044828,C00574,P01341,2,2023-02-22 03:00:00,Purchased
CART0044829,C01479,P00290,2,2024-02-28 21:00:00,Purchased
CART0044830,C04669,P00240,1,2023-05-04 19:00:00,Purchased
CART0044831,C08445,P00726,1,2024-12-02 23:00:00,Active
CART0044832,C01374,P03940,3,2024-05-17 11:00:00,Purchased
CART0044833,C04170,P02678,4,2024-02-25 05:00:00,Abandoned
CART0044834,C01822,P01903,4,2024-11-09 18:00:00,Expired
CART0044835,C05462,P04491,1,2024-12-11 21:00:00,Purchased
CART0044836,C08757,P02123,1,2022-07-24 04:00:00,Purchased
CART0044837,C07947,P03614,2,2022-04-17 15:00:00,Abandoned
CART0044838,C04422,P03744,3,2022-08-02 10:00:00,Purchased
CART0044839,C04930,P03209,1,2023-02-17 02:00:00,Abandoned
CART0044840,C03670,P02219,2,2022-12-03 09:00:00,Purchased
CART0044841,C06323,P04191,4,2024-03-27 17:00:00,Active
CART0044842,C01105,P01325,1,2024-11-27 15:00:00,Purchased
CART0044843,C04852,P02199,2,2023-05-27 09:00:00,Abandoned
CART0044844,C02455,P00139,1,2024-05-25 13:00:00,Abandoned
CART0044845,C09943,P04660,1,2022-12-04 11:00:00,Purchased
CART0044846,C04978,P03973,4,2023-03-06 04:00:00,Abandoned
CART0044847,C04903,P03398,4,2024-09-12 17:00:00,Purchased
CART0044848,C00246,P02355,4,2023-08-17 02:00:00,Expired
CART0044849,C01918,P04902,3,2022-12-08 20:00:00,Abandoned
CART0044850,C03929,P02256,3,2023-11-13 16:00:00,Abandoned
CART0044851,C03649,P01767,3,2022-06-10 17:00:00,Abandoned
CART0044852,C00046,P02761,1,2024-09-24 18:00:00,Abandoned
CART0044853,C07709,P04208,2,2022-10-09 07:00:00,Abandoned
CART0044854,C07967,P04747,4,2024-06-27 10:00:00,Abandoned
CART0044855,C08361,P00026,4,2024-07-18 04:00:00,Active
CART0044856,C08658,P04081,2,2023-06-12 05:00:00,Expired
CART0044857,C00242,P04062,3,2022-11-28 05:00:00,Purchased
CART0044858,C03007,P03113,4,2023-11-02 02:00:00,Abandoned
CART0044859,C08054,P00420,2,2024-10-29 15:00:00,Purchased
CART0044860,C08887,P02427,1,2024-12-01 09:00:00,Purchased
CART0044861,C07718,P02459,2,2022-07-06 15:00:00,Purchased
CART0044862,C07163,P01728,4,2022-05-11 05:00:00,Abandoned
CART0044863,C00700,P01965,1,2023-02-19 09:00:00,Active
CART0044864,C09457,P04824,1,2023-03-30 13:00:00,Abandoned
CART0044865,C08748,P01263,1,2023-10-29 16:00:00,Active
CART0044866,C01045,P03995,2,2022-10-23 00:00:00,Purchased
CART0044867,C03211,P03042,2,2022-12-10 23:00:00,Purchased
CART0044868,C02868,P03328,3,2022-05-22 05:00:00,Abandoned
CART0044869,C08992,P02763,4,2022-03-06 17:00:00,Active
CART0044870,C09832,P04776,3,2023-05-14 17:00:00,Purchased
CART0044871,C01963,P04077,1,2023-10-24 09:00:00,Active
CART0044872,C06911,P02873,2,2023-05-31 01:00:00,Abandoned
CART0044873,C06141,P04109,3,2023-07-05 18:00:00,Active
CART0044874,C02757,P03414,3,2022-06-05 13:00:00,Purchased
CART0044875,C01341,P04292,1,2022-01-26 12:00:00,Purchased
CART0044876,C05125,P03761,3,2023-12-24 19:00:00,Abandoned
CART0044877,C07269,P00653,1,2024-11-21 09:00:00,Purchased
CART0044878,C02893,P00750,3,2024-11-28 01:00:00,Abandoned
CART0044879,C09428,P01731,2,2023-11-23 04:00:00,Purchased
CART0044880,C08178,P00397,4,2023-11-24 03:00:00,Abandoned
CART0044881,C05143,P01899,2,2023-01-10 19:00:00,Purchased
CART0044882,C00145,P01577,4,2023-05-16 16:00:00,Abandoned
CART0044883,C07865,P02570,2,2024-07-20 17:00:00,Purchased
CART0044884,C08760,P04357,2,2023-10-22 15:00:00,Purchased
CART0044885,C02052,P01168,3,2022-05-07 19:00:00,Abandoned
CART0044886,C06061,P02222,3,2022-07-25 23:00:00,Purchased
CART0044887,C07310,P02991,4,2024-10-16 02:00:00,Active
CART0044888,C08585,P01486,2,2023-01-24 03:00:00,Purchased
CART0044889,C03947,P00296,2,2024-08-23 18:00:00,Abandoned
CART0044890,C06822,P04115,1,2023-02-15 08:00:00,Purchased
CART0044891,C09601,P02735,3,2022-07-22 14:00:00,Purchased
CART0044892,C02874,P01098,3,2023-01-05 06:00:00,Active
CART0044893,C02620,P00786,3,2024-03-28 22:00:00,Purchased
CART0044894,C01112,P04751,2,2023-01-18 17:00:00,Purchased
CART0044895,C09461,P02276,4,2024-01-24 02:00:00,Expired
CART0044896,C00009,P02202,1,2024-06-18 15:00:00,Abandoned
CART0044897,C09469,P01737,3,2022-06-18 02:00:00,Purchased
CART0044898,C06637,P00029,1,2024-02-13 21:00:00,Purchased
CART0044899,C00344,P01492,4,2022-04-06 05:00:00,Active
CART0044900,C01011,P01276,4,2022-10-25 17:00:00,Purchased
CART0044901,C00291,P00348,2,2024-06-03 17:00:00,Abandoned
CART0044902,C02623,P01344,1,2024-12-28 12:00:00,Expired
CART0044903,C07177,P01985,3,2022-10-08 03:00:00,Active
CART0044904,C00267,P03526,1,2023-04-12 09:00:00,Abandoned
CART0044905,C05151,P01468,2,2023-09-27 07:00:00,Purchased
CART0044906,C02061,P04389,3,2022-08-31 19:00:00,Purchased
CART0044907,C02770,P04143,3,2023-10-04 07:00:00,Abandoned
CART0044908,C01485,P01346,1,2024-05-05 22:00:00,Purchased
CART0044909,C06182,P04808,2,2022-06-02 15:00:00,Purchased
CART0044910,C01872,P01691,2,2023-01-30 07:00:00,Abandoned
CART0044911,C07493,P00053,1,2022-04-18 23:00:00,Active
CART0044912,C02955,P02260,3,2024-08-14 05:00:00,Purchased
CART0044913,C08719,P01631,2,2022-01-20 12:00:00,Purchased
CART0044914,C04254,P04350,2,2024-09-29 10:00:00,Purchased
CART0044915,C03769,P04711,2,2022-09-04 20:00:00,Abandoned
CART0044916,C09298,P02029,4,2024-09-11 05:00:00,Active
CART0044917,C05486,P03831,2,2023-07-31 13:00:00,Abandoned
CART0044918,C00858,P02399,1,2024-01-19 23:00:00,Active
CART0044919,C03613,P00538,2,2024-06-08 06:00:00,Abandoned
CART0044920,C02023,P03405,2,2022-01-04 05:00:00,Active
CART0044921,C02679,P00566,1,2022-05-20 00:00:00,Abandoned
CART0044922,C09913,P00163,2,2024-12-24 23:00:00,Abandoned
CART0044923,C01046,P03163,4,2024-04-24 19:00:00,Abandoned
CART0044924,C07964,P02024,1,2022-08-17 18:00:00,Expired
CART0044925,C08274,P01526,1,2024-01-15 07:00:00,Purchased
CART0044926,C01609,P04419,2,2022-03-18 23:00:00,Abandoned
CART0044927,C02738,P04525,1,2023-06-15 01:00:00,Purchased
CART0044928,C06866,P04644,2,2024-07-08 16:00:00,Abandoned
CART0044929,C08270,P03153,4,2023-11-21 15:00:00,Purchased
CART0044930,C06462,P00513,1,2022-10-01 22:00:00,Purchased
CART0044931,C01031,P04419,3,2023-07-17 06:00:00,Purchased
CART0044932,C03564,P03965,1,2022-04-13 11:00:00,Active
CART0044933,C09736,P02244,4,2023-08-23 13:00:00,Purchased
CART0044934,C09521,P04958,1,2024-03-18 01:00:00,Abandoned
CART0044935,C01824,P01645,4,2023-04-01 20:00:00,Purchased
CART0044936,C02258,P02637,4,2023-12-28 06:00:00,Abandoned
CART0044937,C07151,P03658,3,2023-01-01 17:00:00,Purchased
CART0044938,C02911,P01123,1,2022-05-04 18:00:00,Abandoned
CART0044939,C07113,P01084,3,2023-06-07 01:00:00,Purchased
CART0044940,C01970,P01952,3,2022-04-18 09:00:00,Purchased
CART0044941,C03499,P01343,1,2023-10-10 02:00:00,Purchased
