date,city,temperature_c,rainfall_mm,humidity_pct,weather_condition
2024-02-26,Kochi,17.6,0.0,57,Sunny
2024-02-27,Kochi,20.4,2.5,86,Rainy
2024-02-28,Kochi,13.1,0.4,66,Cloudy
2024-02-29,Kochi,20.2,0.0,92,Sunny
2024-03-01,Kochi,24.9,0.0,61,Rainy
2024-03-02,Kochi,25.8,7.4,93,Rainy
2024-03-03,Kochi,25.1,0.0,41,Rainy
2024-03-04,Kochi,24.5,3.0,73,Rainy
2024-03-05,Kochi,28.0,0.0,48,Sunny
2024-03-06,Kochi,27.9,0.7,52,Cloudy
2024-03-07,Kochi,27.9,7.1,60,Foggy
2024-03-08,Kochi,25.3,3.8,82,Sunny
2024-03-09,Kochi,23.2,6.1,48,Cloudy
2024-03-10,Kochi,23.1,1.0,76,Sunny
2024-03-11,Kochi,28.1,8.5,92,Rainy
2024-03-12,Kochi,19.3,0.0,76,Sunny
2024-03-13,Kochi,22.4,1.8,76,Sunny
2024-03-14,Kochi,24.3,2.3,85,Sunny
2024-03-15,Kochi,22.5,0.0,41,Cloudy
2024-03-16,Kochi,25.1,5.8,44,Sunny
2024-03-17,Kochi,18.9,7.1,54,Rainy
2024-03-18,Kochi,23.2,0.0,89,Sunny
2024-03-19,Kochi,20.5,5.5,70,Sunny
2024-03-20,Kochi,26.8,0.0,53,Foggy
2024-03-21,Kochi,22.9,0.0,47,Foggy
2024-03-22,Kochi,23.7,0.0,75,Sunny
2024-03-23,Kochi,21.2,0.0,48,Sunny
2024-03-24,Kochi,25.1,0.0,43,Sunny
2024-03-25,Kochi,21.7,1.7,94,Sunny
2024-03-26,Kochi,25.5,7.3,55,Sunny
2024-03-27,Kochi,20.3,0.0,52,Cloudy
2024-03-28,Kochi,20.1,9.3,69,Sunny
2024-03-29,Kochi,29.2,7.3,63,Sunny
2024-03-30,Kochi,22.0,0.0,64,Sunny
2024-03-31,Kochi,21.7,10.0,58,Sunny
2024-04-01,Kochi,29.3,5.3,74,Sunny
2024-04-02,Kochi,28.8,0.0,44,Sunny
2024-04-03,Kochi,26.9,2.0,55,Foggy
2024-04-04,Kochi,28.3,0.0,42,Rainy
2024-04-05,Kochi,29.3,1.9,73,Foggy
2024-04-06,Kochi,23.9,9.4,68,Foggy
2024-04-07,Kochi,30.6,2.6,92,Rainy
2024-04-08,Kochi,34.0,0.0,88,Rainy
2024-04-09,Kochi,24.8,1.4,78,Sunny
2024-04-10,Kochi,29.7,0.0,78,Foggy
2024-04-11,Kochi,26.8,1.0,45,Sunny
2024-04-12,Kochi,28.4,0.0,68,Cloudy
2024-04-13,Kochi,33.4,5.6,50,Sunny
2024-04-14,Kochi,28.0,0.0,86,Foggy
2024-04-15,Kochi,32.1,1.0,94,Foggy
2024-04-16,Kochi,29.1,3.3,43,Rainy
2024-04-17,Kochi,32.1,0.0,89,Sunny
2024-04-18,Kochi,30.4,6.3,81,Cloudy
2024-04-19,Kochi,33.8,7.4,87,Foggy
2024-04-20,Kochi,30.2,0.0,79,Foggy
2024-04-21,Kochi,30.2,3.1,45,Sunny
2024-04-22,Kochi,19.9,4.4,64,Sunny
2024-04-23,Kochi,29.1,0.0,65,Sunny
2024-04-24,Kochi,31.5,5.4,67,Rainy
2024-04-25,Kochi,26.0,0.0,64,Sunny
2024-04-26,Kochi,28.0,3.5,57,Sunny
2024-04-27,Kochi,29.5,0.0,82,Cloudy
2024-04-28,Kochi,28.2,1.3,68,Sunny
2024-04-29,Kochi,33.6,14.5,47,Foggy
2024-04-30,Kochi,29.8,3.5,86,Foggy
2024-05-01,Kochi,31.4,4.4,89,Cloudy
2024-05-02,Kochi,24.9,4.5,41,Cloudy
2024-05-03,Kochi,27.6,3.7,54,Sunny
2024-05-04,Kochi,27.2,3.5,56,Foggy
2024-05-05,Kochi,26.2,0.0,56,Sunny
2024-05-06,Kochi,25.9,2.4,45,Rainy
2024-05-07,Kochi,26.6,2.0,60,Sunny
2024-05-08,Kochi,24.1,13.4,47,Sunny
2024-05-09,Kochi,27.7,3.4,64,Cloudy
2024-05-10,Kochi,26.8,2.6,40,Sunny
2024-05-11,Kochi,28.5,9.5,93,Cloudy
2024-05-12,Kochi,22.5,3.1,84,Sunny
2024-05-13,Kochi,24.4,0.0,87,Rainy
2024-05-14,Kochi,29.4,0.0,71,Cloudy
2024-05-15,Kochi,33.0,6.7,83,Sunny
2024-05-16,Kochi,26.9,1.9,76,Cloudy
2024-05-17,Kochi,32.1,4.7,86,Cloudy
2024-05-18,Kochi,29.8,7.7,92,Sunny
2024-05-19,Kochi,29.8,3.3,86,Sunny
2024-05-20,Kochi,29.4,0.3,40,Cloudy
2024-05-21,Kochi,30.5,3.1,85,Sunny
2024-05-22,Kochi,26.1,2.4,62,Sunny
2024-05-23,Kochi,25.5,0.0,53,Foggy
2024-05-24,Kochi,25.2,5.1,69,Sunny
2024-05-25,Kochi,30.0,0.0,94,Rainy
2024-05-26,Kochi,30.8,1.9,82,Sunny
2024-05-27,Kochi,27.0,3.1,45,Sunny
2024-05-28,Kochi,30.4,4.5,82,Sunny
2024-05-29,Kochi,27.0,0.0,55,Sunny
2024-05-30,Kochi,32.3,1.9,84,Rainy
2024-05-31,Kochi,29.0,0.0,86,Sunny
2024-06-01,Kochi,25.8,4.2,85,Rainy
2024-06-02,Kochi,27.9,7.0,81,Sunny
2024-06-03,Kochi,29.0,15.3,54,Sunny
2024-06-04,Kochi,32.0,2.7,89,Sunny
2024-06-05,Kochi,31.7,8.4,71,Sunny
2024-06-06,Kochi,28.5,4.4,86,Sunny
2024-06-07,Kochi,25.6,5.6,43,Sunny
2024-06-08,Kochi,28.8,8.0,65,Cloudy
2024-06-09,Kochi,32.0,3.9,61,Rainy
2024-06-10,Kochi,30.4,0.0,40,Foggy
2024-06-11,Kochi,25.4,0.0,83,Rainy
2024-06-12,Kochi,21.4,7.9,70,Sunny
2024-06-13,Kochi,26.5,9.0,80,Sunny
2024-06-14,Kochi,30.1,4.6,66,Sunny
2024-06-15,Kochi,31.1,7.4,64,Foggy
2024-06-16,Kochi,31.2,0.1,43,Sunny
2024-06-17,Kochi,28.2,0.0,68,Rainy
2024-06-18,Kochi,21.8,0.0,85,Sunny
2024-06-19,Kochi,24.4,2.8,91,Sunny
2024-06-20,Kochi,29.0,0.0,90,Sunny
2024-06-21,Kochi,29.0,0.0,42,Rainy
2024-06-22,Kochi,22.9,8.2,46,Sunny
2024-06-23,Kochi,25.9,6.5,83,Sunny
2024-06-24,Kochi,28.3,0.0,71,Rainy
2024-06-25,Kochi,30.4,0.0,94,Cloudy
2024-06-26,Kochi,30.5,0.0,41,Sunny
2024-06-27,Kochi,25.9,2.3,59,Cloudy
2024-06-28,Kochi,24.8,0.0,76,Sunny
2024-06-29,Kochi,27.2,10.4,76,Sunny
2024-06-30,Kochi,30.2,5.5,43,Rainy
2024-07-01,Kochi,24.3,10.0,58,Rainy
2024-07-02,Kochi,33.9,24.0,85,Foggy
2024-07-03,Kochi,23.1,15.7,51,Rainy
2024-07-04,Kochi,26.6,21.2,61,Foggy
2024-07-05,Kochi,18.6,19.8,79,Sunny
2024-07-06,Kochi,22.2,18.0,94,Sunny
2024-07-07,Kochi,23.0,6.9,69,Rainy
2024-07-08,Kochi,25.1,14.9,59,Cloudy
2024-07-09,Kochi,23.7,8.8,85,Foggy
2024-07-10,Kochi,20.9,21.2,75,Sunny
2024-07-11,Kochi,22.8,21.6,82,Foggy
2024-07-12,Kochi,24.7,12.8,44,Rainy
2024-07-13,Kochi,24.8,22.4,74,Sunny
2024-07-14,Kochi,22.4,18.1,45,Sunny
2024-07-15,Kochi,25.6,20.3,67,Sunny
2024-07-16,Kochi,23.0,11.5,70,Rainy
2024-07-17,Kochi,20.2,13.4,82,Sunny
2024-07-18,Kochi,24.8,14.0,42,Cloudy
2024-07-19,Kochi,20.9,14.8,85,Rainy
2024-07-20,Kochi,24.3,7.1,60,Rainy
2024-07-21,Kochi,22.4,20.1,58,Sunny
2024-07-22,Kochi,26.1,15.7,45,Cloudy
2024-07-23,Kochi,23.0,3.6,44,Sunny
2024-07-24,Kochi,24.9,8.6,61,Sunny
2024-07-25,Kochi,21.8,21.1,86,Foggy
2024-07-26,Kochi,28.4,21.8,66,Sunny
2024-07-27,Kochi,25.9,21.6,67,Cloudy
2024-07-28,Kochi,22.6,19.6,88,Foggy
2024-07-29,Kochi,29.8,17.7,79,Sunny
2024-07-30,Kochi,26.2,20.1,90,Sunny
2024-07-31,Kochi,25.1,15.9,47,Cloudy
2024-08-01,Kochi,26.8,15.8,49,Rainy
2024-08-02,Kochi,28.3,8.1,61,Sunny
2024-08-03,Kochi,25.3,7.3,69,Foggy
2024-08-04,Kochi,22.4,8.1,45,Cloudy
2024-08-05,Kochi,24.9,15.6,62,Sunny
2024-08-06,Kochi,20.6,14.2,58,Rainy
2024-08-07,Kochi,20.4,14.7,91,Foggy
2024-08-08,Kochi,20.5,9.7,56,Foggy
2024-08-09,Kochi,23.4,12.3,41,Sunny
2024-08-10,Kochi,29.7,5.8,87,Cloudy
2024-08-11,Kochi,22.3,18.1,87,Sunny
2024-08-12,Kochi,30.0,14.6,71,Sunny
2024-08-13,Kochi,24.1,12.6,48,Sunny
2024-08-14,Kochi,26.1,16.8,74,Sunny
2024-08-15,Kochi,24.4,20.2,42,Sunny
2024-08-16,Kochi,23.0,18.6,74,Sunny
2024-08-17,Kochi,27.9,14.6,87,Foggy
2024-08-18,Kochi,21.3,10.0,61,Rainy
2024-08-19,Kochi,29.4,11.1,62,Rainy
2024-08-20,Kochi,24.1,13.6,43,Sunny
2024-08-21,Kochi,27.0,21.0,58,Rainy
2024-08-22,Kochi,25.8,23.2,49,Cloudy
2024-08-23,Kochi,30.8,17.4,74,Sunny
2024-08-24,Kochi,24.7,15.8,93,Cloudy
2024-08-25,Kochi,20.5,18.7,55,Cloudy
2024-08-26,Kochi,21.6,22.8,87,Cloudy
2024-08-27,Kochi,26.5,17.7,60,Rainy
2024-08-28,Kochi,29.1,15.5,53,Sunny
2024-08-29,Kochi,19.9,8.0,83,Sunny
2024-08-30,Kochi,26.9,0.0,79,Sunny
2024-08-31,Kochi,21.3,11.0,64,Sunny
2024-09-01,Kochi,22.8,9.5,94,Cloudy
2024-09-02,Kochi,22.7,15.7,63,Rainy
2024-09-03,Kochi,23.2,17.4,84,Sunny
2024-09-04,Kochi,22.6,9.6,59,Rainy
2024-09-05,Kochi,26.7,8.6,44,Rainy
2024-09-06,Kochi,25.7,10.2,90,Sunny
2024-09-07,Kochi,26.9,6.1,82,Rainy
2024-09-08,Kochi,22.7,13.8,86,Cloudy
2024-09-09,Kochi,26.2,9.5,78,Cloudy
2024-09-10,Kochi,26.8,14.7,41,Rainy
2024-09-11,Kochi,25.3,10.5,95,Rainy
2024-09-12,Kochi,24.1,12.3,84,Sunny
2024-09-13,Kochi,25.8,17.1,63,Rainy
2024-09-14,Kochi,27.3,15.9,42,Sunny
2024-09-15,Kochi,31.3,15.1,57,Sunny
2024-09-16,Kochi,26.8,12.6,79,Rainy
2024-09-17,Kochi,20.4,12.9,94,Sunny
2024-09-18,Kochi,31.1,15.4,45,Sunny
2024-09-19,Kochi,32.5,19.9,82,Foggy
2024-09-20,Kochi,28.4,15.4,76,Cloudy
2024-09-21,Kochi,22.3,16.2,58,Rainy
2024-09-22,Kochi,21.2,14.2,61,Rainy
2024-09-23,Kochi,17.3,18.8,56,Sunny
2024-09-24,Kochi,23.2,21.4,68,Rainy
2024-09-25,Kochi,24.9,15.7,54,Cloudy
2024-09-26,Kochi,29.3,12.2,80,Sunny
2024-09-27,Kochi,25.6,12.6,54,Foggy
2024-09-28,Kochi,22.5,11.6,77,Foggy
2024-09-29,Kochi,24.1,20.8,71,Sunny
2024-09-30,Kochi,21.2,17.2,75,Foggy
2024-10-01,Kochi,25.1,8.8,84,Foggy
2024-10-02,Kochi,19.2,1.6,64,Foggy
2024-10-03,Kochi,20.2,0.0,54,Sunny
2024-10-04,Kochi,20.3,0.0,91,Sunny
2024-10-05,Kochi,22.5,5.1,46,Cloudy
2024-10-06,Kochi,23.4,3.3,93,Sunny
2024-10-07,Kochi,22.5,0.0,41,Sunny
2024-10-08,Kochi,28.5,5.0,76,Sunny
2024-10-09,Kochi,26.9,5.5,64,Rainy
2024-10-10,Kochi,20.9,0.0,61,Sunny
2024-10-11,Kochi,29.7,0.9,79,Sunny
2024-10-12,Kochi,29.0,5.5,49,Rainy
2024-10-13,Kochi,27.3,10.2,44,Sunny
2024-10-14,Kochi,21.2,2.8,85,Sunny
2024-10-15,Kochi,26.1,0.6,85,Sunny
2024-10-16,Kochi,23.6,4.8,44,Sunny
2024-10-17,Kochi,27.4,8.3,90,Rainy
2024-10-18,Kochi,25.6,0.6,67,Rainy
2024-10-19,Kochi,26.4,0.0,76,Cloudy
2024-10-20,Kochi,25.9,2.8,79,Cloudy
2024-10-21,Kochi,22.6,4.7,41,Rainy
2024-10-22,Kochi,21.3,0.0,67,Rainy
2024-10-23,Kochi,18.9,0.9,52,Sunny
2024-10-24,Kochi,23.5,4.6,40,Cloudy
2024-10-25,Kochi,21.2,2.8,88,Sunny
2024-10-26,Kochi,22.7,7.2,86,Sunny
2024-10-27,Kochi,22.2,0.0,49,Sunny
2024-10-28,Kochi,20.9,5.1,63,Sunny
2024-10-29,Kochi,26.0,2.6,49,Sunny
2024-10-30,Kochi,23.1,0.6,56,Sunny
2024-10-31,Kochi,26.4,12.6,59,Sunny
2024-11-01,Kochi,23.6,5.7,70,Rainy
2024-11-02,Kochi,25.8,4.3,56,Sunny
2024-11-03,Kochi,21.4,6.9,95,Sunny
2024-11-04,Kochi,27.7,5.1,80,Sunny
2024-11-05,Kochi,23.6,3.9,46,Sunny
2024-11-06,Kochi,22.2,1.7,92,Cloudy
2024-11-07,Kochi,18.3,2.8,48,Cloudy
2024-11-08,Kochi,26.0,0.0,73,Sunny
2024-11-09,Kochi,26.0,7.6,47,Foggy
2024-11-10,Kochi,19.0,5.7,94,Sunny
2024-11-11,Kochi,28.6,2.6,89,Rainy
2024-11-12,Kochi,27.9,3.1,77,Foggy
2024-11-13,Kochi,23.6,0.0,68,Sunny
2024-11-14,Kochi,22.8,2.4,63,Cloudy
2024-11-15,Kochi,21.7,1.2,90,Rainy
2024-11-16,Kochi,31.7,1.7,58,Sunny
2024-11-17,Kochi,25.0,2.5,56,Cloudy
2024-11-18,Kochi,24.0,4.2,82,Sunny
2024-11-19,Kochi,26.9,10.0,59,Cloudy
2024-11-20,Kochi,24.7,4.7,50,Sunny
2024-11-21,Kochi,22.4,9.1,82,Sunny
2024-11-22,Kochi,31.4,4.7,72,Cloudy
2024-11-23,Kochi,24.9,7.5,81,Sunny
2024-11-24,Kochi,22.1,0.0,85,Rainy
2024-11-25,Kochi,25.5,5.6,86,Sunny
2024-11-26,Kochi,20.8,0.0,50,Cloudy
2024-11-27,Kochi,24.1,0.2,58,Cloudy
2024-11-28,Kochi,24.2,6.6,58,Sunny
2024-11-29,Kochi,23.0,9.3,48,Sunny
2024-11-30,Kochi,23.0,5.2,63,Rainy
2024-12-01,Kochi,13.9,6.8,76,Cloudy
2024-12-02,Kochi,15.4,0.0,73,Cloudy
2024-12-03,Kochi,17.8,0.2,57,Sunny
2024-12-04,Kochi,15.1,0.0,87,Cloudy
2024-12-05,Kochi,12.5,10.1,75,Sunny
2024-12-06,Kochi,14.6,0.0,92,Sunny
2024-12-07,Kochi,16.1,0.0,44,Sunny
2024-12-08,Kochi,19.5,4.1,53,Sunny
2024-12-09,Kochi,16.6,0.2,51,Sunny
2024-12-10,Kochi,17.6,0.0,88,Rainy
2024-12-11,Kochi,14.0,0.0,48,Sunny
2024-12-12,Kochi,20.5,6.8,69,Sunny
2024-12-13,Kochi,14.1,0.0,49,Rainy
2024-12-14,Kochi,14.1,0.0,92,Sunny
2024-12-15,Kochi,17.7,1.7,60,Foggy
2024-12-16,Kochi,18.2,6.6,40,Foggy
2024-12-17,Kochi,18.0,0.0,94,Rainy
2024-12-18,Kochi,13.1,0.0,81,Cloudy
2024-12-19,Kochi,16.4,2.3,56,Cloudy
2024-12-20,Kochi,21.1,4.0,95,Foggy
2024-12-21,Kochi,15.1,1.4,74,Foggy
2024-12-22,Kochi,13.7,4.4,81,Sunny
2024-12-23,Kochi,18.4,0.0,64,Sunny
2024-12-24,Kochi,17.6,0.0,55,Foggy
2024-12-25,Kochi,18.9,1.3,89,Sunny
2024-12-26,Kochi,13.7,7.2,59,Sunny
2024-12-27,Kochi,11.6,10.9,76,Foggy
2024-12-28,Kochi,17.8,5.7,73,Cloudy
2024-12-29,Kochi,13.8,6.3,53,Sunny
2024-12-30,Kochi,14.7,2.5,51,Cloudy
2024-12-31,Kochi,15.2,0.8,70,Rainy
2022-01-01,Chandigarh,18.1,7.9,63,Sunny
2022-01-02,Chandigarh,16.8,1.3,79,Cloudy
2022-01-03,Chandigarh,13.1,4.7,48,Sunny
2022-01-04,Chandigarh,16.4,2.2,48,Rainy
2022-01-05,Chandigarh,19.8,2.5,42,Sunny
2022-01-06,Chandigarh,19.3,0.0,50,Sunny
2022-01-07,Chandigarh,11.5,3.0,72,Sunny
2022-01-08,Chandigarh,11.4,0.0,71,Cloudy
2022-01-09,Chandigarh,14.3,6.9,92,Cloudy
2022-01-10,Chandigarh,13.6,2.4,62,Sunny
2022-01-11,Chandigarh,13.3,5.5,84,Sunny
2022-01-12,Chandigarh,15.5,2.2,52,Rainy
2022-01-13,Chandigarh,20.3,0.0,68,Cloudy
2022-01-14,Chandigarh,13.2,5.2,49,Cloudy
2022-01-15,Chandigarh,19.0,3.2,47,Rainy
2022-01-16,Chandigarh,12.5,0.0,56,Cloudy
2022-01-17,Chandigarh,15.7,0.0,45,Sunny
2022-01-18,Chandigarh,19.4,1.7,49,Foggy
2022-01-19,Chandigarh,17.4,8.5,79,Rainy
2022-01-20,Chandigarh,22.3,0.0,54,Sunny
2022-01-21,Chandigarh,13.3,3.9,79,Sunny
2022-01-22,Chandigarh,16.3,6.3,44,Sunny
2022-01-23,Chandigarh,19.2,0.0,68,Foggy
2022-01-24,Chandigarh,15.0,8.3,76,Sunny
2022-01-25,Chandigarh,13.8,2.0,72,Rainy
2022-01-26,Chandigarh,20.0,2.2,73,Foggy
2022-01-27,Chandigarh,11.4,0.8,43,Cloudy
2022-01-28,Chandigarh,16.2,2.9,78,Sunny
2022-01-29,Chandigarh,15.0,7.9,95,Sunny
2022-01-30,Chandigarh,19.6,0.0,62,Foggy
2022-01-31,Chandigarh,18.3,0.0,54,Cloudy
2022-02-01,Chandigarh,17.7,3.3,62,Sunny
2022-02-02,Chandigarh,16.6,1.4,41,Rainy
2022-02-03,Chandigarh,17.3,7.9,84,Rainy
2022-02-04,Chandigarh,22.9,0.0,70,Rainy
2022-02-05,Chandigarh,17.8,3.0,73,Sunny
2022-02-06,Chandigarh,23.3,0.0,55,Sunny
2022-02-07,Chandigarh,17.5,0.0,61,Rainy
2022-02-08,Chandigarh,13.9,2.0,65,Sunny
2022-02-09,Chandigarh,18.0,11.5,48,Cloudy
2022-02-10,Chandigarh,13.3,8.7,67,Sunny
2022-02-11,Chandigarh,15.0,14.6,64,Sunny
2022-02-12,Chandigarh,11.8,1.8,73,Sunny
2022-02-13,Chandigarh,12.2,7.1,83,Cloudy
2022-02-14,Chandigarh,18.9,0.0,60,Sunny
2022-02-15,Chandigarh,16.8,1.4,77,Sunny
2022-02-16,Chandigarh,24.1,0.0,44,Cloudy
2022-02-17,Chandigarh,15.5,1.9,82,Sunny
2022-02-18,Chandigarh,12.8,0.0,44,Rainy
2022-02-19,Chandigarh,16.4,8.6,89,Sunny
2022-02-20,Chandigarh,13.0,0.0,52,Rainy
2022-02-21,Chandigarh,13.2,3.6,91,Cloudy
2022-02-22,Chandigarh,14.4,4.2,64,Sunny
2022-02-23,Chandigarh,16.6,0.5,87,Sunny
2022-02-24,Chandigarh,15.5,0.0,68,Sunny
2022-02-25,Chandigarh,12.6,0.0,70,Sunny
2022-02-26,Chandigarh,17.6,0.0,72,Rainy
2022-02-27,Chandigarh,14.5,1.1,78,Sunny
2022-02-28,Chandigarh,15.3,0.0,58,Cloudy
2022-03-01,Chandigarh,23.1,9.0,73,Foggy
2022-03-02,Chandigarh,25.0,0.0,48,Sunny
2022-03-03,Chandigarh,27.0,0.0,83,Sunny
2022-03-04,Chandigarh,22.5,3.8,43,Sunny
2022-03-05,Chandigarh,17.5,5.3,83,Sunny
2022-03-06,Chandigarh,23.0,2.1,82,Cloudy
2022-03-07,Chandigarh,23.9,10.0,62,Foggy
2022-03-08,Chandigarh,25.2,7.5,60,Sunny
2022-03-09,Chandigarh,24.7,1.5,40,Sunny
2022-03-10,Chandigarh,22.6,0.0,41,Foggy
2022-03-11,Chandigarh,27.6,0.0,95,Sunny
2022-03-12,Chandigarh,20.3,0.0,48,Rainy
2022-03-13,Chandigarh,25.3,5.1,86,Sunny
2022-03-14,Chandigarh,25.0,1.7,72,Rainy
2022-03-15,Chandigarh,24.4,7.8,93,Cloudy
2022-03-16,Chandigarh,24.4,0.0,78,Sunny
2022-03-17,Chandigarh,23.8,0.0,80,Foggy
2022-03-18,Chandigarh,21.9,0.0,74,Cloudy
2022-03-19,Chandigarh,27.3,7.4,52,Sunny
2022-03-20,Chandigarh,26.1,0.0,41,Rainy
2022-03-21,Chandigarh,28.5,4.5,78,Sunny
2022-03-22,Chandigarh,24.1,0.0,55,Rainy
2022-03-23,Chandigarh,25.1,3.0,41,Rainy
2022-03-24,Chandigarh,23.6,0.0,43,Foggy
2022-03-25,Chandigarh,25.9,0.0,43,Sunny
2022-03-26,Chandigarh,24.6,0.4,71,Cloudy
2022-03-27,Chandigarh,28.5,7.6,72,Cloudy
2022-03-28,Chandigarh,24.1,5.5,63,Sunny
2022-03-29,Chandigarh,21.3,0.0,53,Cloudy
2022-03-30,Chandigarh,26.9,4.9,71,Cloudy
2022-03-31,Chandigarh,25.7,0.6,47,Rainy
2022-04-01,Chandigarh,32.3,0.4,63,Cloudy
2022-04-02,Chandigarh,26.0,10.0,70,Sunny
2022-04-03,Chandigarh,31.1,3.6,47,Sunny
2022-04-04,Chandigarh,29.7,0.7,48,Sunny
2022-04-05,Chandigarh,31.5,12.1,64,Cloudy
2022-04-06,Chandigarh,30.7,4.7,44,Foggy
2022-04-07,Chandigarh,29.0,0.0,58,Sunny
2022-04-08,Chandigarh,30.8,1.0,41,Cloudy
2022-04-09,Chandigarh,29.0,3.8,48,Rainy
2022-04-10,Chandigarh,29.0,4.6,46,Foggy
2022-04-11,Chandigarh,27.9,6.8,55,Rainy
2022-04-12,Chandigarh,30.7,2.0,87,Cloudy
2022-04-13,Chandigarh,23.6,3.7,92,Sunny
2022-04-14,Chandigarh,33.0,0.0,50,Rainy
2022-04-15,Chandigarh,31.5,0.0,68,Sunny
2022-04-16,Chandigarh,32.8,3.0,92,Sunny
2022-04-17,Chandigarh,34.9,0.0,62,Cloudy
2022-04-18,Chandigarh,30.0,2.7,52,Rainy
2022-04-19,Chandigarh,27.5,7.6,45,Cloudy
2022-04-20,Chandigarh,31.1,5.3,88,Foggy
2022-04-21,Chandigarh,31.3,1.9,76,Cloudy
2022-04-22,Chandigarh,32.9,0.0,72,Sunny
2022-04-23,Chandigarh,30.4,10.1,65,Sunny
2022-04-24,Chandigarh,21.9,0.0,59,Rainy
2022-04-25,Chandigarh,29.0,0.1,84,Foggy
2022-04-26,Chandigarh,29.8,0.8,48,Sunny
2022-04-27,Chandigarh,33.3,4.3,80,Sunny
2022-04-28,Chandigarh,28.7,0.5,90,Sunny
2022-04-29,Chandigarh,23.0,0.0,70,Sunny
2022-04-30,Chandigarh,24.9,5.8,70,Sunny
2022-05-01,Chandigarh,31.4,2.6,90,Sunny
2022-05-02,Chandigarh,27.0,3.4,78,Foggy
2022-05-03,Chandigarh,28.1,0.0,55,Sunny
2022-05-04,Chandigarh,25.3,4.3,74,Sunny
2022-05-05,Chandigarh,27.1,12.0,45,Sunny
2022-05-06,Chandigarh,31.1,4.8,58,Cloudy
2022-05-07,Chandigarh,28.2,0.0,49,Sunny
2022-05-08,Chandigarh,28.8,7.0,64,Sunny
2022-05-09,Chandigarh,31.6,0.0,46,Sunny
2022-05-10,Chandigarh,25.0,0.6,40,Cloudy
2022-05-11,Chandigarh,31.7,14.8,80,Sunny
2022-05-12,Chandigarh,29.6,5.2,78,Sunny
2022-05-13,Chandigarh,32.0,9.7,72,Sunny
2022-05-14,Chandigarh,34.4,3.1,62,Sunny
2022-05-15,Chandigarh,27.1,3.0,47,Sunny
2022-05-16,Chandigarh,26.0,0.0,68,Sunny
2022-05-17,Chandigarh,30.2,8.7,58,Rainy
2022-05-18,Chandigarh,32.6,6.3,61,Cloudy
2022-05-19,Chandigarh,34.7,0.0,79,Foggy
2022-05-20,Chandigarh,25.3,0.0,89,Sunny
2022-05-21,Chandigarh,30.9,0.0,52,Sunny
2022-05-22,Chandigarh,26.5,5.5,51,Rainy
2022-05-23,Chandigarh,32.0,5.7,89,Cloudy
2022-05-24,Chandigarh,26.7,0.0,42,Sunny
2022-05-25,Chandigarh,29.7,0.0,45,Cloudy
2022-05-26,Chandigarh,33.5,0.0,75,Sunny
2022-05-27,Chandigarh,27.0,3.1,65,Cloudy
2022-05-28,Chandigarh,35.8,0.0,73,Rainy
2022-05-29,Chandigarh,25.9,4.2,83,Cloudy
2022-05-30,Chandigarh,28.1,1.0,61,Rainy
2022-05-31,Chandigarh,28.1,0.0,82,Sunny
2022-06-01,Chandigarh,27.2,0.0,79,Foggy
2022-06-02,Chandigarh,28.5,0.0,70,Sunny
2022-06-03,Chandigarh,25.8,0.0,42,Rainy
2022-06-04,Chandigarh,32.5,0.0,84,Sunny
2022-06-05,Chandigarh,30.0,0.0,86,Rainy
2022-06-06,Chandigarh,32.7,4.1,57,Sunny
2022-06-07,Chandigarh,33.3,0.0,55,Rainy
2022-06-08,Chandigarh,29.6,4.1,70,Sunny
2022-06-09,Chandigarh,27.8,2.6,95,Rainy
2022-06-10,Chandigarh,28.5,9.2,56,Rainy
2022-06-11,Chandigarh,31.2,0.0,80,Sunny
2022-06-12,Chandigarh,27.7,0.1,71,Rainy
2022-06-13,Chandigarh,29.7,0.0,64,Sunny
2022-06-14,Chandigarh,36.4,6.1,81,Rainy
2022-06-15,Chandigarh,31.7,0.0,56,Foggy
2022-06-16,Chandigarh,27.8,13.4,92,Cloudy
2022-06-17,Chandigarh,36.1,0.0,70,Sunny
2022-06-18,Chandigarh,30.1,2.2,49,Sunny
2022-06-19,Chandigarh,32.5,10.7,48,Sunny
2022-06-20,Chandigarh,25.9,9.4,61,Cloudy
2022-06-21,Chandigarh,26.4,3.6,68,Sunny
2022-06-22,Chandigarh,28.2,0.0,50,Rainy
2022-06-23,Chandigarh,29.4,0.8,62,Sunny
2022-06-24,Chandigarh,27.9,5.9,55,Sunny
2022-06-25,Chandigarh,28.7,1.1,91,Rainy
2022-06-26,Chandigarh,31.0,11.9,53,Cloudy
2022-06-27,Chandigarh,31.4,8.2,94,Sunny
2022-06-28,Chandigarh,27.4,0.0,85,Sunny
2022-06-29,Chandigarh,26.4,7.8,51,Sunny
2022-06-30,Chandigarh,29.9,6.0,75,Foggy
2022-07-01,Chandigarh,27.1,20.5,74,Cloudy
2022-07-02,Chandigarh,26.8,18.2,42,Sunny
2022-07-03,Chandigarh,16.9,16.0,84,Rainy
2022-07-04,Chandigarh,26.3,18.7,91,Cloudy
2022-07-05,Chandigarh,24.1,18.4,83,Rainy
2022-07-06,Chandigarh,26.5,13.0,56,Sunny
2022-07-07,Chandigarh,19.0,6.5,71,Cloudy
2022-07-08,Chandigarh,29.0,19.5,58,Sunny
