inventory_id,product_id,store_id,warehouse_id,location_type,stock_qty,reorder_point,max_stock,days_on_hand,last_updated,stockout_risk,demand_30d,avg_daily_demand,days_cover,reorder_urgency,overstock_flag,health_score,risk_label
INV015484,P04245,,W021,warehouse,258,30,150,43.0,2024-09-19,0,3.0,0.1,2580.0,0,1,85.0,Healthy
INV015485,P02207,S0089,,store,489,49,245,97.8,2024-05-31,0,4.0,0.13,3761.5,0,1,85.0,Healthy
INV015486,P00169,,W006,warehouse,88,84,420,11.0,2024-02-20,0,5.0,0.17,517.6,0,0,100.0,Healthy
INV015487,P03132,S0013,,store,145,99,495,29.0,2024-02-20,0,4.0,0.13,1115.4,0,0,100.0,Healthy
INV015488,P01628,,W016,warehouse,418,53,265,83.6,2024-06-20,0,1.0,0.1,4180.0,0,1,85.0,Healthy
INV015489,P02981,S0079,,store,27,100,500,2.7,2024-09-18,1,1.0,0.1,270.0,1,0,75.0,Healthy
INV015490,P03092,,W017,warehouse,161,78,390,13.4,2024-04-28,0,5.0,0.17,947.1,0,0,100.0,Healthy
INV015491,P00598,,W015,warehouse,260,91,455,18.6,2024-09-04,0,3.0,0.1,2600.0,0,0,100.0,Healthy
INV015492,P00991,S0106,,store,320,47,235,53.3,2024-12-03,0,1.0,0.03,10666.7,0,1,85.0,Healthy
INV015493,P01982,,W015,warehouse,96,96,480,5.6,2024-11-04,1,7.0,0.23,417.4,1,0,75.0,Healthy
INV015494,P00924,,W017,warehouse,409,82,410,37.2,2024-05-09,0,6.0,0.2,2045.0,0,0,100.0,Healthy
INV015495,P02000,S0089,,store,439,94,470,21.9,2024-01-26,0,8.0,0.27,1625.9,0,0,100.0,Healthy
INV015496,P01613,S0014,,store,300,56,280,17.6,2024-01-26,0,4.0,0.13,2307.7,0,1,85.0,Healthy
INV015497,P03560,S0111,,store,20,28,140,1.1,2024-03-13,1,2.0,0.07,285.7,1,0,75.0,Healthy
INV015498,P03455,,W027,warehouse,481,64,320,68.7,2024-01-07,0,2.0,0.07,6871.4,0,1,85.0,Healthy
INV015499,P02776,S0136,,store,491,39,195,30.7,2024-08-30,0,4.0,0.13,3776.9,0,1,85.0,Healthy
INV015500,P00653,,W016,warehouse,355,52,260,19.7,2024-04-02,0,1.0,0.03,11833.3,0,1,85.0,Healthy
INV015501,P01969,S0147,,store,430,64,320,23.9,2024-08-30,0,1.0,0.1,4300.0,0,1,85.0,Healthy
INV015502,P01278,S0061,,store,181,53,265,11.3,2024-02-26,0,1.0,0.1,1810.0,0,0,100.0,Healthy
INV015503,P00428,,W023,warehouse,99,39,195,5.0,2024-07-23,0,1.0,0.03,3300.0,0,0,100.0,Healthy
INV015504,P01960,S0046,,store,214,27,135,19.5,2024-06-23,0,1.0,0.1,2140.0,0,1,85.0,Healthy
INV015505,P03265,,W025,warehouse,53,67,335,2.8,2024-03-20,1,2.0,0.07,757.1,1,0,75.0,Healthy
INV015506,P03269,S0003,,store,331,53,265,17.4,2024-05-14,0,3.0,0.1,3310.0,0,1,85.0,Healthy
INV015507,P00210,,W001,warehouse,373,28,140,46.6,2024-10-31,0,1.0,0.03,12433.3,0,1,85.0,Healthy
INV015508,P02126,,W020,warehouse,190,56,280,21.1,2024-04-03,0,2.0,0.07,2714.3,0,0,100.0,Healthy
INV015509,P00324,,W017,warehouse,185,71,355,15.4,2024-08-18,0,4.0,0.13,1423.1,0,0,100.0,Healthy
INV015510,P04952,S0050,,store,291,77,385,16.2,2024-08-30,0,3.0,0.1,2910.0,0,0,100.0,Healthy
INV015511,P03707,,W029,warehouse,253,57,285,31.6,2024-11-04,0,4.0,0.13,1946.2,0,0,100.0,Healthy
INV015512,P03181,S0148,,store,124,51,255,24.8,2024-08-13,0,9.0,0.3,413.3,0,0,100.0,Healthy
INV015513,P02105,,W020,warehouse,499,68,340,27.7,2024-05-28,0,5.0,0.17,2935.3,0,1,85.0,Healthy
INV015514,P02610,S0011,,store,30,59,295,2.7,2024-01-25,1,2.0,0.07,428.6,1,0,75.0,Healthy
INV015515,P00646,,W030,warehouse,126,87,435,15.8,2024-02-15,0,2.0,0.07,1800.0,0,0,100.0,Healthy
INV015516,P02051,S0111,,store,246,54,270,35.1,2024-06-21,0,2.0,0.07,3514.3,0,0,100.0,Healthy
INV015517,P02171,S0012,,store,146,28,140,8.1,2024-06-02,0,1.0,0.1,1460.0,0,1,85.0,Healthy
INV015518,P00721,,W002,warehouse,397,90,450,22.1,2024-08-22,0,2.0,0.07,5671.4,0,0,100.0,Healthy
INV015519,P02034,,W024,warehouse,112,92,460,28.0,2024-08-07,0,4.0,0.13,861.5,0,0,100.0,Healthy
INV015520,P02652,,W015,warehouse,382,66,330,95.5,2024-05-08,0,3.0,0.1,3820.0,0,1,85.0,Healthy
INV015521,P04770,S0050,,store,110,67,335,8.5,2024-02-29,0,7.0,0.23,478.3,0,0,100.0,Healthy
INV015522,P03249,S0072,,store,322,22,110,21.5,2024-08-22,0,2.0,0.07,4600.0,0,1,85.0,Healthy
INV015523,P03550,,W015,warehouse,458,61,305,45.8,2024-06-29,0,3.0,0.1,4580.0,0,1,85.0,Healthy
INV015524,P01709,S0113,,store,340,57,285,28.3,2024-01-16,0,2.0,0.07,4857.1,0,1,85.0,Healthy
INV015525,P01383,,W029,warehouse,9,91,455,0.5,2024-06-29,1,4.0,0.13,69.2,1,0,75.0,Healthy
INV015526,P02199,,W026,warehouse,262,24,120,262.0,2024-08-31,0,4.0,0.13,2015.4,0,1,85.0,Healthy
INV015527,P01430,,W027,warehouse,193,66,330,19.3,2024-11-17,0,3.0,0.1,1930.0,0,0,100.0,Healthy
INV015528,P00884,,W014,warehouse,455,90,450,22.8,2024-09-19,0,1.0,0.03,15166.7,0,1,85.0,Healthy
INV015529,P00391,S0108,,store,39,91,455,4.3,2024-06-10,1,1.0,0.03,1300.0,1,0,75.0,Healthy
INV015530,P00675,S0094,,store,452,76,380,56.5,2024-10-27,0,4.0,0.13,3476.9,0,1,85.0,Healthy
INV015531,P00810,S0106,,store,487,99,495,30.4,2024-09-06,0,2.0,0.07,6957.1,0,0,100.0,Healthy
INV015532,P02266,S0008,,store,468,44,220,117.0,2024-01-03,0,1.0,0.1,4680.0,0,1,85.0,Healthy
INV015533,P04759,,W008,warehouse,375,81,405,26.8,2024-04-15,0,5.0,0.17,2205.9,0,0,100.0,Healthy
INV015534,P04829,S0080,,store,64,77,385,4.3,2024-12-21,1,2.0,0.07,914.3,1,0,75.0,Healthy
INV015535,P02240,,W023,warehouse,215,83,415,17.9,2024-08-28,0,1.0,0.1,2150.0,0,0,100.0,Healthy
INV015536,P01041,,W009,warehouse,346,73,365,18.2,2024-11-22,0,1.0,0.03,11533.3,0,0,100.0,Healthy
INV015537,P00543,,W019,warehouse,350,27,135,18.4,2024-10-06,0,4.0,0.13,2692.3,0,1,85.0,Healthy
INV015538,P03345,,W026,warehouse,53,69,345,3.8,2024-06-11,1,9.0,0.3,176.7,1,0,75.0,Healthy
INV015539,P00039,S0049,,store,348,26,130,29.0,2024-10-27,0,9.0,0.3,1160.0,0,1,85.0,Healthy
INV015540,P02617,,W029,warehouse,193,83,415,13.8,2024-05-22,0,5.0,0.17,1135.3,0,0,100.0,Healthy
INV015541,P02240,S0027,,store,445,56,280,222.5,2024-04-10,0,1.0,0.1,4450.0,0,1,85.0,Healthy
INV015542,P00136,S0060,,store,306,98,490,25.5,2024-01-23,0,3.0,0.1,3060.0,0,0,100.0,Healthy
INV015543,P03917,,W014,warehouse,398,49,245,132.7,2024-02-02,0,1.0,0.1,3980.0,0,1,85.0,Healthy
INV015544,P03280,,W026,warehouse,428,71,355,428.0,2024-02-09,0,7.0,0.23,1860.9,0,1,85.0,Healthy
INV015545,P04539,S0038,,store,81,23,115,11.6,2024-12-31,0,1.0,0.03,2700.0,0,0,100.0,Healthy
INV015546,P00817,,W018,warehouse,381,96,480,23.8,2024-12-13,0,5.0,0.17,2241.2,0,0,100.0,Healthy
INV015547,P04585,S0092,,store,348,50,250,38.7,2024-08-06,0,4.0,0.13,2676.9,0,1,85.0,Healthy
INV015548,P02902,,W020,warehouse,419,100,500,419.0,2024-10-24,0,1.0,0.1,4190.0,0,0,100.0,Healthy
INV015549,P02526,S0138,,store,159,96,480,22.7,2024-01-10,0,1.0,0.1,1590.0,0,0,100.0,Healthy
INV015550,P00900,S0103,,store,4,56,280,0.3,2024-05-28,1,6.0,0.2,20.0,1,0,55.0,Medium
INV015551,P01538,S0075,,store,30,100,500,1.8,2024-03-25,1,1.0,0.03,1000.0,1,0,75.0,Healthy
INV015552,P04687,,W003,warehouse,461,89,445,35.5,2024-04-09,0,2.0,0.07,6585.7,0,1,85.0,Healthy
INV015553,P02812,S0099,,store,25,37,185,1.4,2024-07-12,1,3.0,0.1,250.0,1,0,75.0,Healthy
INV015554,P01633,,W006,warehouse,384,86,430,20.2,2024-04-20,0,2.0,0.07,5485.7,0,0,100.0,Healthy
INV015555,P02819,,W001,warehouse,284,55,275,14.9,2024-05-16,0,1.0,0.03,9466.7,0,1,85.0,Healthy
INV015556,P01102,S0065,,store,252,47,235,15.8,2024-01-22,0,1.0,0.03,8400.0,0,1,85.0,Healthy
INV015557,P01412,S0118,,store,220,66,330,14.7,2024-12-08,0,9.0,0.3,733.3,0,0,100.0,Healthy
INV015558,P01996,S0081,,store,149,51,255,9.9,2024-08-23,0,2.0,0.07,2128.6,0,0,100.0,Healthy
INV015559,P03834,,W028,warehouse,448,50,250,448.0,2024-07-30,0,4.0,0.13,3446.2,0,1,85.0,Healthy
INV015560,P00218,,W020,warehouse,260,77,385,37.1,2024-10-02,0,2.0,0.07,3714.3,0,0,100.0,Healthy
INV015561,P04068,S0052,,store,308,30,150,25.7,2024-03-14,0,4.0,0.13,2369.2,0,1,85.0,Healthy
INV015562,P03370,,W009,warehouse,322,79,395,64.4,2024-06-04,0,1.0,0.1,3220.0,0,0,100.0,Healthy
INV015563,P02262,,W017,warehouse,349,30,150,49.9,2024-03-03,0,2.0,0.07,4985.7,0,1,85.0,Healthy
INV015564,P00299,,W026,warehouse,173,24,120,10.2,2024-06-16,0,3.0,0.1,1730.0,0,1,85.0,Healthy
INV015565,P02454,,W016,warehouse,359,46,230,71.8,2024-12-08,0,1.0,0.1,3590.0,0,1,85.0,Healthy
INV015566,P01332,S0140,,store,5,39,195,0.2,2024-07-03,1,3.0,0.1,50.0,1,0,75.0,Healthy
INV015567,P03547,S0136,,store,64,29,145,3.2,2024-07-12,0,1.0,0.1,640.0,0,0,100.0,Healthy
INV015568,P02344,,W018,warehouse,194,69,345,64.7,2024-07-22,0,2.0,0.07,2771.4,0,0,100.0,Healthy
INV015569,P04874,S0110,,store,475,76,380,27.9,2024-06-05,0,2.0,0.07,6785.7,0,1,85.0,Healthy
INV015570,P04559,S0078,,store,146,62,310,9.1,2024-08-02,0,1.0,0.03,4866.7,0,0,100.0,Healthy
INV015571,P00540,S0093,,store,17,27,135,3.4,2024-03-09,1,2.0,0.07,242.9,1,0,75.0,Healthy
INV015572,P00578,,W023,warehouse,94,57,285,5.2,2024-02-10,0,2.0,0.07,1342.9,0,0,100.0,Healthy
INV015573,P01837,S0058,,store,367,70,350,52.4,2024-02-23,0,5.0,0.17,2158.8,0,1,85.0,Healthy
INV015574,P01150,S0061,,store,76,33,165,3.8,2024-06-29,0,2.0,0.07,1085.7,0,0,100.0,Healthy
INV015575,P01732,,W020,warehouse,72,34,170,5.1,2024-04-24,0,4.0,0.13,553.8,0,0,100.0,Healthy
INV015576,P00865,,W006,warehouse,136,75,375,68.0,2024-03-05,0,3.0,0.1,1360.0,0,0,100.0,Healthy
INV015577,P02893,S0096,,store,284,31,155,284.0,2024-04-10,0,3.0,0.1,2840.0,0,1,85.0,Healthy
INV015578,P04692,,W019,warehouse,287,55,275,15.9,2024-07-30,0,4.0,0.13,2207.7,0,1,85.0,Healthy
INV015579,P01743,S0073,,store,250,47,235,25.0,2024-01-10,0,9.0,0.3,833.3,0,1,85.0,Healthy
INV015580,P02642,S0149,,store,427,76,380,21.4,2024-03-18,0,3.0,0.1,4270.0,0,1,85.0,Healthy
INV015581,P03853,,W022,warehouse,181,98,490,30.2,2024-01-28,0,9.0,0.3,603.3,0,0,100.0,Healthy
INV015582,P04118,,W020,warehouse,6,38,190,0.4,2024-02-17,1,4.0,0.13,46.2,1,0,75.0,Healthy
INV015583,P03708,S0115,,store,392,86,430,26.1,2024-12-24,0,1.0,0.03,13066.7,0,0,100.0,Healthy
INV015584,P00128,S0130,,store,351,32,160,39.0,2024-06-05,0,5.0,0.17,2064.7,0,1,85.0,Healthy
INV015585,P04116,S0016,,store,397,29,145,19.9,2024-10-09,0,5.0,0.17,2335.3,0,1,85.0,Healthy
INV015586,P02570,S0045,,store,491,68,340,24.6,2024-04-10,0,8.0,0.27,1818.5,0,1,85.0,Healthy
INV015587,P03741,,W027,warehouse,222,44,220,44.4,2024-08-02,0,5.0,0.17,1305.9,0,1,85.0,Healthy
INV015588,P04713,S0029,,store,166,30,150,16.6,2024-09-02,0,6.0,0.2,830.0,0,1,85.0,Healthy
INV015589,P04473,S0036,,store,261,85,425,29.0,2024-01-26,0,1.0,0.03,8700.0,0,0,100.0,Healthy
INV015590,P00410,S0012,,store,280,63,315,16.5,2024-02-02,0,2.0,0.07,4000.0,0,0,100.0,Healthy
INV015591,P03574,S0146,,store,279,69,345,139.5,2024-05-30,0,1.0,0.1,2790.0,0,0,100.0,Healthy
INV015592,P04822,S0124,,store,296,88,440,42.3,2024-06-10,0,3.0,0.1,2960.0,0,0,100.0,Healthy
INV015593,P00733,S0086,,store,45,43,215,5.6,2024-12-20,0,7.0,0.23,195.7,0,0,100.0,Healthy
INV015594,P03660,,W015,warehouse,9,43,215,1.5,2024-05-28,1,4.0,0.13,69.2,1,0,75.0,Healthy
INV015595,P04894,S0056,,store,167,83,415,18.6,2024-03-12,0,8.0,0.27,618.5,0,0,100.0,Healthy
INV015596,P04182,,W029,warehouse,364,31,155,33.1,2024-07-05,0,1.0,0.1,3640.0,0,1,85.0,Healthy
INV015597,P04888,S0137,,store,168,93,465,28.0,2024-04-25,0,4.0,0.13,1292.3,0,0,100.0,Healthy
INV015598,P02794,S0146,,store,137,74,370,137.0,2024-02-22,0,1.0,0.1,1370.0,0,0,100.0,Healthy
INV015599,P00167,S0068,,store,113,69,345,9.4,2024-11-02,0,5.0,0.17,664.7,0,0,100.0,Healthy
INV015600,P00580,,W011,warehouse,466,83,415,29.1,2024-09-30,0,1.0,0.1,4660.0,0,1,85.0,Healthy
INV015601,P01724,S0082,,store,472,78,390,52.4,2024-07-08,0,3.0,0.1,4720.0,0,1,85.0,Healthy
INV015602,P02649,S0051,,store,439,67,335,439.0,2024-05-31,0,4.0,0.13,3376.9,0,1,85.0,Healthy
INV015603,P01198,S0084,,store,141,30,150,7.0,2024-06-08,0,1.0,0.1,1410.0,0,0,100.0,Healthy
INV015604,P00210,S0147,,store,343,78,390,68.6,2024-10-16,0,1.0,0.03,11433.3,0,0,100.0,Healthy
INV015605,P03855,S0121,,store,428,96,480,71.3,2024-01-26,0,5.0,0.17,2517.6,0,0,100.0,Healthy
INV015606,P02007,,W011,warehouse,298,98,490,27.1,2024-10-10,0,3.0,0.1,2980.0,0,0,100.0,Healthy
INV015607,P03534,S0056,,store,306,67,335,306.0,2024-10-15,0,1.0,0.1,3060.0,0,0,100.0,Healthy
INV015608,P02402,,W007,warehouse,314,49,245,52.3,2024-08-02,0,1.0,0.1,3140.0,0,1,85.0,Healthy
INV015609,P01711,S0096,,store,246,63,315,14.5,2024-05-03,0,2.0,0.07,3514.3,0,0,100.0,Healthy
INV015610,P02205,,W010,warehouse,151,54,270,9.4,2024-03-26,0,4.0,0.13,1161.5,0,0,100.0,Healthy
INV015611,P01657,,W006,warehouse,204,74,370,25.5,2024-01-17,0,1.0,0.1,2040.0,0,0,100.0,Healthy
INV015612,P01936,,W011,warehouse,6,67,335,0.4,2024-02-10,1,1.0,0.1,60.0,1,0,75.0,Healthy
INV015613,P02837,,W002,warehouse,94,28,140,7.8,2024-07-22,0,1.0,0.03,3133.3,0,0,100.0,Healthy
INV015614,P02340,,W023,warehouse,12,41,205,0.6,2024-04-02,1,4.0,0.13,92.3,1,0,75.0,Healthy
INV015615,P00620,S0108,,store,101,80,400,20.2,2024-08-09,0,1.0,0.03,3366.7,0,0,100.0,Healthy
INV015616,P00491,S0014,,store,307,75,375,102.3,2024-07-01,0,1.0,0.1,3070.0,0,0,100.0,Healthy
INV015617,P03640,,W025,warehouse,418,63,315,418.0,2024-08-11,0,2.0,0.07,5971.4,0,1,85.0,Healthy
INV015618,P04717,,W017,warehouse,31,48,240,1.9,2024-01-24,1,2.0,0.07,442.9,1,0,75.0,Healthy
INV015619,P04414,S0049,,store,265,47,235,26.5,2024-01-14,0,1.0,0.1,2650.0,0,1,85.0,Healthy
INV015620,P04915,S0054,,store,159,31,155,26.5,2024-09-17,0,1.0,0.1,1590.0,0,1,85.0,Healthy
INV015621,P00134,S0061,,store,323,50,250,21.5,2024-01-30,0,2.0,0.07,4614.3,0,1,85.0,Healthy
INV015622,P03195,S0085,,store,238,86,430,119.0,2024-09-03,0,5.0,0.17,1400.0,0,0,100.0,Healthy
INV015623,P04192,S0084,,store,8,87,435,0.5,2024-08-19,1,1.0,0.03,266.7,1,0,75.0,Healthy
INV015624,P04989,S0008,,store,446,70,350,31.9,2024-12-06,0,4.0,0.13,3430.8,0,1,85.0,Healthy
INV015625,P04040,S0011,,store,21,100,500,2.1,2024-10-01,1,3.0,0.1,210.0,1,0,75.0,Healthy
INV015626,P04158,,W007,warehouse,87,100,500,7.9,2024-11-05,1,4.0,0.13,669.2,1,0,75.0,Healthy
INV015627,P02366,S0049,,store,112,34,170,22.4,2024-05-17,0,4.0,0.13,861.5,0,0,100.0,Healthy
INV015628,P01575,S0117,,store,43,38,190,2.9,2024-07-15,0,1.0,0.1,430.0,0,0,100.0,Healthy
INV015629,P03942,,W001,warehouse,281,87,435,70.2,2024-10-19,0,1.0,0.1,2810.0,0,0,100.0,Healthy
INV015630,P03088,S0081,,store,387,31,155,96.8,2024-04-11,0,10.0,0.33,1172.7,0,1,85.0,Healthy
INV015631,P03507,S0028,,store,406,36,180,58.0,2024-05-14,0,3.0,0.1,4060.0,0,1,85.0,Healthy
INV015632,P02231,,W005,warehouse,18,39,195,1.5,2024-09-12,1,1.0,0.03,600.0,1,0,75.0,Healthy
INV015633,P01433,S0011,,store,209,66,330,41.8,2024-03-22,0,2.0,0.07,2985.7,0,0,100.0,Healthy
INV015634,P04197,,W030,warehouse,123,38,190,8.2,2024-11-16,0,3.0,0.1,1230.0,0,0,100.0,Healthy
INV015635,P00507,S0101,,store,493,91,455,32.9,2024-01-06,0,1.0,0.03,16433.3,0,1,85.0,Healthy
INV015636,P02083,,W029,warehouse,254,89,445,63.5,2024-01-03,0,4.0,0.13,1953.8,0,0,100.0,Healthy
INV015637,P02979,,W009,warehouse,240,98,490,21.8,2024-08-08,0,1.0,0.03,8000.0,0,0,100.0,Healthy
INV015638,P00939,S0150,,store,56,95,475,4.7,2024-01-12,1,2.0,0.07,800.0,1,0,75.0,Healthy
INV015639,P01195,,W001,warehouse,72,97,485,5.1,2024-08-21,1,1.0,0.03,2400.0,1,0,75.0,Healthy
INV015640,P04186,S0042,,store,275,69,345,22.9,2024-07-02,0,2.0,0.07,3928.6,0,0,100.0,Healthy
INV015641,P01244,S0109,,store,250,62,310,41.7,2024-04-03,0,1.0,0.1,2500.0,0,0,100.0,Healthy
INV015642,P00273,,W022,warehouse,1,24,120,0.1,2024-09-07,1,9.0,0.3,3.3,1,0,21.6,High Risk
INV015643,P01726,S0129,,store,243,79,395,60.8,2024-09-18,0,2.0,0.07,3471.4,0,0,100.0,Healthy
INV015644,P02118,S0098,,store,451,78,390,75.2,2024-04-12,0,1.0,0.1,4510.0,0,1,85.0,Healthy
INV015645,P00123,S0082,,store,94,62,310,23.5,2024-12-28,0,10.0,0.33,284.8,0,0,100.0,Healthy
INV015646,P00050,S0063,,store,447,22,110,22.4,2024-01-12,0,4.0,0.13,3438.5,0,1,85.0,Healthy
INV015647,P03615,S0044,,store,368,89,445,368.0,2024-03-19,0,4.0,0.13,2830.8,0,0,100.0,Healthy
INV015648,P00593,S0127,,store,340,77,385,42.5,2024-07-08,0,1.0,0.1,3400.0,0,0,100.0,Healthy
INV015649,P04084,S0003,,store,298,83,415,21.3,2024-03-27,0,2.0,0.07,4257.1,0,0,100.0,Healthy
INV015650,P04390,,W002,warehouse,439,94,470,54.9,2024-01-03,0,1.0,0.1,4390.0,0,0,100.0,Healthy
INV015651,P04974,,W002,warehouse,55,88,440,27.5,2024-09-07,1,6.0,0.2,275.0,1,0,75.0,Healthy
INV015652,P00159,,W030,warehouse,142,60,300,14.2,2024-12-28,0,4.0,0.13,1092.3,0,0,100.0,Healthy
INV015653,P03054,S0086,,store,499,32,160,29.4,2024-03-09,0,1.0,0.03,16633.3,0,1,85.0,Healthy
INV015654,P00739,,W020,warehouse,124,55,275,9.5,2024-12-05,0,5.0,0.17,729.4,0,0,100.0,Healthy
INV015655,P00096,S0140,,store,21,82,410,1.2,2024-12-06,1,1.0,0.1,210.0,1,0,75.0,Healthy
INV015656,P04327,S0120,,store,55,57,285,6.1,2024-05-01,1,4.0,0.13,423.1,1,0,75.0,Healthy
INV015657,P00782,,W023,warehouse,86,25,125,7.8,2024-05-16,0,5.0,0.17,505.9,0,0,100.0,Healthy
INV015658,P04270,S0097,,store,486,36,180,54.0,2024-02-11,0,2.0,0.07,6942.9,0,1,85.0,Healthy
INV015659,P01722,,W008,warehouse,237,24,120,16.9,2024-08-09,0,3.0,0.1,2370.0,0,1,85.0,Healthy
INV015660,P02478,S0021,,store,114,54,270,14.2,2024-11-04,0,2.0,0.07,1628.6,0,0,100.0,Healthy
INV015661,P04601,,W027,warehouse,181,40,200,12.1,2024-03-09,0,1.0,0.1,1810.0,0,0,100.0,Healthy
INV015662,P02432,S0104,,store,75,56,280,75.0,2024-09-10,0,3.0,0.1,750.0,0,0,100.0,Healthy
INV015663,P00424,S0125,,store,395,81,405,21.9,2024-04-01,0,1.0,0.03,13166.7,0,0,100.0,Healthy
INV015664,P04114,S0052,,store,373,73,365,31.1,2024-09-18,0,3.0,0.1,3730.0,0,1,85.0,Healthy
INV015665,P03765,,W027,warehouse,279,92,460,27.9,2024-06-20,0,6.0,0.2,1395.0,0,0,100.0,Healthy
INV015666,P01439,S0134,,store,470,26,130,39.2,2024-10-01,0,1.0,0.03,15666.7,0,1,85.0,Healthy
INV015667,P02251,S0004,,store,179,39,195,44.8,2024-04-08,0,1.0,0.1,1790.0,0,0,100.0,Healthy
INV015668,P03987,,W020,warehouse,108,93,465,13.5,2024-11-17,0,1.0,0.03,3600.0,0,0,100.0,Healthy
INV015669,P03974,,W014,warehouse,371,39,195,26.5,2024-06-27,0,5.0,0.17,2182.4,0,1,85.0,Healthy
INV015670,P01762,,W014,warehouse,294,64,320,147.0,2024-12-29,0,4.0,0.13,2261.5,0,0,100.0,Healthy
INV015671,P04674,,W023,warehouse,370,58,290,20.6,2024-12-01,0,1.0,0.03,12333.3,0,1,85.0,Healthy
INV015672,P04122,S0102,,store,311,21,105,19.4,2024-03-02,0,1.0,0.03,10366.7,0,1,85.0,Healthy
INV015673,P00814,S0073,,store,448,79,395,149.3,2024-08-21,0,1.0,0.1,4480.0,0,1,85.0,Healthy
INV015674,P04518,S0041,,store,389,34,170,43.2,2024-02-23,0,3.0,0.1,3890.0,0,1,85.0,Healthy
INV015675,P00485,S0043,,store,374,44,220,62.3,2024-12-21,0,2.0,0.07,5342.9,0,1,85.0,Healthy
INV015676,P04426,,W018,warehouse,182,61,305,10.1,2024-04-23,0,2.0,0.07,2600.0,0,0,100.0,Healthy
INV015677,P04389,,W002,warehouse,463,66,330,115.8,2024-11-22,0,6.0,0.2,2315.0,0,1,85.0,Healthy
INV015678,P01936,S0072,,store,410,64,320,102.5,2024-06-09,0,1.0,0.1,4100.0,0,1,85.0,Healthy
INV015679,P03568,S0094,,store,108,20,100,6.4,2024-02-17,0,4.0,0.13,830.8,0,1,85.0,Healthy
INV015680,P03825,,W018,warehouse,447,23,115,40.6,2024-12-28,0,6.0,0.2,2235.0,0,1,85.0,Healthy
INV015681,P02889,S0050,,store,134,75,375,44.7,2024-04-01,0,2.0,0.07,1914.3,0,0,100.0,Healthy
INV015682,P03316,S0118,,store,305,55,275,101.7,2024-11-30,0,1.0,0.1,3050.0,0,1,85.0,Healthy
INV015683,P02227,,W029,warehouse,324,41,205,64.8,2024-06-26,0,3.0,0.1,3240.0,0,1,85.0,Healthy
INV015684,P02956,S0003,,store,303,84,420,33.7,2024-07-06,0,4.0,0.13,2330.8,0,0,100.0,Healthy
INV015685,P03596,,W018,warehouse,60,75,375,15.0,2024-09-13,1,1.0,0.03,2000.0,1,0,75.0,Healthy
INV015686,P04641,S0028,,store,390,49,245,22.9,2024-03-10,0,1.0,0.03,13000.0,0,1,85.0,Healthy
INV015687,P02987,,W020,warehouse,124,94,470,12.4,2024-10-12,0,7.0,0.23,539.1,0,0,100.0,Healthy
INV015688,P02913,S0058,,store,239,69,345,34.1,2024-12-09,0,1.0,0.1,2390.0,0,0,100.0,Healthy
INV015689,P02698,,W029,warehouse,16,90,450,2.7,2024-06-23,1,5.0,0.17,94.1,1,0,75.0,Healthy
INV015690,P02600,,W028,warehouse,441,35,175,36.8,2024-12-24,0,5.0,0.17,2594.1,0,1,85.0,Healthy
INV015691,P01852,S0145,,store,236,91,455,13.9,2024-09-19,0,5.0,0.17,1388.2,0,0,100.0,Healthy
INV015692,P02739,,W029,warehouse,144,45,225,28.8,2024-01-27,0,2.0,0.07,2057.1,0,0,100.0,Healthy
INV015693,P04481,S0080,,store,260,85,425,13.7,2024-08-13,0,5.0,0.17,1529.4,0,0,100.0,Healthy
INV015694,P01231,,W013,warehouse,301,21,105,100.3,2024-07-03,0,1.0,0.03,10033.3,0,1,85.0,Healthy
INV015695,P01183,,W010,warehouse,437,62,310,31.2,2024-01-21,0,4.0,0.13,3361.5,0,1,85.0,Healthy
INV015696,P01359,S0058,,store,117,87,435,9.0,2024-08-10,0,2.0,0.07,1671.4,0,0,100.0,Healthy
INV015697,P01848,,W006,warehouse,196,30,150,13.1,2024-05-24,0,1.0,0.1,1960.0,0,1,85.0,Healthy
INV015698,P04498,,W004,warehouse,66,56,280,3.9,2024-11-03,0,2.0,0.07,942.9,0,0,100.0,Healthy
INV015699,P04361,S0049,,store,304,59,295,38.0,2024-12-11,0,9.0,0.3,1013.3,0,1,85.0,Healthy
INV015700,P02934,S0085,,store,249,77,385,83.0,2024-02-26,0,1.0,0.03,8300.0,0,0,100.0,Healthy
INV015701,P03222,,W026,warehouse,210,51,255,70.0,2024-05-19,0,3.0,0.1,2100.0,0,0,100.0,Healthy
INV015702,P01853,S0134,,store,4,85,425,0.2,2024-11-04,1,2.0,0.07,57.1,1,0,75.0,Healthy
INV015703,P00133,,W011,warehouse,111,62,310,10.1,2024-10-07,0,1.0,0.03,3700.0,0,0,100.0,Healthy
INV015704,P04631,,W026,warehouse,360,85,425,27.7,2024-11-30,0,2.0,0.07,5142.9,0,0,100.0,Healthy
INV015705,P03302,S0118,,store,496,72,360,45.1,2024-02-12,0,1.0,0.1,4960.0,0,1,85.0,Healthy
INV015706,P02939,S0148,,store,78,29,145,4.3,2024-01-28,0,1.0,0.03,2600.0,0,0,100.0,Healthy
INV015707,P03848,S0090,,store,126,78,390,9.7,2024-11-10,0,9.0,0.3,420.0,0,0,100.0,Healthy
INV015708,P01750,,W014,warehouse,369,96,480,18.4,2024-04-20,0,2.0,0.07,5271.4,0,0,100.0,Healthy
